# Weather station Khargone, India, WMO_ID=42849,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42849&lang=en
#
"Local time in Khargone";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.06.2017 08:30";"31.4";"731.6";"752.6";"";"63";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"31.05.2017 17:30";"38.0";"726.7";"747.1";"";"37";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"31.05.2017 08:30";"32.4";"730.1";"751.0";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"30.05.2017 17:30";"39.6";"725.9";"746.2";"";"37";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"30.05.2017 08:30";"31.6";"730.1";"751.0";"";"65";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"29.05.2017 17:30";"39.0";"727.2";"747.5";"";"36";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"29.05.2017 08:30";"32.0";"731.7";"752.6";"";"62";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"28.05.2017 17:30";"40.0";"727.1";"747.4";"";"27";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"43.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"28.05.2017 08:30";"35.6";"733.6";"754.3";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.9";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"27.05.2017 17:30";"42.0";"730.9";"751.1";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.9";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"27.05.2017 08:30";"35.8";"733.5";"754.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.1";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"26.05.2017 08:30";"36.2";"733.4";"754.1";"";"39";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"";"20.1";"";"";"";"";"";"";
"25.05.2017 17:30";"41.4";"730.4";"750.7";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"25.05.2017 11:30";"36.4";"733.6";"754.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"";"20.4";"";"";"";"";"";"";
"25.05.2017 08:30";"36.4";"733.6";"754.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"24.05.2017 17:30";"41.0";"731.0";"751.3";"";"23";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"41.9";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"24.05.2017 08:30";"36.2";"733.6";"754.3";"";"39";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"27.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"23.05.2017 17:30";"40.8";"730.9";"751.2";"";"22";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"41.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"23.05.2017 08:30";"34.0";"735.2";"756.1";"";"51";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.9";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"22.05.2017 17:30";"40.6";"730.4";"750.7";"";"22";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"41.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"22.05.2017 08:30";"32.8";"734.6";"755.6";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"21.05.2017 17:30";"39.8";"729.6";"749.9";"";"29";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.9";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"21.05.2017 08:30";"32.8";"733.0";"753.9";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"20.05.2017 17:30";"43.0";"731.1";"751.3";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.3";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"20.05.2017 08:30";"33.4";"734.3";"755.2";"";"45";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"19.05.2017 17:30";"41.6";"730.7";"751.0";"";"18";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"19.05.2017 08:30";"34.2";"733.7";"754.5";"";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.9";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"18.05.2017 17:30";"41.8";"730.8";"751.0";"";"23";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"18.05.2017 08:30";"32.8";"733.8";"754.7";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"17.05.2017 17:30";"40.8";"731.0";"751.3";"";"21";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"17.05.2017 08:30";"33.6";"732.8";"753.7";"";"46";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"16.05.2017 17:30";"41.2";"729.4";"749.7";"";"24";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"41.9";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"16.05.2017 08:30";"32.6";"733.7";"754.7";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"15.05.2017 17:30";"41.8";"730.9";"751.2";"";"26";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"42.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"15.05.2017 08:30";"34.4";"732.8";"753.6";"";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.9";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"14.05.2017 17:30";"43.4";"730.9";"751.0";"";"23";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"14.05.2017 08:30";"34.6";"733.5";"754.3";"";"38";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"28.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"13.05.2017 17:30";"44.4";"729.3";"749.3";"";"21";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"44.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"13.05.2017 08:30";"37.0";"734.2";"754.9";"";"36";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"28.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"12.05.2017 17:30";"43.4";"731.5";"751.7";"";"23";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"43.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"12.05.2017 08:30";"33.4";"736.0";"757.0";"";"41";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"26.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"11.05.2017 17:30";"43.2";"731.6";"751.8";"";"24";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"43.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.8";"";"";"";"";"";"";
"11.05.2017 08:30";"33.0";"735.0";"756.0";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"10.05.2017 17:30";"42.2";"731.3";"751.5";"";"26";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"42.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"10.05.2017 08:30";"30.4";"735.3";"756.4";"";"47";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"09.05.2017 17:30";"43.0";"731.9";"752.1";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.3";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"09.05.2017 08:30";"33.2";"734.6";"755.5";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"08.05.2017 17:30";"40.2";"731.5";"751.9";"";"23";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"42.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"08.05.2017 08:30";"34.2";"735.8";"756.7";"";"39";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"07.05.2017 17:30";"42.0";"732.4";"752.7";"";"19";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"45.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.1";"";"";"";"";"";"";
"07.05.2017 08:30";"34.6";"735.8";"756.7";"";"31";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"06.05.2017 17:30";"42.2";"732.5";"752.8";"";"18";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"06.05.2017 08:30";"34.0";"736.8";"757.7";"";"28";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"05.05.2017 17:30";"42.2";"731.6";"751.8";"";"19";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"42.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.0";"";"";"";"";"";"";
"05.05.2017 08:30";"35.2";"735.9";"756.7";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"04.05.2017 17:30";"42.4";"733.3";"753.6";"";"22";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"04.05.2017 08:30";"34.0";"736.1";"757.0";"";"35";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"24.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"03.05.2017 17:30";"41.6";"733.4";"753.7";"";"24";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"41.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.3";"";"";"";"";"";"";
"03.05.2017 08:30";"33.4";"736.3";"757.3";"";"39";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"24.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"02.05.2017 17:30";"41.8";"733.5";"753.8";"";"23";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"42.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"02.05.2017 08:30";"32.0";"736.1";"757.2";"";"44";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.1";"";"";"";"";"";"";
"01.05.2017 17:30";"40.4";"732.7";"753.1";"";"24";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.3";"";"";"";"";"";"";
"01.05.2017 08:30";"33.0";"736.1";"757.1";"";"47";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"30.04.2017 17:30";"33.8";"733.6";"754.5";"";"31";"Wind blowing from the south";"8";"";"";"90  or more, but not 100%";" ";"";"";"";"35.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.3";"";"";"";"";"";"";
"30.04.2017 08:30";"32.4";"736.1";"757.1";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"29.04.2017 17:30";"40.0";"732.7";"753.1";"";"20";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"29.04.2017 08:30";"30.6";"736.1";"757.3";"";"47";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"28.04.2017 17:30";"40.4";"732.6";"753.0";"";"16";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"28.04.2017 08:30";"30.2";"736.2";"757.4";"";"39";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"27.04.2017 17:30";"40.8";"733.5";"753.9";"";"17";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"27.04.2017 08:30";"30.0";"736.7";"757.9";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"26.04.2017 17:30";"39.6";"733.5";"754.0";"";"22";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"26.04.2017 08:30";"30.4";"736.3";"757.5";"";"51";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"25.04.2017 17:30";"38.0";"732.8";"753.4";"";"24";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"38.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.3";"";"";"";"";"";"";
"25.04.2017 08:30";"29.2";"736.2";"757.5";"";"57";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"24.04.2017 17:30";"38.2";"732.8";"753.3";"";"25";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"24.04.2017 08:30";"29.3";"736.2";"757.5";"";"52";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"23.04.2017 17:30";"38.0";"732.6";"753.2";"";"25";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"23.04.2017 08:30";"29.6";"736.2";"757.4";"";"54";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"22.7";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"22.04.2017 17:30";"39.2";"730.6";"751.0";"";"26";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"21.04.2017 17:30";"40.8";"731.0";"751.3";"";"20";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
