# Weather station Sidhi, India, WMO_ID=42577,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42577&lang=en
#
"Local time in Sidhi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.04.2016 08:30";"27.8";"732.1";"754.5";"";"43";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.1";"";"";"";"";"";"";
"26.04.2016 17:30";"40.6";"730.5";"752.0";"";"15";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"42.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.3";"";"";"";"";"";"";
"26.04.2016 08:30";"26.2";"732.1";"754.7";"";"41";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"12.0";"";"";"";"";"";"";
"25.04.2016 17:30";"39.4";"728.4";"749.9";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"25.04.2016 08:30";"25.6";"728.9";"751.4";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"24.04.2016 17:30";"39.0";"727.5";"749.0";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"24.04.2016 08:30";"25.6";"728.2";"750.7";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"23.04.2016 08:30";"30.0";"728.2";"750.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"22.04.2016 17:30";"41.0";"726.6";"747.9";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"22.04.2016 08:30";"31.8";"729.8";"751.9";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"21.04.2016 17:30";"40.8";"728.7";"750.1";"";"23";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"21.04.2016 08:30";"30.4";"732.1";"754.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"20.04.2016 17:30";"41.2";"730.2";"751.6";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"20.04.2016 08:30";"28.8";"731.9";"754.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"18.04.2016 08:30";"25.8";"731.6";"754.2";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"17.04.2016 17:30";"40.0";"728.6";"750.1";"";"30";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"41.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"19.1";"";"";"";"";"";"";
"17.04.2016 08:30";"26.8";"730.3";"752.8";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"16.04.2016 17:30";"41.6";"727.9";"749.2";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"16.04.2016 08:30";"27.2";"731.9";"754.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"15.04.2016 17:30";"40.4";"730.2";"751.7";"";"26";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"43.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"15.04.2016 08:30";"26.0";"732.0";"754.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"14.04.2016 17:30";"39.2";"729.6";"751.1";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"14.04.2016 08:30";"24.4";"731.3";"754.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"13.04.2016 17:30";"37.4";"728.1";"749.7";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"13.04.2016 08:30";"25.6";"731.9";"754.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"12.04.2016 17:30";"36.8";"730.3";"752.0";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"12.04.2016 08:30";"27.2";"732.0";"754.5";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"11.04.2016 17:30";"39.2";"730.4";"752.0";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"11.04.2016 08:30";"26.0";"733.5";"756.1";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"10.04.2016 17:30";"38.2";"731.1";"752.8";"";"22";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"41.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.7";"";"";"";"";"";"";
"10.04.2016 08:30";"26.0";"734.3";"756.9";"";"66";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.2";"";"";"";"";"";"";
"09.04.2016 17:30";"38.6";"731.8";"753.4";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"09.04.2016 08:30";"26.2";"732.7";"755.3";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"08.04.2016 17:30";"38.2";"731.1";"752.8";"";"19";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"39.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"10.5";"";"";"";"";"";"";
"08.04.2016 08:30";"25.6";"735.1";"757.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"07.04.2016 17:30";"37.2";"731.1";"752.8";"";"17";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"39.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"8.0";"";"";"";"";"";"";
"07.04.2016 08:30";"25.6";"734.2";"756.9";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.4";"";"";"";"";"";"";
"06.04.2016 17:30";"37.6";"731.7";"753.4";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"06.04.2016 08:30";"27.2";"734.0";"756.5";"";"46";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.6";"";"";"";"";"";"";
"05.04.2016 17:30";"39.2";"730.2";"751.8";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"05.04.2016 08:30";"28.2";"732.4";"754.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"04.04.2016 17:30";"39.8";"729.5";"751.0";"";"22";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"41.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"10.0";"14.4";"";"";"";"";"";"";
"04.04.2016 08:30";"27.0";"733.6";"756.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"03.04.2016 17:30";"39.4";"731.2";"752.8";"";"34";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"41.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"10.0";"20.6";"";"";"";"";"";"";
"03.04.2016 08:30";"24.0";"734.4";"757.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"02.04.2016 17:30";"38.2";"731.4";"753.1";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"02.04.2016 08:30";"23.2";"733.7";"756.5";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"01.04.2016 17:30";"36.8";"731.3";"753.1";"";"28";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"38.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"15.2";"";"";"";"";"";"";
"01.04.2016 08:30";"22.0";"732.9";"755.8";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"31.03.2016 17:30";"36.4";"732.2";"754.0";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"10.0";"8.3";"";"";"";"";"";"";
"31.03.2016 08:30";"21.4";"735.9";"759.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"30.03.2016 17:30";"35.4";"733.7";"755.6";"";"16";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"37.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.3";"";"";"";"";"";"";
"30.03.2016 08:30";"20.6";"736.0";"759.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"29.03.2016 17:30";"35.0";"733.6";"755.6";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"29.03.2016 08:30";"22.4";"736.1";"759.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"28.03.2016 17:30";"34.0";"734.4";"756.4";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"28.03.2016 08:30";"21.2";"736.0";"759.1";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"17.3";"";"";"";"";"";"";
"27.03.2016 17:30";"27.4";"735.1";"757.7";"";"51";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"16.5";"";"";"";"";"";"";
"27.03.2016 08:30";"22.8";"735.3";"758.2";"";"60";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.7";"";"";"";"";"";"";
"26.03.2016 17:30";"37.4";"733.7";"755.5";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"26.03.2016 08:30";"21.8";"736.1";"759.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"25.03.2016 17:30";"35.6";"734.4";"756.3";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"25.03.2016 08:30";"17.6";"736.9";"760.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"24.03.2016 17:30";"35.2";"733.0";"754.9";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"24.03.2016 08:30";"16.8";"736.3";"759.7";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"23.03.2016 17:30";"32.0";"732.5";"754.6";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"23.03.2016 08:30";"18.2";"735.5";"758.8";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"22.03.2016 17:30";"31.8";"732.3";"754.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"22.03.2016 08:30";"20.2";"734.5";"757.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"21.03.2016 17:30";"33.6";"732.3";"754.3";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"21.03.2016 08:30";"22.2";"734.6";"757.6";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"20.03.2016 17:30";"35.2";"732.4";"754.3";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"20.03.2016 08:30";"21.6";"734.6";"757.6";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"19.03.2016 17:30";"34.6";"731.7";"753.6";"";"26";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.2";"";"";"";"";"";"";
"19.03.2016 08:30";"22.0";"734.0";"757.0";"";"64";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"18.03.2016 08:30";"20.8";"735.6";"758.7";"";"55";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"18.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"17.03.2016 17:30";"31.4";"734.7";"757.0";"";"25";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.0";"";"";"";"";"";"";
"17.03.2016 08:30";"15.4";"736.4";"760.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"16.03.2016 17:30";"29.6";"734.8";"757.2";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"3.0";"";"";"";"";"";"";
"16.03.2016 08:30";"17.2";"736.5";"759.9";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"15.03.2016 17:30";"29.0";"735.4";"757.9";"";"35";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"11.8";"";"";"";"";"";"";
"15.03.2016 08:30";"18.6";"736.4";"759.7";"";"96";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"17.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"14.03.2016 17:30";"26.0";"734.9";"757.6";"";"66";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.2";"";"";"";"";"";"";
"14.03.2016 08:30";"19.0";"737.0";"760.3";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"17.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"13.03.2016 17:30";"21.6";"736.2";"759.2";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"23.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"19.1";"";"";"";"";"";"";
"13.03.2016 08:30";"20.0";"737.7";"760.9";"";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"18.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"17.7";"";"";"";"";"";"";
"12.03.2016 17:30";"25.0";"733.2";"755.9";"";"58";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"16.2";"";"";"";"";"";"";
"12.03.2016 08:30";"22.2";"735.5";"758.5";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"11.03.2016 17:30";"33.8";"734.6";"756.7";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"10.03.2016 08:30";"19.8";"736.3";"759.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"09.03.2016 17:30";"31.0";"734.8";"757.1";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"09.03.2016 08:30";"20.0";"735.6";"758.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"08.03.2016 17:30";"31.2";"732.7";"754.9";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"08.03.2016 08:30";"19.8";"735.6";"758.8";"";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"18.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.2";"";"";"";"";"";"";
"07.03.2016 17:30";"27.8";"733.4";"755.9";"";"56";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"18.1";"";"";"";"";"";"";
"07.03.2016 08:30";"17.8";"736.5";"759.9";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"17.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"15.8";"";"";"";"";"";"";
"06.03.2016 08:30";"19.8";"737.9";"761.1";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.5";"";"";"";"";"";"";
"05.03.2016 17:30";"30.6";"734.7";"757.0";"";"42";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.2";"";"";"";"";"";"";
"05.03.2016 08:30";"23.0";"737.8";"760.8";"";"61";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"15.0";"";"";"";"";"";"";
"04.03.2016 17:30";"34.0";"734.8";"756.9";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"04.03.2016 08:30";"18.0";"736.7";"760.1";"";"77";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"17.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"03.03.2016 08:30";"18.0";"739.5";"762.9";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"02.03.2016 17:30";"31.4";"737.3";"759.6";"";"29";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.1";"";"";"";"";"";"";
"02.03.2016 08:30";"16.0";"738.8";"762.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"01.03.2016 17:30";"30.6";"736.4";"758.8";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"01.03.2016 08:30";"16.6";"739.5";"763.1";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"29.02.2016 08:30";"17.4";"740.4";"763.9";"";"84";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"16.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.6";"";"";"";"";"";"";
"28.02.2016 17:30";"29.0";"738.9";"761.5";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"28.02.2016 08:30";"17.4";"740.4";"763.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"27.02.2016 17:30";"27.6";"738.1";"760.7";"";"61";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"19.3";"";"";"";"";"";"";
"27.02.2016 08:30";"19.8";"740.4";"763.7";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"17.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"16.1";"";"";"";"";"";"";
"26.02.2016 17:30";"25.8";"737.3";"760.1";"";"58";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"16.8";"";"";"";"";"";"";
