# Weather station Hoshangabad, India, WMO_ID=42763,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42763&lang=en
#
"Local time in Hoshangabad";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.12.2017 14:30";"29.2";"733.8";"759.0";"-1.7";"43";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"08.12.2017 11:30";"25.2";"735.5";"761.1";"-0.3";"47";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"08.12.2017 08:30";"20.0";"735.8";"761.9";"";"64";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"07.12.2017 17:30";"27.2";"732.4";"757.7";"-0.4";"54";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"07.12.2017 14:30";"28.6";"732.8";"758.0";"-1.7";"48";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"07.12.2017 11:30";"25.0";"734.5";"760.2";"-0.3";"47";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.0";"";"";"";"";"";"";
"07.12.2017 08:30";"19.0";"734.8";"761.0";"";"67";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"16.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.6";"";"";"";"";"";"";
"06.12.2017 20:30";"25.2";"731.7";"757.2";"";"53";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"26.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"06.12.2017 17:30";"25.2";"731.7";"757.2";"-0.4";"53";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"26.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"06.12.2017 14:30";"25.0";"732.1";"757.7";"-2.4";"53";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.6";"";"";"";"";"";"";
"06.12.2017 11:30";"23.6";"734.5";"760.2";"-0.3";"48";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.0";"";"";"";"";"";"";
"06.12.2017 08:30";"19.0";"734.8";"761.0";"";"60";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"18.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.9";"";"";"";"";"";"";
"05.12.2017 17:30";"26.4";"732.1";"757.4";"-0.8";"40";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"29.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.8";"";"";"";"";"";"";
"05.12.2017 14:30";"29.0";"732.9";"758.2";"-2.4";"31";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.3";"";"";"";"";"";"";
"05.12.2017 11:30";"24.4";"735.3";"760.9";"0.2";"40";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.9";"";"";"";"";"";"";
"05.12.2017 08:30";"19.0";"735.1";"761.3";"";"50";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"15.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.2";"";"";"";"";"";"";
"04.12.2017 17:30";"25.6";"732.4";"757.9";"-0.9";"48";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.8";"";"";"";"";"";"";
"04.12.2017 14:30";"28.8";"733.3";"758.6";"-2.1";"37";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"04.12.2017 11:30";"25.0";"735.4";"761.1";"-0.6";"41";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.7";"";"";"";"";"";"";
"04.12.2017 08:30";"17.0";"736.0";"762.4";"";"61";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.4";"";"";"";"";"";"";
"03.12.2017 17:30";"27.2";"733.9";"759.2";"-0.6";"45";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"29.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.2";"";"";"";"";"";"";
"03.12.2017 14:30";"28.4";"734.5";"759.7";"-1.8";"39";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.2";"";"";"";"";"";"";
"03.12.2017 11:30";"24.0";"736.3";"762.1";"-0.8";"36";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.8";"";"";"";"";"";"";
"03.12.2017 08:30";"16.6";"737.1";"763.1";"";"55";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"13.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.4";"";"";"";"";"";"";
"02.12.2017 17:30";"27.0";"734.1";"759.5";"-0.6";"36";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.8";"";"";"";"";"";"";
"02.12.2017 14:30";"29.8";"734.7";"759.9";"-2.2";"29";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.1";"";"";"";"";"";"";
"02.12.2017 11:30";"25.6";"736.9";"762.6";"0.0";"42";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.6";"";"";"";"";"";"";
"02.12.2017 08:30";"17.4";"736.9";"763.2";"";"58";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"14.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.9";"";"";"";"";"";"";
"01.12.2017 17:30";"27.2";"733.0";"758.3";"-0.3";"40";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.5";"";"";"";"";"";"";
"01.12.2017 14:30";"30.4";"733.3";"758.4";"-2.4";"30";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.0";"";"";"";"";"";"";
"01.12.2017 11:30";"26.4";"735.7";"761.2";"-0.6";"38";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.9";"";"";"";"";"";"";
"01.12.2017 08:30";"17.8";"736.3";"762.7";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"30.11.2017 17:30";"27.0";"733.5";"758.9";"-0.1";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"30.11.2017 14:30";"29.2";"733.6";"758.8";"-2.5";"25";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"30.11.2017 11:30";"26.0";"736.1";"761.8";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"30.11.2017 08:30";"18.4";"";"762.9";"";"54";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"29.11.2017 17:30";"27.4";"734.0";"759.4";"-0.5";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"29.11.2017 14:30";"31.0";"734.5";"759.7";"-1.9";"32";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"29.11.2017 11:30";"25.0";"736.4";"762.1";"-0.2";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"29.11.2017 08:30";"18.0";"736.6";"762.9";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"28.11.2017 17:30";"29.8";"732.8";"757.9";"-0.8";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"28.11.2017 14:30";"31.0";"733.6";"758.7";"-1.8";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"28.11.2017 11:30";"27.0";"735.4";"760.9";"-0.6";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"28.11.2017 08:30";"17.0";"736.0";"762.4";"";"70";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"";"";"";"";"";"";"2.0";"11.5";"";"";"";"";"";"";
"27.11.2017 17:30";"28.8";"733.3";"758.5";"-0.6";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"27.11.2017 14:30";"30.2";"733.9";"759.0";"-2.1";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"27.11.2017 11:30";"25.0";"736.0";"761.8";"-0.8";"41";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"27.11.2017 08:30";"16.6";"736.8";"763.2";"";"74";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"12.0";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"26.11.2017 17:30";"29.0";"734.8";"760.1";"-0.5";"26";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"26.11.2017 14:30";"30.2";"735.3";"760.4";"-2.3";"23";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.8";"";"";"";"";"";"";
"26.11.2017 11:30";"25.6";"737.6";"763.3";"-0.3";"39";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"26.11.2017 08:30";"16.2";"737.9";"764.4";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"2.0";"10.2";"";"";"";"";"";"";
"25.11.2017 17:30";"27.4";"734.2";"759.5";"-0.4";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"25.11.2017 14:30";"28.4";"734.6";"759.5";"-2.2";"34";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"25.11.2017 11:30";"26.0";"736.8";"762.4";"0.5";"38";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"25.11.2017 08:30";"17.6";"736.3";"762.6";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"24.11.2017 17:30";"28.0";"733.8";"759.1";"-0.4";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"24.11.2017 14:30";"29.6";"734.2";"759.4";"-2.1";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"24.11.2017 11:30";"25.2";"736.3";"761.9";"-0.2";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"24.11.2017 08:30";"18.2";"736.5";"762.7";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"23.11.2017 17:30";"25.0";"732.7";"758.2";"0.3";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.7";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"23.11.2017 14:30";"29.6";"732.4";"757.6";"-2.1";"35";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"23.11.2017 11:30";"26.0";"734.5";"760.0";"-0.4";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"23.11.2017 08:30";"19.4";"734.9";"761.0";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"22.11.2017 17:30";"27.2";"732.5";"757.8";"-0.4";"40";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"29.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"22.11.2017 14:30";"29.2";"732.9";"758.1";"-2.1";"36";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"22.11.2017 11:30";"26.0";"735.0";"760.6";"0.2";"43";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"22.11.2017 08:30";"21.6";"734.8";"760.8";"";"56";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"19.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"21.11.2017 17:30";"27.2";"733.0";"758.4";"-0.5";"49";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"29.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"21.11.2017 14:30";"28.4";"733.5";"758.8";"-1.9";"44";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"21.11.2017 11:30";"26.6";"735.4";"761.2";"-0.6";"49";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.1";"";"";"";"";"";"";
"21.11.2017 08:30";"21.6";"736.0";"762.0";"";"53";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"19.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.6";"";"";"";"";"";"";
"20.11.2017 17:30";"28.4";"734.1";"759.4";"-0.7";"49";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"29.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"20.11.2017 14:30";"28.8";"734.8";"760.1";"-2.1";"51";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"20.11.2017 11:30";"26.4";"736.9";"762.4";"-0.3";"54";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"20.11.2017 08:30";"22.2";"737.2";"763.0";"";"66";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"19.11.2017 17:30";"29.8";"733.2";"758.4";"-0.8";"54";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"19.11.2017 14:30";"30.4";"734.0";"759.1";"-1.8";"56";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"19.11.2017 11:30";"26.6";"735.8";"761.3";"0.1";"61";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"19.11.2017 08:30";"22.6";"735.7";"761.6";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
