# Weather station Khandwa, India, WMO_ID=42855,selection from 31.05.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42855&lang=en
#
"Local time in Khandwa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.11.2016 08:30";"19.4";"";"";"";"58";"";"";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"23.11.2016 17:30";"30.0";"";"";"";"27";"";"";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"23.11.2016 08:30";"20.0";"";"";"";"57";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"22.11.2016 17:30";"30.0";"";"";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"22.11.2016 08:30";"20.4";"";"";"";"59";"";"";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"21.11.2016 17:30";"31.0";"";"";"";"21";"";"";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"21.11.2016 08:30";"20.0";"";"";"";"57";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"20.11.2016 17:30";"31.4";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"20.11.2016 08:30";"21.0";"";"";"";"55";"";"";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"19.11.2016 17:30";"30.0";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"19.11.2016 08:30";"19.4";"";"";"";"62";"";"";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"18.11.2016 17:30";"28.4";"";"";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"18.11.2016 08:30";"19.4";"";"";"";"62";"";"";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"17.11.2016 17:30";"29.0";"";"";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"17.11.2016 08:30";"20.0";"";"";"";"63";"";"";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"16.11.2016 17:30";"30.4";"";"";"";"23";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"16.11.2016 08:30";"20.4";"";"";"";"59";"";"";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"15.11.2016 17:30";"30.0";"";"";"";"30";"";"";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"15.11.2016 08:30";"18.4";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"14.11.2016 17:30";"28.0";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"14.11.2016 08:30";"18.0";"";"";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"13.11.2016 17:30";"30.4";"";"";"";"19";"";"";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"13.11.2016 08:30";"19.4";"";"";"";"62";"";"";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"12.11.2016 17:30";"30.0";"";"";"";"20";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"12.11.2016 08:30";"19.0";"";"";"";"62";"";"";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"11.11.2016 17:30";"30.4";"";"";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"11.11.2016 08:30";"19.7";"";"";"";"60";"";"";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"10.11.2016 17:30";"30.0";"";"";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"2.4";"";"";"";"";"";"";
"10.11.2016 08:30";"18.0";"";"";"";"66";"";"";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"09.11.2016 17:30";"28.0";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"09.11.2016 08:30";"22.0";"";"";"";"49";"";"";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"08.11.2016 17:30";"30.0";"";"";"";"22";"";"";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"08.11.2016 08:30";"21.4";"";"";"";"53";"";"";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"07.11.2016 17:30";"30.4";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"07.11.2016 08:30";"22.4";"";"";"";"50";"";"";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"06.11.2016 17:30";"28.4";"";"";"";"54";"";"";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"06.11.2016 08:30";"23.0";"";"";"";"50";"";"";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"05.11.2016 17:30";"28.0";"";"";"";"52";"";"";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"05.11.2016 08:30";"22.0";"";"";"";"60";"";"";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"04.11.2016 17:30";"28.0";"";"";"";"43";"";"";"";"";"70 – 80%.";" ";"";"";"";"30.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.4";"";"";"";"";"";"";
"04.11.2016 08:30";"21.0";"";"";"";"72";"";"";"";"";"70 – 80%.";" ";"";"";"16.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.7";"";"";"";"";"";"";
"03.11.2016 17:30";"30.0";"";"";"";"30";"";"";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"03.11.2016 08:30";"20.0";"";"";"";"71";"";"";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"02.11.2016 17:30";"28.4";"";"";"";"30";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"02.11.2016 08:30";"21.4";"";"";"";"60";"";"";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"01.11.2016 17:30";"30.4";"";"";"";"25";"";"";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"01.11.2016 08:30";"22.4";"";"";"";"57";"";"";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"31.10.2016 17:30";"30.0";"";"";"";"32";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"31.10.2016 08:30";"24.0";"";"";"";"59";"";"";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"30.10.2016 17:30";"31.4";"";"";"";"30";"";"";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"30.10.2016 08:30";"22.0";"";"";"";"64";"";"";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"29.10.2016 17:30";"31.0";"";"";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"29.10.2016 08:30";"22.4";"";"";"";"61";"";"";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"28.10.2016 17:30";"30.0";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"28.10.2016 08:30";"23.4";"";"";"";"66";"";"";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"27.10.2016 17:30";"31.4";"";"";"";"40";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"27.10.2016 08:30";"24.0";"";"";"";"65";"";"";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"26.10.2016 17:30";"31.0";"";"";"";"36";"";"";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"26.10.2016 08:30";"23.4";"";"";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"25.10.2016 17:30";"30.0";"";"";"";"42";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"25.10.2016 08:30";"24.0";"";"";"";"66";"";"";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"24.10.2016 17:30";"31.4";"";"";"";"42";"";"";"";"";"70 – 80%.";" ";"";"";"";"32.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"23.10.2016 17:30";"31.0";"";"";"";"41";"";"";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"23.10.2016 08:30";"24.0";"";"";"";"68";"";"";"";"";"70 – 80%.";" ";"";"";"18.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.7";"";"";"";"";"";"";
"22.10.2016 17:30";"31.0";"";"";"";"41";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"22.10.2016 08:30";"24.4";"";"";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"21.10.2016 17:30";"30.4";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"21.10.2016 08:30";"26.0";"";"";"";"61";"";"";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"20.10.2016 17:30";"32.0";"";"";"";"37";"";"";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"20.10.2016 08:30";"26.4";"";"";"";"58";"";"";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"19.10.2016 17:30";"31.0";"";"";"";"33";"";"";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"19.10.2016 08:30";"27.0";"";"";"";"58";"";"";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"18.10.2016 17:30";"32.0";"";"";"";"35";"";"";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"18.10.2016 08:30";"24.4";"";"";"";"66";"";"";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"17.10.2016 17:30";"30.4";"";"";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"17.10.2016 08:30";"23.4";"";"";"";"78";"";"";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"16.10.2016 17:30";"30.0";"";"";"";"57";"";"";"";"";"70 – 80%.";" ";"";"";"";"32.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.7";"";"";"";"";"";"";
"16.10.2016 08:30";"26.0";"";"";"";"78";"";"";"";"";"70 – 80%.";" ";"";"";"21.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.8";"";"";"";"";"";"";
"15.10.2016 17:30";"30.4";"";"";"";"50";"";"";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"15.10.2016 08:30";"25.0";"";"";"";"70";"";"";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"14.10.2016 17:30";"31.0";"";"";"";"52";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"14.10.2016 08:30";"24.4";"";"";"";"78";"";"";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"13.10.2016 17:30";"31.4";"";"";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"13.10.2016 08:30";"25.4";"";"";"";"74";"";"";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"12.10.2016 17:30";"31.0";"";"";"";"52";"";"";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"12.10.2016 08:30";"26.4";"";"";"";"72";"";"";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"11.10.2016 17:30";"30.0";"";"";"";"64";"";"";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"11.10.2016 08:30";"27.0";"";"";"";"86";"";"";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"10.10.2016 17:30";"30.4";"";"";"";"64";"";"";"";"";"100%.";" ";"";"";"";"31.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"10.10.2016 08:30";"27.0";"";"";"";"83";"";"";"";"";"100%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"09.10.2016 17:30";"30.0";"";"";"";"67";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"09.10.2016 08:30";"27.4";"";"";"";"83";"";"";"";"";"100%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.2";"";"";"";"";"";"";
"08.10.2016 17:30";"29.0";"";"";"";"71";"";"";"";"";"100%.";" ";"";"";"";"31.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"08.10.2016 08:30";"27.0";"";"";"";"83";"";"";"";"";"100%.";" ";"";"";"23.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"07.10.2016 17:30";"30.0";"";"";"";"70";"";"";"";"";"70 – 80%.";" ";"";"";"";"32.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"07.10.2016 08:30";"27.4";"";"";"";"80";"";"";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"06.10.2016 17:30";"29.0";"";"";"";"72";"";"";"";"";"100%.";" ";"";"";"";"30.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"06.10.2016 08:30";"26.4";"";"";"";"83";"";"";"";"";"100%.";" ";"";"";"23.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"05.10.2016 17:30";"28.0";"";"";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"05.10.2016 08:30";"27.0";"";"";"";"83";"";"";"";"";"70 – 80%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"04.10.2016 17:30";"30.4";"";"";"";"70";"";"";"";"";"70 – 80%.";" ";"";"";"";"31.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"04.10.2016 08:30";"28.4";"";"";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"03.10.2016 17:30";"30.0";"";"";"";"70";"";"";"";"";"100%.";" ";"";"";"";"31.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"03.10.2016 08:30";"26.4";"";"";"";"87";"";"";"";"";"100%.";" ";"";"";"22.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.1";"";"";"";"";"";"";
"02.10.2016 17:30";"27.4";"";"";"";"90";"";"";"";"";"100%.";" ";"";"";"";"29.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"02.10.2016 08:30";"26.0";"";"";"";"94";"";"";"";"";"100%.";" ";"";"";"22.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"01.10.2016 17:30";"28.0";"";"";"";"78";"";"";"";"";"100%.";" ";"";"";"";"30.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"01.10.2016 08:30";"25.4";"";"";"";"95";"";"";"";"";"100%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.5";"";"";"";"";"";"";
"30.09.2016 17:30";"28.4";"";"";"";"73";"";"";"";"";"100%.";" ";"";"";"";"29.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"30.09.2016 08:30";"25.4";"";"";"";"79";"";"";"";"";"100%.";" ";"";"";"22.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"100%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"29.09.2016 17:30";"30.0";"";"";"";"70";"";"";"";"";"70 – 80%.";" ";"";"";"";"31.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"29.09.2016 08:30";"26.0";"";"";"";"83";"";"";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"28.09.2016 17:30";"29.0";"";"";"";"70";"";"";"";"";"70 – 80%.";" ";"";"";"";"30.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"28.09.2016 08:30";"27.4";"";"";"";"73";"";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"27.09.2016 17:30";"30.4";"";"";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"27.09.2016 08:30";"26.4";"";"";"";"90";"";"";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
