# Weather station Damoh, India, WMO_ID=42674,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42674&lang=en
#
"Local time in Damoh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.05.2016 17:30";"35.2";"719.3";"749.5";"";"38";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"40.5";"";"";"600-1000";"";"";"10.0";"18.8";"";"";"";"";"";"";
"31.05.2016 08:30";"30.0";"721.5";"752.3";"";"65";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"30.05.2016 17:30";"25.2";"720.9";"752.2";"";"100";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"30.05.2016 08:30";"28.2";"720.5";"751.4";"";"67";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"10.0";"21.6";"";"";"";"";"";"";
"29.05.2016 17:30";"26.2";"719.7";"750.8";"";"86";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"41.0";"";"";"600-1000";"";"";"4.0";"23.6";"";"";"";"";"";"";
"29.05.2016 08:30";"34.0";"720.2";"750.5";"";"49";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"28.05.2016 17:30";"32.0";"718.0";"748.4";"";"51";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"40.5";"";"";"600-1000";"";"";"4.0";"20.6";"";"";"";"";"";"";
"28.05.2016 08:30";"36.0";"720.9";"751.1";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"27.05.2016 17:30";"41.0";"717.5";"747.0";"";"31";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"42.5";"";"";"600-1000";"";"";"10.0";"20.5";"";"";"";"";"";"";
"27.05.2016 08:30";"36.0";"720.5";"750.6";"";"43";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"29.6";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"26.05.2016 17:30";"41.2";"716.9";"746.4";"";"25";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.0";"";"";"600-1000";"";"";"10.0";"17.5";"";"";"";"";"";"";
"26.05.2016 08:30";"29.4";"720.2";"751.0";"";"67";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"22.2";"";"";"";"600-1000";"";"";"10.0";"22.7";"";"";"";"";"";"";
"25.05.2016 17:30";"30.0";"717.7";"748.3";"";"50";"Wind blowing from the south-east";"4";"";"";"20–30%.";" ";"";"";"";"40.0";"";"";"600-1000";"";"";"4.0";"18.6";"";"";"";"";"";"";
"25.05.2016 08:30";"35.4";"719.2";"749.4";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"24.05.2016 17:30";"41.2";"716.1";"745.6";"";"27";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"43.0";"";"";"600-1000";"";"";"10.0";"18.4";"";"";"";"";"";"";
"24.05.2016 08:30";"30.4";"721.1";"751.8";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"23.05.2016 17:30";"42.4";"716.1";"745.4";"";"22";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"44.0";"";"";"600-1000";"";"";"10.0";"16.3";"";"";"";"";"";"";
"23.05.2016 08:30";"35.6";"719.4";"749.5";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"22.05.2016 17:30";"43.6";"715.2";"744.4";"";"11";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"45.5";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"22.05.2016 08:30";"35.0";"718.1";"748.3";"";"42";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"27.0";"";"";"";"600-1000";"";"";"10.0";"20.1";"";"";"";"";"";"";
"21.05.2016 17:30";"38.4";"715.0";"744.7";"";"25";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"14.8";"";"";"";"";"";"";
"21.05.2016 08:30";"36.0";"716.3";"746.3";"";"40";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"20.05.2016 17:30";"40.6";"712.7";"742.1";"";"19";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"46.2";"";"";"600-1000";"";"";"10.0";"12.7";"";"";"";"";"";"";
"20.05.2016 08:30";"35.4";"716.4";"746.4";"";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"19.05.2016 17:30";"44.6";"714.8";"743.9";"";"15";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"46.0";"";"";"600-1000";"";"";"10.0";"12.0";"";"";"";"";"";"";
"19.05.2016 08:30";"35.2";"718.2";"748.3";"";"46";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"30.0";"";"";"";"600-1000";"";"";"10.0";"21.8";"";"";"";"";"";"";
"18.05.2016 17:30";"44.4";"715.0";"744.1";"";"18";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"45.6";"";"";"600-1000";"";"";"10.0";"15.3";"";"";"";"";"";"";
"18.05.2016 08:30";"35.6";"718.3";"748.4";"";"38";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"17.05.2016 17:30";"43.8";"716.1";"745.3";"";"13";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"45.0";"";"";"600-1000";"";"";"10.0";"9.8";"";"";"";"";"";"";
"16.05.2016 17:30";"43.0";"716.6";"745.9";"";"19";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"45.6";"";"";"600-1000";"";"";"10.0";"14.9";"";"";"";"";"";"";
"16.05.2016 08:30";"35.0";"720.3";"750.5";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"15.05.2016 17:30";"42.6";"718.7";"748.1";"";"14";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"46.0";"";"";"600-1000";"";"";"10.0";"9.7";"";"";"";"";"";"";
"15.05.2016 08:30";"35.4";"721.7";"752.0";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"14.05.2016 17:30";"43.6";"718.8";"748.1";"";"13";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"45.6";"";"";"600-1000";"";"";"10.0";"10.0";"";"";"";"";"";"";
"14.05.2016 08:30";"36.2";"721.7";"751.9";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"13.05.2016 17:30";"41.0";"718.2";"747.8";"";"20";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"44.0";"";"";"600-1000";"";"";"10.0";"13.9";"";"";"";"";"";"";
"13.05.2016 08:30";"33.4";"720.6";"751.0";"";"33";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"10.0";"15.1";"";"";"";"";"";"";
"12.05.2016 17:30";"42.6";"717.4";"746.8";"";"21";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"44.0";"";"";"600-1000";"";"";"10.0";"15.7";"";"";"";"";"";"";
"12.05.2016 08:30";"34.0";"721.3";"751.7";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"11.05.2016 17:30";"40.6";"719.3";"748.9";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"11.05.2016 08:30";"31.0";"724.1";"754.9";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"10.05.2016 17:30";"38.4";"720.7";"750.6";"";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"10.05.2016 08:30";"38.2";"725.7";"755.8";"";"33";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"09.05.2016 17:30";"38.4";"722.9";"752.9";"";"40";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"41.5";"";"";"600-1000";"";"";"4.0";"22.5";"";"";"";"";"";"";
"09.05.2016 08:30";"31.4";"723.7";"754.4";"";"42";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"10.0";"16.9";"";"";"";"";"";"";
"08.05.2016 17:30";"36.4";"721.0";"751.1";"";"33";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"40.5";"";"";"600-1000";"";"";"10.0";"17.7";"";"";"";"";"";"";
"08.05.2016 08:30";"30.4";"723.7";"754.6";"";"50";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"07.05.2016 17:30";"28.0";"721.3";"752.3";"";"70";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"22.1";"";"";"";"";"";"";
"07.05.2016 08:30";"27.6";"723.5";"754.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"06.05.2016 17:30";"27.0";"721.4";"752.5";"";"50";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"15.6";"";"";"";"";"";"";
"06.05.2016 08:30";"30.2";"724.4";"755.3";"";"41";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"05.05.2016 17:30";"40.0";"720.3";"750.0";"";"27";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"41.8";"";"";"600-1000";"";"";"10.0";"17.9";"";"";"";"";"";"";
"05.05.2016 08:30";"33.0";"724.5";"755.1";"";"36";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"16.2";"";"";"";"";"";"";
"04.05.2016 17:30";"39.0";"719.2";"749.0";"";"19";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"42.5";"";"";"600-1000";"";"";"10.0";"11.5";"";"";"";"";"";"";
"04.05.2016 08:30";"32.0";"722.6";"753.2";"";"36";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"03.05.2016 17:30";"37.6";"719.8";"749.8";"";"26";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"42.5";"";"";"600-1000";"";"";"10.0";"15.1";"";"";"";"";"";"";
"03.05.2016 08:30";"33.6";"722.4";"752.9";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"02.05.2016 17:30";"39.2";"720.0";"749.8";"";"19";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"45.0";"";"";"600-1000";"";"";"10.0";"11.3";"";"";"";"";"";"";
"02.05.2016 08:30";"34.0";"722.1";"752.5";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"01.05.2016 17:30";"42.6";"718.9";"748.3";"";"8";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"44.5";"";"";"600-1000";"";"";"10.0";"2.4";"";"";"";"";"";"";
"01.05.2016 08:30";"32.4";"722.2";"752.8";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"30.04.2016 17:30";"41.8";"719.6";"749.1";"";"14";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"44.2";"";"";"600-1000";"";"";"10.0";"9.3";"";"";"";"";"";"";
"30.04.2016 08:30";"33.8";"722.9";"753.4";"";"27";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"10.0";"12.4";"";"";"";"";"";"";
"29.04.2016 17:30";"41.2";"720.5";"750.1";"";"23";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"43.0";"";"";"600-1000";"";"";"10.0";"16.2";"";"";"";"";"";"";
"29.04.2016 08:30";"33.6";"722.7";"753.2";"";"28";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"28.04.2016 17:30";"41.0";"719.9";"749.5";"";"21";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"42.5";"";"";"600-1000";"";"";"10.0";"14.9";"";"";"";"";"";"";
"28.04.2016 08:30";"34.6";"722.9";"753.3";"";"26";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"10.0";"12.2";"";"";"";"";"";"";
"27.04.2016 17:30";"40.0";"720.5";"750.3";"";"24";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"42.5";"";"";"600-1000";"";"";"10.0";"16.1";"";"";"";"";"";"";
"27.04.2016 08:30";"31.8";"723.6";"754.3";"";"31";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"24.6";"";"";"";"600-1000";"";"";"10.0";"12.7";"";"";"";"";"";"";
"26.04.2016 17:30";"41.0";"721.0";"750.7";"";"17";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"43.6";"";"";"600-1000";"";"";"10.0";"11.3";"";"";"";"";"";"";
"26.04.2016 08:30";"31.8";"723.8";"754.5";"";"44";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"10.0";"18.2";"";"";"";"";"";"";
"25.04.2016 17:30";"40.8";"719.8";"749.4";"";"21";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.0";"";"";"600-1000";"";"";"10.0";"14.1";"";"";"";"";"";"";
"25.04.2016 08:30";"30.0";"722.0";"752.8";"";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"24.04.2016 17:30";"39.0";"718.5";"748.3";"";"20";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"41.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"12.0";"";"";"";"";"";"";
"24.04.2016 08:30";"30.0";"721.0";"751.8";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"23.04.2016 17:30";"39.0";"718.0";"747.8";"";"11";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"3.6";"";"";"";"";"";"";
"23.04.2016 08:30";"32.0";"720.7";"751.3";"";"30";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"22.04.2016 17:30";"41.0";"718.2";"747.8";"";"10";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"3.9";"";"";"";"";"";"";
"22.04.2016 08:30";"31.8";"721.9";"752.5";"";"24";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"21.04.2016 17:30";"41.0";"719.5";"749.1";"";"11";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"4.7";"";"";"";"";"";"";
"21.04.2016 08:30";"33.0";"723.2";"753.8";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"20.04.2016 17:30";"41.4";"721.3";"751.0";"";"16";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"44.2";"";"";"600-1000";"";"";"10.0";"10.9";"";"";"";"";"";"";
"20.04.2016 08:30";"33.4";"724.9";"755.5";"";"25";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"25.6";"";"";"";"600-1000";"";"";"10.0";"10.8";"";"";"";"";"";"";
"19.04.2016 17:30";"41.4";"721.2";"750.9";"";"13";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"43.6";"";"";"600-1000";"";"";"10.0";"7.8";"";"";"";"";"";"";
"19.04.2016 08:30";"31.4";"723.7";"754.5";"";"31";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"18.04.2016 17:30";"40.2";"720.4";"750.1";"";"29";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"42.5";"";"";"600-1000";"";"";"10.0";"19.0";"";"";"";"";"";"";
"18.04.2016 08:30";"33.0";"723.7";"754.3";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"17.04.2016 17:30";"39.2";"720.1";"749.9";"";"28";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"41.0";"";"";"600-1000";"";"";"10.0";"17.8";"";"";"";"";"";"";
"17.04.2016 08:30";"32.2";"722.3";"752.9";"";"25";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"16.04.2016 17:30";"42.6";"719.1";"748.6";"";"13";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"16.04.2016 08:30";"32.0";"722.9";"753.6";"";"29";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"10.0";"11.6";"";"";"";"";"";"";
"15.04.2016 17:30";"41.6";"720.5";"750.1";"";"14";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"15.04.2016 08:30";"30.8";"723.7";"754.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"14.04.2016 17:30";"39.8";"720.2";"750.0";"";"17";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"14.04.2016 08:30";"30.4";"722.7";"753.5";"";"26";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"13.04.2016 17:30";"38.0";"719.6";"749.5";"";"16";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"13.04.2016 08:30";"28.4";"723.5";"754.6";"";"29";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"12.04.2016 17:30";"37.6";"720.9";"750.9";"";"17";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"39.5";"";"";"600-1000";"";"";"10.0";"8.8";"";"";"";"";"";"";
"12.04.2016 08:30";"29.0";"724.7";"755.7";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"11.04.2016 17:30";"38.6";"721.9";"751.9";"";"23";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"41.2";"";"";"600-1000";"";"";"10.0";"13.9";"";"";"";"";"";"";
"11.04.2016 08:30";"31.0";"725.0";"755.8";"";"32";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"10.04.2016 17:30";"39.2";"722.3";"752.2";"";"15";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"42.5";"";"";"600-1000";"";"";"10.0";"7.7";"";"";"";"";"";"";
"10.04.2016 08:30";"31.6";"725.3";"756.1";"";"28";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"10.0";"10.9";"";"";"";"";"";"";
"09.04.2016 17:30";"39.2";"722.1";"752.0";"";"17";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"41.2";"";"";"600-1000";"";"";"10.0";"10.1";"";"";"";"";"";"";
"09.04.2016 08:30";"28.6";"724.7";"755.8";"";"37";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"22.8";"";"";"";"600-1000";"";"";"10.0";"12.6";"";"";"";"";"";"";
"08.04.2016 17:30";"38.6";"722.2";"752.2";"";"25";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"41.0";"";"";"600-1000";"";"";"10.0";"15.3";"";"";"";"";"";"";
"08.04.2016 08:30";"28.6";"725.2";"756.3";"";"36";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"23.4";"";"";"";"600-1000";"";"";"10.0";"12.2";"";"";"";"";"";"";
"07.04.2016 17:30";"36.2";"722.4";"752.6";"";"20";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"39.8";"";"";"600-1000";"";"";"10.0";"9.7";"";"";"";"";"";"";
"07.04.2016 08:30";"30.4";"724.9";"755.8";"";"30";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"23.5";"";"";"";"600-1000";"";"";"10.0";"11.0";"";"";"";"";"";"";
"06.04.2016 17:30";"38.6";"721.8";"751.7";"";"21";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"06.04.2016 08:30";"30.6";"724.8";"755.7";"";"36";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"25.4";"";"";"";"600-1000";"";"";"10.0";"13.7";"";"";"";"";"";"";
"05.04.2016 17:30";"39.0";"720.9";"750.8";"";"18";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"41.5";"";"";"600-1000";"";"";"10.0";"10.9";"";"";"";"";"";"";
"05.04.2016 08:30";"30.4";"724.5";"755.4";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"04.04.2016 17:30";"40.4";"720.8";"750.5";"";"14";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"42.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"7.6";"";"";"";"";"";"";
"04.04.2016 08:30";"30.2";"724.2";"755.1";"";"41";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"10.0";"15.7";"";"";"";"";"";"";
"03.04.2016 17:30";"41.6";"722.1";"751.8";"";"24";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"43.0";"";"";"600-1000";"";"";"10.0";"17.3";"";"";"";"";"";"";
"03.04.2016 08:30";"30.0";"725.2";"756.2";"";"34";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"02.04.2016 17:30";"40.6";"721.7";"751.4";"";"16";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"02.04.2016 08:30";"28.0";"724.7";"755.9";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"01.04.2016 17:30";"39.4";"721.2";"751.0";"";"13";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"6.1";"";"";"";"";"";"";
"01.04.2016 08:30";"27.4";"723.7";"754.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"31.03.2016 17:30";"38.0";"722.5";"752.5";"";"24";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"40.5";"";"";"600-1000";"";"";"10.0";"13.8";"";"";"";"";"";"";
"31.03.2016 08:30";"25.0";"726.6";"758.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"30.03.2016 17:30";"36.4";"724.4";"754.7";"";"19";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"39.2";"";"";"600-1000";"";"";"10.0";"8.9";"";"";"";"";"";"";
"30.03.2016 08:30";"25.0";"727.4";"759.0";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"29.03.2016 17:30";"37.0";"723.8";"754.0";"";"16";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"29.03.2016 08:30";"25.4";"727.3";"758.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"28.03.2016 17:30";"35.6";"723.8";"754.1";"";"22";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
