# Weather station Sundargarh, India, WMO_ID=42792,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42792&lang=en
#
"Local time in Sundargarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.05.2017 08:30";"27.4";"732.6";"752.9";"";"67";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"04.05.2017 17:30";"37.0";"733.4";"753.1";"";"58";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"04.05.2017 08:30";"27.2";"732.5";"752.9";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"03.05.2017 17:30";"36.0";"733.4";"753.2";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"03.05.2017 08:30";"27.0";"732.5";"752.9";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"02.05.2017 17:30";"37.0";"733.4";"753.1";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"02.05.2017 08:30";"26.4";"732.3";"752.7";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"01.05.2017 17:30";"35.0";"733.4";"753.3";"";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"01.05.2017 08:30";"26.0";"732.3";"752.7";"";"62";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.1";"";"";"";"";"";"";
"30.04.2017 17:30";"36.0";"733.4";"753.2";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"30.04.2017 08:30";"27.2";"732.3";"752.6";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"29.04.2017 17:30";"38.0";"733.4";"753.1";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"29.04.2017 08:30";"27.0";"732.5";"752.9";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"28.04.2017 17:30";"37.0";"731.8";"751.5";"";"53";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"28.04.2017 08:30";"26.0";"732.6";"753.0";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"27.04.2017 17:30";"38.2";"732.6";"752.2";"";"53";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"27.04.2017 08:30";"25.4";"733.6";"754.1";"";"66";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"26.04.2017 17:30";"38.0";"732.3";"751.9";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"26.04.2017 08:30";"26.4";"734.1";"754.6";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"25.04.2017 17:30";"39.0";"732.3";"751.9";"";"50";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"25.04.2017 08:30";"26.0";"734.1";"754.6";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"24.04.2017 17:30";"38.0";"732.3";"751.9";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"24.04.2017 08:30";"26.4";"734.1";"754.6";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"23.04.2017 17:30";"37.0";"732.5";"752.2";"";"53";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"23.04.2017 08:30";"26.0";"734.1";"754.6";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"22.04.2017 17:30";"35.0";"732.3";"752.1";"";"52";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"22.04.2017 08:30";"25.2";"733.6";"754.1";"";"67";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"21.04.2017 17:30";"34.0";"732.3";"752.2";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"21.04.2017 08:30";"25.4";"733.6";"754.1";"";"66";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"20.04.2017 17:30";"33.4";"732.3";"752.2";"";"53";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"20.04.2017 08:30";"25.0";"733.6";"754.1";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"19.04.2017 17:30";"33.0";"734.0";"754.0";"";"55";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"37.0";"";"";"600-1000";"";"";"4.0";"22.9";"";"";"";"";"";"";
"19.04.2017 08:30";"27.6";"734.5";"754.9";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"18.04.2017 17:30";"35.4";"734.1";"754.0";"";"66";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"28.1";"";"";"";"";"";"";
"18.04.2017 08:30";"28.0";"734.5";"754.9";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"17.04.2017 17:30";"36.0";"734.1";"753.9";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"17.04.2017 08:30";"27.4";"734.5";"754.9";"";"60";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"16.04.2017 17:30";"35.0";"734.1";"754.0";"";"68";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"16.04.2017 08:30";"27.2";"736.8";"757.3";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"15.04.2017 17:30";"34.6";"735.8";"755.7";"";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"28.4";"";"";"";"";"";"";
"15.04.2017 08:30";"27.0";"736.9";"757.4";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"14.04.2017 17:30";"35.0";"735.8";"755.7";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"14.04.2017 08:30";"26.4";"736.9";"757.4";"";"53";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"13.04.2017 17:30";"34.4";"735.7";"755.7";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"28.4";"";"";"";"";"";"";
"13.04.2017 08:30";"26.0";"736.8";"757.4";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"12.04.2017 17:30";"34.0";"735.7";"755.7";"";"73";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"28.6";"";"";"";"";"";"";
"12.04.2017 08:30";"27.0";"736.9";"757.4";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"11.04.2017 17:30";"35.0";"735.8";"755.7";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"11.04.2017 08:30";"28.0";"736.9";"757.3";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"10.04.2017 17:30";"34.0";"735.7";"755.7";"";"73";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"28.6";"";"";"";"";"";"";
"09.04.2017 17:30";"34.6";"735.8";"755.7";"";"70";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"28.4";"";"";"";"";"";"";
"09.04.2017 08:30";"23.0";"736.5";"757.3";"";"85";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"08.04.2017 17:30";"35.0";"735.8";"755.7";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"08.04.2017 08:30";"27.6";"736.9";"757.4";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"07.04.2017 17:30";"35.8";"735.8";"755.7";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"07.04.2017 08:30";"27.2";"736.9";"757.4";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"06.04.2017 17:30";"36.0";"735.8";"755.7";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"06.04.2017 08:30";"27.0";"736.9";"757.4";"";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"05.04.2017 17:30";"36.4";"735.9";"755.7";"";"61";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"27.7";"";"";"";"";"";"";
"05.04.2017 08:30";"26.4";"737.0";"757.5";"";"40";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"04.04.2017 17:30";"32.0";"735.6";"755.7";"";"78";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"41.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"04.04.2017 08:30";"26.0";"736.9";"757.5";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"03.04.2017 17:30";"37.0";"735.7";"755.5";"";"58";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"42.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"03.04.2017 08:30";"27.0";"736.9";"757.4";"";"56";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"18.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.5";"";"";"";"";"";"";
"02.04.2017 17:30";"37.2";"735.7";"755.5";"";"57";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"02.04.2017 08:30";"26.4";"739.4";"760.0";"";"40";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"01.04.2017 17:30";"37.0";"735.7";"755.5";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"01.04.2017 08:30";"26.0";"739.4";"760.0";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"31.03.2017 17:30";"36.0";"735.8";"755.7";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"31.03.2017 08:30";"24.6";"739.4";"760.1";"";"43";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"30.03.2017 17:30";"37.0";"735.7";"755.5";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"27.5";"";"";"";"";"";"";
"30.03.2017 08:30";"25.0";"739.4";"760.1";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"29.03.2017 17:30";"36.0";"739.4";"759.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"29.03.2017 08:30";"24.2";"739.3";"760.1";"";"46";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"28.03.2017 17:30";"36.0";"739.4";"759.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"28.03.2017 08:30";"24.0";"739.3";"760.1";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"27.03.2017 17:30";"35.0";"736.1";"756.0";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"27.03.2017 08:30";"25.0";"739.3";"760.0";"";"41";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"26.03.2017 17:30";"35.2";"736.1";"756.0";"";"67";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"40.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"26.03.2017 08:30";"24.2";"739.1";"759.9";"";"38";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"25.03.2017 17:30";"35.0";"739.6";"759.6";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"25.03.2017 08:30";"24.0";"737.7";"758.4";"";"39";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"24.03.2017 17:30";"32.2";"739.7";"759.9";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"24.03.2017 08:30";"23.2";"739.8";"760.6";"";"44";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"23.03.2017 17:30";"32.0";"739.7";"759.9";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"23.03.2017 08:30";"23.0";"739.7";"760.6";"";"45";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"22.03.2017 20:30";"30.6";"738.3";"758.6";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"";"22.4";"";"";"";"";"";"";
"22.03.2017 17:30";"30.6";"738.3";"758.6";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"22.03.2017 08:30";"22.0";"741.4";"762.4";"";"50";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"16.0";"11.2";"";"";"";"";"";"";
"21.03.2017 17:30";"30.4";"738.3";"758.6";"";"63";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"21.03.2017 08:30";"21.0";"738.2";"759.2";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"20.03.2017 17:30";"30.2";"738.3";"758.6";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"20.03.2017 08:30";"20.0";"738.3";"759.3";"";"56";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"19.03.2017 17:30";"30.0";"738.3";"758.6";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"19.03.2017 08:30";"21.2";"738.3";"759.2";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"18.03.2017 17:30";"29.0";"738.1";"758.5";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"18.03.2017 08:30";"21.0";"738.2";"759.2";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"17.03.2017 17:30";"30.0";"738.3";"758.6";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"17.03.2017 08:30";"20.0";"738.3";"759.3";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"16.03.2017 17:30";"29.4";"736.5";"756.8";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"16.03.2017 08:30";"19.0";"736.5";"757.5";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"15.03.2017 17:30";"30.0";"736.4";"756.7";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"15.03.2017 08:30";"18.8";"736.5";"757.6";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"14.03.2017 17:30";"29.0";"736.5";"756.8";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"14.03.2017 08:30";"18.0";"736.5";"757.6";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"13.03.2017 17:30";"28.4";"736.5";"756.9";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"13.03.2017 08:30";"19.0";"736.5";"757.5";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"12.03.2017 17:30";"29.0";"736.5";"756.8";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"12.03.2017 08:30";"20.0";"736.0";"757.0";"";"56";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"11.03.2017 17:30";"28.2";"739.7";"760.2";"";"70";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"11.03.2017 08:30";"18.0";"739.7";"760.9";"";"62";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"12.5";"";"";"";"600-1000";"";"";"4.0";"10.6";"";"";"";"";"";"";
"10.03.2017 17:30";"28.0";"739.7";"760.2";"";"70";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"10.03.2017 08:30";"19.2";"739.8";"760.9";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"09.03.2017 17:30";"28.4";"739.7";"760.2";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"09.03.2017 08:30";"17.8";"739.8";"761.0";"";"64";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"12.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.8";"";"";"";"";"";"";
"08.03.2017 17:30";"29.0";"739.8";"760.2";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"08.03.2017 08:30";"19.0";"739.8";"760.9";"";"63";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"13.0";"";"";"";"600-1000";"";"";"4.0";"11.8";"";"";"";"";"";"";
"07.03.2017 17:30";"28.0";"739.8";"760.3";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"07.03.2017 08:30";"18.4";"739.7";"760.9";"";"59";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"13.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.2";"";"";"";"";"";"";
"06.03.2017 17:30";"29.2";"739.8";"760.2";"";"70";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"06.03.2017 08:30";"18.0";"739.7";"760.9";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"05.03.2017 17:30";"29.0";"739.8";"760.2";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"05.03.2017 08:30";"19.0";"739.8";"760.9";"";"63";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"04.03.2017 17:30";"28.2";"739.8";"760.3";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"04.03.2017 08:30";"17.8";"739.8";"761.0";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"03.03.2017 17:30";"28.0";"739.8";"760.3";"";"70";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"03.03.2017 08:30";"18.0";"739.7";"760.9";"";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"02.03.2017 17:30";"28.8";"739.9";"760.3";"";"66";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"02.03.2017 08:30";"17.4";"739.7";"761.0";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
