# Weather station Bilaspur, India, WMO_ID=42782,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42782&lang=en
#
"Local time in Bilaspur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.12.2017 08:30";"17.4";"";"";"";"58";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.9";"";"";"";"";"";"";
"01.12.2017 17:30";"23.6";"";"";"";"44";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"28.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.6";"";"";"";"";"";"";
"01.12.2017 14:30";"27.6";"";"";"";"24";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.1";"";"";"";"";"";"";
"01.12.2017 11:30";"26.8";"";"";"";"29";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.3";"";"";"";"";"";"";
"01.12.2017 08:30";"17.8";"";"";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"30.11.2017 17:30";"24.0";"";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"30.11.2017 14:30";"29.2";"";"";"";"36";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"30.11.2017 11:30";"28.4";"";"";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"30.11.2017 08:30";"17.8";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"29.11.2017 17:30";"23.4";"";"";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"29.11.2017 14:30";"29.0";"";"";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"29.11.2017 11:30";"28.2";"";"";"";"29";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"29.11.2017 08:30";"17.6";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"28.11.2017 17:30";"23.4";"";"";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"28.11.2017 14:30";"29.4";"";"";"";"27";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"28.11.2017 11:30";"28.0";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"28.11.2017 08:30";"16.6";"";"";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"27.11.2017 17:30";"24.8";"";"";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"27.11.2017 14:30";"30.6";"";"";"";"23";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"27.11.2017 11:30";"28.2";"";"";"";"31";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"27.11.2017 08:30";"17.2";"";"";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"26.11.2017 17:30";"23.6";"";"";"";"54";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.7";"";"";"";"";"";"";
"26.11.2017 14:30";"29.0";"";"";"";"25";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"26.11.2017 11:30";"28.0";"";"";"";"28";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"26.11.2017 08:30";"17.4";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"25.11.2017 17:30";"23.2";"";"";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"25.11.2017 14:30";"28.8";"";"";"";"26";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"25.11.2017 11:30";"27.2";"";"";"";"30";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"25.11.2017 08:30";"18.0";"";"";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.9";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"24.11.2017 17:30";"22.8";"";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"24.11.2017 14:30";"28.4";"";"";"";"23";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"24.11.2017 11:30";"27.2";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"24.11.2017 08:30";"17.8";"";"";"";"62";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"23.11.2017 17:30";"25.0";"";"";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.3";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"23.11.2017 14:30";"28.4";"";"";"";"36";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"23.11.2017 11:30";"26.6";"";"";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"23.11.2017 08:30";"20.6";"";"";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"22.11.2017 17:30";"26.0";"";"";"";"52";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.5";"";"";"";"";"";"";
"22.11.2017 14:30";"28.6";"";"";"";"39";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.5";"";"";"";"";"";"";
"22.11.2017 11:30";"27.6";"";"";"";"40";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"22.11.2017 08:30";"20.0";"";"";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"21.11.2017 17:30";"26.2";"";"";"";"61";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"21.11.2017 14:30";"30.2";"";"";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"21.11.2017 11:30";"28.2";"";"";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"21.11.2017 08:30";"22.0";"";"";"";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"20.11.2017 17:30";"28.0";"";"";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"20.11.2017 14:30";"30.8";"";"";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"20.11.2017 11:30";"29.6";"";"";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"20.11.2017 08:30";"24.0";"";"";"";"74";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"19.11.2017 17:30";"27.8";"";"";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"19.11.2017 11:30";"29.2";"";"";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"19.11.2017 08:30";"23.6";"";"";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"18.11.2017 17:30";"26.8";"";"";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.7";"";"";"";"";"";"";
"18.11.2017 14:30";"29.2";"";"";"";"59";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"18.11.2017 11:30";"28.2";"";"";"";"64";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.7";"";"";"";"";"";"";
"18.11.2017 08:30";"23.6";"";"";"";"86";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"17.11.2017 17:30";"26.2";"";"";"";"72";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.7";"";"";"";"";"";"";
"17.11.2017 11:30";"27.2";"";"";"";"66";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"17.11.2017 08:30";"25.2";"";"";"";"78";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"16.11.2017 17:30";"25.8";"";"";"";"87";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"16.11.2017 14:30";"28.6";"";"";"";"65";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"16.11.2017 11:30";"27.6";"";"";"";"64";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.3";"";"";"";"";"";"";
"16.11.2017 08:30";"22.8";"";"";"";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"15.11.2017 17:30";"23.0";"";"";"";"79";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"27.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"19.2";"";"";"";"";"";"";
"15.11.2017 14:30";"25.0";"";"";"";"62";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"17.3";"";"";"";"";"";"";
"15.11.2017 11:30";"27.0";"";"";"";"51";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"16.0";"";"";"";"";"";"";
"15.11.2017 08:30";"22.8";"";"";"";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"14.11.2017 17:30";"27.0";"";"";"";"56";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"30.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.5";"";"";"";"";"";"";
"14.11.2017 14:30";"29.8";"";"";"";"46";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"14.11.2017 11:30";"29.0";"";"";"";"46";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.1";"";"";"";"";"";"";
"14.11.2017 08:30";"20.6";"";"";"";"71";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"15.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.2";"";"";"";"";"";"";
"13.11.2017 17:30";"25.8";"";"";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"13.11.2017 14:30";"29.6";"";"";"";"35";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.7";"";"";"";"";"";"";
"13.11.2017 11:30";"29.0";"";"";"";"33";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.3";"";"";"";"";"";"";
"13.11.2017 08:30";"19.6";"";"";"";"76";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"15.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.2";"";"";"";"";"";"";
"12.11.2017 17:30";"25.0";"";"";"";"57";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"29.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.8";"";"";"";"";"";"";
"12.11.2017 11:30";"27.6";"";"";"";"41";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.0";"";"";"";"";"";"";
"12.11.2017 08:30";"18.6";"";"";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"11.11.2017 17:30";"24.4";"";"";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"11.11.2017 14:30";"28.8";"";"";"";"28";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"11.11.2017 11:30";"28.4";"";"";"";"40";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.7";"";"";"";"";"";"";
"11.11.2017 08:30";"19.6";"";"";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"10.11.2017 17:30";"24.8";"";"";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"10.11.2017 14:30";"30.0";"";"";"";"24";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"10.11.2017 11:30";"28.8";"";"";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"10.11.2017 08:30";"19.6";"";"";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"09.11.2017 17:30";"26.0";"";"";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"09.11.2017 14:30";"29.6";"";"";"";"27";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"09.11.2017 11:30";"29.0";"";"";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"09.11.2017 08:30";"21.2";"";"";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"08.11.2017 14:30";"30.2";"";"";"";"35";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.1";"";"";"";"";"";"";
"08.11.2017 11:30";"29.8";"";"";"";"42";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.6";"";"";"";"";"";"";
"08.11.2017 08:30";"22.4";"";"";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"07.11.2017 17:30";"27.6";"";"";"";"59";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"07.11.2017 14:30";"30.6";"";"";"";"42";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.2";"";"";"";"";"";"";
"07.11.2017 11:30";"29.6";"";"";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"07.11.2017 08:30";"23.6";"";"";"";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"06.11.2017 17:30";"27.2";"";"";"";"63";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"06.11.2017 14:30";"31.0";"";"";"";"40";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"06.11.2017 11:30";"31.0";"";"";"";"48";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
