# Weather station Durg, India, WMO_ID=42876,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42876&lang=en
#
"Local time in Durg";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.07.2016 08:30";"27.2";"";"";"";"86";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"01.07.2016 17:30";"29.2";"";"";"";"91";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.5";"";"";"";"";"";"";
"01.07.2016 08:30";"30.4";"";"";"";"77";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"26.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"30.06.2016 17:30";"34.6";"";"";"";"52";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"35.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"30.06.2016 08:30";"30.4";"";"";"";"78";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"26.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"29.06.2016 17:30";"31.8";"";"";"";"58";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"29.06.2016 08:30";"28.2";"";"";"";"86";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"28.06.2016 17:30";"32.4";"";"";"";"60";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"33.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"28.06.2016 08:30";"26.8";"";"";"";"95";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"24.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"27.06.2016 17:30";"33.8";"";"";"";"55";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"35.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"27.06.2016 08:30";"27.8";"";"";"";"86";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"23.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"26.06.2016 17:30";"34.0";"";"";"";"58";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"";"36.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"26.06.2016 08:30";"29.8";"";"";"";"78";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"26.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.6";"";"";"";"";"";"";
"25.06.2016 17:30";"30.6";"";"";"";"65";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"25.06.2016 08:30";"28.4";"";"";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.5";"";"";"";"";"";"";
"24.06.2016 17:30";"28.6";"";"";"";"80";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"29.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"24.06.2016 08:30";"26.4";"";"";"";"95";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"23.06.2016 17:30";"37.6";"";"";"";"42";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"39.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"23.06.2016 08:30";"32.0";"";"";"";"63";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"27.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.0";"";"";"";"";"";"";
"22.06.2016 17:30";"36.8";"";"";"";"43";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"38.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"22.06.2016 08:30";"31.4";"";"";"";"66";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"27.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"21.06.2016 17:30";"35.6";"";"";"";"47";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"37.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"21.06.2016 08:30";"30.2";"";"";"";"66";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"20.06.2016 17:30";"33.6";"";"";"";"56";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"35.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"20.06.2016 08:30";"29.2";"";"";"";"82";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"19.06.2016 17:30";"32.4";"";"";"";"62";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"36.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"19.06.2016 08:30";"28.0";"";"";"";"80";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"18.06.2016 17:30";"33.8";"";"";"";"51";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"35.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"18.06.2016 08:30";"25.4";"";"";"";"91";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"17.06.2016 17:30";"37.2";"";"";"";"41";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"38.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"17.06.2016 08:30";"31.0";"";"";"";"66";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"27.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"16.06.2016 17:30";"37.6";"";"";"";"39";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"39.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"16.06.2016 08:30";"33.6";"";"";"";"53";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"27.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.9";"";"";"";"";"";"";
"15.06.2016 17:30";"40.4";"";"";"";"31";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"41.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.1";"";"";"";"";"";"";
"15.06.2016 08:30";"33.0";"";"";"";"55";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"14.06.2016 17:30";"37.6";"";"";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"14.06.2016 08:30";"29.4";"";"";"";"58";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"13.06.2016 17:30";"39.2";"";"";"";"33";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"";"41.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"13.06.2016 08:30";"33.6";"";"";"";"52";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"12.06.2016 17:30";"40.6";"";"";"";"28";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"43.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"12.06.2016 08:30";"32.4";"";"";"";"50";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"27.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.6";"";"";"";"";"";"";
"11.06.2016 17:30";"40.4";"";"";"";"31";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"42.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"11.06.2016 08:30";"33.6";"";"";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"10.06.2016 17:30";"39.4";"";"";"";"30";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"41.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.6";"";"";"";"";"";"";
"10.06.2016 08:30";"32.2";"";"";"";"50";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"09.06.2016 17:30";"38.4";"";"";"";"28";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"40.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"09.06.2016 08:30";"27.6";"";"";"";"63";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"08.06.2016 17:30";"37.6";"";"";"";"34";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"39.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"08.06.2016 08:30";"28.8";"";"";"";"62";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.7";"";"";"";"";"";"";
"07.06.2016 17:30";"40.4";"";"";"";"31";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"42.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.1";"";"";"";"";"";"";
"07.06.2016 08:30";"31.6";"";"";"";"51";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"06.06.2016 08:30";"31.6";"";"";"";"56";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"05.06.2016 17:30";"41.0";"";"";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"05.06.2016 08:30";"33.6";"";"";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.9";"";"";"";"";"";"";
"04.06.2016 17:30";"40.4";"";"";"";"29";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"04.06.2016 08:30";"33.8";"";"";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"03.06.2016 17:30";"34.2";"";"";"";"42";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"03.06.2016 08:30";"35.4";"";"";"";"48";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"29.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.7";"";"";"";"";"";"";
"02.06.2016 17:30";"40.2";"";"";"";"31";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"42.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"02.06.2016 08:30";"32.8";"";"";"";"54";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"28.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.3";"";"";"";"";"";"";
"01.06.2016 17:30";"40.2";"";"";"";"27";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"42.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.7";"";"";"";"";"";"";
"01.06.2016 08:30";"34.8";"";"";"";"39";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"27.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.7";"";"";"";"";"";"";
"31.05.2016 17:30";"41.2";"";"";"";"29";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"43.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.0";"";"";"";"";"";"";
"31.05.2016 08:30";"31.4";"";"";"";"67";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.6";"";"";"";"";"";"";
"30.05.2016 17:30";"41.4";"";"";"";"27";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"43.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"30.05.2016 08:30";"33.0";"";"";"";"53";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.2";"";"";"";"";"";"";
"29.05.2016 17:30";"41.2";"";"";"";"27";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"42.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.8";"";"";"";"";"";"";
"29.05.2016 08:30";"32.6";"";"";"";"55";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"26.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"28.05.2016 17:30";"40.2";"";"";"";"31";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"43.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"28.05.2016 08:30";"33.2";"";"";"";"51";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"27.05.2016 17:30";"41.4";"";"";"";"28";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"44.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"27.05.2016 08:30";"36.0";"";"";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"26.05.2016 17:30";"40.2";"";"";"";"28";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"43.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.2";"";"";"";"";"";"";
"26.05.2016 08:30";"33.6";"";"";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"25.05.2016 17:30";"39.6";"";"";"";"30";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"";"43.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"25.05.2016 08:30";"32.8";"";"";"";"53";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"24.05.2016 17:30";"41.4";"";"";"";"27";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"43.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"24.05.2016 08:30";"33.8";"";"";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"23.05.2016 08:30";"29.8";"";"";"";"62";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"22.05.2016 17:30";"40.0";"";"";"";"29";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"22.05.2016 08:30";"32.6";"";"";"";"49";"";"";"";"";"";" ";"";"";"26.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"21.05.2016 17:30";"37.6";"";"";"";"38";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"39.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"21.05.2016 08:30";"31.0";"";"";"";"63";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"25.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.2";"";"";"";"";"";"";
"20.05.2016 17:30";"38.4";"";"";"";"28";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"40.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.8";"";"";"";"";"";"";
"20.05.2016 08:30";"30.6";"";"";"";"53";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
