# Weather station Mana, India, WMO_ID=42872,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42872&lang=en
#
"Local time in Mana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.05.2016 17:30";"40.2";"723.5";"749.0";"";"18";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"41.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.0";"";"";"";"";"";"";
"31.05.2016 08:30";"34.6";"726.7";"752.8";"";"37";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"30.6";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"4.0";"18.0";"";"";"";"";"";"";
"30.05.2016 17:30";"37.6";"723.0";"748.7";"";"29";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"41.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"30.05.2016 08:30";"32.2";"725.8";"752.1";"";"44";"Wind blowing from the south-southeast";"3";"";"";"50%.";" ";"";"";"28.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"29.05.2016 17:30";"40.2";"722.3";"747.8";"";"24";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"29.05.2016 08:30";"32.4";"726.7";"753.0";"";"44";"Wind blowing from the east-southeast";"2";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"27.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"28.05.2016 17:30";"33.2";"723.5";"749.6";"";"38";"Wind blowing from the north-west";"7";"";"";"60%.";"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"16.9";"";"";"";"";"";"";
"28.05.2016 08:30";"31.8";"726.2";"752.5";"";"58";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"24.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"27.05.2016 17:30";"35.0";"723.1";"749.0";"";"42";"Wind blowing from the south";"3";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.1";"";"";"";"";"";"";
"27.05.2016 08:30";"34.6";"725.8";"751.9";"";"43";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"27.9";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"26.05.2016 17:30";"29.6";"723.1";"749.5";"";"66";"Wind blowing from the south-southwest";"9";"";"";"50%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"42.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"26.05.2016 08:30";"33.8";"";"";"";"37";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"25.05.2016 17:30";"35.2";"722.9";"748.8";"";"28";"Wind blowing from the north";"11";"";"";"50%.";"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"14.2";"";"";"";"";"";"";
"25.05.2016 08:30";"35.8";"724.8";"750.7";"";"33";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"29.8";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"24.05.2016 17:30";"41.4";"721.3";"746.6";"";"18";"Wind blowing from the north-west";"4";"";"";"50%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"43.7";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.6";"";"";"";"";"";"";
"24.05.2016 08:30";"34.6";"725.8";"751.9";"";"40";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.2";"";"";"";"";"";"";"2.0";"19.0";"";"";"";"";"";"";
"23.05.2016 17:30";"34.8";"722.4";"748.3";"";"37";"Wind blowing from the north-northeast";"4";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.9";"";"";"";"";"";"";
"23.05.2016 08:30";"35.6";"724.7";"750.7";"";"29";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"28.8";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"22.05.2016 17:30";"42.6";"721.2";"746.4";"";"17";"Wind blowing from the west-northwest";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"44.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.6";"";"";"";"";"";"";
"22.05.2016 08:30";"34.6";"723.8";"749.8";"";"38";"Wind blowing from the west-southwest";"5";"";"";"20–30%.";" ";"";"";"28.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"21.05.2016 17:30";"29.0";"721.4";"747.8";"";"70";"Wind blowing from the north-northeast";"10";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"43.4";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"22.9";"";"";"";"";"";"";
"21.05.2016 08:30";"34.4";"723.0";"749.0";"";"51";"Wind blowing from the south-west";"5";"";"";"20–30%.";" ";"";"";"30.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.8";"";"";"";"";"";"";
"20.05.2016 17:30";"37.4";"720.0";"745.6";"";"34";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"38.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.1";"";"";"";"";"";"";
"20.05.2016 08:30";"31.8";"723.5";"749.7";"";"55";"Wind blowing from the east";"6";"";"";"10%  or less, but not 0";" ";"";"";"28.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"19.05.2016 17:30";"37.4";"721.4";"747.1";"";"38";"Wind blowing from the south-east";"4";"";"";"60%.";" ";"";"";"";"38.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.0";"";"";"";"";"";"";
"19.05.2016 08:30";"32.6";"725.1";"751.3";"";"54";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"28.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"22.1";"";"";"";"";"";"";
"18.05.2016 17:30";"37.8";"721.7";"747.4";"";"34";"Wind blowing from the south-east";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"39.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.2";"";"";"";"";"";"";
"18.05.2016 08:30";"34.2";"725.5";"751.6";"";"48";"Wind blowing from the south-southeast";"2";"";"";"40%.";" ";"";"";"28.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.6";"";"";"";"";"";"";
"17.05.2016 17:30";"41.2";"721.6";"747.0";"";"22";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"42.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.7";"";"";"";"";"";"";
"17.05.2016 08:30";"35.4";"726.6";"752.6";"";"40";"Wind blowing from the south";"3";"";"";"10%  or less, but not 0";" ";"";"";"30.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"16.05.2016 17:30";"42.0";"722.7";"748.0";"";"19";"Wind blowing from the south-west";"5";"";"";"40%.";" ";"";"";"";"43.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.1";"";"";"";"";"";"";
"16.05.2016 08:30";"35.2";"727.3";"753.4";"";"42";"Wind blowing from the south-west";"8";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"15.05.2016 17:30";"42.2";"724.7";"750.1";"";"16";"Wind blowing from the south-west";"5";"";"";"40%.";" ";"";"";"";"43.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.9";"";"";"";"";"";"";
"15.05.2016 08:30";"33.4";"728.7";"755.0";"";"38";"Wind blowing from the west-southwest";"7";"";"";"20–30%.";" ";"";"";"28.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.2";"";"";"";"";"";"";
"14.05.2016 17:30";"42.2";"724.2";"749.6";"";"15";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"44.2";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.7";"";"";"";"";"";"";
"14.05.2016 08:30";"35.0";"728.0";"754.1";"";"41";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"13.05.2016 17:30";"41.8";"723.6";"749.0";"";"18";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"43.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.3";"";"";"";"";"";"";
"13.05.2016 08:30";"32.2";"727.1";"753.4";"";"48";"Wind blowing from the south-west";"8";"";"";"50%.";" ";"";"";"29.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"12.05.2016 17:30";"40.6";"723.1";"748.6";"";"17";"Wind blowing from the north-northeast";"3";"";"";"50%.";" ";"";"";"";"42.9";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.1";"";"";"";"";"";"";
"12.05.2016 08:30";"34.6";"727.6";"753.7";"";"35";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"28.3";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"11.05.2016 17:30";"36.4";"725.4";"751.3";"";"25";"Wind blowing from the west-northwest";"5";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"41.4";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.2";"";"";"";"";"";"";
"11.05.2016 08:30";"33.6";"729.6";"755.9";"";"41";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"10.05.2016 17:30";"38.6";"726.4";"752.2";"";"23";"Wind blowing from the west-northwest";"3";"";"";"60%.";" ";"";"";"";"40.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.9";"";"";"";"";"";"";
"10.05.2016 08:30";"31.6";"730.1";"756.6";"";"42";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.2";"";"";"";"";"";"";
"09.05.2016 17:30";"39.0";"725.6";"751.3";"";"18";"Wind blowing from the south-southwest";"2";"";"";"40%.";" ";"";"";"";"40.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.9";"";"";"";"";"";"";
"09.05.2016 08:30";"32.8";"730.5";"756.9";"";"38";"Wind blowing from the west";"4";"";"";"40%.";" ";"";"";"26.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"08.05.2016 17:30";"38.6";"726.4";"752.2";"";"19";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"40.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.7";"";"";"";"";"";"";
"08.05.2016 08:30";"32.2";"729.9";"756.3";"";"45";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"27.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.7";"";"";"";"";"";"";
"07.05.2016 17:30";"37.6";"726.4";"752.2";"";"25";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"39.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.6";"";"";"";"";"";"";
"07.05.2016 08:30";"30.8";"729.9";"756.5";"";"47";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"23.4";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"18.1";"";"";"";"";"";"";
"06.05.2016 17:30";"34.0";"726.9";"753.1";"";"37";"Wind blowing from the west-southwest";"4";"";"";"40%.";" ";"";"";"";"35.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.2";"";"";"";"";"";"";
"06.05.2016 08:30";"28.6";"730.2";"757.0";"";"50";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"22.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.2";"";"";"";"";"";"";
"05.05.2016 17:30";"38.0";"726.1";"751.9";"";"23";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"05.05.2016 08:30";"28.4";"731.1";"757.9";"";"54";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.1";"";"";"";"";"";"";
"04.05.2016 17:30";"39.0";"725.1";"750.8";"";"22";"Wind blowing from the west-southwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"41.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.5";"";"";"";"";"";"";
"04.05.2016 08:30";"30.0";"728.9";"755.5";"";"47";"Wind blowing from the south-southwest";"4";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"03.05.2016 17:30";"37.8";"725.6";"751.4";"";"21";"Wind blowing from the north";"3";"";"";"50%.";" ";"";"";"";"42.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.0";"";"";"";"";"";"";
"03.05.2016 08:30";"35.0";"728.8";"754.9";"";"34";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"27.8";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.9";"";"";"";"";"";"";
"02.05.2016 17:30";"41.4";"724.8";"750.3";"";"24";"Wind blowing from the west-southwest";"4";"";"";"60%.";" ";"";"";"";"43.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.9";"";"";"";"";"";"";
"02.05.2016 08:30";"36.0";"728.3";"754.3";"";"29";"Wind blowing from the west-southwest";"6";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"01.05.2016 17:30";"41.2";"724.4";"749.9";"";"19";"Wind blowing from the south-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"43.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.3";"";"";"";"";"";"";
"01.05.2016 08:30";"33.6";"728.3";"754.6";"";"40";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"30.04.2016 17:30";"39.6";"725.7";"751.3";"";"23";"Wind blowing from the west-southwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"40.6";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.0";"";"";"";"";"";"";
"30.04.2016 08:30";"26.2";"729.7";"756.7";"";"75";"Wind blowing from the south-southeast";"3";"";"";"90  or more, but not 100%";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.4";"";"";"";"";"";"";
"29.04.2016 17:30";"39.0";"726.4";"752.1";"";"34";"Wind blowing from the north-northwest";"5";"";"";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"42.7";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"29.04.2016 08:30";"34.2";"";"";"";"50";"Wind blowing from the south-west";"6";"";"";"70 – 80%.";" ";"";"";"30.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.3";"";"";"";"";"";"";
"28.04.2016 17:30";"39.8";"726.0";"751.6";"";"33";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"41.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"20.8";"";"";"";"";"";"";
"28.04.2016 08:30";"32.2";"729.6";"756.0";"";"44";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"27.5";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.3";"";"";"";"";"";"";
"27.04.2016 17:30";"41.4";"";"";"";"18";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.6";"";"";"";"";"";"";
"27.04.2016 08:30";"33.2";"729.2";"755.5";"";"53";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
