# Weather station Rajnandgaon, India, WMO_ID=42948,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42948&lang=en
#
"Local time in Rajnandgaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.01.2017 17:30";"22.0";"728.9";"757.3";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"08.01.2017 11:30";"13.0";"730.7";"760.1";"0.0";"88";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"08.01.2017 08:30";"13.0";"730.7";"760.1";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"07.01.2017 17:30";"22.0";"728.7";"757.1";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"07.01.2017 08:30";"12.0";"730.6";"760.1";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"06.01.2017 17:30";"20.0";"731.9";"760.6";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"06.01.2017 08:30";"11.0";"733.7";"763.4";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"05.01.2017 17:30";"20.0";"730.5";"759.1";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"05.01.2017 08:30";"11.0";"733.7";"763.4";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"04.01.2017 17:30";"22.0";"733.4";"762.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"04.01.2017 08:30";"12.0";"733.6";"763.2";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"10.1";"";"";"";"";"";"";
"03.01.2017 17:30";"22.0";"733.4";"762.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"03.01.2017 08:30";"13.0";"733.7";"763.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"02.01.2017 08:30";"12.0";"733.6";"763.2";"";"88";"Calm, no wind";"0";"";"";"40%.";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"1.0";"10.1";"";"";"";"";"";"";
"01.01.2017 17:30";"22.0";"730.2";"758.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"01.01.2017 08:30";"12.0";"733.7";"763.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"31.12.2016 08:30";"12.0";"733.7";"763.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"30.12.2016 17:30";"22.0";"730.6";"759.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.8";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"30.12.2016 08:30";"11.0";"734.5";"764.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"29.12.2016 17:30";"22.0";"732.0";"760.5";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"29.12.2016 08:30";"11.0";"734.6";"764.3";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"2.0";"9.0";"";"";"";"";"";"";
"28.12.2016 17:30";"22.0";"730.4";"758.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.8";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"28.12.2016 08:30";"10.0";"733.9";"763.7";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.0";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"27.12.2016 08:30";"11.0";"";"764.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"26.12.2016 17:30";"23.0";"";"758.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"26.12.2016 08:30";"10.0";"";"762.7";"";"89";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.8";"";"";"";"";"";"";"2.0";"8.2";"";"";"";"";"";"";
"25.12.2016 17:30";"22.0";"";"758.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"25.12.2016 08:30";"11.0";"";"761.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.0";"";"";"";"";"";"";"2.0";"9.0";"";"";"";"";"";"";
"24.12.2016 17:30";"22.0";"";"759.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"24.12.2016 08:30";"11.0";"";"761.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"23.12.2016 17:30";"22.0";"";"758.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"22.12.2016 08:30";"11.0";"";"763.4";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"21.12.2016 17:30";"23.0";"";"760.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"21.12.2016 08:30";"11.0";"";"763.4";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"20.12.2016 08:30";"11.0";"733.9";"763.6";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"19.12.2016 17:30";"23.0";"731.9";"760.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"18.12.2016 17:30";"23.2";"";"";"";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.3";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"17.12.2016 08:30";"13.0";"734.4";"763.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"16.12.2016 17:30";"25.0";"731.8";"760.0";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"16.12.2016 08:30";"12.0";"735.2";"764.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"14.12.2016 08:30";"12.0";"732.0";"761.5";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.1";"";"";"";"";"";"";
"13.12.2016 08:30";"12.0";"732.0";"761.5";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"12.12.2016 08:30";"16.0";"";"765.3";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"11.12.2016 17:30";"26.0";"";"759.9";"";"69";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.9";"";"";"";"";"";"";
"11.12.2016 08:30";"14.0";"";"761.4";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"10.12.2016 17:30";"24.0";"";"757.1";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"26.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.5";"";"";"";"";"";"";
"10.12.2016 08:30";"15.0";"";"761.4";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"09.12.2016 17:30";"25.0";"";"757.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"09.12.2016 08:30";"16.0";"";"760.5";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"07.12.2016 17:30";"26.0";"";"759.9";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.0";"";"";"";"";"";"";
"06.12.2016 17:30";"26.0";"";"758.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"06.12.2016 08:30";"17.0";"733.3";"762.4";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"05.12.2016 08:30";"17.0";"734.8";"763.9";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"04.12.2016 17:30";"26.2";"730.0";"758.0";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.2";"";"";"";"";"";"";
"04.12.2016 08:30";"17.0";"736.1";"765.3";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"03.12.2016 08:30";"17.0";"734.9";"764.0";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"02.12.2016 17:30";"26.0";"730.0";"758.0";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"27.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.4";"";"";"";"";"";"";
"01.12.2016 08:30";"16.0";"";"762.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"30.11.2016 08:30";"16.0";"";"764.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"29.11.2016 17:30";"26.0";"";"757.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"29.11.2016 08:30";"16.0";"733.4";"762.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"28.11.2016 08:30";"14.0";"733.3";"762.7";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"27.11.2016 17:30";"26.0";"728.4";"756.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"27.11.2016 08:30";"14.0";"733.3";"762.7";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"26.11.2016 17:30";"27.0";"729.6";"757.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"25.11.2016 17:30";"26.0";"730.0";"758.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"25.11.2016 08:30";"14.0";"733.3";"762.7";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"24.11.2016 08:30";"14.0";"733.3";"762.7";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"23.11.2016 08:30";"16.0";"731.4";"760.5";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"22.11.2016 08:30";"15.0";"731.9";"761.1";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"21.11.2016 17:30";"26.0";"730.2";"758.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"21.11.2016 08:30";"16.0";"731.9";"761.0";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"20.11.2016 17:30";"26.0";"730.0";"758.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"20.11.2016 08:30";"16.0";"731.9";"761.0";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"19.11.2016 17:30";"26.0";"729.5";"757.5";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"19.11.2016 08:30";"16.0";"727.5";"756.4";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"18.11.2016 17:30";"27.0";"731.0";"759.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"18.11.2016 08:30";"17.0";"731.9";"760.9";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"17.11.2016 17:30";"27.0";"730.3";"758.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"17.11.2016 08:30";"17.0";"733.3";"762.4";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"16.11.2016 17:30";"27.0";"729.6";"757.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"15.11.2016 08:30";"17.0";"";"";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"14.11.2016 17:30";"26.0";"";"758.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"14.11.2016 08:30";"18.0";"";"761.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"13.11.2016 17:30";"26.0";"";"758.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"13.11.2016 08:30";"16.0";"";"762.4";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"12.11.2016 17:30";"26.0";"";"758.9";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"12.11.2016 08:30";"17.0";"";"761.8";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"11.11.2016 08:30";"17.0";"";"760.0";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"10.11.2016 17:30";"26.0";"";"757.4";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"10.11.2016 08:30";"18.0";"";"760.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"09.11.2016 17:30";"26.0";"";"758.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"26.10.2016 17:30";"28.0";"729.2";"757.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"26.10.2016 08:30";"21.0";"730.0";"758.5";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"25.10.2016 08:30";"21.0";"729.9";"758.4";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"24.10.2016 08:30";"21.0";"730.0";"758.5";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"23.10.2016 17:30";"29.0";"727.8";"755.5";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"23.10.2016 08:30";"22.0";"730.0";"758.4";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"21.10.2016 17:30";"29.2";"728.2";"755.9";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"21.10.2016 08:30";"22.0";"729.8";"758.2";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"20.10.2016 17:30";"29.2";"726.4";"754.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"20.10.2016 08:30";"22.2";"728.4";"756.7";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"19.10.2016 17:30";"29.2";"728.5";"756.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"19.10.2016 08:30";"20.0";"728.6";"757.2";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"18.10.2016 08:30";"22.0";"729.8";"758.2";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"17.10.2016 17:30";"29.0";"728.4";"756.1";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"17.10.2016 08:30";"22.0";"729.8";"758.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"16.10.2016 17:30";"29.0";"728.4";"756.1";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"16.10.2016 08:30";"24.0";"729.1";"757.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"15.10.2016 17:30";"29.0";"727.7";"755.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"15.10.2016 08:30";"24.0";"729.1";"757.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"14.10.2016 17:30";"29.0";"727.5";"755.2";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.2";"";"";"";"";"";"";
"14.10.2016 08:30";"24.0";"729.1";"757.3";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"13.10.2016 08:30";"26.0";"726.8";"754.7";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"12.10.2016 17:30";"30.0";"726.2";"753.7";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.3";"";"";"";"";"";"";
"12.10.2016 08:30";"28.0";"728.0";"755.8";"";"85";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.2";"";"";"";"";"";"";
"11.10.2016 17:30";"30.0";"725.0";"752.5";"";"59";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.0";"";"";"";"";"";"";
