# Weather station Santiniketan, India, WMO_ID=42708,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42708&lang=en
#
"Local time in Santiniketan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.02.2016 11:30";"27.2";"755.8";"760.9";"-0.6";"52";"Wind blowing from the east-southeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"24.02.2016 08:30";"22.2";"756.4";"761.6";"";"68";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"18.0";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"23.02.2016 17:30";"28.0";"753.5";"758.6";"-0.1";"49";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"23.02.2016 14:30";"30.8";"753.6";"758.6";"-2.8";"38";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"23.02.2016 11:30";"27.2";"756.4";"761.5";"-0.2";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"23.02.2016 08:30";"22.4";"756.6";"761.8";"";"61";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"16.1";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"22.02.2016 17:30";"28.8";"753.5";"758.5";"-0.5";"59";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.0";"";"";"";"";"";"";
"22.02.2016 14:30";"30.6";"754.0";"759.0";"-1.5";"42";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.2";"";"";"";"";"";"";
"22.02.2016 11:30";"29.0";"755.5";"760.6";"-0.6";"40";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.1";"";"";"";"";"";"";
"22.02.2016 08:30";"24.6";"756.1";"761.2";"";"61";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"18.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"21.02.2016 17:30";"31.6";"750.8";"755.8";"-0.4";"66";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.5";"";"";"";"";"";"";
"21.02.2016 14:30";"34.4";"751.2";"756.1";"-2.4";"45";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"21.02.2016 11:30";"31.8";"753.6";"758.6";"-0.8";"50";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.0";"";"";"";"";"";"";
"21.02.2016 08:30";"27.0";"754.4";"759.5";"";"66";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"20.02.2016 17:30";"32.4";"751.9";"756.9";"-0.3";"49";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"4.0";"20.4";"";"";"";"";"";"";
"20.02.2016 14:30";"35.4";"752.2";"757.1";"-2.4";"40";"Wind blowing from the west-northwest";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.8";"";"";"";"";"";"";
"20.02.2016 11:30";"32.4";"754.6";"759.6";"-1.3";"40";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"17.0";"";"";"";"";"";"";
"20.02.2016 08:30";"25.2";"755.9";"761.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"19.02.2016 17:30";"32.8";"752.7";"757.7";"-0.6";"47";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.2";"";"";"";"";"";"";
"19.02.2016 14:30";"35.0";"753.3";"758.2";"-2.1";"37";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.1";"";"";"";"";"";"";
"19.02.2016 11:30";"32.0";"755.4";"760.4";"-1.3";"44";"Wind blowing from the west-northwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.1";"";"";"";"";"";"";
"19.02.2016 08:30";"25.0";"756.7";"761.8";"";"65";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"18.02.2016 17:30";"30.0";"753.3";"758.3";"-0.2";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"18.02.2016 14:30";"32.2";"753.5";"758.5";"-3.6";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"18.02.2016 11:30";"30.6";"757.1";"762.1";"-0.3";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"18.02.2016 08:30";"23.0";"757.4";"762.6";"";"73";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"18.1";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"17.02.2016 17:30";"28.8";"755.2";"760.3";"-0.6";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.7";"";"";"";"";"";"";
"17.02.2016 14:30";"30.8";"755.8";"760.8";"-2.2";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"17.02.2016 11:30";"28.4";"758.0";"763.1";"-0.9";"44";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"17.02.2016 08:30";"23.6";"758.9";"764.1";"";"69";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"16.02.2016 17:30";"28.2";"755.5";"760.6";"-0.4";"66";"Wind blowing from the east";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"16.02.2016 14:30";"31.0";"755.9";"760.9";"-1.9";"51";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"16.02.2016 11:30";"29.0";"757.8";"762.9";"-0.4";"43";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"16.02.2016 08:30";"23.2";"758.2";"763.4";"";"79";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"19.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"15.02.2016 17:30";"28.2";"755.6";"760.7";"0.0";"78";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.9";"";"";"";"";"";"";
"15.02.2016 14:30";"30.2";"755.6";"760.6";"-2.1";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"15.02.2016 11:30";"27.0";"757.7";"762.8";"-0.4";"78";"Wind blowing from the east-northeast";"1";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.9";"";"";"";"";"";"";
"15.02.2016 08:30";"20.0";"758.1";"763.3";"";"94";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"18.9";"";"";"";"";"";"";"0.05";"19.0";"";"";"";"";"";"";
"14.02.2016 17:30";"26.6";"754.3";"759.4";"0.3";"80";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"14.02.2016 14:30";"28.0";"754.0";"759.1";"-1.9";"70";"Wind blowing from the east-southeast";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"14.02.2016 11:30";"26.8";"755.9";"761.0";"-0.2";"65";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"14.02.2016 08:30";"21.6";"756.1";"761.3";"";"77";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.4";"";"";"";"";"";"";
"13.02.2016 17:30";"26.0";"754.6";"759.7";"-0.1";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"13.02.2016 14:30";"28.8";"754.7";"759.8";"-1.4";"49";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"13.02.2016 11:30";"26.8";"756.1";"761.2";"-0.2";"45";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"13.02.2016 08:30";"19.8";"756.3";"761.5";"";"76";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"12.02.2016 17:30";"27.0";"752.8";"757.9";"0.2";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"12.02.2016 14:30";"29.6";"752.6";"757.6";"-2.0";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"12.02.2016 11:30";"26.4";"754.6";"759.7";"-0.2";"53";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"12.02.2016 08:30";"21.0";"754.8";"760.0";"";"77";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.6";"";"";"";"";"";"";"2.0";"16.7";"";"";"";"";"";"";
"11.02.2016 17:30";"25.2";"751.9";"757.0";"";"88";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"11.02.2016 11:30";"24.4";"754.8";"759.9";"-0.2";"80";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus translucidus.";"";"2.0";"20.7";"";"";"";"";"";"";
"11.02.2016 08:30";"19.6";"755.0";"760.2";"";"98";"Wind blowing from the south-east";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"16.1";"";"";"";"";"";"";"0.05";"19.3";"";"";"";"";"";"";
"10.02.2016 17:30";"24.0";"753.1";"758.2";"-0.2";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.2";"";"";"";"";"";"2.0";"18.7";"";"";"";"";"";"";
"10.02.2016 14:30";"27.0";"753.3";"758.4";"-2.2";"53";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"10.02.2016 11:30";"24.8";"755.5";"760.6";"-0.8";"62";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"10.02.2016 08:30";"19.4";"756.3";"761.5";"";"85";"Wind blowing from the north-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.2";"";"";"";"";"";"";"2.0";"16.8";"";"";"";"";"";"";
"09.02.2016 17:30";"24.6";"753.6";"758.7";"-0.1";"85";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.3";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.9";"";"";"";"";"";"";
"09.02.2016 14:30";"26.0";"753.7";"758.8";"-2.6";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"20.5";"";"";"";"";"";"";
"09.02.2016 11:30";"22.0";"756.3";"761.5";"-0.7";"82";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"";"";"";"1.0";"18.8";"";"";"";"";"";"";
"09.02.2016 08:30";"19.4";"757.0";"762.2";"";"94";"Calm, no wind";"0";"";"";"100%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"18.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"200-300";"Altostratus translucidus.";"";"0.5";"18.4";"";"";"";"";"";"";
"08.02.2016 17:30";"26.6";"753.5";"758.6";"-0.4";"76";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.1";"";"";"";"";"";"";
"08.02.2016 14:30";"28.8";"753.9";"758.9";"-1.9";"67";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"08.02.2016 11:30";"27.2";"755.8";"760.9";"-1.2";"69";"Wind blowing from the south-east";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.9";"";"";"";"";"";"";
"08.02.2016 08:30";"20.2";"757.0";"762.2";"";"76";"Wind blowing from the east-southeast";"2";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.9";"";"";"";"";"";"";
"07.02.2016 17:30";"23.6";"755.1";"760.2";"";"70";"Wind blowing from the east";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"25.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.9";"";"";"";"";"";"";
"07.02.2016 14:30";"25.4";"755.5";"760.6";"-2.2";"59";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"16.7";"";"";"";"";"";"";
"07.02.2016 11:30";"25.6";"757.7";"762.8";"-0.6";"55";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.8";"";"";"";"";"";"";
"07.02.2016 08:30";"18.8";"758.3";"763.6";"";"75";"Wind blowing from the north-east";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"13.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.3";"";"";"";"";"";"";
"06.02.2016 17:30";"23.6";"754.6";"759.7";"-0.1";"66";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"06.02.2016 14:30";"26.6";"754.7";"759.8";"-2.3";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"06.02.2016 11:30";"24.8";"757.0";"762.1";"-0.4";"49";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"06.02.2016 08:30";"17.6";"757.4";"762.7";"";"75";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"05.02.2016 17:30";"23.8";"754.5";"759.6";"-0.5";"69";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.7";"";"";"";"";"";"";
"05.02.2016 14:30";"26.0";"755.0";"760.1";"-2.5";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"05.02.2016 11:30";"23.8";"757.5";"762.7";"-1.4";"53";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"05.02.2016 08:30";"16.6";"758.9";"764.2";"";"76";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.7";"";"";"";"";"";"";"2.0";"12.3";"";"";"";"";"";"";
"04.02.2016 17:30";"22.4";"756.0";"761.2";"";"66";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"25.9";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"04.02.2016 11:30";"23.6";"758.8";"764.0";"-0.7";"47";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"04.02.2016 08:30";"17.4";"759.5";"764.8";"";"71";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"12.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.0";"";"";"";"";"";"";
"03.02.2016 17:30";"24.8";"755.2";"760.3";"0.2";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.7";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"03.02.2016 14:30";"27.6";"755.0";"760.1";"-2.1";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
