# Weather station Pilani, India, WMO_ID=42174,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42174&lang=en
#
"Local time in Pilani";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.09.2016 14:30";"34.4";"727.3";"752.0";"";"54";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"30.09.2016 08:30";"28.8";"729.9";"755.2";"";"72";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"24.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"29.09.2016 08:30";"27.4";"729.5";"754.9";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.3";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"28.09.2016 17:30";"34.8";"729.2";"754.0";"";"49";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"37.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"28.09.2016 08:30";"28.6";"729.5";"754.8";"";"65";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.9";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"27.09.2016 08:30";"30.8";"730.7";"755.8";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"26.09.2016 17:30";"33.8";"728.0";"752.8";"";"48";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"26.09.2016 08:30";"28.8";"730.4";"755.7";"";"74";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"25.09.2016 17:30";"33.8";"726.9";"751.7";"";"46";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"25.09.2016 08:30";"28.2";"729.5";"754.8";"";"73";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"24.09.2016 17:30";"29.8";"726.3";"751.4";"";"60";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"";"35.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"24.09.2016 08:30";"26.4";"728.8";"754.2";"";"81";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"21.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"23.09.2016 17:30";"34.2";"727.0";"751.7";"";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"23.09.2016 08:30";"28.2";"729.9";"755.2";"";"76";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"22.09.2016 17:30";"32.2";"728.5";"753.4";"";"62";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"35.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"21.09.2016 17:30";"37.8";"726.9";"751.3";"";"40";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"39.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"21.09.2016 08:30";"28.2";"729.3";"754.6";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"20.09.2016 17:30";"30.8";"726.1";"751.1";"";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"20.09.2016 08:30";"28.8";"728.0";"753.2";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"19.09.2016 17:30";"30.8";"726.1";"751.1";"";"58";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"19.09.2016 08:30";"31.2";"729.3";"754.4";"";"61";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"18.09.2016 17:30";"34.4";"727.2";"751.9";"";"46";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"18.09.2016 08:30";"29.8";"729.5";"754.7";"";"65";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"17.09.2016 17:30";"34.6";"726.9";"751.6";"";"56";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"17.09.2016 08:30";"29.8";"728.7";"753.9";"";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"16.09.2016 17:30";"35.8";"727.0";"751.6";"";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"16.09.2016 08:30";"29.2";"730.1";"755.4";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.3";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"15.09.2016 17:30";"35.2";"727.5";"752.2";"";"49";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"15.09.2016 08:30";"28.6";"730.2";"755.5";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.1";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"14.09.2016 17:30";"34.8";"728.6";"753.3";"";"42";"Wind blowing from the east-southeast";"1";"";"";"50%.";" ";"";"";"";"35.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"14.09.2016 08:30";"28.6";"731.6";"757.0";"";"83";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"24.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"13.09.2016 08:30";"26.4";"729.8";"755.3";"";"74";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.9";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"12.09.2016 17:30";"34.8";"727.5";"752.2";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"12.09.2016 08:30";"28.2";"731.1";"756.5";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"11.09.2016 17:30";"34.8";"726.6";"751.3";"";"51";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"36.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"11.09.2016 08:30";"26.6";"729.9";"755.4";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"10.09.2016 17:30";"33.8";"727.6";"752.4";"";"55";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"35.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"10.09.2016 08:30";"27.2";"730.2";"755.6";"";"71";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"09.09.2016 08:30";"27.4";"731.0";"756.4";"";"71";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"23.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"08.09.2016 17:30";"34.2";"728.3";"753.1";"";"54";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"07.09.2016 17:30";"33.6";"726.4";"751.2";"";"56";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"07.09.2016 08:30";"27.6";"725.9";"751.1";"";"73";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"06.09.2016 17:30";"31.8";"727.7";"752.7";"";"56";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"06.09.2016 08:30";"27.4";"729.8";"755.2";"";"74";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"24.1";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"05.09.2016 17:30";"28.6";"726.9";"752.1";"";"80";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"05.09.2016 08:30";"27.4";"729.0";"754.4";"";"77";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"04.09.2016 17:30";"33.4";"727.0";"751.8";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"04.09.2016 08:30";"27.4";"728.5";"753.9";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.3";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"03.09.2016 17:30";"33.8";"724.9";"749.6";"";"56";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"03.09.2016 08:30";"27.6";"727.1";"752.4";"";"78";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"02.09.2016 17:30";"33.8";"724.9";"749.6";"";"56";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"02.09.2016 08:30";"27.4";"727.2";"752.5";"";"83";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"01.09.2016 17:30";"32.4";"724.4";"749.2";"";"69";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"33.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"01.09.2016 08:30";"26.2";"727.7";"753.1";"";"88";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"25.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"31.08.2016 17:30";"32.2";"725.2";"750.0";"";"71";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"32.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"31.08.2016 08:30";"27.6";"726.7";"752.0";"";"94";"Wind blowing from the north-west";"1";"";"";"60%.";"Clouds generally forming or developing. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.3";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"30.08.2016 17:30";"30.8";"725.0";"749.9";"";"72";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"30.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"30.08.2016 08:30";"26.2";"726.8";"752.2";"";"95";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"24.5";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"29.08.2016 17:30";"25.4";"726.5";"752.0";"";"98";"Wind blowing from the south";"1";"";"";"60%.";"Clouds generally forming or developing. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"29.08.2016 08:30";"26.2";"728.3";"753.7";"";"90";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"24.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"28.08.2016 17:30";"28.2";"727.9";"753.2";"";"83";"Wind blowing from the east";"1";"";"";"60%.";"Drizzle, not freezing, intermittent, moderate at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.1";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"28.08.2016 08:30";"30.6";"730.4";"755.5";"";"76";"Wind blowing from the east-southeast";"1";"";"";"60%.";" ";"";"";"26.9";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"27.08.2016 17:30";"32.2";"728.0";"752.9";"";"69";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"34.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"27.08.2016 08:30";"28.4";"730.2";"755.5";"";"89";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.3";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"26.08.2016 17:30";"33.8";"727.0";"751.8";"";"61";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"26.08.2016 08:30";"29.4";"729.6";"754.8";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.7";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"25.08.2016 17:30";"32.6";"726.4";"751.2";"";"67";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"24.08.2016 17:30";"27.2";"725.2";"750.5";"";"90";"Wind blowing from the east-northeast";"2";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"24.08.2016 08:30";"27.4";"726.9";"752.2";"";"89";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"26.3";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"23.08.2016 17:30";"32.4";"725.7";"750.5";"";"70";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"34.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"23.08.2016 08:30";"28.8";"727.9";"753.1";"";"83";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"25.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"22.08.2016 17:30";"31.8";"725.6";"750.5";"";"63";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"32.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"22.08.2016 08:30";"27.4";"726.7";"752.0";"";"81";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"25.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"21.08.2016 17:30";"32.2";"724.1";"748.9";"";"64";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"";"35.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"20.08.2016 17:30";"33.4";"723.7";"748.4";"";"59";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"";"33.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
