# Weather station Sikar, India, WMO_ID=42249,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42249&lang=en
#
"Local time in Sikar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.12.2016 08:30";"11.0";"726.9";"765.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"2.0";"4.9";"";"";"";"";"";"";
"15.12.2016 17:30";"22.2";"724.2";"761.0";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"15.12.2016 08:30";"8.8";"726.1";"764.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.8";"";"";"";"";"";"";"2.0";"4.8";"";"";"";"";"";"";
"14.12.2016 17:30";"24.0";"723.7";"760.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"2.0";"13.8";"";"";"";"";"";"";
"14.12.2016 08:30";"13.4";"725.0";"763.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"2.0";"7.7";"";"";"";"";"";"";
"13.12.2016 08:30";"16.6";"724.2";"761.8";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"13.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.9";"";"";"";"";"";"";
"12.12.2016 17:30";"25.2";"722.7";"759.1";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"12.12.2016 08:30";"13.2";"723.8";"761.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"2.0";"7.5";"";"";"";"";"";"";
"11.12.2016 17:30";"25.2";"720.7";"757.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"11.12.2016 08:30";"15.2";"722.9";"760.6";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"2.0";"9.8";"";"";"";"";"";"";
"10.12.2016 08:30";"13.6";"722.4";"760.3";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"2.0";"8.9";"";"";"";"";"";"";
"09.12.2016 17:30";"26.6";"721.5";"757.6";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"09.12.2016 08:30";"25.2";"725.3";"761.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"8.6";"";"";"";"";"";"";
"08.12.2016 17:30";"25.2";"722.8";"759.2";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"08.12.2016 08:30";"12.2";"724.9";"763.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"2.0";"7.7";"";"";"";"";"";"";
"07.12.2016 17:30";"25.2";"723.0";"759.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"2.0";"14.8";"";"";"";"";"";"";
"07.12.2016 08:30";"9.0";"726.2";"764.9";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"2.0";"4.5";"";"";"";"";"";"";
"06.12.2016 17:30";"26.2";"724.0";"760.3";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"06.12.2016 08:30";"12.0";"727.1";"765.4";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"05.12.2016 08:30";"10.2";"727.1";"765.7";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.0";"";"";"";"";"";"";"4.0";"4.9";"";"";"";"";"";"";
"04.12.2016 17:30";"24.2";"726.0";"762.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"2.0";"14.0";"";"";"";"";"";"";
"04.12.2016 08:30";"10.0";"728.0";"766.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.4";"";"";"";"";"";"";"2.0";"0.8";"";"";"";"";"";"";
"03.12.2016 17:30";"26.4";"726.1";"762.5";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"03.12.2016 08:30";"9.8";"726.5";"765.1";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"2.0";"3.9";"";"";"";"";"";"";
"02.12.2016 17:30";"23.4";"725.0";"761.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"02.12.2016 08:30";"12.4";"726.3";"764.5";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"2.0";"10.1";"";"";"";"";"";"";
"01.12.2016 08:30";"16.0";"725.0";"762.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"30.11.2016 08:30";"16.0";"724.6";"762.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"29.11.2016 17:30";"27.0";"722.9";"759.1";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"29.11.2016 08:30";"13.0";"723.6";"761.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"28.11.2016 17:30";"27.0";"723.2";"759.4";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"28.11.2016 08:30";"16.8";"724.8";"762.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"27.11.2016 17:30";"25.8";"722.2";"758.5";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"27.11.2016 08:30";"14.8";"725.0";"762.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"26.11.2016 17:30";"26.6";"722.9";"759.1";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"26.11.2016 08:30";"16.8";"725.2";"762.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"25.11.2016 17:30";"25.6";"722.0";"758.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"25.11.2016 08:30";"15.0";"724.3";"762.1";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"24.11.2016 17:30";"26.4";"721.4";"757.6";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"22.11.2016 17:30";"25.6";"721.3";"757.6";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"22.11.2016 08:30";"15.0";"723.9";"761.7";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"21.11.2016 17:30";"25.4";"722.0";"758.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"21.11.2016 08:30";"13.2";"724.1";"762.1";"";"65";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"11.1";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"20.11.2016 17:30";"25.0";"722.1";"758.5";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"20.11.2016 08:30";"12.6";"723.3";"761.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"19.11.2016 08:30";"12.4";"723.4";"761.5";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"18.11.2016 17:30";"25.6";"722.3";"758.6";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"18.11.2016 08:30";"12.4";"725.5";"763.7";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"17.11.2016 08:30";"11.4";"727.5";"766.0";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"16.11.2016 08:30";"13.6";"725.8";"763.9";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"15.11.2016 08:30";"15.0";"";"763.3";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"14.11.2016 17:30";"27.6";"";"758.7";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"14.11.2016 08:30";"13.0";"";"763.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"13.11.2016 08:30";"15.6";"";"763.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"12.11.2016 08:30";"17.6";"";"760.9";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"11.11.2016 08:30";"18.6";"";"760.8";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"10.11.2016 08:30";"20.2";"";"762.0";"";"44";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"09.11.2016 17:30";"29.2";"";"757.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"09.11.2016 08:30";"15.0";"";"762.3";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"08.11.2016 17:30";"27.6";"724.1";"760.3";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"08.11.2016 08:30";"15.0";"724.9";"762.7";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"07.11.2016 08:30";"20.0";"723.7";"760.8";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"06.11.2016 08:30";"15.0";"721.5";"759.1";"";"68";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"05.11.2016 08:30";"16.8";"722.5";"760.0";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"04.11.2016 17:30";"27.6";"721.3";"757.3";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"04.11.2016 08:30";"15.0";"724.3";"762.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"02.11.2016 17:30";"27.6";"723.2";"759.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"02.11.2016 08:30";"16.6";"725.7";"763.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"01.11.2016 17:30";"28.6";"723.3";"759.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"01.11.2016 08:30";"17.4";"725.2";"762.7";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"30.10.2016 17:30";"31.0";"722.6";"758.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"30.10.2016 08:30";"15.8";"723.6";"761.2";"";"77";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"29.10.2016 08:30";"18.4";"722.6";"759.8";"";"57";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"28.10.2016 17:30";"30.8";"721.2";"756.8";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"28.10.2016 08:30";"17.0";"723.9";"761.4";"";"61";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"27.10.2016 08:30";"20.4";"725.3";"762.4";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"26.10.2016 17:30";"31.0";"720.9";"756.5";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"26.10.2016 08:30";"25.0";"722.7";"759.1";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"25.10.2016 17:30";"30.2";"719.7";"755.3";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"25.10.2016 08:30";"23.6";"";"758.5";"";"48";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"24.10.2016 08:30";"25.0";"";"758.4";"";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"23.10.2016 17:30";"31.6";"";"755.2";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"23.10.2016 08:30";"25.0";"";"758.5";"";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"22.10.2016 08:30";"24.6";"";"758.6";"";"56";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"21.10.2016 17:30";"31.4";"";"755.7";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"21.10.2016 08:30";"25.0";"";"757.4";"";"41";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"20.10.2016 08:30";"25.6";"";"757.6";"";"40";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"19.10.2016 08:30";"26.0";"";"759.7";"";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"18.10.2016 17:30";"32.0";"";"755.6";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"18.10.2016 08:30";"25.0";"";"758.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"17.10.2016 08:30";"25.0";"";"759.1";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"16.10.2016 17:30";"23.4";"";"754.7";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"15.10.2016 08:30";"25.0";"";"759.7";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"14.10.2016 17:30";"31.4";"";"755.1";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"12.10.2016 17:30";"31.6";"";"754.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"12.10.2016 08:30";"24.2";"";"756.2";"";"59";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"11.10.2016 08:30";"25.2";"720.1";"756.4";"";"67";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"10.10.2016 08:30";"25.2";"719.3";"755.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"09.10.2016 08:30";"27.2";"720.3";"756.3";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"08.10.2016 08:30";"26.4";"721.0";"757.2";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"06.10.2016 08:30";"25.4";"719.9";"756.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"05.10.2016 08:30";"25.2";"719.5";"755.7";"";"82";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.5";"";"";"";"600-1000";"";"";"4.0";"21.9";"";"";"";"";"";"";
"04.10.2016 17:30";"25.0";"716.8";"752.9";"";"83";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"38.0";"";"";"600-1000";"";"";"2.0";"22.0";"";"";"";"";"";"";
"04.10.2016 08:30";"29.8";"719.4";"755.1";"";"69";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"03.10.2016 08:30";"31.2";"720.6";"756.1";"";"64";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"02.10.2016 17:30";"34.0";"717.6";"752.7";"";"47";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"2.0";"21.3";"";"";"";"";"";"";
"02.10.2016 08:30";"27.2";"721.2";"757.3";"";"83";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"2.0";"24.1";"";"";"";"";"";"";
"01.10.2016 17:30";"34.0";"717.1";"752.1";"";"57";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.0";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"01.10.2016 08:30";"30.0";"719.6";"755.2";"";"78";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"30.09.2016 17:30";"36.6";"716.9";"751.6";"0.0";"44";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"2.0";"22.4";"";"";"";"";"";"";
"30.09.2016 14:30";"36.6";"716.9";"751.6";"";"44";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"2.0";"22.4";"";"";"";"";"";"";
"30.09.2016 08:30";"27.2";"718.8";"754.7";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"29.09.2016 17:30";"36.0";"717.0";"751.8";"";"42";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"29.09.2016 08:30";"27.0";"719.8";"755.8";"";"66";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"28.09.2016 17:30";"36.0";"717.0";"751.8";"";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"28.09.2016 08:30";"28.2";"719.9";"755.8";"";"63";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"27.09.2016 17:30";"34.6";"717.0";"752.0";"";"41";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"37.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"27.09.2016 08:30";"28.8";"720.2";"756.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"26.09.2016 17:30";"34.8";"717.8";"752.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"26.09.2016 08:30";"28.6";"720.2";"756.0";"";"67";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"25.09.2016 17:30";"34.0";"716.3";"751.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"25.09.2016 08:30";"25.6";"718.8";"754.9";"";"72";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"24.09.2016 17:30";"31.0";"715.5";"750.8";"";"57";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"2.0";"21.5";"";"";"";"";"";"";
"24.09.2016 08:30";"28.8";"718.8";"754.5";"";"66";"Wind blowing from the east-southeast";"2";"";"";"40%.";" ";"";"";"23.0";"";"";"";"600-1000";"";"";"4.0";"21.7";"";"";"";"";"";"";
"23.09.2016 17:30";"32.4";"715.5";"750.7";"";"56";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"23.09.2016 08:30";"28.6";"719.4";"755.2";"";"69";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"22.09.2016 17:30";"36.0";"717.2";"752.0";"";"49";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"39.0";"";"";"600-1000";"";"";"4.0";"23.8";"";"";"";"";"";"";
"21.09.2016 17:30";"36.8";"717.1";"751.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"21.09.2016 08:30";"28.4";"719.4";"755.2";"";"68";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"20.09.2016 17:30";"35.2";"715.5";"750.3";"";"64";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"27.3";"";"";"";"";"";"";
"20.09.2016 08:30";"28.4";"";"754.3";"";"72";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"19.09.2016 08:30";"31.0";"";"754.0";"";"66";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"18.09.2016 17:30";"36.0";"";"751.9";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
