# Weather station Amreli, India, WMO_ID=42834,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42834&lang=en
#
"Local time in Amreli";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.06.2016 08:30";"30.0";"743.1";"752.8";"";"73";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"27.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"16.06.2016 17:30";"35.6";"740.1";"749.6";"";"44";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"";"37.9";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"16.06.2016 08:30";"31.0";"742.0";"751.6";"";"73";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"28.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"15.06.2016 17:30";"35.2";"742.8";"752.3";"";"46";"Wind blowing from the south-west";"7";"";"";"50%.";" ";"";"";"";"37.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.8";"";"";"";"";"";"";
"15.06.2016 08:30";"30.8";"742.6";"752.3";"";"69";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"14.06.2016 08:30";"30.6";"745.0";"754.7";"";"84";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"13.06.2016 17:30";"35.4";"742.6";"752.1";"";"45";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.7";"";"";"";"";"";"";
"13.06.2016 08:30";"30.8";"744.8";"754.5";"";"70";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"12.06.2016 17:30";"36.2";"742.1";"751.6";"";"43";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"";"38.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.6";"";"";"";"";"";"";
"12.06.2016 08:30";"31.8";"744.7";"754.4";"";"72";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"28.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"11.06.2016 17:30";"36.2";"742.1";"751.6";"";"43";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"";"38.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.6";"";"";"";"";"";"";
"11.06.2016 08:30";"31.4";"743.8";"753.5";"";"72";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"10.06.2016 17:30";"35.8";"741.3";"750.8";"";"45";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"";"38.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.2";"";"";"";"";"";"";
"10.06.2016 08:30";"31.4";"743.7";"753.4";"";"70";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"28.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"09.06.2016 17:30";"37.0";"740.5";"749.9";"";"43";"Wind blowing from the south-west";"5";"";"";"20–30%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"09.06.2016 08:30";"31.2";"742.9";"752.6";"";"72";"Wind blowing from the south-west";"5";"";"";"20–30%.";" ";"";"";"28.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"08.06.2016 17:30";"40.2";"739.9";"749.2";"";"31";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"08.06.2016 08:30";"30.0";"743.5";"753.2";"";"75";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"07.06.2016 17:30";"40.0";"741.1";"750.5";"";"36";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"";"42.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.2";"";"";"";"";"";"";
"07.06.2016 08:30";"31.0";"744.0";"753.7";"";"72";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"27.3";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"06.06.2016 17:30";"41.8";"741.3";"750.6";"";"24";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"43.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"17.1";"";"";"";"";"";"";
"06.06.2016 08:30";"31.2";"744.7";"754.4";"";"63";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"05.06.2016 17:30";"43.2";"741.4";"750.7";"";"15";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"05.06.2016 08:30";"30.4";"744.9";"754.6";"";"72";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"28.1";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"04.06.2016 17:30";"41.8";"742.3";"751.6";"";"22";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"04.06.2016 08:30";"30.4";"745.8";"755.5";"";"74";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"03.06.2016 17:30";"41.6";"742.2";"751.5";"";"25";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"";"42.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"18.1";"";"";"";"";"";"";
"03.06.2016 08:30";"30.6";"745.5";"755.2";"";"72";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"27.7";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"02.06.2016 17:30";"40.2";"742.1";"751.5";"";"33";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"41.8";"";"";"300-600";"";"";"10.0";"20.9";"";"";"";"";"";"";
"02.06.2016 08:30";"29.8";"745.7";"755.4";"";"74";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"01.06.2016 17:30";"38.2";"743.0";"752.4";"";"34";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"40.3";"";"";"2500 or more, or no clouds.";"";"";"10.0";"19.8";"";"";"";"";"";"";
"01.06.2016 08:30";"30.4";"746.5";"756.2";"";"76";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"27.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"31.05.2016 17:30";"37.8";"743.1";"752.5";"";"36";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.4";"";"";"";"";"";"";
"31.05.2016 08:30";"31.0";"745.8";"755.5";"";"73";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"28.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"30.05.2016 17:30";"36.6";"741.7";"751.2";"";"37";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"";"39.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"19.5";"";"";"";"";"";"";
"30.05.2016 08:30";"30.6";"745.1";"754.8";"";"73";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"27.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"29.05.2016 17:30";"36.4";"742.3";"751.8";"";"42";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"";"38.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.5";"";"";"";"";"";"";
"29.05.2016 08:30";"30.8";"745.2";"754.9";"";"74";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"27.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"28.05.2016 17:30";"37.6";"744.4";"753.9";"";"41";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"39.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.3";"";"";"";"";"";"";
"28.05.2016 08:30";"31.6";"746.1";"755.8";"";"71";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"28.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"27.05.2016 17:30";"37.4";"743.6";"753.1";"";"38";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.0";"";"";"";"";"";"";
"27.05.2016 08:30";"31.8";"746.6";"756.3";"";"71";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"27.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"26.05.2016 17:30";"37.0";"741.8";"751.3";"";"44";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"39.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.8";"";"";"";"";"";"";
"26.05.2016 08:30";"31.8";"744.4";"754.1";"";"72";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"28.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"25.05.2016 17:30";"36.8";"741.8";"751.3";"";"44";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"39.3";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.7";"";"";"";"";"";"";
"25.05.2016 08:30";"31.6";"744.7";"754.4";"";"72";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"27.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"24.05.2016 17:30";"37.4";"742.2";"751.6";"";"42";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"39.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.4";"";"";"";"";"";"";
"24.05.2016 08:30";"30.2";"744.2";"753.9";"";"74";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"27.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"23.05.2016 17:30";"35.4";"743.1";"752.6";"";"46";"Wind blowing from the north-west";"6";"";"";"50%.";" ";"";"";"";"39.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.0";"";"";"";"";"";"";
"23.05.2016 08:30";"30.4";"745.0";"754.7";"";"72";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"22.05.2016 17:30";"36.2";"742.1";"751.6";"";"42";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"22.05.2016 08:30";"31.6";"744.6";"754.3";"";"68";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"27.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"21.05.2016 17:30";"37.4";"741.2";"750.6";"";"38";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"21.05.2016 08:30";"30.4";"743.3";"753.0";"";"72";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"28.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"20.05.2016 08:30";"30.2";"740.9";"750.6";"";"78";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"19.05.2016 17:30";"45.6";"738.1";"747.3";"";"11";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"46.8";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"19.05.2016 08:30";"30.8";"741.0";"750.6";"";"69";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"18.05.2016 17:30";"45.0";"738.2";"747.4";"";"12";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"46.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"9.2";"";"";"";"";"";"";
"18.05.2016 08:30";"31.6";"741.9";"751.5";"";"61";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"28.3";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"17.05.2016 17:30";"43.8";"739.3";"748.5";"";"12";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"44.9";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"17.05.2016 08:30";"30.4";"743.5";"753.2";"";"73";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"16.05.2016 17:30";"42.8";"740.9";"750.2";"";"13";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"43.7";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"16.05.2016 08:30";"30.0";"744.0";"753.7";"";"72";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"15.05.2016 17:30";"42.8";"743.4";"752.7";"";"15";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"15.05.2016 08:30";"31.4";"746.1";"755.8";"";"61";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"14.05.2016 17:30";"42.2";"743.2";"752.5";"";"16";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"14.05.2016 08:30";"30.0";"746.4";"756.1";"";"73";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"13.05.2016 17:30";"41.0";"742.0";"751.3";"";"20";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"";"44.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"13.9";"";"";"";"";"";"";
"13.05.2016 08:30";"30.8";"745.2";"754.9";"";"72";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"12.05.2016 17:30";"42.8";"741.9";"751.2";"";"16";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"44.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"11.9";"";"";"";"";"";"";
"12.05.2016 08:30";"29.4";"745.6";"755.3";"";"78";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"11.05.2016 08:30";"30.2";"747.5";"757.2";"";"77";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"10.05.2016 17:30";"40.8";"743.3";"752.7";"";"17";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"42.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"10.9";"";"";"";"";"";"";
"10.05.2016 08:30";"29.0";"747.2";"757.0";"";"78";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"09.05.2016 17:30";"40.4";"743.6";"753.0";"";"17";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"42.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"11.3";"";"";"";"";"";"";
"09.05.2016 08:30";"28.8";"747.2";"757.0";"";"81";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"08.05.2016 08:30";"28.6";"746.8";"756.6";"";"80";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"07.05.2016 17:30";"39.2";"743.2";"752.6";"";"";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"";"";"";"";"";"";"";
"07.05.2016 08:30";"27.0";"746.5";"756.3";"";"44";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"06.05.2016 17:30";"32.0";"742.9";"752.5";"";"51";"Wind blowing from the south-east";"6";"";"";"70 – 80%.";" ";"";"";"";"38.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.6";"";"";"";"";"";"";
"06.05.2016 08:30";"28.0";"746.9";"756.7";"";"78";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"05.05.2016 17:30";"34.0";"744.0";"753.6";"";"39";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"39.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"18.0";"";"";"";"";"";"";
"05.05.2016 08:30";"28.4";"746.6";"756.4";"";"76";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"04.05.2016 17:30";"39.8";"743.1";"752.5";"";"21";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"";"41.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"13.4";"";"";"";"";"";"";
"04.05.2016 08:30";"28.4";"746.0";"755.8";"";"75";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.5";"";"";"";"";"";"";
"03.05.2016 17:30";"40.0";"743.4";"752.8";"";"20";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"42.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"12.7";"";"";"";"";"";"";
"03.05.2016 08:30";"28.4";"746.0";"755.8";"";"74";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"02.05.2016 17:30";"39.2";"743.7";"753.1";"";"21";"Wind blowing from the north-west";"5";"";"";"70 – 80%.";" ";"";"";"";"41.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"12.9";"";"";"";"";"";"";
"02.05.2016 08:30";"31.2";"746.1";"755.8";"";"51";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.0";"";"";"";"";"";"";
"01.05.2016 08:30";"30.0";"746.5";"756.2";"";"70";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"30.04.2016 17:30";"41.0";"743.9";"753.3";"";"14";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"42.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"8.9";"";"";"";"";"";"";
"30.04.2016 08:30";"28.0";"746.7";"756.5";"";"74";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"29.04.2016 17:30";"40.2";"742.2";"751.6";"";"16";"Wind blowing from the south-east";"5";"";"";"no clouds";" ";"";"";"";"43.1";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"29.04.2016 08:30";"27.8";"745.9";"755.7";"";"66";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"28.04.2016 17:30";"40.0";"743.7";"753.1";"";"12";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"41.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"5.3";"";"";"";"";"";"";
"28.04.2016 08:30";"27.4";"746.5";"756.3";"";"67";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.8";"";"";"";"";"";"";
"27.04.2016 08:30";"30.4";"747.3";"757.0";"";"33";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.5";"";"";"";"";"";"";
"26.04.2016 17:30";"37.0";"745.8";"755.3";"";"16";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"38.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"7.0";"";"";"";"";"";"";
"26.04.2016 08:30";"28.2";"747.6";"757.4";"";"69";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"26.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"25.04.2016 17:30";"36.0";"743.8";"753.3";"";"26";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"";"38.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"13.5";"";"";"";"";"";"";
"25.04.2016 08:30";"27.0";"745.5";"755.3";"";"76";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"24.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"24.04.2016 17:30";"38.4";"742.2";"751.6";"";"15";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"7.9";"";"";"";"";"";"";
"24.04.2016 08:30";"27.2";"745.1";"754.9";"";"78";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"23.04.2016 17:30";"37.2";"743.2";"752.7";"";"20";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"39.3";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"23.04.2016 08:30";"26.8";"745.7";"755.5";"";"77";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"22.04.2016 17:30";"36.8";"743.8";"753.3";"";"29";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"22.04.2016 08:30";"26.6";"746.9";"756.8";"";"72";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"21.04.2016 17:30";"38.8";"744.5";"753.9";"";"15";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"40.3";"";"";"";"";"";"10.0";"7.5";"";"";"";"";"";"";
"21.04.2016 08:30";"26.2";"747.5";"757.4";"";"74";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"20.04.2016 17:30";"39.8";"746.0";"755.4";"";"16";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"20.04.2016 08:30";"26.6";"748.5";"758.4";"";"73";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"19.04.2016 17:30";"39.2";"744.6";"754.0";"";"21";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"19.04.2016 08:30";"27.2";"746.7";"756.5";"";"74";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"24.3";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"18.04.2016 17:30";"39.2";"743.9";"753.3";"";"21";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.3";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"18.04.2016 08:30";"27.6";"747.2";"757.0";"";"72";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"24.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"17.04.2016 17:30";"39.2";"743.0";"752.4";"";"13";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
"17.04.2016 08:30";"28.0";"746.3";"756.1";"";"78";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"16.04.2016 17:30";"39.0";"743.9";"753.3";"";"15";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"7.5";"";"";"";"";"";"";
"16.04.2016 08:30";"27.8";"746.2";"756.0";"";"30";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"15.04.2016 17:30";"39.8";"744.6";"754.0";"";"15";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"8.9";"";"";"";"";"";"";
"15.04.2016 08:30";"26.6";"747.2";"757.1";"";"72";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"14.04.2016 17:30";"40.2";"743.8";"753.2";"";"16";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"14.04.2016 08:30";"26.6";"746.0";"755.8";"";"42";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"13.04.2016 17:30";"40.2";"744.2";"753.6";"";"15";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
