# Weather station Amreli, India, WMO_ID=42834,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42834&lang=en
#
"Local time in Amreli";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.09.2016 17:30";"29.6";"742.5";"752.2";"";"74";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"";"31.7";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.5";"";"";"";"";"";"";
"01.09.2016 08:30";"26.4";"744.5";"754.3";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"31.08.2016 17:30";"30.4";"741.6";"751.3";"";"74";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.3";"";"";"";"";"";"";
"31.08.2016 08:30";"26.8";"743.7";"753.5";"";"89";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.1";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.8";"";"";"";"";"";"";
"30.08.2016 17:30";"27.0";"741.9";"751.7";"";"92";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"30.08.2016 08:30";"27.0";"743.4";"753.2";"";"89";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"29.08.2016 17:30";"29.6";"742.1";"751.8";"";"80";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"";"31.7";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.7";"";"";"";"";"";"";
"29.08.2016 08:30";"27.4";"744.2";"754.0";"";"86";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"28.08.2016 17:30";"30.0";"742.2";"751.9";"";"80";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.1";"";"";"";"";"";"";
"28.08.2016 08:30";"27.0";"744.2";"754.0";"";"87";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"25.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"27.08.2016 17:30";"28.0";"741.9";"751.6";"";"85";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"31.9";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.2";"";"";"";"";"";"";
"27.08.2016 08:30";"26.4";"744.2";"754.0";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"26.08.2016 17:30";"26.8";"742.4";"752.2";"";"86";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"26.08.2016 08:30";"25.8";"744.3";"754.1";"";"89";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"25.08.2016 17:30";"25.0";"742.8";"752.7";"";"93";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"26.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.8";"";"";"";"";"";"";
"25.08.2016 08:30";"26.0";"744.2";"754.0";"";"90";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"24.08.2016 17:30";"26.8";"741.6";"751.4";"";"84";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"24.08.2016 08:30";"27.4";"743.4";"753.2";"";"81";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"23.08.2016 17:30";"29.8";"741.7";"751.4";"";"78";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"23.08.2016 08:30";"27.8";"743.4";"753.2";"";"81";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"22.08.2016 08:30";"27.6";"742.6";"752.4";"";"83";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"25.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"21.08.2016 17:30";"31.0";"741.4";"751.0";"";"64";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"";"31.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.5";"";"";"";"";"";"";
"21.08.2016 08:30";"27.6";"742.5";"752.3";"";"81";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"20.08.2016 17:30";"30.2";"740.8";"750.5";"";"66";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"";"31.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.2";"";"";"";"";"";"";
"20.08.2016 08:30";"27.4";"743.1";"752.9";"";"86";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.8";"";"";"";"";"";"";
"19.08.2016 17:30";"32.6";"741.7";"751.3";"";"58";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"33.1";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.4";"";"";"";"";"";"";
"19.08.2016 08:30";"27.2";"743.3";"753.1";"";"86";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"24.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"18.08.2016 17:30";"31.2";"741.1";"750.7";"";"64";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"32.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"18.08.2016 08:30";"26.6";"742.7";"752.5";"";"84";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"17.08.2016 08:30";"27.8";"742.3";"752.1";"";"81";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"16.08.2016 17:30";"29.2";"741.4";"751.1";"";"74";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.0";"";"";"";"";"";"";
"16.08.2016 08:30";"26.8";"742.8";"752.6";"";"83";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.6";"";"";"";"";"";"";
"15.08.2016 17:30";"30.6";"742.4";"752.1";"";"72";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"";"31.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.1";"";"";"";"";"";"";
"15.08.2016 08:30";"27.2";"743.9";"753.7";"";"84";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"14.08.2016 17:30";"30.4";"741.9";"751.6";"";"69";"Wind blowing from the north-west";"5";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.1";"";"";"";"";"";"";
"14.08.2016 08:30";"26.8";"744.1";"753.9";"";"86";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"13.08.2016 17:30";"30.0";"742.8";"752.5";"";"72";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"31.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"13.08.2016 08:30";"26.8";"744.7";"754.5";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"12.08.2016 17:30";"29.2";"743.5";"753.2";"";"78";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.9";"";"";"";"";"";"";
"12.08.2016 08:30";"27.0";"745.7";"755.5";"";"86";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"11.08.2016 17:30";"28.8";"743.6";"753.3";"";"79";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.8";"";"";"";"";"";"";
"11.08.2016 08:30";"26.2";"743.9";"753.7";"";"89";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"10.08.2016 17:30";"27.4";"742.2";"752.0";"";"86";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.8";"";"";"";"";"";"";
"10.08.2016 08:30";"26.4";"742.3";"752.1";"";"89";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"23.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"09.08.2016 08:30";"26.4";"742.3";"752.1";"";"87";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"08.08.2016 17:30";"26.4";"741.6";"751.4";"";"89";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"29.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.4";"";"";"";"";"";"";
"08.08.2016 08:30";"26.4";"742.7";"752.5";"";"87";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"07.08.2016 17:30";"26.6";"741.0";"750.8";"";"83";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";" ";"";"";"";"30.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.4";"";"";"";"";"";"";
"06.08.2016 17:30";"28.0";"739.5";"749.2";"";"78";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"29.7";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"06.08.2016 08:30";"26.0";"740.9";"750.7";"";"92";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"23.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"05.08.2016 17:30";"26.8";"738.5";"748.2";"";"89";"Wind blowing from the north-west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.8";"";"";"";"";"";"";
"05.08.2016 08:30";"26.2";"739.8";"749.6";"";"90";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"04.08.2016 17:30";"28.2";"738.9";"748.6";"";"86";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.7";"";"";"";"";"";"";
"04.08.2016 08:30";"27.0";"740.6";"750.4";"";"87";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"03.08.2016 17:30";"30.2";"738.7";"748.3";"";"76";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.4";"";"";"";"";"";"";
"03.08.2016 08:30";"26.4";"740.2";"750.0";"";"92";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"24.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"02.08.2016 17:30";"27.4";"739.0";"748.7";"";"89";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.4";"";"";"";"";"";"";
"02.08.2016 08:30";"26.8";"740.8";"750.6";"";"89";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"01.08.2016 17:30";"26.0";"741.0";"750.8";"";"90";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"01.08.2016 08:30";"26.8";"741.8";"751.6";"";"87";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"31.07.2016 17:30";"26.2";"742.5";"752.3";"";"89";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.2";"";"";"";"";"";"";
"31.07.2016 08:30";"26.0";"743.6";"753.4";"";"90";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"30.07.2016 17:30";"25.2";"741.9";"751.7";"";"90";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"27.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.4";"";"";"";"";"";"";
"30.07.2016 08:30";"27.2";"742.4";"752.2";"";"87";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"29.07.2016 17:30";"25.6";"742.0";"751.8";"";"74";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.6";"";"";"";"";"";"";
"29.07.2016 08:30";"26.8";"743.5";"753.3";"";"86";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"28.07.2016 17:30";"25.8";"743.0";"752.8";"";"90";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.1";"";"";"";"";"";"";
"28.07.2016 08:30";"28.0";"743.6";"753.4";"";"80";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"27.07.2016 17:30";"30.0";"742.6";"752.3";"";"73";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"31.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"27.07.2016 08:30";"27.4";"743.6";"753.4";"";"81";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"26.07.2016 17:30";"31.0";"742.1";"751.7";"";"69";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.7";"";"";"";"";"";"";
"26.07.2016 08:30";"27.0";"743.8";"753.6";"";"84";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"25.07.2016 17:30";"32.4";"741.3";"750.9";"";"57";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.8";"";"";"";"";"";"";
"25.07.2016 08:30";"29.0";"743.1";"752.8";"";"80";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"24.07.2016 17:30";"32.2";"740.5";"750.1";"";"56";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.3";"";"";"";"";"";"";
"24.07.2016 08:30";"27.6";"743.0";"752.8";"";"83";"Wind blowing from the west-northwest";"3";"";"";"50%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"23.07.2016 17:30";"33.4";"740.0";"749.5";"";"54";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"35.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.0";"";"";"";"";"";"";
"23.07.2016 08:30";"27.8";"742.2";"752.0";"";"81";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"22.07.2016 17:30";"32.4";"740.2";"749.8";"";"58";"Wind blowing from the south-west";"4";"";"";"20–30%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.2";"";"";"";"";"";"";
"22.07.2016 08:30";"27.2";"742.5";"752.3";"";"80";"Wind blowing from the south-southwest";"3";"";"";"50%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.4";"";"";"";"";"";"";
"21.07.2016 17:30";"32.0";"741.7";"751.3";"";"60";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"33.3";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.3";"";"";"";"";"";"";
"21.07.2016 08:30";"28.6";"743.4";"753.1";"";"78";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"25.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"20.07.2016 17:30";"32.4";"742.2";"751.8";"";"63";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"33.7";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.4";"";"";"";"";"";"";
"20.07.2016 08:30";"26.6";"745.2";"755.0";"";"84";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"19.07.2016 17:30";"29.4";"743.4";"753.1";"";"72";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"19.07.2016 08:30";"26.8";"745.0";"754.8";"";"87";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"18.07.2016 17:30";"30.0";"743.1";"752.8";"";"77";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.5";"";"";"";"";"";"";
"17.07.2016 08:30";"27.6";"747.5";"757.3";"";"81";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"25.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"16.07.2016 17:30";"28.8";"741.4";"751.1";"";"75";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"16.07.2016 08:30";"28.4";"742.0";"751.7";"";"82";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"15.07.2016 17:30";"32.0";"741.0";"750.6";"";"65";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"33.9";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"15.07.2016 08:30";"29.0";"742.3";"752.0";"";"83";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"14.07.2016 17:30";"31.4";"739.9";"749.5";"";"68";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.9";"";"";"";"";"";"";
"14.07.2016 08:30";"28.6";"741.5";"751.2";"";"80";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"13.07.2016 17:30";"29.2";"739.9";"749.6";"";"76";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"13.07.2016 08:30";"27.4";"741.2";"751.0";"";"81";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.3";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.9";"";"";"";"";"";"";
"12.07.2016 17:30";"30.4";"739.3";"748.9";"";"76";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"31.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"12.07.2016 08:30";"28.6";"741.1";"750.8";"";"82";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"25.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"11.07.2016 17:30";"29.4";"739.2";"748.9";"";"78";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.1";"";"";"";"";"";"";
"11.07.2016 08:30";"28.8";"740.3";"750.0";"";"81";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"10.07.2016 17:30";"30.2";"739.1";"748.7";"";"77";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"33.9";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.7";"";"";"";"";"";"";
"09.07.2016 08:30";"29.0";"740.7";"750.4";"";"80";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"08.07.2016 17:30";"29.8";"740.4";"750.1";"";"75";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"32.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.0";"";"";"";"";"";"";
"08.07.2016 08:30";"28.4";"741.9";"751.6";"";"88";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"07.07.2016 17:30";"32.0";"741.1";"750.7";"";"66";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"33.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.9";"";"";"";"";"";"";
"07.07.2016 08:30";"28.8";"742.2";"751.9";"";"79";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"06.07.2016 17:30";"32.0";"740.9";"750.5";"";"59";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.0";"";"";"";"";"";"";
"06.07.2016 08:30";"28.8";"740.7";"750.4";"";"85";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"05.07.2016 08:30";"27.4";"741.1";"750.9";"";"";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"";"";"";"";"";"";"";
"04.07.2016 17:30";"30.2";"740.2";"749.8";"";"79";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"30.7";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.2";"";"";"";"";"";"";
"04.07.2016 08:30";"29.4";"741.5";"751.2";"";"85";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"25.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"03.07.2016 17:30";"28.4";"739.2";"748.9";"";"89";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"30.3";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.4";"";"";"";"";"";"";
"03.07.2016 08:30";"28.4";"740.3";"750.0";"";"89";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
