# Weather station Surendranagar, India, WMO_ID=42740,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42740&lang=en
#
"Local time in Surendranagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.07.2016 17:30";"32.8";"742.1";"748.3";"";"59";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"33.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.9";"";"";"";"";"";"";
"09.07.2016 08:30";"29.0";"744.4";"750.7";"";"78";"Wind blowing from the south-west";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"08.07.2016 17:30";"33.0";"743.3";"749.5";"";"58";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"35.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.8";"";"";"";"";"";"";
"08.07.2016 08:30";"29.2";"745.9";"752.2";"";"76";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"28.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"07.07.2016 17:30";"33.8";"744.2";"750.4";"";"53";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"";"35.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"07.07.2016 08:30";"28.8";"746.2";"752.5";"";"78";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"06.07.2016 17:30";"34.6";"743.3";"749.4";"";"51";"Wind blowing from the south-west";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"35.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"06.07.2016 08:30";"29.2";"745.3";"751.6";"";"75";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"27.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"05.07.2016 17:30";"34.8";"742.9";"749.0";"";"54";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"05.07.2016 08:30";"29.0";"745.2";"751.5";"";"80";"Wind blowing from the south-west";"1";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.3";"";"";"";"";"";"";
"04.07.2016 17:30";"30.8";"743.5";"749.7";"";"69";"Wind blowing from the south-east";"1";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"35.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.5";"";"";"";"";"";"";
"04.07.2016 08:30";"29.0";"745.0";"751.3";"";"83";"Wind blowing from the south-west";"2";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"03.07.2016 17:30";"34.8";"742.1";"748.2";"";"60";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"35.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.9";"";"";"";"";"";"";
"03.07.2016 08:30";"29.0";"744.2";"750.5";"";"86";"Wind blowing from the south-west";"1";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"02.07.2016 17:30";"31.0";"741.3";"747.5";"";"80";"Wind blowing from the south-west";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"34.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.1";"";"";"";"";"";"";
"02.07.2016 08:30";"28.8";"743.0";"749.2";"";"89";"Wind blowing from the south-east";"1";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"02.07.2016 05:30";"28.8";"743.0";"749.2";"";"89";"Wind blowing from the south-east";"1";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"01.07.2016 17:30";"26.8";"742.9";"749.2";"";"95";"Wind blowing from the east";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"36.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.0";"";"";"";"";"";"";
"01.07.2016 08:30";"30.0";"744.5";"750.7";"";"77";"Wind blowing from the west";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"30.06.2016 17:30";"36.8";"742.6";"748.7";"";"49";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"37.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"";"";"";"";"";"";
"30.06.2016 08:30";"28.8";"745.5";"751.8";"";"83";"Wind blowing from the south";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.7";"";"";"";"";"";"";
"29.06.2016 17:30";"33.8";"743.5";"749.6";"";"66";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.6";"";"";"";"";"";"";
"29.06.2016 08:30";"29.0";"745.7";"752.0";"";"85";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"28.06.2016 17:30";"34.8";"742.7";"748.8";"";"58";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"37.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.3";"";"";"";"";"";"";
"28.06.2016 08:30";"29.6";"745.1";"751.3";"";"78";"Wind blowing from the south-west";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.4";"";"";"";"";"";"";
"27.06.2016 17:30";"29.4";"742.6";"748.8";"";"85";"Wind blowing from the west";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.6";"";"";"";"";"";"";
"27.06.2016 08:30";"29.8";"745.5";"751.7";"";"75";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"26.06.2016 17:30";"37.4";"742.8";"748.9";"";"43";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"38.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"26.06.2016 08:30";"29.2";"746.1";"752.4";"";"76";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"27.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"25.06.2016 17:30";"37.2";"743.7";"749.8";"";"45";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"38.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"25.06.2016 08:30";"30.8";"746.1";"752.3";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"29.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.1";"";"";"";"";"";"";
"24.06.2016 17:30";"37.0";"742.6";"748.7";"";"45";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"38.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.3";"";"";"";"";"";"";
"24.06.2016 08:30";"30.8";"746.1";"752.3";"";"70";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"28.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.8";"";"";"";"";"";"";
"23.06.2016 17:30";"37.6";"743.4";"749.5";"";"44";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"39.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.3";"";"";"";"";"";"";
"23.06.2016 08:30";"29.6";"747.4";"753.7";"";"74";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"28.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.5";"";"";"";"";"";"";
"22.06.2016 17:30";"34.6";"744.9";"751.0";"";"47";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"35.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"22.06.2016 08:30";"30.0";"746.6";"752.9";"";"80";"Wind blowing from the south-west";"1";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"21.06.2016 17:30";"38.8";"742.3";"748.3";"";"40";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"39.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"21.06.2016 08:30";"30.6";"745.1";"751.3";"";"70";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"29.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.6";"";"";"";"";"";"";
"20.06.2016 17:30";"36.0";"742.8";"748.9";"";"43";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"38.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"20.06.2016 08:30";"29.8";"745.8";"752.0";"";"75";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"28.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"19.06.2016 17:30";"34.2";"744.6";"750.7";"";"49";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"36.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.9";"";"";"";"";"";"";
"19.06.2016 08:30";"29.8";"746.7";"753.0";"";"66";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"28.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"18.06.2016 17:30";"38.4";"744.3";"750.4";"";"37";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"18.06.2016 08:30";"30.4";"747.9";"754.2";"";"74";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"28.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
"17.06.2016 17:30";"39.2";"743.8";"749.8";"";"35";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"40.7";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"17.06.2016 08:30";"30.0";"746.7";"753.0";"";"72";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"27.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"16.06.2016 17:30";"38.6";"743.1";"749.2";"";"38";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"40.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.8";"";"";"";"";"";"";
"16.06.2016 08:30";"30.8";"745.5";"751.7";"";"67";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"28.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"15.06.2016 17:30";"38.6";"742.9";"748.9";"";"38";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"40.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.8";"";"";"";"";"";"";
"15.06.2016 08:30";"30.8";"745.5";"751.7";"";"65";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"29.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"14.06.2016 17:30";"37.4";"744.3";"750.4";"";"40";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"";"39.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.7";"";"";"";"";"";"";
"14.06.2016 08:30";"31.6";"747.5";"753.7";"";"62";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"29.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.5";"";"";"";"";"";"";
"13.06.2016 17:30";"38.0";"745.1";"751.2";"";"38";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"40.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.4";"";"";"";"";"";"";
"13.06.2016 08:30";"30.8";"748.0";"754.2";"";"64";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"12.06.2016 17:30";"39.0";"744.6";"750.7";"";"40";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"40.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.0";"";"";"";"";"";"";
"12.06.2016 08:30";"31.6";"748.1";"754.3";"";"61";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"28.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"11.06.2016 17:30";"37.8";"744.7";"750.8";"";"44";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"40.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"11.06.2016 08:30";"31.0";"749.1";"755.4";"";"67";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"29.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"10.06.2016 17:30";"39.0";"744.1";"750.1";"";"39";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"";"40.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.7";"";"";"";"";"";"";
"10.06.2016 08:30";"31.8";"747.5";"753.7";"";"65";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"29.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"09.06.2016 17:30";"39.2";"743.5";"749.5";"";"38";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"41.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"";"";"";"";"";"";
"09.06.2016 08:30";"31.4";"746.7";"752.9";"";"68";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"28.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.9";"";"";"";"";"";"";
"08.06.2016 17:30";"41.4";"743.2";"749.2";"";"22";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"43.7";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"08.06.2016 08:30";"29.8";"747.1";"753.4";"";"73";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"07.06.2016 17:30";"42.2";"744.6";"750.6";"";"21";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"43.8";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"07.06.2016 08:30";"30.8";"748.0";"754.2";"";"67";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"06.06.2016 17:30";"43.2";"745.0";"751.0";"";"21";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"44.3";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"06.06.2016 08:30";"31.2";"748.1";"754.3";"";"53";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"05.06.2016 17:30";"44.2";"745.2";"751.2";"";"16";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.3";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"05.06.2016 08:30";"31.0";"748.9";"755.2";"";"59";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"28.8";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"04.06.2016 17:30";"44.0";"745.8";"751.8";"";"18";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"04.06.2016 08:30";"30.4";"749.2";"755.5";"";"73";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"03.06.2016 17:30";"41.6";"746.7";"752.7";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.7";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"03.06.2016 08:30";"30.0";"750.0";"756.3";"";"72";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"27.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.3";"";"";"";"";"";"";
