# Weather station Disa, India, WMO_ID=42539,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42539&lang=en
#
"Local time in Disa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.12.2017 14:30";"28.6";"747.1";"758.7";"-1.7";"42";"Wind blowing from the south-east";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.4";"";"";"";"";"";"";
"10.12.2017 11:30";"25.2";"748.8";"760.6";"0.2";"49";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.7";"";"";"";"";"";"";
"10.12.2017 08:30";"22.2";"748.6";"760.5";"";"69";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"20.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.3";"";"";"";"";"";"";
"09.12.2017 17:30";"29.0";"746.3";"757.9";"-0.2";"52";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"09.12.2017 14:30";"30.2";"746.5";"758.0";"-2.5";"44";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"09.12.2017 11:30";"27.4";"749.0";"760.7";"-0.1";"50";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"09.12.2017 08:30";"18.6";"749.1";"761.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"08.12.2017 17:30";"27.8";"747.2";"758.8";"-0.3";"57";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"08.12.2017 14:30";"29.0";"747.5";"759.1";"-2.3";"46";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"08.12.2017 11:30";"26.0";"749.8";"761.5";"-0.2";"55";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"08.12.2017 08:30";"18.2";"750.0";"762.1";"";"82";"variable wind direction";"1";"";"";"50%.";" ";"";"";"16.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.1";"";"";"";"";"";"";
"07.12.2017 17:30";"25.0";"747.5";"759.2";"-0.1";"60";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"07.12.2017 14:30";"25.6";"747.6";"759.3";"-2.3";"52";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"07.12.2017 11:30";"21.8";"749.9";"761.8";"0.7";"66";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"07.12.2017 08:30";"15.4";"749.2";"761.4";"";"89";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"06.12.2017 20:30";"20.6";"747.2";"759.1";"";"73";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"21.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.6";"";"";"";"";"";"";
"06.12.2017 17:30";"20.6";"747.2";"759.1";"-0.3";"73";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"21.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.6";"";"";"";"";"";"";
"06.12.2017 14:30";"21.0";"747.5";"759.4";"-1.8";"77";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"16.7";"";"";"";"";"";"";
"06.12.2017 11:30";"19.8";"749.3";"761.3";"0.7";"76";"variable wind direction";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"15.4";"";"";"";"";"";"";
"06.12.2017 08:30";"18.8";"748.6";"760.6";"";"88";"variable wind direction";"1";"";"";"100%.";" ";"";"";"17.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"16.8";"";"";"";"";"";"";
"05.12.2017 17:30";"19.4";"747.3";"759.3";"-0.6";"88";"Wind blowing from the east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"21.4";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"17.4";"";"";"";"";"";"";
"05.12.2017 14:30";"19.4";"747.9";"759.9";"-1.6";"85";"Wind blowing from the east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"16.8";"";"";"";"";"";"";
"05.12.2017 11:30";"21.2";"749.5";"761.4";"1.2";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"17.0";"";"";"";"";"";"";
"05.12.2017 08:30";"19.6";"748.3";"760.3";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"15.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"15.6";"";"";"";"";"";"";
"04.12.2017 17:30";"24.0";"746.1";"757.9";"-1.0";"57";"variable wind direction";"1";"";"";"100%.";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.0";"";"";"";"";"";"";
"04.12.2017 14:30";"26.6";"747.1";"758.8";"-2.1";"43";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.0";"";"";"";"";"";"";
"04.12.2017 11:30";"25.0";"749.2";"761.0";"0.0";"43";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.7";"";"";"";"";"";"";
"04.12.2017 08:30";"17.4";"749.2";"761.3";"";"69";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"15.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.6";"";"";"";"";"";"";
"03.12.2017 17:30";"26.8";"747.7";"759.4";"-0.2";"40";"variable wind direction";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.9";"";"";"";"";"";"";
"03.12.2017 14:30";"29.6";"747.9";"759.5";"-2.2";"27";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.7";"";"";"";"";"";"";
"03.12.2017 11:30";"27.4";"750.1";"761.8";"0.4";"31";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.9";"";"";"";"";"";"";
"03.12.2017 08:30";"17.2";"749.7";"761.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"02.12.2017 17:30";"28.2";"747.3";"758.9";"-0.5";"38";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.5";"";"";"";"";"";"";
"02.12.2017 14:30";"29.6";"747.8";"759.4";"-2.5";"26";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.1";"";"";"";"";"";"";
"02.12.2017 11:30";"27.8";"750.3";"762.0";"0.6";"34";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.5";"";"";"";"";"";"";
"02.12.2017 08:30";"17.8";"749.7";"761.8";"";"65";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"14.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.2";"";"";"";"";"";"";
"01.12.2017 17:30";"28.8";"746.7";"758.3";"-0.3";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"01.12.2017 14:30";"31.0";"747.0";"758.5";"-2.5";"28";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"01.12.2017 11:30";"28.0";"749.5";"761.2";"0.4";"34";"Wind blowing from the east-southeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"01.12.2017 08:30";"17.6";"749.1";"761.2";"";"67";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"13.9";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"30.11.2017 17:30";"28.6";"747.4";"759.0";"-0.2";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"30.11.2017 14:30";"31.2";"747.6";"759.1";"-2.1";"25";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"30.11.2017 11:30";"28.8";"749.7";"761.3";"0.2";"28";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"30.11.2017 08:30";"15.8";"749.5";"761.6";"";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"29.11.2017 17:30";"28.0";"748.2";"759.8";"-0.3";"29";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"29.11.2017 14:30";"30.6";"748.5";"760.0";"-1.9";"22";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"29.11.2017 11:30";"26.4";"750.4";"762.1";"0.7";"39";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"29.11.2017 08:30";"16.0";"749.7";"761.8";"";"71";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"13.3";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"28.11.2017 17:30";"29.0";"746.8";"758.4";"-0.4";"30";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"28.11.2017 14:30";"31.4";"747.2";"758.7";"-2.0";"24";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"28.11.2017 11:30";"28.6";"749.2";"760.8";"0.4";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"28.11.2017 08:30";"16.8";"748.8";"760.9";"";"66";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"27.11.2017 17:30";"29.8";"747.3";"758.8";"-0.6";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"27.11.2017 14:30";"31.6";"747.9";"759.4";"-2.4";"27";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"27.11.2017 11:30";"29.2";"750.3";"761.9";"0.3";"30";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"27.11.2017 08:30";"17.2";"750.0";"762.1";"";"58";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"26.11.2017 17:30";"30.0";"748.9";"760.5";"-0.2";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"26.11.2017 14:30";"31.6";"749.1";"760.6";"-2.6";"25";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"26.11.2017 11:30";"28.0";"751.7";"763.4";"-0.1";"35";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"26.11.2017 08:30";"16.8";"751.8";"763.9";"";"64";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"25.11.2017 17:30";"28.4";"748.4";"760.0";"-0.1";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"25.11.2017 14:30";"31.0";"748.5";"760.0";"-2.4";"22";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"25.11.2017 11:30";"28.0";"750.9";"762.6";"0.4";"34";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"25.11.2017 08:30";"16.0";"750.5";"762.7";"";"71";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"24.11.2017 17:30";"28.8";"748.1";"759.7";"-0.7";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"24.11.2017 14:30";"30.6";"748.8";"760.3";"-1.7";"28";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"24.11.2017 11:30";"27.6";"750.5";"762.2";"0.4";"31";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"24.11.2017 08:30";"16.2";"750.1";"762.2";"";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"23.11.2017 17:30";"27.6";"747.0";"758.6";"0.1";"35";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"23.11.2017 14:30";"31.0";"746.9";"758.4";"-2.2";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"23.11.2017 11:30";"27.4";"749.1";"760.8";"0.5";"32";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"23.11.2017 08:30";"16.2";"748.6";"760.7";"";"64";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"14.1";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"22.11.2017 17:30";"28.4";"747.0";"758.6";"-0.6";"35";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"22.11.2017 14:30";"30.0";"747.6";"759.1";"-1.8";"34";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"22.11.2017 11:30";"27.2";"749.4";"761.1";"0.0";"39";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"22.11.2017 08:30";"17.0";"749.4";"761.5";"";"68";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"21.11.2017 17:30";"27.4";"747.5";"759.1";"-0.8";"37";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"21.11.2017 14:30";"29.4";"748.3";"759.9";"-1.9";"34";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"21.11.2017 11:30";"26.0";"750.2";"761.9";"0.2";"29";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.5";"";"";"";"";"";"";
"21.11.2017 08:30";"19.0";"750.0";"762.0";"";"46";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"20.11.2017 17:30";"26.8";"748.7";"760.4";"-0.5";"36";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"20.11.2017 14:30";"30.2";"749.2";"760.8";"-2.3";"32";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"20.11.2017 11:30";"25.4";"751.5";"763.3";"0.0";"38";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"20.11.2017 08:30";"19.2";"751.5";"763.5";"";"50";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"19.11.2017 17:30";"26.8";"748.3";"760.0";"-0.5";"43";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"19.11.2017 14:30";"28.0";"748.8";"760.4";"-1.5";"43";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"19.11.2017 11:30";"25.8";"750.3";"762.1";"0.5";"49";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"19.11.2017 08:30";"19.2";"749.8";"761.8";"";"67";"Wind blowing from the east-northeast";"4";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"18.11.2017 17:30";"26.8";"747.4";"759.1";"-0.1";"41";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"18.11.2017 14:30";"29.2";"747.5";"759.1";"-2.0";"40";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"18.11.2017 11:30";"26.2";"749.5";"761.2";"0.3";"50";"Wind blowing from the north-northeast";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"18.11.2017 08:30";"19.2";"749.2";"761.2";"";"70";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"17.11.2017 17:30";"26.2";"746.7";"758.4";"-0.1";"47";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"17.11.2017 14:30";"28.6";"746.8";"758.4";"-2.3";"44";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"17.11.2017 11:30";"24.6";"749.1";"760.9";"-0.1";"53";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"17.11.2017 08:30";"18.6";"749.2";"761.2";"";"71";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"16.11.2017 17:30";"26.0";"746.5";"758.2";"-0.2";"54";"Wind blowing from the north-northwest";"3";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"30.2";"";"";"";"";"";"1.0";"15.9";"";"";"";"";"";"";
"16.11.2017 14:30";"29.8";"746.7";"758.2";"-2.2";"41";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"16.11.2017 11:30";"25.2";"748.9";"760.7";"0.3";"47";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"16.11.2017 08:30";"19.0";"748.6";"760.6";"";"68";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"15.11.2017 17:30";"28.4";"745.4";"757.0";"-0.3";"30";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"15.11.2017 14:30";"30.6";"745.7";"757.2";"-2.1";"24";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"15.11.2017 11:30";"27.8";"747.8";"759.4";"0.1";"48";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"15.11.2017 08:30";"18.6";"747.7";"759.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"14.11.2017 17:30";"28.6";"744.3";"755.8";"0.0";"45";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"14.11.2017 14:30";"30.6";"744.3";"755.8";"-2.0";"37";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
