# Weather station Gandhinagar, India, WMO_ID=42654,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42654&lang=en
#
"Local time in Gandhinagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.11.2016 17:30";"30.0";"753.1";"760.1";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"24.11.2016 08:30";"19.4";"753.3";"760.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"23.11.2016 17:30";"30.4";"752.0";"759.0";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"23.11.2016 08:30";"19.0";"754.5";"761.8";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"22.11.2016 17:30";"31.4";"752.7";"759.7";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"22.11.2016 08:30";"18.0";"754.8";"762.1";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"21.11.2016 17:30";"30.4";"752.6";"759.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"21.11.2016 08:30";"18.4";"754.8";"762.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"20.11.2016 17:30";"29.0";"751.9";"758.9";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"20.11.2016 08:30";"19.0";"754.7";"762.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"19.11.2016 17:30";"31.0";"751.8";"758.8";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"19.11.2016 08:30";"19.0";"754.8";"762.1";"";"72";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"18.11.2016 17:30";"30.4";"753.3";"760.3";"";"42";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"18.11.2016 08:30";"20.0";"756.6";"763.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"17.11.2016 17:30";"29.4";"754.3";"761.3";"";"35";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"17.11.2016 08:30";"19.4";"757.5";"764.8";"";"55";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"16.11.2016 17:30";"30.0";"754.2";"761.2";"";"36";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"16.11.2016 08:30";"19.0";"756.3";"763.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"15.11.2016 17:30";"29.4";"753.9";"760.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"15.11.2016 08:30";"18.4";"756.0";"763.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"14.11.2016 17:30";"29.4";"754.3";"761.3";"";"38";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"14.11.2016 08:30";"20.0";"756.5";"763.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"13.11.2016 17:30";"29.0";"754.6";"761.6";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"13.11.2016 08:30";"19.4";"756.9";"764.2";"";"69";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"12.11.2016 17:30";"29.0";"753.6";"760.6";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"12.11.2016 08:30";"16.4";"755.7";"763.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"11.11.2016 17:30";"30.0";"752.6";"759.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"11.11.2016 08:30";"20.0";"755.5";"762.8";"";"68";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"10.11.2016 17:30";"29.4";"752.9";"759.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"10.11.2016 08:30";"20.0";"756.1";"763.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"09.11.2016 17:30";"30.0";"754.5";"761.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"09.11.2016 08:30";"19.0";"756.7";"764.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"08.11.2016 17:30";"30.0";"754.1";"761.1";"";"36";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"08.11.2016 08:30";"19.4";"756.2";"763.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"07.11.2016 17:30";"31.0";"753.2";"760.2";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"07.11.2016 08:30";"21.0";"755.6";"762.8";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"06.11.2016 17:30";"29.0";"752.6";"759.6";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"06.11.2016 08:30";"19.0";"754.0";"761.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"05.11.2016 17:30";"32.8";"751.3";"758.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"05.11.2016 08:30";"19.0";"753.8";"761.1";"";"84";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"04.11.2016 17:30";"31.0";"751.8";"758.8";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"04.11.2016 08:30";"20.0";"755.1";"762.3";"";"68";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"03.11.2016 17:30";"30.0";"753.8";"760.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"03.11.2016 08:30";"20.0";"756.3";"763.6";"";"68";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"02.11.2016 17:30";"31.0";"753.3";"760.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"02.11.2016 08:30";"22.0";"756.1";"763.3";"";"58";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"30.10.2016 17:30";"31.0";"752.8";"759.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"30.10.2016 08:30";"21.0";"755.0";"762.2";"";"73";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"29.10.2016 17:30";"33.0";"752.0";"758.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"29.10.2016 08:30";"22.0";"754.1";"761.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"28.10.2016 17:30";"32.0";"751.9";"758.8";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"28.10.2016 08:30";"25.4";"754.7";"761.8";"";"59";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"27.10.2016 17:30";"34.0";"753.2";"760.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"27.10.2016 08:30";"26.4";"755.7";"762.8";"";"60";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"26.10.2016 17:30";"32.0";"752.1";"759.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"26.10.2016 08:30";"24.0";"754.0";"761.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"25.10.2016 17:30";"31.0";"750.6";"757.5";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"25.10.2016 08:30";"24.0";"753.1";"760.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"24.10.2016 17:30";"31.4";"750.8";"757.7";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"24.10.2016 08:30";"24.0";"753.5";"760.6";"";"75";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"23.10.2016 17:30";"30.4";"751.5";"758.5";"";"47";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"23.10.2016 08:30";"25.4";"754.0";"761.1";"";"69";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"22.10.2016 17:30";"31.0";"751.2";"758.2";"";"48";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"22.10.2016 08:30";"25.0";"753.4";"760.5";"";"79";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"21.10.2016 17:30";"31.4";"750.4";"757.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"21.10.2016 08:30";"25.0";"752.1";"759.2";"";"71";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"20.10.2016 17:30";"32.0";"749.6";"756.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"20.10.2016 08:30";"25.0";"752.0";"759.1";"";"61";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"19.10.2016 17:30";"32.4";"750.1";"757.0";"";"34";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"19.10.2016 08:30";"25.4";"752.6";"759.7";"";"52";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"18.10.2016 17:30";"32.4";"750.4";"757.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"18.10.2016 08:30";"25.4";"753.2";"760.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"17.10.2016 17:30";"32.0";"751.3";"758.2";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"17.10.2016 08:30";"27.0";"753.3";"760.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"16.10.2016 17:30";"32.0";"751.8";"758.7";"";"49";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"16.10.2016 08:30";"26.0";"753.5";"760.6";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"20.5";"";"";"";"";"";"";
"15.10.2016 17:30";"34.0";"751.2";"758.1";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"15.10.2016 08:30";"27.0";"753.2";"760.3";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"14.10.2016 17:30";"34.0";"750.8";"757.7";"";"51";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"14.10.2016 08:30";"25.0";"752.9";"760.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"13.10.2016 17:30";"31.4";"750.4";"757.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"13.10.2016 08:30";"25.0";"752.8";"759.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"12.10.2016 17:30";"31.4";"750.0";"756.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"12.10.2016 08:30";"25.4";"751.7";"758.8";"";"88";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"11.10.2016 17:30";"31.4";"749.8";"756.7";"";"63";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"11.10.2016 08:30";"26.4";"752.0";"759.1";"";"89";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"10.10.2016 17:30";"31.0";"749.2";"756.1";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"10.10.2016 08:30";"26.4";"751.5";"758.6";"";"89";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.4";"";"";"";"";"";"";
"09.10.2016 17:30";"32.0";"748.6";"755.5";"";"66";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"09.10.2016 08:30";"27.0";"751.5";"758.5";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"08.10.2016 17:30";"32.4";"748.9";"755.8";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"29.2";"";"";"";"";"";"";
"08.10.2016 08:30";"26.4";"751.5";"758.6";"";"92";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.0";"";"";"";"";"";"";
"07.10.2016 17:30";"30.4";"748.3";"755.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"28.5";"";"";"";"";"";"";
"07.10.2016 08:30";"26.0";"750.9";"758.0";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.8";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.1";"";"";"";"";"";"";
"06.10.2016 17:30";"27.0";"748.7";"755.7";"";"95";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"";"27.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.2";"";"";"";"";"";"";
"06.10.2016 08:30";"25.4";"750.0";"757.1";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.4";"";"";"";"";"";"";
"05.10.2016 17:30";"26.4";"747.4";"754.4";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.0";"";"";"";"";"";"";
"05.10.2016 08:30";"25.0";"748.9";"756.0";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.1";"";"";"";"";"";"";
"04.10.2016 17:30";"30.0";"746.8";"753.7";"";"81";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.4";"";"";"";"";"";"";
"04.10.2016 08:30";"26.4";"748.8";"755.8";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.0";"";"";"";"";"";"";
"03.10.2016 17:30";"33.0";"747.3";"754.2";"";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"28.1";"";"";"";"";"";"";
"03.10.2016 08:30";"27.0";"750.2";"757.2";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"02.10.2016 17:30";"32.0";"748.0";"754.9";"";"72";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"02.10.2016 08:30";"26.0";"750.8";"757.9";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"01.10.2016 17:30";"30.0";"747.8";"754.7";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.8";"";"";"";"";"";"";
"01.10.2016 08:30";"26.0";"749.5";"756.6";"";"84";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.1";"";"";"";"";"";"";
"30.09.2016 17:30";"32.4";"746.9";"753.8";"";"55";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"30.09.2016 08:30";"27.0";"750.0";"757.0";"";"80";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"29.09.2016 17:30";"33.4";"747.4";"754.3";"";"50";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"29.09.2016 08:30";"26.4";"750.2";"757.2";"";"81";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"28.09.2016 17:30";"33.4";"747.6";"754.5";"";"48";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"28.09.2016 08:30";"26.0";"751.0";"758.1";"";"84";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"27.09.2016 17:30";"33.4";"748.4";"755.3";"";"55";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"27.09.2016 08:30";"27.0";"751.5";"758.5";"";"80";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"26.09.2016 17:30";"33.0";"747.9";"754.8";"";"57";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"26.09.2016 08:30";"27.0";"750.7";"757.7";"";"80";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"25.09.2016 17:30";"33.0";"746.8";"753.7";"";"58";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"25.09.2016 08:30";"27.4";"749.2";"756.2";"";"81";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"24.09.2016 17:30";"33.4";"745.0";"751.8";"";"59";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"24.09.2016 08:30";"26.4";"748.4";"755.4";"";"84";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"23.09.2016 17:30";"33.4";"745.7";"752.5";"";"59";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.3";"";"";"";"";"";"";
"23.09.2016 08:30";"27.4";"749.4";"756.4";"";"84";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"22.09.2016 17:30";"30.0";"748.4";"755.3";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.4";"";"";"";"";"";"";
"22.09.2016 08:30";"26.0";"750.5";"757.6";"";"92";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.6";"";"";"";"";"";"";
"21.09.2016 17:30";"32.0";"747.3";"754.2";"";"66";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"21.09.2016 08:30";"27.4";"750.2";"757.2";"";"81";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"20.09.2016 17:30";"32.0";"746.2";"753.1";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.3";"";"";"";"";"";"";
"20.09.2016 08:30";"27.0";"749.6";"756.6";"";"87";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"19.09.2016 17:30";"30.0";"747.0";"753.9";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.8";"";"";"";"";"";"";
