# Weather station Dharmapuri, India, WMO_ID=43301,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43301&lang=en
#
"Local time in Dharmapuri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.11.2017 17:30";"25.6";"717.9";"757.2";"";"67";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"";"28.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.1";"";"";"";"";"";"";
"29.11.2017 08:30";"22.8";"720.4";"760.3";"";"78";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"19.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.7";"";"";"";"";"";"";
"28.11.2017 17:30";"28.4";"717.1";"755.9";"";"62";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"";"30.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.5";"";"";"";"";"";"";
"28.11.2017 08:30";"24.2";"720.1";"759.7";"";"80";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"20.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.5";"";"";"";"";"";"";
"27.11.2017 17:30";"25.8";"718.3";"757.6";"";"81";"Wind blowing from the east-northeast";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"26.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.2";"";"";"";"";"";"";
"27.11.2017 08:30";"23.8";"720.2";"759.9";"";"83";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"21.1";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.7";"";"";"";"";"";"";
"26.11.2017 17:30";"24.8";"718.8";"758.2";"";"82";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"";"27.4";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.5";"";"";"";"";"";"";
"26.11.2017 08:30";"23.4";"721.1";"760.9";"";"75";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"19.6";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.7";"";"";"";"";"";"";
"25.11.2017 17:30";"28.4";"718.9";"757.9";"";"54";"Wind blowing from the east-northeast";"1";"";"";"50%.";" ";"";"";"";"30.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.1";"";"";"";"";"";"";
"25.11.2017 08:30";"24.2";"720.1";"759.7";"";"83";"Wind blowing from the north-northeast";"1";"";"";"60%.";" ";"";"";"21.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.2";"";"";"";"";"";"";
"24.11.2017 17:30";"29.6";"718.1";"756.9";"";"62";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"31.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.6";"";"";"";"";"";"";
"24.11.2017 08:30";"22.8";"720.4";"760.2";"";"86";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";" ";"";"";"19.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.3";"";"";"";"";"";"";
"23.11.2017 17:30";"28.8";"717.1";"755.9";"";"54";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.6";"";"";"";"";"";"";
"23.11.2017 08:30";"23.2";"719.2";"758.8";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.1";"";"";"";"";"";"";
"22.11.2017 17:30";"28.4";"717.4";"756.2";"";"59";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"";"30.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.5";"";"";"";"";"";"";
"22.11.2017 08:30";"24.6";"719.3";"758.8";"";"85";"Wind blowing from the east-northeast";"1";"";"";"40%.";" ";"";"";"20.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.9";"";"";"";"";"";"";
"21.11.2017 17:30";"30.4";"717.3";"755.8";"";"59";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"31.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.5";"";"";"";"";"";"";
"21.11.2017 08:30";"25.4";"720.1";"759.4";"";"79";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"21.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.5";"";"";"";"";"";"";
"20.11.2017 17:30";"29.4";"717.1";"755.8";"";"63";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"32.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"20.11.2017 08:30";"26.2";"720.2";"759.4";"";"72";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"21.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.7";"";"";"";"";"";"";
"19.11.2017 17:30";"29.4";"717.1";"755.8";"";"58";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"31.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.3";"";"";"";"";"";"";
"19.11.2017 08:30";"25.6";"720.1";"759.4";"";"78";"Wind blowing from the north-northeast";"1";"";"";"40%.";" ";"";"";"21.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.4";"";"";"";"";"";"";
"18.11.2017 17:30";"29.4";"716.4";"755.1";"";"60";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"31.7";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.7";"";"";"";"";"";"";
"18.11.2017 08:30";"23.4";"718.7";"758.1";"";"91";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"20.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.9";"";"";"";"";"";"";
"17.11.2017 17:30";"29.2";"715.9";"754.5";"";"68";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"";"31.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.8";"";"";"";"";"";"";
"17.11.2017 08:30";"24.8";"719.0";"758.5";"";"83";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"21.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.8";"";"";"";"";"";"";
"16.11.2017 17:30";"30.2";"715.1";"753.6";"";"60";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"";"32.3";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.6";"";"";"";"";"";"";
"16.11.2017 08:30";"24.8";"717.4";"756.7";"";"72";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"21.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"19.5";"";"";"";"";"";"";
"15.11.2017 17:30";"28.6";"714.7";"753.4";"";"70";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.7";"";"";"";"";"";"";
"15.11.2017 08:30";"24.4";"717.3";"756.7";"";"83";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.4";"";"";"";"";"";"";
"14.11.2017 17:30";"26.8";"714.1";"753.1";"";"83";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"30.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.6";"";"";"";"";"";"";
"14.11.2017 08:30";"24.6";"717.4";"756.8";"";"80";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";" ";"";"";"20.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.0";"";"";"";"";"";"";
"13.11.2017 17:30";"27.2";"714.4";"753.2";"";"64";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"30.6";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.9";"";"";"";"";"";"";
"13.11.2017 08:30";"24.4";"717.6";"757.0";"";"69";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"18.4";"";"";"";"";"";"";
"12.11.2017 17:30";"28.4";"715.3";"754.0";"";"60";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.9";"";"";"";"";"";"";
"12.11.2017 08:30";"23.2";"718.2";"757.8";"";"62";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"18.2";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.6";"";"";"";"";"";"";
"11.11.2017 17:30";"27.8";"716.3";"755.2";"";"53";"Wind blowing from the east-northeast";"1";"";"";"50%.";" ";"";"";"";"29.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.3";"";"";"";"";"";"";
"11.11.2017 08:30";"23.8";"719.3";"759.0";"";"78";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.1";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.8";"";"";"";"";"";"";
"10.11.2017 17:30";"25.8";"716.8";"756.0";"";"72";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"29.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.3";"";"";"";"";"";"";
"10.11.2017 11:30";"23.2";"719.8";"759.5";"";"75";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"18.5";"30.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"18.5";"";"";"";"";"";"";
"10.11.2017 08:30";"23.2";"719.8";"759.5";"";"75";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"18.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.5";"";"";"";"";"";"";
"09.11.2017 17:30";"28.4";"716.4";"755.2";"";"56";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";" ";"";"";"";"30.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.8";"";"";"";"";"";"";
"09.11.2017 08:30";"22.6";"719.6";"759.4";"";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"19.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.8";"";"";"";"";"";"";
"08.11.2017 17:30";"27.6";"717.3";"756.0";"";"69";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"29.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"";"";"";"";"";"";
"08.11.2017 08:30";"23.8";"720.3";"760.0";"";"86";"Wind blowing from the north-northeast";"1";"";"";"60%.";" ";"";"";"19.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.4";"";"";"";"";"";"";
"07.11.2017 17:30";"24.6";"718.0";"757.6";"";"85";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.9";"";"";"";"";"";"";
"07.11.2017 08:30";"23.6";"720.1";"759.7";"";"87";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"20.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.3";"";"";"";"";"";"";
"06.11.2017 17:30";"25.4";"717.1";"756.4";"";"85";"Wind blowing from the east-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.7";"";"";"";"";"";"";
