# Weather station Madurai, India, WMO_ID=43359,selection from 08.04.2016 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43359&lang=en
#
"Local time in Madurai";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.01.2017 08:30";"25.0";"748.4";"759.7";"";"90";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.2";"";"";"";"";"";"";
"17.01.2017 17:30";"31.0";"744.5";"755.5";"";"77";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"17.01.2017 08:30";"25.0";"747.2";"758.5";"";"83";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"16.01.2017 17:30";"31.0";"744.1";"755.1";"";"77";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"31.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"16.01.2017 08:30";"26.0";"748.3";"759.5";"";"83";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.8";"";"";"";"";"";"";
"15.01.2017 17:30";"31.0";"744.6";"755.5";"";"58";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"31.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.9";"";"";"";"";"";"";
"15.01.2017 08:30";"26.0";"748.9";"760.0";"";"83";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.8";"";"";"";"";"";"";
"14.01.2017 17:30";"31.0";"743.5";"754.3";"";"58";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.9";"";"";"";"";"";"";
"13.01.2017 17:30";"30.0";"742.4";"753.4";"";"70";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.0";"";"";"";"";"";"";
"13.01.2017 08:30";"25.0";"746.6";"757.8";"";"83";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"20.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"12.01.2017 17:30";"32.0";"742.3";"753.1";"";"59";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.0";"";"";"";"";"";"";
"12.01.2017 08:30";"25.0";"745.8";"757.0";"";"76";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"20.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.4";"";"";"";"";"";"";
"11.01.2017 17:30";"32.0";"742.6";"753.4";"";"53";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.3";"";"";"";"";"";"";
"11.01.2017 08:30";"25.0";"745.7";"756.9";"";"76";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.4";"";"";"";"";"";"";
"10.01.2017 17:30";"33.0";"742.8";"753.7";"";"54";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.5";"";"";"";"";"";"";
"10.01.2017 08:30";"25.0";"746.2";"757.3";"";"76";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.4";"";"";"";"";"";"";
"09.01.2017 17:30";"32.0";"742.4";"753.2";"";"38";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.1";"";"";"";"";"";"";
"09.01.2017 08:30";"24.0";"746.0";"757.2";"";"81";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.6";"";"";"";"";"";"";
"08.01.2017 17:30";"30.0";"742.4";"753.4";"";"70";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.0";"";"";"";"";"";"";
"08.01.2017 11:30";"25.0";"745.5";"756.6";"0.0";"83";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"20.5";"31.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"08.01.2017 08:30";"25.0";"745.5";"756.6";"";"83";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"20.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"07.01.2017 17:30";"31.0";"742.0";"752.8";"";"64";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.5";"";"";"";"";"";"";
"07.01.2017 08:30";"25.0";"746.6";"757.8";"";"83";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"06.01.2017 17:30";"31.0";"743.0";"753.9";"";"64";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.5";"";"";"";"";"";"";
"06.01.2017 08:30";"25.0";"746.9";"758.1";"";"74";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.1";"";"";"";"";"";"";
"05.01.2017 17:30";"30.0";"743.8";"754.7";"";"41";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.4";"";"";"";"";"";"";
"05.01.2017 08:30";"23.0";"747.7";"759.6";"";"74";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.2";"";"";"";"";"";"";
"04.01.2017 17:30";"32.0";"743.3";"754.2";"";"54";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"32.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"04.01.2017 08:30";"24.0";"748.0";"759.1";"";"68";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.6";"";"";"";"";"";"";
"03.01.2017 17:30";"33.0";"742.4";"753.2";"";"65";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"33.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.7";"";"";"";"";"";"";
"03.01.2017 08:30";"25.2";"747.2";"758.4";"";"96";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.6";"";"";"";"";"";"";
"02.01.2017 17:30";"33.0";"744.1";"754.9";"";"65";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"33.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.7";"";"";"";"";"";"";
"02.01.2017 08:30";"25.0";"747.3";"758.5";"";"90";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.2";"";"";"";"";"";"";
"01.01.2017 17:30";"31.0";"743.9";"754.8";"";"72";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.4";"";"";"";"";"";"";
"01.01.2017 08:30";"23.0";"747.5";"758.8";"";"90";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"20.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.2";"";"";"";"";"";"";
"31.12.2016 17:30";"30.0";"744.0";"754.9";"";"78";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"31.12.2016 08:30";"24.4";"746.8";"758.0";"";"98";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.1";"";"";"";"";"";"";
"30.12.2016 17:30";"30.0";"744.5";"755.5";"";"83";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.9";"";"";"";"";"";"";
"30.12.2016 08:30";"25.0";"747.7";"758.9";"";"83";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"29.12.2016 17:30";"30.0";"743.7";"754.6";"";"78";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"29.12.2016 08:30";"25.0";"747.5";"758.7";"";"98";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"23.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"24.7";"";"";"";"";"";"";
"28.12.2016 17:30";"27.0";"743.8";"754.8";"";"87";"Wind blowing from the east";"3";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Drizzle.";"";"28.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"28.12.2016 08:30";"25.0";"746.7";"757.9";"";"83";"Wind blowing from the east";"2";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Rain.";"Drizzle.";"22.5";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.0";"";"";"";"";"";"";
"27.12.2016 17:30";"31.0";"742.4";"753.3";"";"77";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"32.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"27.12.2016 08:30";"26.4";"745.3";"756.4";"";"74";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.3";"";"";"";"";"";"";
"26.12.2016 17:30";"33.0";"742.7";"753.5";"";"61";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"33.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.5";"";"";"";"";"";"";
"26.12.2016 08:30";"25.0";"746.2";"757.4";"";"83";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"20.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"25.12.2016 17:30";"32.0";"743.8";"754.6";"";"71";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"32.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.1";"";"";"";"";"";"";
"25.12.2016 08:30";"23.0";"746.1";"758.0";"";"90";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.2";"";"";"";"";"";"";
"24.12.2016 17:30";"31.0";"742.4";"753.3";"";"77";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"24.12.2016 08:30";"23.0";"745.1";"757.0";"";"74";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"20.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.2";"";"";"";"";"";"";
"23.12.2016 17:30";"31.0";"743.0";"754.0";"";"72";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.4";"";"";"";"";"";"";
"23.12.2016 08:30";"25.0";"747.7";"758.8";"";"83";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"22.12.2016 17:30";"32.0";"744.5";"755.4";"";"72";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"32.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.4";"";"";"";"";"";"";
"22.12.2016 08:30";"26.0";"748.0";"759.1";"";"84";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"22.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.1";"";"";"";"";"";"";
"21.12.2016 17:30";"30.0";"745.0";"756.0";"";"78";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"21.12.2016 08:30";"26.0";"748.5";"759.6";"";"92";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"23.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.6";"";"";"";"";"";"";
"20.12.2016 17:30";"28.0";"744.4";"755.5";"";"69";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"20.12.2016 08:30";"24.6";"746.9";"758.1";"";"96";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.0";"";"";"";"";"";"";
"19.12.2016 17:30";"30.0";"745.0";"755.9";"";"88";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.8";"";"";"";"";"";"";
"19.12.2016 08:30";"25.0";"747.3";"758.5";"";"76";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.4";"";"";"";"";"";"";
"18.12.2016 17:30";"30.0";"745.0";"755.9";"";"83";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.9";"";"";"";"";"";"";
"18.12.2016 08:30";"25.0";"748.3";"759.5";"";"83";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"17.12.2016 17:30";"30.4";"745.3";"756.2";"";"72";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"17.12.2016 08:30";"27.0";"748.2";"759.3";"";"61";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"22.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.9";"";"";"";"";"";"";
"16.12.2016 17:30";"32.0";"744.4";"755.3";"";"71";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"32.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.1";"";"";"";"";"";"";
"16.12.2016 08:30";"25.0";"747.3";"758.5";"";"76";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.4";"";"";"";"";"";"";
"15.12.2016 17:30";"31.0";"744.4";"755.2";"";"86";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.3";"";"";"";"";"";"";
"15.12.2016 08:30";"29.0";"746.6";"757.6";"";"58";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.9";"";"";"";"";"";"";
"14.12.2016 17:30";"31.0";"743.4";"754.3";"";"77";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"14.12.2016 08:30";"26.4";"745.3";"756.4";"";"81";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"23.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.9";"";"";"";"";"";"";
"13.12.2016 17:30";"33.0";"740.8";"751.6";"";"65";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"33.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.7";"";"";"";"";"";"";
"13.12.2016 08:30";"30.0";"743.2";"754.1";"";"70";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"29.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.0";"";"";"";"";"";"";
"12.12.2016 17:30";"32.0";"740.4";"751.3";"";"71";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"32.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.1";"";"";"";"";"";"";
"12.12.2016 08:30";"26.0";"743.7";"754.8";"";"69";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.9";"";"";"";"";"";"";
"11.12.2016 17:30";"31.0";"741.7";"752.5";"";"77";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"31.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"11.12.2016 08:30";"25.0";"744.5";"755.6";"";"83";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"10.12.2016 17:30";"30.4";"742.2";"753.1";"";"81";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"31.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.8";"";"";"";"";"";"";
