# Weather station Malegaon, India, WMO_ID=42925,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42925&lang=en
#
"Local time in Malegaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.10.2017 08:30";"25.0";"720.6";"757.6";"";"85";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"21.10.2017 17:30";"30.0";"717.2";"753.4";"";"59";"Wind blowing from the east";"";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"21.10.2017 08:30";"27.6";"720.3";"757.0";"";"63";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"20.10.2017 17:30";"30.0";"717.5";"753.7";"";"60";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"20.10.2017 08:30";"20.8";"719.5";"757.0";"";"82";"";"";"";"";"";" ";"";"";"19.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.6";"";"";"";"";"";"";
"19.10.2017 17:30";"28.0";"717.4";"753.9";"";"58";"Wind blowing from the east";"";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"19.10.2017 08:30";"20.2";"719.7";"757.3";"";"84";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"18.10.2017 17:30";"30.0";"717.3";"753.5";"";"59";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"18.10.2017 08:30";"21.6";"719.6";"757.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"17.10.2017 17:30";"29.4";"717.2";"753.5";"";"58";"Wind blowing from the south";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"17.10.2017 08:30";"22.2";"720.5";"757.9";"";"83";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"16.10.2017 17:30";"28.8";"717.3";"753.7";"";"66";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"16.10.2017 08:30";"23.6";"720.3";"757.5";"";"88";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"15.10.2017 17:30";"30.0";"717.2";"753.4";"";"66";"";"";"";"";"";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.0";"";"";"";"";"";"";
"15.10.2017 08:30";"25.4";"719.4";"756.3";"";"91";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"14.10.2017 17:30";"29.2";"716.5";"752.8";"";"67";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"14.10.2017 08:30";"24.2";"718.8";"755.8";"";"98";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"13.10.2017 17:30";"27.2";"716.0";"752.5";"";"83";"Wind blowing from the west";"";"";"";"50%.";" ";"";"";"";"30.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.0";"";"";"";"";"";"";
"13.10.2017 08:30";"25.0";"718.9";"755.8";"";"93";"";"";"";"";"";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"12.10.2017 17:30";"25.2";"717.2";"754.0";"";"88";"Wind blowing from the north";"";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"12.10.2017 08:30";"24.2";"717.9";"754.9";"";"98";"";"";"";"";"";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"11.10.2017 17:30";"25.2";"716.7";"753.5";"";"90";"Wind blowing from the north";"";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.4";"";"";"";"";"";"";
"11.10.2017 08:30";"24.8";"718.0";"754.9";"";"91";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"10.10.2017 17:30";"25.0";"715.8";"752.6";"";"91";"Wind blowing from the south";"";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.5";"";"";"";"";"";"";
"10.10.2017 08:30";"25.2";"718.9";"755.8";"";"90";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"09.10.2017 17:30";"26.8";"717.5";"754.1";"";"87";"";"";"";"";"";" ";"";"";"";"30.6";"";"";"2500 or more, or no clouds.";"";"";"10.0";"24.5";"";"";"";"";"";"";
"09.10.2017 08:30";"24.2";"718.6";"755.6";"";"91";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"08.10.2017 08:30";"25.0";"718.7";"755.6";"";"87";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"07.10.2017 17:30";"31.8";"716.6";"752.5";"";"59";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"07.10.2017 08:30";"26.2";"719.2";"756.0";"";"81";"";"";"";"";"";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"06.10.2017 17:30";"32.8";"716.3";"752.1";"";"52";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"06.10.2017 08:30";"23.6";"718.9";"756.0";"";"80";"";"";"";"";"";" ";"";"";"23.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.9";"";"";"";"";"";"";
"05.10.2017 17:30";"32.8";"717.0";"752.9";"";"42";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"05.10.2017 08:30";"23.2";"720.1";"757.3";"";"";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"22.1";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.10.2017 17:30";"31.8";"717.9";"753.9";"";"55";"";"";"";"";"";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"10.0";"21.8";"";"";"";"";"";"";
"04.10.2017 08:30";"23.2";"720.7";"757.9";"";"81";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"03.10.2017 08:30";"25.2";"720.0";"756.9";"";"76";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"02.10.2017 17:30";"";"";"752.4";"";"";"Wind blowing from the north-northeast";"17";"";"";"10%  or less, but not 0";" ";"";"";"";"35.2";"";"";"";"";"";"";"22.1";"";"";"";"";"";"";
"02.10.2017 08:30";"24.8";"719.6";"756.6";"";"76";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"01.10.2017 17:30";"32.0";"717.9";"753.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"01.10.2017 08:30";"25.0";"720.4";"757.4";"";"87";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"30.09.2017 17:30";"31.8";"717.0";"753.0";"";"56";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"30.09.2017 08:30";"25.0";"719.7";"756.7";"";"83";"";"";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"29.09.2017 17:30";"31.8";"716.6";"752.5";"";"58";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"29.09.2017 08:30";"26.4";"719.3";"756.1";"";"89";"";"";"";"";"";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"28.09.2017 17:30";"30.4";"717.2";"753.4";"";"63";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"27.09.2017 17:30";"30.0";"717.9";"754.1";"";"65";"";"";"";"";"";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.7";"";"";"";"";"";"";
"27.09.2017 08:30";"24.8";"720.5";"757.5";"";"87";"";"";"";"";"";" ";"";"";"22.1";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"26.09.2017 08:30";"24.2";"720.2";"757.3";"";"87";"";"";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"24.09.2017 17:30";"29.2";"718.8";"755.2";"";"70";"Wind blowing from the south";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"24.09.2017 08:30";"24.6";"721.1";"758.2";"";"88";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"23.09.2017 17:30";"28.8";"718.8";"755.2";"";"74";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"23.09.2017 08:30";"23.2";"720.4";"757.6";"";"91";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"22.09.2017 17:30";"27.8";"716.6";"753.0";"";"78";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"22.09.2017 08:30";"23.8";"718.3";"755.3";"";"86";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"21.09.2017 17:30";"27.0";"716.0";"752.5";"";"81";"";"";"";"";"";" ";"";"";"";"28.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.5";"";"";"";"";"";"";
"21.09.2017 08:30";"24.2";"716.7";"753.6";"";"96";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"20.09.2017 17:30";"28.6";"714.3";"750.5";"";"74";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"20.09.2017 08:30";"25.2";"716.2";"752.9";"";"91";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"19.09.2017 17:30";"28.6";"714.3";"750.5";"";"74";"Wind blowing from the south";"6";"";"";"70 – 80%.";" ";"";"";"";"31.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.4";"";"";"";"";"";"";
"19.09.2017 08:30";"24.6";"717.3";"754.2";"";"88";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"18.09.2017 17:30";"27.2";"716.0";"752.5";"";"84";"Wind blowing from the north";"6";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"17.09.2017 17:30";"27.2";"714.3";"750.7";"";"83";"Wind blowing from the north";"";"";"";"70 – 80%.";" ";"";"";"";"28.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.0";"";"";"";"";"";"";
"17.09.2017 08:30";"24.4";"717.3";"754.2";"";"90";"Wind blowing from the north";"";"";"";"70 – 80%.";" ";"";"";"22.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"16.09.2017 08:30";"25.4";"718.2";"755.0";"";"90";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"15.09.2017 17:30";"26.4";"715.7";"752.3";"";"90";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"15.09.2017 08:30";"25.2";"719.0";"755.9";"";"91";"Wind blowing from the west";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"14.09.2017 17:30";"27.4";"717.9";"754.5";"";"81";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"14.09.2017 08:30";"25.4";"719.6";"756.5";"";"90";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"13.09.2017 17:30";"28.6";"717.3";"753.7";"";"75";"";"";"";"";"";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"10.0";"23.7";"";"";"";"";"";"";
"13.09.2017 08:30";"25.0";"721.0";"758.0";"";"93";"Wind blowing from the west";"0";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"12.09.2017 17:30";"30.2";"717.2";"753.4";"";"63";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"12.09.2017 08:30";"25.6";"720.4";"757.3";"";"87";"";"";"";"";"";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"11.09.2017 17:30";"29.6";"717.0";"753.2";"";"67";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"11.09.2017 08:30";"25.4";"719.5";"756.4";"";"91";"";"";"";"";"";" ";"";"";"24.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"10.09.2017 17:30";"26.6";"716.6";"753.2";"";"87";"";"";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"10.09.2017 08:30";"26.4";"718.2";"754.9";"";"86";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"09.09.2017 17:30";"30.6";"716.6";"752.7";"";"62";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"09.09.2017 08:30";"25.2";"720.6";"757.6";"";"85";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"08.09.2017 17:30";"30.0";"718.2";"754.4";"";"66";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"08.09.2017 08:30";"25.2";"720.2";"757.2";"";"84";"";"";"";"";"";" ";"";"";"23.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"07.09.2017 17:30";"30.6";"716.4";"752.5";"";"60";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"07.09.2017 08:30";"25.6";"720.0";"756.9";"";"85";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"06.09.2017 17:30";"30.2";"716.7";"752.9";"";"64";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"06.09.2017 08:30";"24.6";"720.3";"757.3";"";"83";"Wind blowing from the west";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"05.09.2017 17:30";"30.2";"717.2";"753.4";"";"64";"";"";"";"";"";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.6";"";"";"";"";"";"";
"05.09.2017 08:30";"23.6";"720.3";"757.5";"";"85";"Wind blowing from the west";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"04.09.2017 17:30";"27.8";"718.4";"754.9";"";"80";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"04.09.2017 08:30";"24.2";"720.4";"757.5";"";"85";"";"";"";"";"";" ";"";"";"22.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"03.09.2017 17:30";"27.6";"716.8";"753.3";"";"77";"";"";"";"";"";" ";"";"";"";"28.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.2";"";"";"";"";"";"";
"03.09.2017 08:30";"25.4";"718.1";"754.9";"";"87";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"02.09.2017 17:30";"30.0";"716.8";"753.0";"";"64";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"02.09.2017 08:30";"22.4";"717.9";"755.1";"";"98";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"01.09.2017 17:30";"29.6";"716.8";"753.0";"";"62";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"01.09.2017 08:30";"22.8";"719.0";"756.2";"";"90";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"31.08.2017 17:30";"28.8";"717.0";"753.3";"";"64";"";"";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"31.08.2017 08:30";"24.0";"716.1";"753.0";"";"88";"";"";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"30.08.2017 17:30";"26.2";"713.0";"749.5";"";"79";"Wind blowing from the north";"";"";"";"70 – 80%.";" ";"";"";"";"28.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.3";"";"";"";"";"";"";
"30.08.2017 08:30";"25.0";"714.0";"750.7";"";"91";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"29.08.2017 17:30";"25.0";"709.9";"746.3";"";"94";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"29.08.2017 08:30";"25.0";"712.3";"748.9";"";"93";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"28.08.2017 17:30";"26.6";"711.9";"748.3";"";"89";"";"";"";"";"";" ";"";"";"";"27.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
"28.08.2017 08:30";"25.0";"714.5";"751.2";"";"87";"Wind blowing from the west";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"27.08.2017 17:30";"27.2";"711.4";"747.7";"";"80";"Wind blowing from the north";"";"";"";"70 – 80%.";" ";"";"";"";"28.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.4";"";"";"";"";"";"";
"27.08.2017 08:30";"26.2";"713.4";"749.9";"";"83";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"26.08.2017 17:30";"28.2";"713.0";"749.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"26.08.2017 08:30";"25.2";"714.9";"751.6";"";"85";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"25.08.2017 17:30";"27.8";"713.5";"749.8";"";"76";"Wind blowing from the north";"";"";"";"70 – 80%.";" ";"";"";"";"30.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.1";"";"";"";"";"";"";
"24.08.2017 17:30";"28.2";"715.8";"752.1";"";"76";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"24.08.2017 08:30";"24.2";"718.2";"755.2";"";"87";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"23.08.2017 17:30";"30.0";"715.5";"751.6";"";"66";"Wind blowing from the north";"";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"23.08.2017 08:30";"24.2";"718.7";"755.7";"";"87";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"22.08.2017 17:30";"26.8";"714.0";"750.4";"";"81";"";"";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"22.08.2017 08:30";"24.2";"715.5";"752.3";"";"87";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"21.08.2017 17:30";"25.4";"711.5";"748.0";"";"78";"Wind blowing from the west";"";"";"";"70 – 80%.";" ";"";"";"";"27.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.2";"";"";"";"";"";"";
"21.08.2017 08:30";"22.6";"713.1";"750.0";"";"96";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"20.08.2017 17:30";"27.0";"711.4";"747.7";"";"78";"Wind blowing from the north";"";"";"";"70 – 80%.";" ";"";"";"";"28.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.9";"";"";"";"";"";"";
"20.08.2017 08:30";"25.0";"713.6";"750.2";"";"85";"Wind blowing from the north";"";"";"";"70 – 80%.";" ";"";"";"22.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"19.08.2017 08:30";"24.6";"716.1";"752.9";"";"88";"Wind blowing from the west";"";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
