# Weather station Parbhani, India, WMO_ID=43017,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43017&lang=en
#
"Local time in Parbhani";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.11.2017 17:30";"26.2";"723.1";"758.8";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"29.11.2017 11:30";"28.6";"725.3";"760.8";"-0.1";"36";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"29.11.2017 08:30";"18.4";"725.4";"762.2";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"28.11.2017 17:30";"25.2";"722.4";"758.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"28.11.2017 11:30";"29.2";"724.4";"759.8";"-0.6";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"28.11.2017 08:30";"18.2";"725.0";"761.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"27.11.2017 17:30";"24.2";"722.7";"758.6";"";"52";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.6";"";"";"";"";"";"";
"27.11.2017 11:30";"29.2";"724.9";"760.3";"-1.3";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.1";"";"";"";"";"";"";
"27.11.2017 08:30";"17.0";"726.2";"763.2";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"9.4";"";"";"";"";"";"";
"26.11.2017 17:30";"25.2";"723.6";"759.4";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"26.11.2017 11:30";"28.0";"726.2";"761.8";"-0.5";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"26.11.2017 08:30";"17.6";"726.7";"763.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"25.11.2017 17:30";"26.2";"723.0";"758.7";"";"57";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.9";"";"";"";"";"";"";
"25.11.2017 11:30";"28.2";"725.2";"760.7";"-0.7";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"25.11.2017 08:30";"20.4";"725.9";"762.4";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"24.11.2017 17:30";"28.2";"722.2";"757.6";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"24.11.2017 11:30";"29.6";"724.7";"760.0";"-0.3";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"24.11.2017 08:30";"21.2";"725.0";"761.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"23.11.2017 17:30";"29.0";"720.9";"756.1";"";"63";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"23.11.2017 11:30";"30.0";"723.0";"758.2";"-0.4";"57";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"23.11.2017 08:30";"22.6";"723.4";"759.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"22.11.2017 17:30";"29.2";"720.9";"756.1";"";"63";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"22.11.2017 08:30";"22.6";"723.4";"759.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"21.11.2017 17:30";"29.2";"721.8";"757.0";"";"64";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.4";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.8";"";"";"";"";"";"";
"21.11.2017 08:30";"23.2";"724.6";"760.7";"";"75";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"20.11.2017 17:30";"28.8";"722.6";"757.9";"";"60";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.1";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.3";"";"";"";"";"";"";
"20.11.2017 11:30";"28.0";"725.0";"760.6";"0.0";"57";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.7";"";"";"";"";"";"";
"20.11.2017 08:30";"23.2";"725.0";"761.1";"";"73";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.1";"";"";"";"";"";"";
"19.11.2017 17:30";"28.6";"722.1";"757.4";"";"58";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"19.11.2017 11:30";"30.2";"724.5";"759.8";"0.1";"53";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.5";"";"";"";"";"";"";
"19.11.2017 08:30";"22.6";"724.4";"760.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"18.11.2017 17:30";"26.2";"721.1";"756.7";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.0";"";"";"";"";"";"";
"18.11.2017 11:30";"30.2";"723.5";"758.7";"-0.4";"53";"Wind blowing from the east-northeast";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.5";"";"";"";"";"";"";
"18.11.2017 08:30";"23.8";"723.9";"759.9";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"17.11.2017 17:30";"27.8";"720.5";"755.8";"";"58";"";"";"";"";"";" ";"";"";"";"32.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.8";"";"";"";"";"";"";
"17.11.2017 11:30";"28.6";"722.9";"758.3";"-0.2";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"17.11.2017 08:30";"21.0";"723.1";"759.4";"";"65";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"16.4";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.1";"";"";"";"";"";"";
"16.11.2017 17:30";"27.2";"720.4";"755.8";"";"55";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.6";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.4";"";"";"";"";"";"";
"16.11.2017 11:30";"29.2";"722.6";"757.9";"-0.5";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"16.11.2017 08:30";"21.8";"723.1";"759.3";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.3";"";"";"";"";"";"";
"15.11.2017 17:30";"27.2";"719.8";"755.2";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"15.11.2017 11:30";"30.2";"721.8";"756.9";"-1.0";"35";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"15.11.2017 08:30";"21.2";"722.8";"759.1";"";"56";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"14.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.1";"";"";"";"";"";"";
"14.11.2017 17:30";"27.2";"719.4";"754.8";"";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.2";"";"";"";"";"";"";
"14.11.2017 11:30";"28.0";"722.1";"757.5";"-0.3";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"14.11.2017 08:30";"18.2";"722.4";"759.0";"";"70";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.5";"";"";"";"";"";"";
"13.11.2017 17:30";"24.2";"719.6";"755.3";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.2";"";"";"";"";"";"";
"13.11.2017 11:30";"27.8";"723.0";"758.5";"-0.3";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.5";"";"";"";"";"";"";
"13.11.2017 08:30";"20.8";"723.3";"759.7";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.3";"";"";"";"";"";"";
"12.11.2017 11:30";"27.4";"723.5";"759.0";"0.2";"35";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"12.11.2017 08:30";"18.2";"723.3";"760.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"11.11.2017 17:30";"24.2";"721.7";"757.6";"";"52";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"13.6";"";"";"";"";"";"";
"11.11.2017 11:30";"27.4";"724.6";"760.2";"-0.7";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"11.11.2017 08:30";"18.6";"725.3";"762.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"10.11.2017 17:30";"25.6";"722.2";"757.9";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"10.11.2017 11:30";"28.4";"724.2";"759.7";"-0.2";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"10.11.2017 08:30";"20.4";"724.4";"760.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"09.11.2017 17:30";"26.2";"721.6";"757.2";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"09.11.2017 11:30";"29.4";"723.9";"759.2";"-0.8";"38";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"09.11.2017 08:30";"20.0";"724.7";"761.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"08.11.2017 17:30";"26.6";"722.5";"758.1";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"08.11.2017 11:30";"28.8";"725.0";"760.5";"-0.2";"34";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"08.11.2017 08:30";"21.6";"725.2";"761.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"07.11.2017 17:30";"26.2";"722.6";"758.2";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"07.11.2017 11:30";"29.6";"724.9";"760.2";"-0.4";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"07.11.2017 08:30";"21.2";"725.3";"761.7";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"06.11.2017 17:30";"25.0";"722.4";"758.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"06.11.2017 11:30";"29.6";"725.0";"760.4";"-0.2";"37";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"06.11.2017 08:30";"22.2";"725.2";"761.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.9";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"05.11.2017 17:30";"26.6";"722.1";"757.7";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"05.11.2017 11:30";"29.2";"724.5";"759.9";"-0.6";"41";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"05.11.2017 08:30";"22.8";"725.1";"761.3";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"04.11.2017 17:30";"25.2";"722.1";"757.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"04.11.2017 08:30";"21.6";"724.7";"761.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"03.11.2017 17:30";"27.2";"721.3";"756.8";"";"37";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"03.11.2017 11:30";"29.2";"723.7";"759.0";"-0.8";"36";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"03.11.2017 08:30";"21.8";"724.5";"760.8";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.9";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"02.11.2017 17:30";"26.2";"721.8";"757.4";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"02.11.2017 11:30";"29.2";"724.5";"759.9";"-0.7";"41";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.8";"";"";"";"";"";"";
"02.11.2017 08:30";"20.6";"725.2";"761.7";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"01.11.2017 17:30";"25.2";"721.8";"757.5";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"01.11.2017 11:30";"30.8";"724.7";"759.9";"-0.6";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"01.11.2017 08:30";"22.8";"725.3";"761.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"31.10.2017 17:30";"26.8";"722.0";"757.5";"";"60";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.3";"";"";"";"";"";"";
"31.10.2017 11:30";"30.4";"724.1";"759.3";"-0.8";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"31.10.2017 08:30";"21.6";"724.9";"761.2";"";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"30.10.2017 17:30";"27.0";"722.7";"758.3";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.9";"";"";"";"";"";"";
"30.10.2017 11:30";"30.8";"725.4";"760.6";"-1.0";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"30.10.2017 08:30";"23.8";"726.4";"762.5";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"29.10.2017 17:30";"26.8";"723.4";"759.0";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.9";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.3";"";"";"";"";"";"";
"29.10.2017 11:30";"29.8";"725.4";"760.7";"-0.2";"44";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"29.10.2017 08:30";"22.8";"725.6";"761.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"28.10.2017 17:30";"26.2";"722.6";"758.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"28.10.2017 11:30";"31.8";"724.3";"759.4";"-0.7";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"28.10.2017 08:30";"26.2";"722.6";"758.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"27.10.2017 17:30";"27.2";"722.1";"757.6";"";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.1";"";"";"";"";"";"";
"27.10.2017 11:30";"30.6";"724.7";"759.9";"-0.6";"56";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.7";"";"";"";"";"";"";
"27.10.2017 08:30";"23.6";"725.3";"761.4";"";"67";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"18.0";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.1";"";"";"";"";"";"";
"26.10.2017 17:30";"27.2";"723.2";"758.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"26.10.2017 11:30";"32.4";"725.0";"760.0";"-1.2";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"26.10.2017 08:30";"22.6";"726.2";"762.5";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"25.10.2017 17:30";"27.2";"723.4";"759.0";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"25.10.2017 11:30";"32.2";"725.0";"760.0";"-0.5";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
