# Weather station Sangli, India, WMO_ID=43158,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43158&lang=en
#
"Local time in Sangli";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.03.2016 17:30";"35.0";"710.2";"754.2";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"15.03.2016 08:30";"20.0";"714.1";"760.6";"";"75";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"18.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"14.03.2016 17:30";"33.6";"710.8";"754.9";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"14.03.2016 08:30";"20.4";"714.4";"760.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"13.03.2016 17:30";"33.0";"711.3";"755.6";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"13.03.2016 08:30";"23.0";"713.8";"759.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"12.03.2016 17:30";"36.0";"709.6";"753.3";"";"40";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"20.5";"";"";"";"";"";"";
"12.03.2016 08:30";"24.4";"713.3";"759.1";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.7";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"11.03.2016 17:30";"36.6";"710.7";"754.3";"";"39";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"38.6";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.5";"";"";"";"";"";"";
"11.03.2016 08:30";"24.0";"714.4";"760.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"10.03.2016 17:30";"37.0";"710.6";"754.3";"";"33";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.1";"";"";"";"";"";"";
"10.03.2016 08:30";"23.4";"713.7";"759.5";"";"64";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.1";"";"";"";"";"";"";
"09.03.2016 17:30";"34.8";"710.3";"754.3";"";"41";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"36.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.6";"";"";"";"";"";"";
"09.03.2016 08:30";"23.4";"712.9";"758.6";"";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.5";"";"";"";"";"";"";
"08.03.2016 17:30";"35.4";"709.2";"752.9";"";"37";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"37.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.6";"";"";"";"";"";"";
"08.03.2016 08:30";"21.8";"712.9";"759.0";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.0";"";"";"";"";"";"";
"07.03.2016 17:30";"34.8";"709.3";"753.2";"";"38";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.5";"";"";"";"";"";"";
"07.03.2016 08:30";"23.4";"713.4";"759.2";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.7";"";"";"";"";"";"";
"06.03.2016 17:30";"34.0";"709.8";"753.8";"";"44";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.1";"";"";"";"";"";"";
"06.03.2016 08:30";"23.4";"713.2";"759.1";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"05.03.2016 17:30";"32.6";"710.2";"754.4";"";"52";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.4";"";"";"";"";"";"";
"05.03.2016 08:30";"21.4";"714.3";"760.5";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Drizzle.";"19.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.5";"";"";"";"";"";"";
"04.03.2016 17:30";"33.0";"711.3";"755.6";"";"51";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.6";"";"";"";"";"";"";
"04.03.2016 08:30";"22.6";"715.2";"761.3";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"03.03.2016 17:30";"32.6";"712.4";"756.8";"";"50";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"03.03.2016 08:30";"22.2";"716.1";"762.2";"";"88";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.1";"";"";"";"";"";"";
"02.03.2016 17:30";"33.0";"711.7";"756.0";"";"44";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.2";"";"";"";"";"";"";
"02.03.2016 08:30";"33.0";"711.7";"756.0";"";"44";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.2";"";"";"";"";"";"";
"01.03.2016 17:30";"32.6";"711.4";"755.8";"";"48";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"33.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.1";"";"";"";"";"";"";
"01.03.2016 08:30";"26.4";"715.3";"760.8";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.9";"";"";"";"";"";"";
"29.02.2016 17:30";"34.8";"711.5";"755.5";"";"55";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"36.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.6";"";"";"";"";"";"";
"29.02.2016 08:30";"24.0";"716.2";"762.2";"";"73";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"21.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"28.02.2016 17:30";"34.6";"712.4";"756.5";"";"44";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.5";"";"";"";"";"";"";
"28.02.2016 08:30";"25.2";"715.6";"761.2";"";"77";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.8";"";"";"";"";"";"";
"27.02.2016 17:30";"35.2";"711.4";"755.3";"";"42";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"37.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.5";"";"";"";"";"";"";
"27.02.2016 08:30";"23.6";"714.8";"760.8";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.4";"";"";"";"";"";"";
"26.02.2016 17:30";"34.6";"711.0";"755.0";"";"37";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"36.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.9";"";"";"";"";"";"";
"26.02.2016 08:30";"20.6";"714.4";"760.7";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.4";"";"";"";"";"";"";
"25.02.2016 17:30";"33.0";"";"755.5";"";"38";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"35.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.9";"";"";"";"";"";"";
"25.02.2016 08:30";"20.4";"713.3";"759.6";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.3";"";"";"";"";"";"";
"24.02.2016 08:30";"23.4";"713.5";"759.4";"";"70";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.5";"";"";"";"";"";"";
"23.02.2016 17:30";"36.0";"710.0";"753.8";"";"33";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"38.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.1";"";"";"";"";"";"";
"23.02.2016 08:30";"24.4";"713.7";"759.4";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"22.02.2016 17:30";"35.4";"711.1";"747.5";"";"43";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"37.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.1";"";"";"";"";"";"";
"22.02.2016 08:30";"25.2";"715.0";"760.6";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.8";"";"";"";"";"";"";
"21.02.2016 17:30";"34.4";"710.8";"754.8";"";"41";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"36.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.5";"";"";"";"";"";"";
"21.02.2016 08:30";"25.6";"715.0";"760.6";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.9";"";"";"";"";"";"";
"20.02.2016 17:30";"34.2";"711.9";"756.0";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"20.02.2016 08:30";"22.8";"715.8";"761.9";"";"80";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"20.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.2";"";"";"";"";"";"";
"19.02.2016 17:30";"32.6";"712.2";"756.6";"";"51";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.1";"";"";"";"";"";"";
"19.02.2016 08:30";"23.4";"715.2";"761.2";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.8";"";"";"";"";"";"";
"18.02.2016 17:30";"33.4";"711.3";"755.6";"";"45";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.0";"";"";"";"";"";"";
"18.02.2016 08:30";"24.0";"715.0";"760.9";"";"80";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"18.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.4";"";"";"";"";"";"";
"17.02.2016 17:30";"32.2";"711.3";"755.6";"";"40";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.0";"";"";"";"";"";"";
"17.02.2016 08:30";"22.0";"714.9";"761.2";"";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"19.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.2";"";"";"";"";"";"";
"16.02.2016 17:30";"32.4";"710.7";"755.1";"";"45";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.1";"";"";"";"";"";"";
"16.02.2016 08:30";"20.6";"714.4";"760.7";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.1";"";"";"";"";"";"";
"15.02.2016 17:30";"32.0";"711.4";"755.8";"";"45";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.6";"";"";"";"";"";"";
"15.02.2016 08:30";"19.8";"714.2";"760.7";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.6";"";"";"";"";"";"";
"14.02.2016 17:30";"31.4";"711.0";"755.5";"";"38";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.6";"";"";"";"";"";"";
"14.02.2016 08:30";"18.4";"713.7";"760.6";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"15.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.1";"";"";"";"";"";"";
"13.02.2016 17:30";"30.4";"711.0";"755.6";"";"37";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"";"32.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.2";"";"";"";"";"";"";
"13.02.2016 08:30";"18.2";"714.1";"760.8";"";"83";"Wind blowing from the east-southeast";"1";"";"";"20–30%.";" ";"";"";"15.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"12.02.2016 17:30";"29.6";"710.6";"755.3";"";"46";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.7";"";"";"";"";"";"";
"12.02.2016 08:30";"18.0";"713.6";"760.4";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"15.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.4";"";"";"";"";"";"";
"11.02.2016 17:30";"28.0";"711.6";"756.7";"";"60";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.4";"";"";"";"";"";"";
"11.02.2016 08:30";"21.4";"713.2";"759.3";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.0";"";"";"";"";"";"";
"10.02.2016 17:30";"30.2";"711.0";"755.6";"";"49";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"33.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.2";"";"";"";"";"";"";
"10.02.2016 08:30";"21.6";"713.9";"760.1";"";"73";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.5";"";"";"";"";"";"";
"09.02.2016 17:30";"32.6";"710.8";"755.2";"";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.8";"";"";"";"";"";"";
"07.02.2016 08:30";"19.0";"714.4";"761.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"06.02.2016 17:30";"32.0";"710.8";"755.2";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"05.02.2016 08:30";"18.4";"714.7";"761.5";"";"49";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"15.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.5";"";"";"";"";"";"";
"04.02.2016 17:30";"33.0";"711.1";"755.5";"";"18";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"35.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"5.7";"";"";"";"";"";"";
"04.02.2016 08:30";"18.4";"715.3";"762.1";"";"49";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"7.5";"";"";"";"";"";"";
"03.02.2016 17:30";"33.0";"712.2";"756.6";"";"19";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"6.5";"";"";"";"";"";"";
"03.02.2016 08:30";"19.4";"715.6";"762.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
