# Weather station Nanded, India, WMO_ID=43021,selection from 28.05.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43021&lang=en
#
"Local time in Nanded";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.06.2016 08:30";"30.0";"723.6";"753.4";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"12.06.2016 17:30";"36.0";"721.7";"750.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"12.06.2016 08:30";"31.0";"724.9";"754.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"11.06.2016 17:30";"33.0";"721.9";"751.3";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"11.06.2016 08:30";"31.0";"723.5";"753.2";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"10.06.2016 17:30";"38.0";"721.3";"750.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"10.06.2016 08:30";"30.0";"725.3";"755.2";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"09.06.2016 17:30";"34.0";"720.4";"749.7";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"08.06.2016 08:30";"25.5";"724.9";"755.2";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"07.06.2016 17:30";"38.0";"721.4";"750.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"07.06.2016 08:30";"30.0";"723.7";"753.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"06.06.2016 17:30";"35.0";"721.2";"750.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"05.06.2016 17:30";"36.5";"721.4";"750.5";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"27.0";"";"";"";"";"";"";
"05.06.2016 08:30";"28.0";"724.2";"754.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"04.06.2016 17:30";"37.0";"720.7";"749.7";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"04.06.2016 08:30";"30.0";"725.1";"754.9";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"26.7";"";"";"";"";"";"";
"03.06.2016 17:30";"41.5";"720.1";"748.6";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"03.06.2016 08:30";"30.5";"724.8";"754.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"02.06.2016 17:30";"37.0";"721.2";"750.2";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"02.06.2016 08:30";"33.0";"724.8";"754.3";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"01.06.2016 17:30";"41.5";"721.2";"749.8";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"01.06.2016 08:30";"35.0";"725.8";"755.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.5";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"31.05.2016 17:30";"40.0";"721.5";"750.2";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"31.05.2016 08:30";"33.5";"725.2";"754.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"30.05.2016 17:30";"40.0";"720.8";"749.5";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"30.05.2016 08:30";"32.0";"726.2";"755.9";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"29.05.2016 17:30";"40.0";"721.7";"750.4";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"29.05.2016 08:30";"33.5";"722.2";"751.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"28.05.2016 17:30";"40.5";"721.3";"750.0";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"28.05.2016 08:30";"33.5";"725.9";"755.4";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"27.05.2016 17:30";"41.0";"722.0";"750.7";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"27.05.2016 08:30";"32.0";"726.3";"756.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"26.05.2016 17:30";"41.0";"720.8";"749.4";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"26.05.2016 08:30";"32.0";"726.2";"755.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"25.05.2016 17:30";"40.5";"720.8";"749.5";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"25.05.2016 08:30";"31.0";"724.9";"754.6";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"24.05.2016 17:30";"41.0";"720.7";"749.3";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"24.05.2016 08:30";"32.0";"721.6";"751.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"23.05.2016 17:30";"41.0";"720.6";"749.2";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"23.05.2016 08:30";"32.0";"726.1";"755.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"22.05.2016 17:30";"42.0";"727.7";"756.5";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"22.05.2016 08:30";"31.5";"726.4";"756.2";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"21.05.2016 17:30";"42.0";"719.7";"748.2";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"21.05.2016 08:30";"32.0";"723.9";"753.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"20.05.2016 17:30";"43.5";"717.9";"746.2";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"20.05.2016 08:30";"35.0";"721.3";"750.5";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"19.05.2016 17:30";"38.5";"717.3";"746.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"19.05.2016 08:30";"36.0";"725.1";"754.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"18.05.2016 17:30";"42.0";"717.5";"745.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"18.05.2016 08:30";"35.0";"723.2";"752.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"10.0";"26.1";"";"";"";"";"";"";
"17.05.2016 17:30";"40.5";"718.9";"747.5";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"17.05.2016 08:30";"34.0";"724.0";"753.4";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"10.0";"27.1";"";"";"";"";"";"";
"16.05.2016 17:30";"41.5";"721.1";"749.7";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"16.05.2016 08:30";"36.0";"723.1";"752.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.5";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"15.05.2016 17:30";"42.0";"722.4";"751.0";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"15.05.2016 08:30";"36.5";"726.7";"756.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"14.05.2016 17:30";"43.0";"722.2";"750.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"14.05.2016 08:30";"36.0";"725.1";"754.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.5";"";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"13.05.2016 17:30";"43.0";"721.6";"750.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"13.05.2016 08:30";"33.0";"725.4";"755.0";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.5";"";"";"";"";"";"";"10.0";"25.4";"";"";"";"";"";"";
"12.05.2016 17:30";"41.0";"721.5";"750.1";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"25.9";"";"";"";"";"";"";
"12.05.2016 08:30";"31.0";"725.6";"755.4";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"26.3";"";"";"";"";"";"";
"11.05.2016 17:30";"38.0";"723.5";"752.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"11.05.2016 08:30";"32.5";"726.7";"756.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"10.05.2016 17:30";"38.0";"723.1";"752.1";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"24.8";"";"";"";"";"";"";
"10.05.2016 08:30";"31.5";"727.5";"757.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"09.05.2016 17:30";"33.0";"722.7";"752.2";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"09.05.2016 08:30";"30.0";"727.2";"757.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"08.05.2016 17:30";"39.0";"737.8";"767.3";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"08.05.2016 08:30";"28.5";"727.1";"757.2";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"07.05.2016 17:30";"29.0";"723.9";"753.8";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"07.05.2016 08:30";"29.5";"726.9";"756.9";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"06.05.2016 17:30";"33.0";"723.4";"752.9";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"06.05.2016 08:30";"26.0";"727.8";"758.2";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"05.05.2016 17:30";"36.0";"722.8";"752.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"05.05.2016 08:30";"30.0";"727.6";"757.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"04.05.2016 17:30";"36.0";"726.1";"755.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"04.05.2016 08:30";"32.0";"726.3";"756.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"03.05.2016 17:30";"42.5";"722.6";"751.1";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"03.05.2016 08:30";"24.5";"726.0";"756.4";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"02.05.2016 17:30";"41.0";"722.8";"751.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"02.05.2016 08:30";"33.5";"727.1";"756.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"01.05.2016 08:30";"35.0";"726.6";"756.0";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"30.04.2016 17:30";"41.5";"722.7";"751.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"30.04.2016 08:30";"33.5";"725.7";"755.2";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"29.04.2016 17:30";"40.5";"721.9";"750.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"29.04.2016 08:30";"32.0";"726.4";"756.1";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"28.04.2016 17:30";"41.5";"722.7";"751.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"28.04.2016 08:30";"31.0";"726.3";"756.1";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"27.04.2016 17:30";"42.5";"722.6";"751.1";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"27.04.2016 08:30";"32.0";"726.5";"756.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"26.04.2016 17:30";"42.0";"723.1";"751.7";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"26.04.2016 08:30";"30.0";"724.0";"753.8";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"25.04.2016 17:30";"41.5";"722.0";"750.6";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"25.04.2016 08:30";"31.0";"725.4";"755.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"24.04.2016 17:30";"39.0";"722.0";"750.8";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"24.04.2016 08:30";"31.0";"724.9";"754.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"23.04.2016 17:30";"39.5";"722.2";"751.0";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"23.04.2016 08:30";"31.5";"725.5";"755.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"22.04.2016 08:30";"35.5";"726.2";"755.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"21.04.2016 17:30";"44.0";"722.9";"751.3";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"21.04.2016 08:30";"36.5";"726.7";"756.0";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"20.04.2016 17:30";"42.5";"724.6";"753.2";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"20.04.2016 08:30";"37.0";"727.7";"757.0";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.5";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"19.04.2016 17:30";"40.5";"722.9";"751.6";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"18.04.2016 17:30";"42.5";"723.3";"751.9";"";"14";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"18.04.2016 08:30";"34.5";"726.1";"755.5";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"17.04.2016 17:30";"40.0";"723.2";"752.0";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"17.04.2016 08:30";"28.0";"727.5";"757.6";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"16.04.2016 08:30";"29.0";"727.5";"757.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"15.04.2016 17:30";"41.5";"725.1";"753.8";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"15.04.2016 08:30";"28.0";"727.6";"757.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"14.04.2016 17:30";"40.0";"722.0";"750.8";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"14.04.2016 08:30";"27.6";"727.9";"758.1";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"13.04.2016 17:30";"40.6";"722.5";"751.2";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"13.04.2016 08:30";"32.5";"726.9";"756.6";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"12.04.2016 17:30";"40.0";"725.7";"754.6";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"12.04.2016 08:30";"31.0";"727.7";"757.6";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"11.04.2016 17:30";"39.5";"724.9";"753.8";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"11.04.2016 08:30";"31.0";"728.0";"757.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"10.04.2016 17:30";"39.5";"725.4";"754.3";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"18.5";"";"";"";"";"";"";
"10.04.2016 08:30";"30.5";"728.1";"758.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"09.04.2016 17:30";"40.5";"723.5";"752.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"09.04.2016 08:30";"30.5";"727.7";"757.6";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"08.04.2016 17:30";"40.0";"724.0";"752.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"08.04.2016 08:30";"30.0";"727.6";"757.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"07.04.2016 17:30";"37.0";"724.7";"753.8";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"07.04.2016 08:30";"29.0";"727.9";"758.0";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"06.04.2016 17:30";"37.0";"724.4";"753.5";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"06.04.2016 08:30";"30.5";"728.4";"758.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"05.04.2016 17:30";"37.6";"723.6";"752.6";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"05.04.2016 08:30";"32.0";"727.6";"757.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"04.04.2016 17:30";"40.5";"724.3";"753.1";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"04.04.2016 08:30";"33.5";"726.9";"756.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"03.04.2016 17:30";"43.0";"724.4";"753.0";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
