# Weather station Buldana, India, WMO_ID=42931,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42931&lang=en
#
"Local time in Buldana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.01.2017 17:30";"26.0";"705.4";"759.7";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"04.01.2017 08:30";"16.0";"707.7";"764.2";"";"58";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"03.01.2017 17:30";"23.4";"705.9";"760.8";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"03.01.2017 08:30";"16.0";"706.0";"762.4";"";"69";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"02.01.2017 17:30";"26.0";"705.6";"760.0";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"5.6";"";"";"";"";"";"";
"02.01.2017 08:30";"18.6";"707.0";"762.9";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"01.01.2017 17:30";"29.4";"704.2";"757.8";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"01.01.2017 08:30";"18.2";"706.5";"762.5";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"31.12.2016 17:30";"27.6";"704.2";"758.2";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"31.12.2016 08:30";"18.4";"706.8";"762.7";"";"54";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"30.12.2016 17:30";"28.2";"705.4";"759.3";"";"32";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"30.12.2016 08:30";"17.2";"707.7";"763.9";"";"54";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"29.12.2016 17:30";"28.0";"704.9";"758.8";"";"30";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"29.12.2016 08:30";"16.6";"707.7";"764.1";"";"57";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"28.12.2016 17:30";"25.0";"705.5";"760.0";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"28.12.2016 08:30";"15.4";"707.3";"763.9";"";"55";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"27.12.2016 17:30";"24.4";"704.9";"759.5";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"10.0";"6.2";"";"";"";"";"";"";
"27.12.2016 08:30";"16.2";"707.1";"763.5";"";"43";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"3.4";"";"";"";"";"";"";
"26.12.2016 17:30";"25.2";"705.0";"759.5";"";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"10.0";"5.3";"";"";"";"";"";"";
"26.12.2016 08:30";"17.0";"707.3";"763.5";"";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"4.6";"";"";"";"";"";"";
"25.12.2016 17:30";"27.0";"704.2";"758.3";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"25.12.2016 08:30";"18.4";"705.0";"760.8";"";"45";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"24.12.2016 17:30";"28.6";"702.5";"756.1";"";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"24.12.2016 08:30";"18.0";"705.1";"761.0";"";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"5.0";"";"";"";"";"";"";
"23.12.2016 17:30";"27.4";"704.1";"758.1";"";"25";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"5.7";"";"";"";"";"";"";
"23.12.2016 08:30";"17.0";"706.8";"763.0";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"22.12.2016 17:30";"26.6";"706.0";"760.3";"";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"22.12.2016 08:30";"18.4";"707.8";"763.8";"";"45";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"21.12.2016 17:30";"27.0";"706.1";"760.3";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"21.12.2016 08:30";"17.0";"708.4";"764.7";"";"58";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"20.12.2016 17:30";"25.4";"706.4";"760.9";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"20.12.2016 08:30";"17.4";"708.3";"764.6";"";"56";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"19.12.2016 17:30";"24.0";"705.9";"760.7";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"19.12.2016 08:30";"16.2";"708.0";"764.5";"";"60";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"18.12.2016 17:30";"27.4";"706.2";"760.4";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"18.12.2016 08:30";"17.6";"708.0";"764.2";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"17.12.2016 17:30";"26.2";"705.7";"760.0";"";"35";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"9.5";"";"";"";"";"";"";
"17.12.2016 08:30";"19.6";"708.3";"764.1";"";"64";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"16.12.2016 17:30";"27.4";"706.2";"760.3";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"16.12.2016 08:30";"20.6";"708.1";"763.7";"";"52";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"15.12.2016 17:30";"27.0";"705.2";"759.3";"";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"15.12.2016 08:30";"20.4";"707.4";"763.0";"";"54";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"14.12.2016 17:30";"26.6";"705.2";"759.4";"";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"14.12.2016 08:30";"19.0";"706.6";"762.4";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"13.12.2016 17:30";"27.2";"703.5";"757.5";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"13.12.2016 08:30";"20.4";"705.7";"761.2";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"12.12.2016 17:30";"30.0";"703.3";"756.7";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"12.12.2016 08:30";"19.0";"706.0";"761.8";"";"52";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.6";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"11.12.2016 17:30";"26.6";"703.7";"757.8";"";"35";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"10.0";"9.7";"";"";"";"";"";"";
"11.12.2016 08:30";"20.0";"705.6";"761.1";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"10.12.2016 17:30";"25.0";"703.8";"758.2";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"10.12.2016 08:30";"18.0";"706.2";"762.2";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"09.12.2016 17:30";"26.0";"703.7";"757.9";"";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"6.7";"";"";"";"";"";"";
"09.12.2016 08:30";"19.6";"706.2";"761.8";"";"50";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"08.12.2016 17:30";"25.6";"705.1";"759.5";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"08.12.2016 08:30";"18.0";"707.5";"763.6";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"07.12.2016 17:30";"26.0";"706.0";"760.4";"";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.7";"";"";"";"";"";"10.0";"8.7";"";"";"";"";"";"";
"07.12.2016 08:30";"18.6";"708.0";"764.0";"";"61";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"12.6";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"06.12.2016 17:30";"26.0";"706.0";"760.4";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"06.12.2016 08:30";"18.0";"707.8";"763.9";"";"59";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"05.12.2016 17:30";"25.2";"705.9";"760.4";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"05.12.2016 08:30";"19.6";"708.4";"764.2";"";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"04.12.2016 17:30";"27.0";"706.7";"761.0";"";"51";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"04.12.2016 08:30";"21.4";"709.1";"764.6";"";"57";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"03.12.2016 17:30";"28.0";"706.0";"760.0";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"03.12.2016 08:30";"20.2";"708.1";"763.8";"";"66";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"02.12.2016 17:30";"26.4";"705.0";"759.2";"";"42";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";"";
"02.12.2016 08:30";"20.0";"707.7";"763.4";"";"63";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"01.12.2016 17:30";"26.4";"705.0";"759.2";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"01.12.2016 08:30";"19.0";"707.0";"762.8";"";"61";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"30.11.2016 17:30";"27.4";"705.1";"759.2";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"30.11.2016 08:30";"21.0";"707.9";"763.4";"";"48";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"29.11.2016 17:30";"28.0";"705.0";"758.9";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"29.11.2016 08:30";"20.4";"706.5";"762.0";"";"50";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"28.11.2016 17:30";"28.0";"704.5";"758.4";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"28.11.2016 08:30";"19.2";"706.7";"762.5";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"27.11.2016 17:30";"29.2";"704.5";"758.2";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"27.11.2016 08:30";"21.0";"707.3";"762.8";"";"51";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"26.11.2016 17:30";"28.2";"704.6";"758.5";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"26.11.2016 08:30";"20.4";"706.9";"762.4";"";"47";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"25.11.2016 17:30";"28.4";"704.3";"758.1";"";"25";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"25.11.2016 08:30";"19.4";"707.0";"762.7";"";"54";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"24.11.2016 17:30";"28.0";"704.3";"758.2";"";"32";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"24.11.2016 08:30";"20.4";"706.8";"762.3";"";"52";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"23.11.2016 17:30";"28.0";"703.6";"757.4";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"23.11.2016 08:30";"20.6";"705.8";"761.2";"";"54";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"22.11.2016 17:30";"28.0";"704.3";"758.2";"";"29";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"22.11.2016 08:30";"20.0";"706.3";"761.9";"";"56";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"21.11.2016 17:30";"28.6";"703.9";"757.6";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"21.11.2016 08:30";"20.4";"706.6";"762.1";"";"47";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"20.11.2016 08:30";"18.0";"706.7";"762.7";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"19.11.2016 17:30";"29.0";"703.6";"757.3";"";"27";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"7.9";"";"";"";"";"";"";
"19.11.2016 08:30";"19.4";"706.1";"761.8";"";"54";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"18.11.2016 17:30";"26.0";"704.9";"759.2";"";"35";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"18.11.2016 08:30";"20.0";"707.7";"763.4";"";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"17.11.2016 17:30";"25.4";"705.8";"760.3";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"17.11.2016 08:30";"20.4";"708.0";"763.6";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"16.11.2016 17:30";"27.0";"705.8";"760.0";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"14.1";"";"";"";"";"";"";
"16.11.2016 08:30";"21.4";"707.3";"762.7";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"15.11.2016 17:30";"26.6";"705.1";"759.3";"";"48";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"15.11.2016 08:30";"22.0";"707.4";"762.7";"";"52";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"14.11.2016 17:30";"26.0";"705.4";"759.7";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"14.11.2016 08:30";"20.2";"707.4";"763.0";"";"63";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"13.11.2016 17:30";"26.2";"705.1";"759.4";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"13.11.2016 08:30";"18.6";"708.0";"764.0";"";"59";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"12.11.2016 17:30";"26.6";"705.1";"759.3";"";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"12.11.2016 08:30";"19.8";"707.3";"763.0";"";"51";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"11.11.2016 17:30";"28.2";"704.3";"758.1";"";"27";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"11.11.2016 08:30";"21.4";"706.7";"762.0";"";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"10.11.2016 17:30";"27.6";"704.6";"758.6";"";"27";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"10.11.2016 08:30";"21.4";"707.3";"762.7";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"09.11.2016 17:30";"27.6";"705.8";"759.9";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"09.11.2016 08:30";"21.0";"708.1";"763.6";"";"40";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"08.11.2016 17:30";"27.0";"705.5";"759.7";"";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"10.0";"7.2";"";"";"";"";"";"";
"08.11.2016 08:30";"22.6";"707.3";"762.4";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"07.11.2016 17:30";"26.8";"705.0";"759.2";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"07.11.2016 08:30";"22.0";"707.3";"762.6";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"06.11.2016 17:30";"27.4";"703.7";"757.7";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"06.11.2016 08:30";"21.0";"705.5";"760.8";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"05.11.2016 17:30";"26.6";"702.3";"756.3";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"05.11.2016 08:30";"22.4";"704.3";"759.3";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"04.11.2016 17:30";"26.6";"703.0";"757.0";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"04.11.2016 08:30";"22.6";"705.8";"760.8";"";"63";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"18.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.2";"";"";"";"";"";"";
"03.11.2016 17:30";"26.6";"704.9";"759.1";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"16.4";"";"";"";"";"";"";
"03.11.2016 08:30";"22.4";"706.5";"761.6";"";"52";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
