# Weather station Buldana, India, WMO_ID=42931,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42931&lang=en
#
"Local time in Buldana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.07.2016 17:30";"27.6";"697.6";"751.0";"";"80";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"25.07.2016 08:30";"23.4";"698.8";"753.1";"";"96";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"22.8";"";"";"";"";"";"";
"24.07.2016 17:30";"30.4";"697.4";"750.3";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"24.07.2016 08:30";"26.6";"699.2";"753.0";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.7";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"23.07.2016 17:30";"27.4";"697.7";"751.2";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"23.07.2016 08:30";"22.0";"699.4";"754.0";"";"96";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"21.4";"";"";"";"";"";"";
"22.07.2016 17:30";"27.0";"698.2";"751.8";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"22.07.2016 08:30";"24.2";"699.8";"754.1";"";"84";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"21.3";"";"";"";"";"";"";
"21.07.2016 17:30";"26.6";"698.7";"752.4";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"21.07.2016 08:30";"24.4";"700.3";"754.6";"";"85";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"20.07.2016 17:30";"27.0";"699.1";"752.8";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"20.07.2016 08:30";"24.0";"701.4";"755.8";"";"85";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"21.4";"";"";"";"";"";"";
"19.07.2016 17:30";"24.2";"700.0";"754.3";"";"90";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"19.07.2016 08:30";"23.0";"701.2";"755.8";"";"91";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.5";"";"";"";"";"";"";
"18.07.2016 17:30";"25.6";"700.4";"754.4";"";"86";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"18.07.2016 08:30";"24.3";"702.1";"756.5";"";"85";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"21.7";"";"";"";"";"";"";
"17.07.2016 17:30";"28.4";"700.2";"753.7";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"17.07.2016 08:30";"24.2";"701.4";"755.8";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"16.07.2016 17:30";"30.4";"698.8";"751.8";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"16.07.2016 08:30";"25.4";"699.7";"753.7";"";"81";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"15.07.2016 17:30";"29.0";"698.3";"751.6";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"15.07.2016 08:30";"26.0";"700.0";"753.9";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"14.07.2016 17:30";"29.4";"697.6";"750.7";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"14.07.2016 08:30";"25.4";"699.8";"753.8";"";"81";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"13.07.2016 17:30";"29.4";"697.5";"750.6";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"13.07.2016 08:30";"25.0";"698.8";"752.8";"";"86";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"12.07.2016 17:30";"25.8";"696.5";"750.2";"";"82";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"12.07.2016 08:30";"22.6";"697.1";"751.5";"";"95";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"21.7";"";"";"";"";"";"";
"11.07.2016 17:30";"22.6";"695.6";"749.8";"";"100";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.6";"";"";"";"";"";"";
"11.07.2016 08:30";"22.4";"695.7";"750.0";"";"96";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"21.8";"";"";"";"";"";"";
"10.07.2016 17:30";"23.8";"695.5";"749.5";"";"92";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"24.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.4";"";"";"";"";"";"";
"10.07.2016 08:30";"24.2";"695.9";"749.9";"";"87";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"21.8";"";"";"";"";"";"";
"09.07.2016 17:30";"23.4";"695.9";"750.0";"";"92";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"26.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.0";"";"";"";"";"";"";
"09.07.2016 08:30";"23.4";"696.5";"750.7";"";"90";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"21.6";"";"";"";"";"";"";
"08.07.2016 17:30";"26.0";"696.2";"749.8";"";"80";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"26.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.3";"";"";"";"";"";"";
"08.07.2016 08:30";"23.8";"698.4";"752.6";"";"85";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"21.2";"";"";"";"";"";"";
"07.07.2016 17:30";"26.4";"697.6";"751.3";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"07.07.2016 08:30";"24.4";"698.8";"752.9";"";"81";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"20.9";"";"";"";"";"";"";
"06.07.2016 17:30";"27.0";"697.4";"751.0";"";"77";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"28.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"10.0";"22.7";"";"";"";"";"";"";
"06.07.2016 08:30";"23.4";"697.8";"752.0";"";"88";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"05.07.2016 17:30";"28.0";"697.3";"750.7";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"05.07.2016 08:30";"24.4";"698.5";"752.6";"";"90";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"04.07.2016 17:30";"23.8";"697.5";"751.7";"";"96";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.2";"";"";"";"";"";"";
"04.07.2016 08:30";"25.0";"698.8";"752.8";"";"90";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.3";"";"";"";"";"";"";
"03.07.2016 17:30";"24.8";"696.5";"750.4";"";"94";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"10.0";"23.7";"";"";"";"";"";"";
"03.07.2016 08:30";"26.0";"697.9";"751.7";"";"85";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"02.07.2016 17:30";"31.6";"694.8";"747.3";"";"63";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"31.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.8";"";"";"";"";"";"";
"02.07.2016 08:30";"25.4";"697.2";"751.0";"";"89";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"01.07.2016 17:30";"31.2";"695.6";"748.2";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"01.07.2016 08:30";"26.2";"697.5";"751.2";"";"80";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"30.06.2016 17:30";"37.0";"699.0";"750.9";"";"41";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"28.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"21.8";"";"";"";"";"";"";
"30.06.2016 08:30";"23.4";"698.6";"752.9";"";"88";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"21.3";"";"";"";"";"";"";
"29.06.2016 17:30";"25.4";"696.2";"749.9";"";"94";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"28.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.3";"";"";"";"";"";"";
"29.06.2016 08:30";"23.6";"698.0";"752.2";"";"96";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"23.0";"";"";"";"";"";"";
"28.06.2016 17:30";"29.6";"696.4";"749.4";"";"68";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"23.1";"";"";"";"";"";"";
"28.06.2016 08:30";"26.6";"698.5";"752.2";"";"75";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"27.06.2016 17:30";"30.0";"696.5";"749.4";"";"66";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.9";"";"";"";"";"";"";
"27.06.2016 08:30";"25.8";"699.2";"753.1";"";"80";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.0";"";"";"";"";"";"";
"26.06.2016 17:30";"33.2";"696.9";"749.3";"";"53";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"26.06.2016 08:30";"26.0";"699.8";"753.7";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"25.06.2016 17:30";"31.0";"697.6";"750.4";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"25.06.2016 08:30";"24.4";"700.0";"754.2";"";"90";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"22.7";"";"";"";"";"";"";
"24.06.2016 17:30";"34.4";"696.5";"748.6";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"24.06.2016 08:30";"28.4";"699.6";"753.1";"";"75";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"23.06.2016 17:30";"32.6";"697.6";"750.1";"";"57";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"23.06.2016 08:30";"26.0";"700.2";"754.1";"";"86";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"22.06.2016 17:30";"33.2";"697.5";"749.9";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"22.06.2016 08:30";"26.0";"700.2";"754.1";"";"86";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"23.5";"";"";"";"";"";"";
"21.06.2016 17:30";"34.0";"696.2";"748.4";"";"55";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"21.06.2016 08:30";"27.0";"698.6";"752.2";"";"85";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"20.06.2016 17:30";"28.0";"696.2";"749.5";"";"78";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"32.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"23.8";"";"";"";"";"";"";
"20.06.2016 08:30";"25.4";"698.4";"752.3";"";"86";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"19.06.2016 17:30";"30.4";"696.8";"749.7";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"19.06.2016 08:30";"26.0";"699.1";"753.0";"";"79";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"22.0";"";"";"";"";"";"";
"18.06.2016 17:30";"29.8";"697.0";"750.0";"";"57";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"18.06.2016 08:30";"21.0";"699.0";"753.8";"";"";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"";"";"";"";"";"";"";
"17.06.2016 17:30";"35.0";"696.6";"748.6";"";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"17.06.2016 08:30";"28.8";"699.3";"752.7";"";"60";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"16.06.2016 17:30";"36.2";"696.4";"748.2";"";"36";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"16.06.2016 08:30";"29.0";"699.4";"752.7";"";"59";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"15.06.2016 17:30";"36.8";"696.6";"748.3";"";"33";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"15.06.2016 08:30";"29.4";"700.0";"753.3";"";"58";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"14.06.2016 17:30";"36.0";"698.1";"750.1";"";"35";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"14.06.2016 08:30";"29.0";"701.1";"754.6";"";"60";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"13.06.2016 17:30";"37.2";"698.3";"750.1";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"13.06.2016 08:30";"29.0";"701.1";"754.6";"";"65";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"12.06.2016 17:30";"35.4";"697.8";"749.9";"";"38";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"12.06.2016 08:30";"28.6";"701.1";"754.6";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"11.06.2016 17:30";"36.8";"697.7";"749.5";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"11.06.2016 08:30";"29.4";"700.6";"754.0";"";"36";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"10.06.2016 17:30";"32.0";"695.7";"748.2";"";"53";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"10.06.2016 08:30";"28.6";"701.1";"754.6";"";"61";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"27.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"20.4";"";"";"";"";"";"";
"09.06.2016 17:30";"36.6";"697.1";"748.9";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"09.06.2016 08:30";"27.0";"700.4";"754.2";"";"74";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"22.0";"";"";"";"";"";"";
"08.06.2016 17:30";"38.4";"696.8";"748.3";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"08.06.2016 08:30";"28.4";"700.8";"754.3";"";"69";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"07.06.2016 17:30";"33.0";"697.9";"750.4";"";"54";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"33.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"10.0";"22.6";"";"";"";"";"";"";
"07.06.2016 08:30";"28.0";"700.4";"754.0";"";"62";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"06.06.2016 17:30";"35.8";"697.7";"749.7";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
