# Weather station Bramhapuri, India, WMO_ID=42946,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42946&lang=en
#
"Local time in Bramhapuri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.03.2017 17:30";"39.4";"735.6";"754.7";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"27.03.2017 08:30";"27.2";"738.9";"758.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"26.03.2017 17:30";"39.6";"735.5";"754.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"26.03.2017 08:30";"29.2";"739.5";"759.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"25.03.2017 17:30";"38.0";"734.7";"753.8";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"25.8";"";"";"";"";"";"";
"25.03.2017 08:30";"28.4";"738.4";"758.2";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"24.03.2017 17:30";"35.4";"735.9";"755.2";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"24.03.2017 08:30";"27.2";"738.6";"758.5";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"23.03.2017 17:30";"35.2";"736.0";"755.3";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"23.03.2017 08:30";"25.0";"739.2";"759.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"22.03.2017 20:30";"36.0";"736.5";"755.8";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.3";"";"";"";"";"";"";"20.2";"";"";"";"";"";"";
"22.03.2017 17:30";"36.0";"736.5";"755.8";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.3";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"22.03.2017 08:30";"25.0";"740.3";"760.4";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"21.03.2017 17:30";"35.0";"737.7";"757.1";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"21.03.2017 08:30";"24.2";"740.5";"760.7";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"20.03.2017 17:30";"34.0";"737.0";"756.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"20.03.2017 08:30";"25.2";"740.1";"760.2";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.9";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"19.03.2017 17:30";"34.4";"735.4";"754.8";"";"33";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"36.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.8";"";"";"";"";"";"";
"19.03.2017 08:30";"26.6";"739.2";"759.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"18.03.2017 17:30";"33.8";"735.7";"755.1";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"18.03.2017 08:30";"24.8";"739.0";"759.1";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.1";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"17.03.2017 17:30";"35.0";"734.6";"753.9";"";"49";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"";"";"";"";"";"";
"17.03.2017 08:30";"24.2";"738.4";"758.5";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"16.03.2017 17:30";"32.0";"736.6";"756.1";"";"54";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"36.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.7";"";"";"";"";"";"";
"16.03.2017 08:30";"24.0";"740.4";"760.6";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"15.03.2017 17:30";"32.2";"737.5";"757.1";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.1";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"15.03.2017 08:30";"23.2";"741.4";"761.7";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.1";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"14.03.2017 17:30";"33.0";"737.7";"757.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.9";"";"";"";"";"";"10.0";"20.9";"";"";"";"";"";"";
"14.03.2017 08:30";"19.6";"740.4";"760.9";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.3";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"13.03.2017 17:30";"31.0";"737.1";"756.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"13.03.2017 08:30";"18.8";"740.1";"760.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"12.03.2017 17:30";"29.4";"737.3";"757.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"12.03.2017 08:30";"22.0";"739.3";"759.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.3";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"11.03.2017 17:30";"30.8";"734.8";"754.4";"";"74";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.6";"";"";"";"";"";"";
"11.03.2017 08:30";"23.6";"736.4";"756.5";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"10.03.2017 17:30";"33.4";"732.6";"752.0";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.7";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"10.03.2017 08:30";"25.4";"735.5";"755.5";"";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"09.03.2017 17:30";"33.4";"732.8";"752.2";"";"51";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.0";"";"";"";"";"";"";
"09.03.2017 08:30";"24.4";"736.4";"756.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"08.03.2017 17:30";"32.4";"733.1";"752.5";"";"55";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.2";"";"";"";"";"";"";
"08.03.2017 08:30";"23.0";"736.5";"756.7";"";"62";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"20.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"07.03.2017 17:30";"30.2";"734.0";"753.6";"";"60";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"07.03.2017 08:30";"24.4";"737.8";"757.9";"";"56";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.1";"";"";"";"";"";"";
"06.03.2017 08:30";"24.0";"737.9";"758.0";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"05.03.2017 17:30";"33.4";"733.8";"753.2";"";"52";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.3";"";"";"";"";"";"";
"05.03.2017 08:30";"24.0";"737.0";"757.1";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.9";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"04.03.2017 17:30";"35.4";"733.4";"752.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"04.03.2017 08:30";"24.8";"737.0";"757.0";"";"50";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.9";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"03.03.2017 17:30";"34.4";"734.2";"753.5";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"03.03.2017 08:30";"23.6";"737.7";"757.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"02.03.2017 17:30";"34.4";"735.5";"754.9";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"02.03.2017 08:30";"23.4";"739.8";"760.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"01.03.2017 17:30";"35.4";"736.9";"756.2";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.1";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"01.03.2017 08:30";"23.0";"740.7";"761.0";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"28.02.2017 17:30";"35.0";"737.5";"756.9";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"28.02.2017 08:30";"22.8";"741.8";"762.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.7";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"27.02.2017 17:30";"34.4";"737.9";"757.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"27.02.2017 08:30";"21.2";"740.5";"760.9";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.7";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"26.02.2017 17:30";"32.4";"736.4";"755.9";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"26.02.2017 08:30";"21.4";"740.5";"760.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"25.02.2017 17:30";"29.6";"738.7";"758.5";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"25.02.2017 08:30";"21.2";"742.8";"763.2";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"24.02.2017 17:30";"31.0";"739.1";"758.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"24.02.2017 08:30";"21.4";"742.1";"762.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"23.02.2017 17:30";"31.6";"737.7";"757.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"23.02.2017 08:30";"22.8";"740.0";"760.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"22.02.2017 17:30";"34.0";"736.4";"755.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"22.02.2017 08:30";"22.0";"738.7";"759.0";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"21.02.2017 17:30";"34.4";"734.4";"753.7";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.3";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"21.02.2017 08:30";"22.4";"737.6";"757.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"20.02.2017 08:30";"21.2";"739.9";"760.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"19.02.2017 17:30";"32.2";"738.2";"757.8";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.3";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"19.02.2017 08:30";"22.4";"742.3";"762.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"18.02.2017 17:30";"32.0";"739.8";"759.4";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"18.02.2017 08:30";"23.2";"743.0";"763.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"17.02.2017 17:30";"33.4";"739.3";"758.8";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"17.02.2017 08:30";"22.8";"743.1";"763.4";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"16.02.2017 17:30";"32.6";"740.1";"759.7";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.9";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"16.02.2017 08:30";"22.6";"744.2";"764.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"15.02.2017 08:30";"23.2";"745.4";"765.8";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.1";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"14.02.2017 17:30";"31.4";"742.4";"762.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"14.02.2017 08:30";"21.2";"745.1";"765.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"13.02.2017 17:30";"30.0";"740.8";"760.6";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.9";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"13.02.2017 08:30";"20.4";"744.3";"764.8";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"12.02.2017 17:30";"29.2";"740.8";"760.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"12.02.2017 08:30";"20.4";"743.4";"763.9";"";"66";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"17.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.8";"";"";"";"";"";"";
"11.02.2017 17:30";"29.6";"738.2";"758.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"11.02.2017 08:30";"21.2";"740.4";"760.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"10.02.2017 17:30";"31.4";"737.1";"756.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"10.02.2017 08:30";"20.2";"740.3";"760.8";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"09.02.2017 17:30";"32.4";"737.5";"757.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"09.02.2017 08:30";"19.8";"741.1";"761.6";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.1";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"08.02.2017 17:30";"31.6";"738.3";"757.9";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"08.02.2017 08:30";"18.8";"741.7";"762.3";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"07.02.2017 17:30";"29.8";"738.7";"758.4";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"07.02.2017 08:30";"20.2";"741.2";"761.7";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"06.02.2017 17:30";"29.4";"738.0";"757.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.3";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"06.02.2017 08:30";"19.2";"741.0";"761.5";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"05.02.2017 17:30";"30.4";"738.3";"758.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"05.02.2017 08:30";"19.0";"741.4";"762.0";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"04.02.2017 17:30";"30.6";"738.1";"757.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"04.02.2017 08:30";"19.2";"741.8";"762.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"03.02.2017 17:30";"29.6";"739.9";"759.7";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"03.02.2017 08:30";"19.4";"742.7";"763.3";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"02.02.2017 17:30";"28.2";"740.6";"760.5";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.9";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"02.02.2017 08:30";"19.2";"742.3";"762.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"01.02.2017 17:30";"30.8";"738.5";"758.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"01.02.2017 08:30";"19.2";"741.2";"761.7";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"31.01.2017 17:30";"29.6";"738.2";"758.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"31.01.2017 08:30";"18.4";"741.2";"761.8";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"30.01.2017 17:30";"27.6";"738.8";"758.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"30.01.2017 08:30";"17.6";"742.3";"763.0";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"29.01.2017 17:30";"26.6";"740.4";"760.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"29.01.2017 08:30";"16.2";"743.4";"764.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"28.01.2017 17:30";"27.0";"739.8";"759.8";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"28.01.2017 08:30";"18.8";"743.8";"764.4";"";"63";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"27.01.2017 17:30";"29.4";"739.1";"758.9";"";"61";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"27.01.2017 08:30";"20.0";"741.8";"762.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"26.01.2017 17:30";"27.0";"738.8";"758.7";"";"58";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.9";"";"";"";"";"";"";
"26.01.2017 08:30";"18.0";"742.7";"763.4";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"15.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.6";"";"";"";"";"";"";
"25.01.2017 17:30";"26.4";"741.0";"761.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"25.01.2017 08:30";"18.0";"744.4";"765.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"24.01.2017 17:30";"26.8";"741.3";"761.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
