# Weather station Bramhapuri, India, WMO_ID=42946,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42946&lang=en
#
"Local time in Bramhapuri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.01.2017 08:30";"18.8";"744.1";"764.8";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"23.01.2017 17:30";"27.2";"741.0";"761.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"23.01.2017 08:30";"18.8";"744.6";"765.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"22.01.2017 17:30";"28.0";"741.5";"761.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"22.01.2017 08:30";"18.6";"744.0";"764.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"21.01.2017 08:30";"18.0";"744.4";"765.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"20.01.2017 17:30";"25.0";"741.1";"761.2";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"20.01.2017 08:30";"17.0";"744.2";"765.0";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"19.01.2017 17:30";"27.2";"741.2";"761.2";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"19.01.2017 08:30";"16.8";"744.0";"764.8";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"10.0";"";"";"";"";"";"";
"18.01.2017 08:30";"16.0";"743.7";"764.5";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"17.01.2017 17:30";"27.6";"739.5";"759.4";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"17.01.2017 08:30";"15.4";"742.2";"763.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"16.01.2017 17:30";"24.4";"739.9";"760.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"16.01.2017 08:30";"14.6";"742.8";"763.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"15.01.2017 17:30";"25.6";"740.5";"760.6";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"15.01.2017 08:30";"14.0";"743.3";"764.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.9";"";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"14.01.2017 17:30";"23.6";"740.3";"760.5";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"14.01.2017 08:30";"13.2";"742.0";"763.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"4.0";"";"";"";"";"";"";
"13.01.2017 17:30";"24.4";"738.9";"759.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.1";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"13.01.2017 08:30";"13.0";"742.1";"763.1";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.8";"";"";"";"";"";"";"4.0";"4.3";"";"";"";"";"";"";
"12.01.2017 17:30";"23.8";"737.5";"757.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"12.01.2017 08:30";"14.0";"741.5";"762.4";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.9";"";"";"";"";"";"";"4.0";"5.1";"";"";"";"";"";"";
"11.01.2017 17:30";"24.4";"738.5";"758.6";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.1";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"11.01.2017 08:30";"15.0";"741.3";"762.2";"";"66";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.2";"";"";"";"";"";"";"2.0";"8.7";"";"";"";"";"";"";
"10.01.2017 17:30";"23.6";"737.5";"757.6";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"10.01.2017 08:30";"18.6";"739.8";"760.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.5";"";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"09.01.2017 20:30";"25.0";"736.7";"756.7";"0.0";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.9";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"09.01.2017 17:30";"25.0";"736.7";"756.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.9";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"09.01.2017 08:30";"18.2";"739.3";"759.9";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.3";"";"";"";"";"";"";"2.0";"11.7";"";"";"";"";"";"";
"08.01.2017 11:30";"17.4";"739.7";"760.3";"0.0";"67";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.1";"";"";"";"";"";"";"2.0";"11.1";"";"";"";"";"";"";
"08.01.2017 08:30";"17.4";"739.7";"760.3";"";"67";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.1";"";"";"";"";"";"";"2.0";"11.1";"";"";"";"";"";"";
"07.01.2017 17:30";"25.6";"736.3";"756.3";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"07.01.2017 08:30";"15.2";"740.1";"760.9";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"06.01.2017 17:30";"24.6";"738.0";"758.1";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"06.01.2017 08:30";"14.8";"741.2";"762.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.9";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"05.01.2017 17:30";"26.6";"738.9";"758.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.3";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"05.01.2017 08:30";"15.2";"741.8";"762.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"04.01.2017 17:30";"25.0";"739.6";"759.7";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.3";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"04.01.2017 08:30";"15.0";"742.3";"763.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.7";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"03.01.2017 17:30";"24.8";"739.5";"759.6";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.3";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"03.01.2017 08:30";"15.6";"742.8";"763.6";"";"57";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.5";"";"";"";"";"";"";"2.0";"7.1";"";"";"";"";"";"";
"02.01.2017 17:30";"26.8";"738.6";"758.5";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"02.01.2017 08:30";"27.0";"742.3";"762.3";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"01.01.2017 17:30";"25.6";"738.5";"758.5";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"01.01.2017 08:30";"15.8";"741.9";"762.7";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"31.12.2016 17:30";"24.8";"738.9";"759.0";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.3";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"31.12.2016 08:30";"15.4";"742.0";"762.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"30.12.2016 17:30";"25.4";"739.6";"759.7";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"30.12.2016 08:30";"14.8";"742.5";"763.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"5.1";"";"";"";"";"";"";
"29.12.2016 17:30";"27.0";"739.2";"759.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"29.12.2016 08:30";"15.0";"742.9";"763.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"6.4";"";"";"";"";"";"";
"28.12.2016 17:30";"25.0";"739.3";"759.4";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"28.12.2016 08:30";"14.2";"742.4";"763.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.8";"";"";"";"";"";"";"4.0";"4.2";"";"";"";"";"";"";
"27.12.2016 17:30";"23.8";"739.2";"759.4";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.9";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"27.12.2016 08:30";"14.0";"742.7";"763.7";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"5.1";"";"";"";"";"";"";
"26.12.2016 17:30";"25.4";"739.9";"760.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.3";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"26.12.2016 08:30";"16.0";"741.5";"762.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"25.12.2016 17:30";"24.4";"738.5";"758.6";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"25.12.2016 08:30";"14.6";"740.4";"761.3";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"24.12.2016 17:30";"25.0";"736.8";"756.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"24.12.2016 08:30";"14.4";"739.7";"760.6";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.7";"";"";"";"";"";"";"4.0";"3.4";"";"";"";"";"";"";
"23.12.2016 17:30";"24.2";"737.8";"757.9";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.9";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"23.12.2016 08:30";"15.4";"741.0";"761.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"22.12.2016 17:30";"24.0";"739.5";"759.7";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"22.12.2016 08:30";"16.6";"742.7";"763.5";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.3";"";"";"";"";"";"";"4.0";"3.1";"";"";"";"";"";"";
"21.12.2016 17:30";"25.6";"739.8";"759.9";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.9";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"21.12.2016 08:30";"14.6";"743.3";"764.2";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.9";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"20.12.2016 17:30";"23.8";"739.9";"760.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"20.12.2016 08:30";"14.6";"742.7";"763.6";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"4.2";"";"";"";"";"";"";
"19.12.2016 17:30";"23.0";"740.3";"760.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.3";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"19.12.2016 08:30";"14.6";"743.3";"764.2";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"4.2";"";"";"";"";"";"";
"18.12.2016 08:30";"15.6";"743.0";"763.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"17.12.2016 17:30";"26.0";"740.0";"760.0";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.1";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"17.12.2016 08:30";"16.2";"743.3";"764.1";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"16.12.2016 17:30";"23.8";"740.6";"760.8";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"16.12.2016 08:30";"16.8";"743.1";"763.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.1";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"15.12.2016 17:30";"25.2";"739.6";"759.7";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"15.12.2016 08:30";"17.6";"743.3";"764.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"14.12.2016 17:30";"26.8";"739.3";"759.3";"";"55";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.9";"";"";"";"";"";"";
"14.12.2016 08:30";"18.6";"741.8";"762.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"13.12.2016 17:30";"24.4";"737.9";"758.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"13.12.2016 08:30";"16.2";"740.2";"760.9";"";"54";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"13.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.9";"";"";"";"";"";"";
"12.12.2016 17:30";"26.6";"737.5";"757.4";"";"48";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.8";"";"";"";"";"";"";
"12.12.2016 08:30";"18.6";"740.9";"761.5";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"11.12.2016 17:30";"28.0";"736.8";"756.6";"";"46";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"11.12.2016 08:30";"17.4";"739.9";"760.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"10.12.2016 17:30";"24.0";"736.9";"757.0";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"10.12.2016 08:30";"15.6";"740.2";"761.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"09.12.2016 17:30";"23.2";"737.1";"757.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"09.12.2016 08:30";"15.4";"740.5";"761.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.8";"";"";"";"";"";"";"4.0";"5.9";"";"";"";"";"";"";
"08.12.2016 17:30";"23.8";"738.6";"758.8";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"08.12.2016 08:30";"16.2";"741.4";"762.2";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.8";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"07.12.2016 17:30";"24.6";"739.4";"759.5";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.7";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"07.12.2016 08:30";"17.8";"742.2";"762.9";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"06.12.2016 17:30";"24.8";"740.0";"760.1";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.1";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"06.12.2016 08:30";"17.8";"742.6";"763.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"05.12.2016 17:30";"26.6";"739.8";"759.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"05.12.2016 08:30";"18.8";"742.9";"763.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.7";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"04.12.2016 17:30";"26.6";"740.6";"760.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"04.12.2016 08:30";"20.0";"743.7";"764.3";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.9";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"03.12.2016 17:30";"27.6";"740.7";"760.6";"";"53";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.1";"";"";"";"";"";"";
"03.12.2016 08:30";"20.0";"743.2";"763.7";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"02.12.2016 17:30";"27.8";"739.1";"759.0";"";"52";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.0";"";"";"";"";"";"";
"02.12.2016 08:30";"20.0";"742.4";"762.9";"";"73";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"16.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"14.9";"";"";"";"";"";"";
"01.12.2016 17:30";"25.0";"739.1";"759.2";"";"61";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.0";"";"";"";"";"";"";
"01.12.2016 08:30";"18.8";"741.8";"762.4";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"30.11.2016 17:30";"28.4";"739.0";"758.9";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"30.11.2016 08:30";"18.8";"741.4";"762.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"29.11.2016 17:30";"28.2";"738.6";"758.5";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"29.11.2016 08:30";"18.4";"741.5";"762.1";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"28.11.2016 17:30";"28.2";"738.1";"757.9";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.3";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"28.11.2016 08:30";"17.8";"741.3";"761.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"27.11.2016 17:30";"28.4";"738.1";"757.9";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"27.11.2016 08:30";"19.0";"741.2";"761.8";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"26.11.2016 17:30";"25.2";"738.4";"758.5";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.9";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"26.11.2016 08:30";"18.8";"741.2";"761.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.9";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"25.11.2016 17:30";"26.6";"737.7";"757.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"25.11.2016 08:30";"18.4";"741.5";"762.1";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"24.11.2016 17:30";"25.8";"738.6";"758.6";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.3";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"24.11.2016 08:30";"18.2";"741.5";"762.1";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"23.11.2016 17:30";"26.2";"737.9";"757.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"23.11.2016 08:30";"18.4";"740.7";"761.3";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"22.11.2016 17:30";"28.2";"737.8";"757.6";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
