# Weather station Yavatmal, India, WMO_ID=42943,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42943&lang=en
#
"Local time in Yavatmal";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.11.2017 17:30";"28.0";"718.1";"755.8";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"17.11.2017 08:30";"25.4";"720.7";"758.9";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"16.11.2017 17:30";"28.0";"718.2";"755.9";"";"45";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"32.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"16.11.2017 08:30";"24.0";"721.9";"760.3";"";"39";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"15.11.2017 17:30";"28.0";"717.5";"755.2";"";"35";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.3";"";"";"";"";"";"";
"15.11.2017 08:30";"24.0";"720.9";"759.3";"";"39";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"14.11.2017 17:30";"28.0";"717.8";"755.5";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"14.11.2017 08:30";"25.0";"720.3";"758.5";"";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"13.11.2017 17:30";"27.4";"717.5";"755.2";"";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"13.11.2017 08:30";"20.4";"721.1";"760.0";"";"47";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"12.11.2017 17:30";"27.0";"719.2";"757.1";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"12.11.2017 08:30";"22.0";"721.9";"760.6";"";"36";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"11.11.2017 17:30";"28.0";"719.0";"756.7";"";"39";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"11.11.2017 08:30";"20.0";"722.4";"761.4";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"10.11.2017 17:30";"27.4";"719.1";"756.9";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"10.11.2017 11:30";"23.4";"722.4";"760.9";"";"49";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"10.11.2017 08:30";"23.4";"722.4";"760.9";"";"49";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"09.11.2017 17:30";"27.0";"719.7";"757.6";"";"50";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.6";"";"";"";"";"";"";
"09.11.2017 08:30";"25.0";"722.5";"760.8";"";"47";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"16.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.0";"";"";"";"";"";"";
"08.11.2017 17:30";"28.0";"720.5";"758.3";"";"45";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"08.11.2017 08:30";"26.0";"723.3";"761.5";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"07.11.2017 17:30";"29.0";"721.1";"758.8";"";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"07.11.2017 08:30";"24.0";"722.6";"761.0";"";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"06.11.2017 17:30";"29.0";"720.6";"758.3";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"06.11.2017 08:30";"26.0";"723.3";"761.5";"";"49";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"05.11.2017 17:30";"28.0";"719.7";"757.5";"";"45";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"05.11.2017 08:30";"23.4";"721.6";"760.1";"";"57";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"04.11.2017 17:30";"29.0";"719.8";"757.5";"";"40";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"04.11.2017 08:30";"23.0";"723.2";"761.8";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"03.11.2017 17:30";"27.4";"719.6";"757.5";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"03.11.2017 08:30";"26.4";"721.3";"759.4";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"02.11.2017 17:30";"26.4";"720.5";"758.5";"";"46";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"02.11.2017 08:30";"23.0";"723.0";"761.6";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"01.11.2017 17:30";"28.0";"719.5";"757.3";"";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"01.11.2017 08:30";"26.0";"723.0";"761.2";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"31.10.2017 17:30";"29.0";"719.6";"757.2";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"31.10.2017 08:30";"26.0";"722.3";"760.5";"";"51";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"30.10.2017 17:30";"25.0";"720.6";"758.8";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"30.10.2017 08:30";"24.0";"723.9";"762.4";"";"75";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"29.10.2017 17:30";"27.4";"721.1";"759.0";"";"57";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"29.10.2017 08:30";"26.0";"722.2";"760.4";"";"55";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"28.10.2017 17:30";"29.0";"720.3";"758.0";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"28.10.2017 08:30";"25.0";"723.1";"761.4";"";"61";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"27.10.2017 17:30";"29.0";"718.9";"756.5";"";"52";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"27.10.2017 08:30";"25.0";"723.7";"762.1";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"26.10.2017 17:30";"30.0";"720.3";"757.8";"";"44";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"26.10.2017 08:30";"28.0";"723.6";"761.6";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"25.10.2017 17:30";"29.0";"718.8";"756.4";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"25.10.2017 08:30";"25.0";"723.7";"762.1";"";"57";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"24.10.2017 17:30";"29.4";"719.4";"757.0";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"24.10.2017 08:30";"24.4";"721.4";"759.7";"";"47";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"23.10.2017 17:30";"30.4";"718.6";"756.0";"";"56";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"23.10.2017 08:30";"25.4";"720.5";"758.7";"";"81";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"19.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"22.10.2017 17:30";"32.0";"716.0";"753.1";"";"60";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"22.10.2017 08:30";"25.0";"719.0";"757.1";"";"91";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"21.10.2017 17:30";"30.4";"715.6";"752.9";"";"63";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"21.10.2017 08:30";"25.0";"717.5";"755.5";"";"90";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"20.10.2017 17:30";"31.4";"715.7";"752.8";"";"57";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"33.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"20.10.2017 08:30";"24.4";"717.5";"755.6";"";"80";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.7";"";"";"";"";"";"";
"19.10.2017 17:30";"29.0";"715.9";"753.3";"";"64";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"19.10.2017 08:30";"21.0";"717.8";"756.4";"";"82";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"16.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"18.10.2017 17:30";"31.0";"716.2";"753.4";"";"48";"";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"18.10.2017 08:30";"24.4";"717.5";"755.6";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"17.10.2017 17:30";"31.0";"716.2";"753.4";"";"65";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"17.10.2017 08:30";"26.0";"718.3";"756.3";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"16.10.2017 17:30";"32.0";"715.5";"752.5";"";"64";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"35.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"16.10.2017 08:30";"27.0";"719.0";"756.9";"";"77";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"15.10.2017 17:30";"30.0";"716.4";"753.7";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"15.10.2017 08:30";"28.0";"717.5";"755.2";"";"78";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"14.10.2017 17:30";"29.4";"717.1";"754.6";"";"68";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"14.10.2017 08:30";"25.0";"717.7";"755.8";"";"87";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"13.10.2017 17:30";"29.4";"715.7";"753.1";"";"74";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"13.10.2017 08:30";"26.4";"716.7";"754.5";"";"84";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"12.10.2017 17:30";"27.4";"715.8";"753.4";"";"87";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.1";"";"";"";"";"";"";
"12.10.2017 08:30";"29.0";"717.4";"754.9";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"11.10.2017 17:30";"27.4";"715.8";"753.4";"";"81";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.9";"";"";"";"";"";"";
"11.10.2017 08:30";"28.4";"717.4";"755.0";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"10.10.2017 17:30";"28.0";"715.1";"752.6";"";"78";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"10.10.2017 08:30";"25.4";"717.5";"755.5";"";"88";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.3";"";"";"";"";"";"";
"09.10.2017 17:30";"27.0";"715.9";"753.6";"";"87";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.7";"";"";"";"";"";"";
"09.10.2017 08:30";"26.0";"717.9";"755.8";"";"87";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.7";"";"";"";"";"";"";
"08.10.2017 17:30";"26.4";"715.1";"752.8";"";"89";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"08.10.2017 08:30";"23.6";"716.1";"754.3";"";"95";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.7";"";"";"";"";"";"";
"07.10.2017 17:30";"30.0";"715.8";"753.1";"";"67";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"07.10.2017 08:30";"28.0";"718.9";"756.6";"";"73";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"06.10.2017 17:30";"30.0";"715.6";"752.9";"";"72";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"06.10.2017 08:30";"28.0";"717.5";"755.2";"";"78";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"05.10.2017 17:30";"25.0";"715.8";"753.8";"";"83";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"22.0";"";"";"";"";"";"";
"05.10.2017 08:30";"27.0";"718.1";"755.9";"";"66";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"19.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.0";"";"";"";"";"";"";
"04.10.2017 08:30";"26.4";"714.8";"752.5";"";"74";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"03.10.2017 17:30";"31.0";"715.3";"752.5";"";"59";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"35.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"03.10.2017 08:30";"25.4";"718.1";"756.1";"";"81";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"02.10.2017 17:30";"31.0";"715.2";"752.4";"";"68";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"02.10.2017 08:30";"27.4";"717.4";"755.1";"";"74";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"01.10.2017 17:30";"32.8";"716.0";"753.0";"";"56";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"35.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"01.10.2017 08:30";"26.4";"718.3";"756.2";"";"74";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"30.09.2017 17:30";"32.6";"716.8";"753.8";"";"57";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"35.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"30.09.2017 08:30";"27.0";"718.8";"756.7";"";"72";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"29.09.2017 17:30";"32.0";"715.4";"752.4";"";"60";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"29.09.2017 08:30";"27.0";"718.0";"755.8";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"28.09.2017 17:30";"31.4";"714.0";"751.0";"";"60";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
