# Weather station Hassan, India, WMO_ID=43263,selection from 09.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43263&lang=en
#
"Local time in Hassan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.11.2016 08:30";"18.0";"680.3";"";"";"83";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"14.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.0";"";"";"";"";"";"";
"14.11.2016 08:30";"19.0";"680.3";"";"";"83";"Wind blowing from the north-east";"5";"";"";"20–30%.";" ";"";"";"14.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.0";"";"";"";"";"";"";
"13.11.2016 17:30";"28.8";"677.0";"";"";"84";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"13.11.2016 08:30";"18.6";"681.1";"";"";"78";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"12.11.2016 17:30";"28.4";"677.0";"";"";"81";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"30.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.8";"";"";"";"";"";"";
"12.11.2016 11:30";"17.8";"681.7";"";"";"79";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"13.8";"31.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.1";"";"";"";"";"";"";
"11.11.2016 08:30";"18.2";"681.4";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"10.11.2016 08:30";"18.8";"681.4";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.9";"";"";"";"";"";"";
"09.11.2016 17:30";"28.2";"677.6";"";"";"84";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"29.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.2";"";"";"";"";"";"";
"09.11.2016 08:30";"20.2";"681.4";"";"";"87";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"16.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.0";"";"";"";"";"";"";
"08.11.2016 17:30";"28.8";"678.1";"";"";"84";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"30.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"08.11.2016 08:30";"19.0";"680.5";"";"";"85";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"16.4";"";"";"";"";"";"";
"07.11.2016 17:30";"28.4";"678.1";"";"";"81";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.8";"";"";"";"";"";"";
"07.11.2016 08:30";"19.0";"680.5";"";"";"89";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.1";"";"";"";"";"";"";
"06.11.2016 17:30";"29.0";"677.6";"";"";"86";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"31.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.5";"";"";"";"";"";"";
"06.11.2016 08:30";"19.4";"679.9";"";"";"82";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"05.11.2016 17:30";"30.2";"676.8";"";"";"84";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.2";"";"";"";"";"";"";
"05.11.2016 08:30";"19.0";"680.5";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.1";"";"";"";"";"";"";
"04.11.2016 17:30";"29.6";"676.8";"";"";"87";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"";"31.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.2";"";"";"";"";"";"";
"03.11.2016 08:30";"20.0";"680.2";"";"";"86";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"15.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.5";"";"";"";"";"";"";
"02.11.2016 08:30";"18.0";"680.9";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.0";"";"";"";"";"";"";
"31.10.2016 17:30";"25.8";"677.2";"";"";"80";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"28.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"31.10.2016 08:30";"18.6";"681.1";"";"";"83";"Wind blowing from the north-east";"5";"";"";"60%.";" ";"";"";"14.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.7";"";"";"";"";"";"";
"28.10.2016 08:30";"18.6";"680.1";"";"";"78";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"26.10.2016 08:30";"18.6";"680.1";"";"";"78";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"25.10.2016 08:30";"19.4";"680.1";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.9";"";"";"";"";"";"";
"24.10.2016 08:30";"18.0";"681.1";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.0";"";"";"";"";"";"";
"23.10.2016 17:30";"28.8";"677.0";"";"";"84";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.8";"";"";"";"";"";"";
"23.10.2016 08:30";"18.6";"681.1";"";"";"78";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"22.10.2016 08:30";"18.8";"680.2";"";"";"78";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.9";"";"";"";"";"";"";
"21.10.2016 08:30";"19.4";"680.2";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"16.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.9";"";"";"";"";"";"";
"19.10.2016 08:30";"20.6";"679.9";"";"";"79";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"18.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"19.10.2016 05:30";"28.4";"";"755.3";"";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"18.10.2016 17:30";"31.0";"676.8";"";"";"83";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.8";"";"";"";"";"";"";
"18.10.2016 08:30";"20.2";"679.9";"";"";"87";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"18.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.0";"";"";"";"";"";"";
"16.10.2016 08:30";"21.2";"680.2";"";"";"84";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"19.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"15.10.2016 17:30";"28.8";"677.0";"";"";"84";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"15.10.2016 08:30";"19.4";"680.2";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"19.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.9";"";"";"";"";"";"";
"14.10.2016 17:30";"28.4";"677.0";"";"";"81";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"30.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.8";"";"";"";"";"";"";
"14.10.2016 08:30";"19.6";"681.1";"";"";"83";"Wind blowing from the north-east";"5";"";"";"60%.";" ";"";"";"15.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.7";"";"";"";"";"";"";
"10.10.2016 08:30";"21.2";"679.3";"";"";"84";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"19.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"09.10.2016 08:30";"22.8";"680.8";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"19.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.8";"";"";"";"";"";"";
"08.10.2016 08:30";"20.8";"680.8";"";"";"76";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"19.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.3";"";"";"";"";"";"";
"07.10.2016 17:30";"31.2";"677.9";"";"";"83";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.0";"";"";"";"";"";"";
"07.10.2016 08:30";"20.4";"680.8";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"19.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.9";"";"";"";"";"";"";
"06.10.2016 08:30";"20.8";"680.6";"";"";"76";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"18.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.4";"";"";"";"";"";"";
"05.10.2016 08:30";"21.6";"679.4";"";"";"78";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"18.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.6";"";"";"";"";"";"";
"04.10.2016 08:30";"21.4";"679.4";"";"";"88";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"18.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"03.10.2016 08:30";"20.0";"679.9";"";"";"86";"Wind blowing from the north-east";"5";"";"";"20–30%.";" ";"";"";"17.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.5";"";"";"";"";"";"";
"02.10.2016 08:30";"20.2";"679.9";"";"";"87";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"17.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.0";"";"";"";"";"";"";
"01.10.2016 17:30";"28.8";"677.2";"";"";"78";"Wind blowing from the south-west";"5";"";"";"60%.";" ";"";"";"";"31.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.6";"";"";"";"";"";"";
"30.09.2016 17:30";"28.2";"678.0";"";"";"84";"Wind blowing from the north-east";"5";"";"";"60%.";" ";"";"";"";"30.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.2";"";"";"";"";"";"";
"29.09.2016 08:30";"18.0";"679.4";"";"";"85";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"15.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.4";"";"";"";"";"";"";
"28.09.2016 08:30";"18.8";"680.2";"";"";"78";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.9";"";"";"";"";"";"";
"27.09.2016 08:30";"17.6";"681.0";"";"";"78";"Wind blowing from the north-east";"5";"";"";"60%.";" ";"";"";"14.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.6";"";"";"";"";"";"";
