# Weather station New Delhi / Indira Gandhi (airport), India, WMO_ID=42181,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42181&lang=en
#
"Local time in New Delhi / Indira Gandhi (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.02.2016 17:30";"22.4";"737.5";"758.0";"-0.8";"41";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.2";"";"";"";"";"";"2.0";"8.5";"";"";"";"";"";"";
"10.02.2016 14:30";"23.0";"738.3";"758.8";"-2.9";"43";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"9.6";"";"";"";"";"";"";
"10.02.2016 11:30";"21.6";"741.2";"761.8";"0.2";"53";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"11.6";"";"";"";"";"";"";
"10.02.2016 08:30";"10.2";"741.0";"762.5";"2.1";"95";"Wind blowing from the west";"2";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.4";"";"";"";"";"";"";"0.05";"9.4";"";"";"";"";"";"";
"10.02.2016 05:30";"10.6";"738.9";"760.3";"-0.2";"95";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"9.8";"";"";"";"";"";"";
"10.02.2016 02:30";"11.6";"739.1";"760.4";"-1.5";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"10.8";"";"";"";"";"";"";
"09.02.2016 23:30";"13.2";"740.6";"761.8";"0.2";"81";"Calm, no wind";"0";"";"";"no clouds";"Patches of shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"10.0";"";"";"";"";"";"";
"09.02.2016 20:30";"16.2";"740.4";"761.4";"1.0";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"11.4";"";"";"";"";"";"";
"09.02.2016 17:30";"21.6";"739.4";"760.0";"-1.0";"49";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.0";"24.4";"";"";"";"";"";"2.0";"10.3";"";"";"";"";"";"";
"09.02.2016 14:30";"23.6";"740.4";"760.9";"-2.3";"45";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"11.1";"";"";"";"";"";"";
"09.02.2016 11:30";"18.2";"742.7";"763.6";"0.3";"61";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"1.0";"10.4";"";"";"";"";"";"";
"09.02.2016 08:30";"10.6";"742.4";"763.9";"2.3";"97";"Wind blowing from the west";"2";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.0";"";"";"";"";"";"";"0.2";"10.2";"";"";"";"";"";"";
"09.02.2016 05:30";"10.2";"740.1";"761.6";"-0.8";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.05";"10.2";"";"";"";"";"";"";
"09.02.2016 02:30";"13.0";"740.9";"762.2";"-1.3";"86";"Calm, no wind";"0";"";"";"no clouds";"Patches of shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"10.7";"";"";"";"";"";"";
"08.02.2016 23:30";"14.4";"742.2";"763.4";"-0.3";"78";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"10.6";"";"";"";"";"";"";
"08.02.2016 20:30";"16.8";"742.5";"763.5";"0.8";"67";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"10.6";"";"";"";"";"";"";
"08.02.2016 17:30";"20.4";"741.7";"762.4";"-0.4";"58";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.6";"";"";"";"";"";"2.0";"11.8";"";"";"";"";"";"";
"08.02.2016 14:30";"23.2";"742.1";"762.7";"-2.0";"44";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"10.1";"";"";"";"";"";"";
"08.02.2016 11:30";"20.2";"744.1";"764.9";"0.2";"46";"Wind blowing from the north-west";"2";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"2.0";"8.3";"";"";"";"";"";"";
"08.02.2016 08:30";"9.6";"743.9";"765.5";"2.1";"97";"Wind blowing from the west";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"9.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"2500 or more, or no clouds.";"";"";"0.05";"9.2";"";"";"";"";"";"";
"08.02.2016 05:30";"9.4";"741.8";"763.4";"0.2";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.05";"8.6";"";"";"";"";"";"";
"08.02.2016 02:30";"11.4";"741.6";"763.0";"-0.9";"88";"Calm, no wind";"0";"";"";"no clouds";"Patches of shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"9.4";"";"";"";"";"";"";
"07.02.2016 23:30";"13.4";"742.5";"763.8";"0.5";"86";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"11.1";"";"";"";"";"";"";
"07.02.2016 20:30";"15.4";"742.0";"763.1";"1.3";"81";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.1";"";"";"";"";"";"";
"07.02.2016 17:30";"19.6";"740.7";"761.5";"";"62";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.4";"";"";"";"";"";"2.0";"12.1";"";"";"";"";"";"";
"07.02.2016 11:30";"19.6";"742.2";"763.0";"0.3";"60";"Wind blowing from the north-northeast";"2";"";"";"50%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"11.7";"";"";"";"";"";"";
"07.02.2016 08:30";"15.0";"741.9";"763.0";"2.8";"77";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"14.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"10.9";"";"";"";"";"";"";
"07.02.2016 05:30";"14.4";"739.1";"760.2";"-0.1";"69";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"8.7";"";"";"";"";"";"";
"07.02.2016 02:30";"14.4";"739.2";"760.3";"-0.4";"80";"Wind blowing from the east-northeast";"2";"";"";"40%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"11.0";"";"";"";"";"";"";
"06.02.2016 23:30";"16.4";"739.6";"760.6";"0.7";"72";"Wind blowing from the east";"1";"";"";"40%.";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"11.2";"";"";"";"";"";"";
"06.02.2016 20:30";"16.4";"738.9";"759.9";"0.8";"76";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.2";"";"";"";"";"";"";
"06.02.2016 17:30";"20.2";"738.1";"758.8";"";"53";"Wind blowing from the south-east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.9";"";"";"";"";"";"2.0";"10.2";"";"";"";"";"";"";
"06.02.2016 11:30";"22.6";"740.9";"761.5";"0.4";"40";"Wind blowing from the south-east";"3";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"8.3";"";"";"";"";"";"";
"06.02.2016 08:30";"10.6";"740.5";"761.9";"1.5";"92";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"8.1";"";"";"";"";"";"";"0.2";"9.4";"";"";"";"";"";"";
"06.02.2016 05:30";"8.0";"739.0";"760.6";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.2";"5.3";"";"";"";"";"";"";
"05.02.2016 23:30";"12.0";"740.5";"761.8";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"7.9";"";"";"";"";"";"";
"05.02.2016 17:30";"21.4";"740.0";"760.6";"";"35";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.0";"24.4";"";"";"";"";"";"2.0";"5.3";"";"";"";"";"";"";
"05.02.2016 11:30";"20.2";"743.6";"764.4";"0.4";"46";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"8.3";"";"";"";"";"";"";
"05.02.2016 08:30";"8.8";"743.2";"764.8";"1.2";"89";"Calm, no wind";"0";"";"";"no clouds";"Patches of shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.0";"";"";"";"";"";"";"0.5";"7.1";"";"";"";"";"";"";
"05.02.2016 05:30";"8.4";"742.0";"763.6";"";"86";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"6.2";"";"";"";"";"";"";
"04.02.2016 23:30";"12.4";"742.2";"763.5";"";"72";"Calm, no wind";"0";"";"";"40%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"7.5";"";"";"";"";"";"";
"04.02.2016 17:30";"20.8";"742.1";"762.8";"-0.3";"34";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"24.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"4.4";"";"";"";"";"";"";
"04.02.2016 14:30";"23.6";"742.4";"762.9";"-1.8";"28";"Wind blowing from the north-west";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"4.2";"";"";"";"";"";"";
"04.02.2016 11:30";"19.8";"744.2";"765.1";"0.8";"44";"Wind blowing from the west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"7.3";"";"";"";"";"";"";
"04.02.2016 08:30";"9.2";"743.4";"765.0";"1.8";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.2";"";"";"";"";"";"";"1.0";"4.5";"";"";"";"";"";"";
"04.02.2016 05:30";"8.2";"741.6";"763.3";"-0.3";"81";"Calm, no wind";"0";"";"";"no clouds";"Patches of shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"5.1";"";"";"";"";"";"";
"04.02.2016 02:30";"11.2";"741.9";"763.3";"-0.8";"69";"Calm, no wind";"0";"";"";"no clouds";"Patches of shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"5.6";"";"";"";"";"";"";
"03.02.2016 23:30";"12.8";"742.7";"764.0";"0.3";"66";"Wind blowing from the west";"2";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"6.6";"";"";"";"";"";"";
"03.02.2016 20:30";"14.6";"742.4";"763.6";"0.2";"58";"Wind blowing from the west";"2";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"6.3";"";"";"";"";"";"";
"03.02.2016 17:30";"19.2";"742.2";"763.0";"0.1";"37";"Wind blowing from the north-west";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.3";"";"";"";"";"";"2.0";"4.2";"";"";"";"";"";"";
"03.02.2016 14:30";"20.8";"742.1";"762.8";"-2.6";"36";"Wind blowing from the west-northwest";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"5.0";"";"";"";"";"";"";
"03.02.2016 11:30";"18.4";"744.7";"765.7";"1.4";"51";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"7.9";"";"";"";"";"";"";
"03.02.2016 08:30";"8.6";"743.3";"765.0";"0.8";"78";"Wind blowing from the west";"2";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"7.5";"";"";"";"";"";"";"0.5";"5.0";"";"";"";"";"";"";
"03.02.2016 05:30";"8.4";"742.5";"764.2";"-0.8";"86";"Wind blowing from the south-west";"1";"";"";"no clouds";"Patches of shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"6.2";"";"";"";"";"";"";
"03.02.2016 02:30";"10.4";"743.3";"764.8";"-0.3";"78";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"6.6";"";"";"";"";"";"";
"02.02.2016 23:30";"11.4";"743.6";"765.1";"0.2";"76";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"7.3";"";"";"";"";"";"";
"02.02.2016 20:30";"14.4";"743.4";"764.6";"1.0";"68";"Wind blowing from the north-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"8.5";"";"";"";"";"";"";
"02.02.2016 17:30";"19.2";"742.4";"763.2";"0.2";"37";"Wind blowing from the west-northwest";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"4.2";"";"";"";"";"";"";
"02.02.2016 14:30";"21.2";"742.2";"762.9";"-2.4";"31";"Wind blowing from the north-west";"3";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"3.2";"";"";"";"";"";"";
"02.02.2016 11:30";"19.4";"744.6";"765.5";"1.1";"44";"Wind blowing from the west";"2";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"6.7";"";"";"";"";"";"";
"02.02.2016 08:30";"10.2";"743.5";"765.1";"1.4";"75";"Wind blowing from the west";"2";"";"";"40%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"8.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"5.9";"";"";"";"";"";"";
"02.02.2016 05:30";"8.4";"742.1";"763.8";"-0.3";"89";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.2";"6.7";"";"";"";"";"";"";
"02.02.2016 02:30";"9.8";"742.4";"764.0";"-1.0";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"7.3";"";"";"";"";"";"";
"01.02.2016 23:30";"12.6";"743.4";"764.8";"0.6";"72";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"7.7";"";"";"";"";"";"";
"01.02.2016 20:30";"14.4";"742.8";"764.0";"1.2";"66";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"8.0";"";"";"";"";"";"";
"01.02.2016 17:30";"19.4";"741.6";"762.4";"-1.0";"41";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.9";"";"";"";"";"";"4.0";"5.6";"";"";"";"";"";"";
"01.02.2016 14:30";"22.0";"742.6";"763.2";"-1.2";"31";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"3.9";"";"";"";"";"";"";
"01.02.2016 11:30";"19.4";"743.8";"764.7";"4.9";"50";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"8.7";"";"";"";"";"";"";
"01.02.2016 08:30";"10.4";"738.9";"760.3";"-3.9";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.0";"";"";"";"";"";"";"less than 0.05";"10.4";"";"";"";"";"";"";
"01.02.2016 05:30";"22.2";"742.8";"763.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"9.6";"";"";"";"";"";"";
"31.01.2016 23:30";"15.2";"742.5";"763.6";"0.1";"81";"Wind blowing from the north-west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"11.9";"";"";"";"";"";"";
"31.01.2016 20:30";"16.2";"742.4";"763.5";"1.2";"87";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.1";"";"";"";"";"";"";
