# Weather station Narnaul, India, WMO_ID=42177,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42177&lang=en
#
"Local time in Narnaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.09.2016 08:30";"27.0";"";"756.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"25.09.2016 17:30";"32.4";"";"751.7";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"25.09.2016 08:30";"25.4";"";"754.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"24.09.2016 08:30";"24.6";"";"754.4";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"23.09.2016 08:30";"28.0";"";"755.3";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"22.09.2016 08:30";"29.6";"";"756.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"21.09.2016 08:30";"29.4";"";"754.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"20.09.2016 17:30";"35.4";"";"749.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.3";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"20.09.2016 08:30";"29.4";"";"753.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"19.09.2016 08:30";"29.0";"";"753.5";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"18.09.2016 17:30";"35.0";"";"751.3";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"17.09.2016 08:30";"28.4";"";"753.9";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"16.09.2016 08:30";"28.0";"";"755.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"15.09.2016 08:30";"28.0";"";"756.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"14.09.2016 08:30";"29.4";"";"756.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"13.09.2016 17:30";"33.4";"";"753.2";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"13.09.2016 08:30";"29.4";"";"754.6";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"12.09.2016 17:30";"33.0";"";"752.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"12.09.2016 08:30";"28.0";"";"754.3";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"11.09.2016 08:30";"25.0";"";"754.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"10.09.2016 08:30";"28.0";"";"755.7";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"09.09.2016 17:30";"33.0";"";"754.3";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"09.09.2016 08:30";"28.0";"";"755.7";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"08.09.2016 08:30";"26.0";"";"754.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"07.09.2016 08:30";"25.0";"";"753.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"06.09.2016 08:30";"27.0";"";"754.4";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"05.09.2016 08:30";"28.0";"";"752.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"04.09.2016 17:30";"32.0";"";"750.9";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"04.09.2016 08:30";"26.0";"";"752.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"03.09.2016 08:30";"27.2";"";"751.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.7";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"02.09.2016 08:30";"28.0";"";"752.1";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"01.09.2016 08:30";"27.2";"";"753.0";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"31.08.2016 08:30";"26.0";"";"752.3";"";"100";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"30.08.2016 17:30";"28.4";"";"750.4";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"30.08.2016 08:30";"26.0";"";"752.2";"";"100";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"29.08.2016 08:30";"25.4";"";"753.7";"";"96";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"28.08.2016 08:30";"28.2";"";"755.7";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"27.08.2016 08:30";"29.0";"";"755.5";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"26.08.2016 08:30";"28.4";"";"754.9";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"25.08.2016 17:30";"32.0";"";"751.5";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"25.08.2016 08:30";"28.4";"";"753.4";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"24.08.2016 08:30";"26.4";"";"752.2";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"23.08.2016 17:30";"32.0";"";"750.4";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"23.08.2016 08:30";"30.6";"";"752.7";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"22.08.2016 08:30";"28.0";"";"751.7";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"21.08.2016 17:30";"30.0";"";"748.7";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"21.08.2016 08:30";"27.0";"";"750.9";"";"80";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"20.08.2016 08:30";"28.0";"";"750.5";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"19.08.2016 17:30";"32.0";"";"748.6";"";"50";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"19.08.2016 08:30";"29.0";"";"750.4";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"18.08.2016 08:30";"25.4";"";"750.0";"";"91";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"17.08.2016 08:30";"26.4";"";"749.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"16.08.2016 08:30";"27.4";"723.5";"749.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"15.08.2016 08:30";"27.0";"724.0";"749.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"14.08.2016 08:30";"26.0";"725.3";"751.3";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"13.08.2016 17:30";"32.0";"724.2";"749.6";"";"79";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.9";"";"";"";"";"";"";
"13.08.2016 08:30";"27.0";"725.7";"751.6";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"12.08.2016 08:30";"26.0";"725.9";"751.9";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"11.08.2016 08:30";"25.0";"725.3";"751.3";"";"100";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"10.08.2016 08:30";"29.0";"723.7";"749.3";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"09.08.2016 17:30";"31.0";"721.5";"746.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"09.08.2016 08:30";"29.0";"723.6";"749.2";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"08.08.2016 17:30";"33.4";"722.2";"747.4";"";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"08.08.2016 08:30";"29.4";"725.3";"751.0";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"07.08.2016 17:30";"33.0";"722.9";"748.2";"";"69";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"07.08.2016 08:30";"28.4";"725.0";"750.7";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"06.08.2016 17:30";"30.4";"723.4";"748.9";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.0";"";"";"";"";"";"";
"06.08.2016 08:30";"30.0";"724.8";"750.4";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"05.08.2016 17:30";"33.4";"721.1";"746.3";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"05.08.2016 08:30";"30.4";"724.5";"750.1";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"04.08.2016 17:30";"33.4";"721.7";"746.9";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"04.08.2016 08:30";"29.4";"723.9";"749.5";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"03.08.2016 08:30";"27.4";"722.9";"748.7";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"02.08.2016 08:30";"26.4";"723.4";"749.3";"";"97";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"01.08.2016 17:30";"32.0";"723.2";"748.6";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"01.08.2016 08:30";"29.0";"724.6";"750.3";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"31.07.2016 17:30";"31.0";"723.1";"748.6";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.8";"";"";"";"";"";"";
"31.07.2016 08:30";"28.0";"725.8";"751.6";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"30.07.2016 08:30";"26.0";"725.3";"751.3";"";"100";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"29.07.2016 17:30";"30.4";"723.7";"749.2";"";"76";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"29.07.2016 08:30";"28.4";"725.6";"751.4";"";"82";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"28.07.2016 17:30";"28.4";"724.7";"750.4";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"27.07.2016 08:30";"29.0";"727.6";"753.4";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"26.07.2016 17:30";"29.4";"724.8";"750.5";"";"75";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"26.07.2016 08:30";"31.0";"726.6";"752.2";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"25.07.2016 17:30";"34.4";"723.9";"749.1";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"25.07.2016 08:30";"31.0";"726.7";"752.3";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"24.07.2016 17:30";"30.0";"724.2";"749.8";"";"72";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"24.07.2016 08:30";"29.4";"727.3";"753.0";"";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"23.07.2016 08:30";"32.0";"725.4";"750.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"22.07.2016 08:30";"32.0";"724.4";"749.8";"";"60";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"26.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"21.07.2016 17:30";"34.4";"722.8";"748.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"21.07.2016 08:30";"30.4";"725.3";"750.9";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"20.07.2016 08:30";"30.4";"725.5";"751.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"19.07.2016 17:30";"33.0";"723.7";"749.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"19.07.2016 08:30";"30.0";"";"750.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"18.07.2016 08:30";"25.0";"";"751.4";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"17.07.2016 17:30";"24.0";"";"750.4";"";"100";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"25.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
