# Weather station Narnaul, India, WMO_ID=42177,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42177&lang=en
#
"Local time in Narnaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.05.2016 08:30";"32.0";"727.9";"753.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"11.05.2016 08:30";"29.4";"730.7";"756.6";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"10.05.2016 17:30";"37.5";"726.7";"751.7";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"10.05.2016 08:30";"30.6";"";"754.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"09.05.2016 17:30";"36.0";"";"750.4";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"09.05.2016 08:30";"33.4";"";"753.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"08.05.2016 17:30";"38.4";"";"752.5";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"08.05.2016 08:30";"28.0";"";"755.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"07.05.2016 08:30";"27.4";"";"759.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"06.05.2016 08:30";"25.0";"";"756.7";"";"71";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"05.05.2016 17:30";"33.4";"";"754.6";"";"24";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.3";"";"";"";"";"";"";
"05.05.2016 08:30";"27.2";"";"755.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"04.05.2016 08:30";"30.0";"";"752.7";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"03.05.2016 08:30";"30.4";"";"755.9";"";"39";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.1";"";"";"";"";"";"";
"02.05.2016 08:30";"35.4";"";"752.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"01.05.2016 17:30";"41.4";"";"749.6";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"01.05.2016 08:30";"31.0";"";"752.5";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"30.04.2016 17:30";"40.0";"";"751.6";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"30.04.2016 08:30";"31.4";"";"755.0";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"29.04.2016 17:30";"38.4";"";"752.5";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"28.04.2016 17:30";"38.4";"";"752.2";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"28.04.2016 08:30";"30.4";"";"755.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"27.04.2016 17:30";"38.0";"";"753.0";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"27.04.2016 08:30";"35.0";"";"756.7";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"26.04.2016 17:30";"37.4";"";"753.2";"";"29";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.6";"";"";"";"";"";"";
"26.04.2016 08:30";"31.0";"730.7";"756.4";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"25.04.2016 17:30";"31.4";"727.2";"752.8";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"25.04.2016 08:30";"29.4";"729.1";"754.9";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"24.04.2016 08:30";"31.4";"727.2";"752.8";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"23.04.2016 08:30";"30.4";"727.3";"752.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"22.04.2016 08:30";"33.0";"726.9";"752.3";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"21.04.2016 17:30";"38.0";"726.0";"751.0";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"21.04.2016 08:30";"31.4";"729.7";"755.4";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"19.04.2016 17:30";"37.0";"728.3";"753.4";"";"26";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.6";"";"";"";"";"";"";
"19.04.2016 08:30";"32.4";"";"755.0";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"18.04.2016 08:30";"31.4";"";"755.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"17.04.2016 17:30";"37.0";"";"749.2";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"17.04.2016 08:30";"33.4";"";"752.8";"";"20";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"25.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.4";"";"";"";"";"";"";
"16.04.2016 08:30";"34.6";"";"754.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.7";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"15.04.2016 17:30";"40.0";"";"751.7";"";"24";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"41.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.7";"";"";"";"";"";"";
"15.04.2016 08:30";"34.0";"";"755.1";"";"33";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"27.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.4";"";"";"";"";"";"";
"14.04.2016 17:30";"38.0";"";"751.3";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"14.04.2016 08:30";"32.0";"";"753.7";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"13.04.2016 08:30";"30.4";"";"755.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"12.04.2016 17:30";"34.0";"";"753.1";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"12.04.2016 08:30";"27.4";"731.5";"757.6";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"11.04.2016 08:30";"24.4";"733.0";"759.4";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"10.04.2016 08:30";"29.0";"732.8";"758.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"09.04.2016 17:30";"35.0";"729.7";"755.0";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"09.04.2016 08:30";"26.0";"731.8";"758.0";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"08.04.2016 17:30";"35.0";"729.6";"754.9";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"08.04.2016 08:30";"25.4";"731.5";"757.7";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.3";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"06.04.2016 17:30";"35.0";"728.1";"753.4";"";"32";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.0";"";"";"";"";"";"";
"06.04.2016 08:30";"25.7";"730.9";"757.1";"";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"05.04.2016 08:30";"27.4";"730.8";"756.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"04.04.2016 08:30";"30.0";"730.9";"756.7";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.9";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"03.04.2016 17:30";"37.0";"729.5";"754.7";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.7";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"02.04.2016 17:30";"39.0";"728.4";"753.4";"";"34";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"39.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"02.04.2016 08:30";"29.0";"732.0";"757.9";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"01.04.2016 17:30";"36.0";"727.6";"752.8";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.3";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"01.04.2016 08:30";"26.4";"730.2";"756.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.7";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"31.03.2016 17:30";"34.0";"729.2";"754.6";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"31.03.2016 08:30";"27.4";"732.4";"758.5";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"30.03.2016 17:30";"34.0";"731.8";"757.3";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"30.03.2016 08:30";"24.4";"733.8";"760.2";"";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"29.03.2016 17:30";"33.0";"732.0";"757.6";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"29.03.2016 08:30";"24.0";"733.6";"760.0";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"28.03.2016 17:30";"32.4";"732.0";"757.6";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"27.03.2016 17:30";"32.0";"732.1";"757.8";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"27.03.2016 08:30";"23.5";"735.0";"761.5";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"26.03.2016 17:30";"27.0";"733.5";"759.7";"";"56";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"27.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.5";"";"";"";"";"";"";
"26.03.2016 08:30";"23.0";"736.7";"763.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"25.03.2016 08:30";"23.0";"734.3";"760.9";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"24.03.2016 17:30";"35.0";"731.3";"756.7";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"24.03.2016 08:30";"26.2";"734.6";"760.9";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"23.03.2016 08:30";"23.0";"732.7";"759.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.4";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"22.03.2016 17:30";"31.0";"731.8";"757.6";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"22.03.2016 08:30";"21.0";"732.9";"759.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"21.03.2016 17:30";"29.4";"731.6";"757.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"21.03.2016 08:30";"23.0";"734.2";"760.8";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"20.03.2016 17:30";"31.4";"731.8";"757.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"20.03.2016 08:30";"23.0";"732.0";"758.5";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.7";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"19.03.2016 08:30";"24.4";"731.5";"757.8";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"18.03.2016 08:30";"20.0";"732.6";"759.4";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"15.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.4";"";"";"";"";"";"";
"17.03.2016 08:30";"21.4";"733.1";"759.8";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"13.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"16.03.2016 17:30";"29.0";"732.4";"758.4";"";"40";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.1";"";"";"";"";"";"";
"16.03.2016 08:30";"20.4";"735.0";"761.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"15.03.2016 17:30";"27.0";"734.0";"760.2";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"15.03.2016 08:30";"23.0";"736.9";"763.6";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"14.03.2016 17:30";"26.0";"733.2";"759.4";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"14.03.2016 08:30";"18.4";"735.2";"762.2";"";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"15.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"13.03.2016 08:30";"18.4";"732.2";"759.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.7";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"12.03.2016 08:30";"21.4";"732.1";"758.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"11.03.2016 08:30";"21.4";"735.6";"762.4";"";"74";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"17.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"10.03.2016 17:30";"31.0";"732.7";"758.5";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"10.03.2016 08:30";"20.0";"734.8";"761.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"09.03.2016 17:30";"26.0";"732.3";"758.5";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"09.03.2016 08:30";"19.4";"733.9";"760.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"08.03.2016 17:30";"26.0";"731.8";"758.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"08.03.2016 08:30";"20.4";"733.9";"760.7";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"07.03.2016 17:30";"24.4";"732.0";"758.3";"";"68";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"25.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.1";"";"";"";"";"";"";
"07.03.2016 08:30";"18.4";"734.8";"761.8";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"13.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.0";"";"";"";"";"";"";
"06.03.2016 17:30";"25.4";"732.0";"758.3";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"26.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"06.03.2016 08:30";"15.4";"733.8";"761.0";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"05.03.2016 17:30";"19.0";"731.9";"758.7";"";"72";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"21.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.8";"";"";"";"";"";"";
"05.03.2016 08:30";"20.0";"734.1";"760.9";"";"73";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.9";"";"";"";"";"";"";
"04.03.2016 17:30";"30.4";"731.5";"757.3";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"04.03.2016 08:30";"20.4";"735.0";"761.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"03.03.2016 17:30";"31.0";"733.3";"759.1";"";"48";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"03.03.2016 08:30";"20.0";"736.6";"763.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"02.03.2016 08:30";"24.0";"736.3";"762.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"01.03.2016 17:30";"29.4";"733.3";"759.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"01.03.2016 08:30";"16.4";"736.5";"763.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"29.02.2016 17:30";"28.4";"735.4";"761.5";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"29.02.2016 08:30";"16.4";"738.9";"766.2";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"28.02.2016 17:30";"29.0";"735.8";"761.9";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"28.02.2016 08:30";"16.4";"738.4";"765.7";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"27.02.2016 17:30";"28.0";"735.6";"761.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
