# Weather station Fursatganj, India, WMO_ID=42372,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42372&lang=en
#
"Local time in Fursatganj";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.06.2016 17:30";"39.0";"736.5";"745.9";"-1.0";"33";"Wind blowing from the north";"4";"";"";"60%.";"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"42.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.1";"";"";"";"";"";"";
"11.06.2016 14:30";"42.0";"737.5";"746.8";"-1.4";"26";"Wind blowing from the west";"4";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"11.06.2016 11:30";"38.6";"738.9";"748.4";"-0.7";"44";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"11.06.2016 08:30";"33.6";"739.6";"749.2";"";"61";"Wind blowing from the west";"2";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"28.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.2";"";"";"";"";"";"";
"10.06.2016 17:30";"40.0";"736.5";"745.9";"-1.5";"32";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"10.06.2016 14:30";"42.0";"738.0";"747.3";"-1.4";"27";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.1";"";"";"";"";"";"";
"10.06.2016 11:30";"38.0";"739.4";"748.9";"-0.9";"36";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"10.06.2016 08:30";"31.6";"740.3";"750.0";"";"66";"variable wind direction";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"09.06.2016 17:30";"36.0";"737.6";"747.1";"-1.5";"41";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"09.06.2016 14:30";"37.6";"739.1";"748.6";"-1.1";"35";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"09.06.2016 11:30";"35.6";"740.2";"749.8";"-0.2";"44";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"09.06.2016 08:30";"30.6";"740.4";"750.1";"";"49";"Wind blowing from the east-northeast";"3";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.6";"";"";"";"";"";"";
"08.06.2016 17:30";"36.4";"738.3";"747.8";"";"41";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"08.06.2016 11:30";"34.6";"742.0";"751.6";"-0.4";"53";"Wind blowing from the east";"5";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"08.06.2016 08:30";"30.6";"742.4";"752.1";"";"65";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"07.06.2016 17:30";"37.6";"739.1";"748.6";"-1.2";"48";"variable wind direction";"1";"";"";"100%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"40.4";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.7";"";"";"";"";"";"";
"07.06.2016 14:30";"40.0";"740.3";"749.7";"-1.8";"43";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"07.06.2016 11:30";"37.6";"742.1";"751.6";"-0.2";"51";"Wind blowing from the east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"07.06.2016 08:30";"32.6";"742.3";"752.0";"";"64";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"06.06.2016 17:30";"40.0";"739.5";"748.9";"-0.9";"36";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"06.06.2016 14:30";"41.0";"740.4";"749.8";"-2.1";"34";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"06.06.2016 11:30";"38.0";"742.5";"752.0";"0.0";"45";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"06.06.2016 08:30";"33.6";"742.5";"752.2";"";"58";"Wind blowing from the east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.8";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"05.06.2016 17:30";"39.0";"740.9";"750.4";"-0.8";"40";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"40.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"05.06.2016 14:30";"39.8";"741.7";"751.2";"-1.4";"38";"Wind blowing from the east";"2";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"05.06.2016 11:30";"37.6";"743.1";"752.6";"0.0";"47";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"05.06.2016 08:30";"33.0";"743.1";"752.8";"";"61";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.0";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"04.06.2016 17:30";"30.6";"740.9";"750.6";"-0.5";"68";"variable wind direction";"1";"";"";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"40.6";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.0";"";"";"";"";"";"";
"04.06.2016 14:30";"40.0";"741.4";"750.8";"-1.6";"36";"Wind blowing from the east-northeast";"3";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"04.06.2016 11:30";"38.6";"743.0";"752.5";"0.1";"44";"Wind blowing from the east";"3";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"04.06.2016 08:30";"34.0";"742.9";"752.5";"";"57";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.0";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"03.06.2016 17:30";"38.0";"740.3";"749.8";"-1.5";"43";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"03.06.2016 14:30";"39.0";"741.8";"751.3";"-1.4";"41";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"03.06.2016 11:30";"37.6";"743.2";"752.7";"0.1";"45";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"03.06.2016 08:30";"33.4";"743.1";"752.8";"";"59";"Wind blowing from the east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.6";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"02.06.2016 17:30";"37.6";"739.7";"749.2";"-1.7";"44";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"38.4";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"02.06.2016 14:30";"38.0";"741.4";"750.9";"-1.8";"43";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"02.06.2016 11:30";"36.0";"743.2";"752.8";"0.1";"53";"Wind blowing from the north-east";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"02.06.2016 08:30";"31.8";"743.1";"752.8";"";"67";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.4";"";"";"";"";"";"";"2.0";"25.0";"";"";"";"";"";"";
"01.06.2016 17:30";"38.0";"740.0";"749.5";"-1.2";"41";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";" ";"";"";"";"39.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"01.06.2016 14:30";"39.0";"741.2";"750.7";"-1.8";"37";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"01.06.2016 11:30";"37.6";"743.0";"752.5";"0.2";"33";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"01.06.2016 08:30";"32.6";"742.8";"752.5";"";"61";"variable wind direction";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.0";"";"";"";"";"";"";"2.0";"24.0";"";"";"";"";"";"";
"31.05.2016 17:30";"35.0";"740.6";"750.2";"-0.7";"46";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"31.05.2016 14:30";"38.6";"741.3";"750.8";"-1.6";"38";"Wind blowing from the north-northwest";"3";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"31.05.2016 11:30";"36.0";"742.9";"752.5";"-0.2";"41";"Wind blowing from the south-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"31.05.2016 08:30";"31.6";"743.1";"752.8";"";"61";"variable wind direction";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.2";"";"";"";"";"";"";
"30.05.2016 17:30";"34.2";"741.0";"750.6";"-1.0";"45";"Wind blowing from the south-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"30.05.2016 14:30";"34.4";"742.0";"751.6";"-1.4";"44";"variable wind direction";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"30.05.2016 11:30";"31.6";"743.4";"753.1";"0.5";"60";"Wind blowing from the east";"4";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"30.05.2016 08:30";"27.8";"742.9";"752.7";"";"80";"Wind blowing from the east";"4";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"29.05.2016 17:30";"33.0";"740.0";"749.6";"-0.9";"57";"variable wind direction";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"35.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"29.05.2016 14:30";"34.4";"740.9";"750.5";"-2.1";"52";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"29.05.2016 11:30";"31.0";"743.0";"752.7";"0.9";"59";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"29.05.2016 08:30";"24.6";"742.1";"752.0";"";"80";"Wind blowing from the south";"4";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"19.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"28.05.2016 17:30";"34.6";"738.4";"748.0";"-1.6";"51";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"36.0";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"28.05.2016 14:30";"35.6";"740.0";"749.6";"-1.8";"49";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"28.05.2016 11:30";"33.0";"741.8";"751.5";"-0.1";"54";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"28.05.2016 08:30";"28.6";"741.9";"751.7";"";"67";"Wind blowing from the east";"3";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.8";"";"";"";"";"";"";
"27.05.2016 17:30";"23.0";"739.1";"749.1";"-0.2";"74";"variable wind direction";"1";"";"";"90  or more, but not 100%";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"39.0";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.2";"";"";"";"";"";"";
"27.05.2016 14:30";"38.4";"739.3";"748.8";"-1.7";"41";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"27.05.2016 11:30";"33.0";"741.0";"750.7";"0.6";"47";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"27.05.2016 08:30";"32.6";"740.4";"750.1";"";"62";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.3";"";"";"";"";"";"";
"26.05.2016 17:30";"35.4";"738.5";"748.0";"-1.3";"43";"variable wind direction";"1";"";"";"no clouds";"Haze. ";"Storm";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"36.8";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"26.05.2016 14:30";"36.6";"739.8";"749.3";"-1.8";"39";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"26.05.2016 11:30";"33.0";"741.6";"751.3";"0.1";"50";"variable wind direction";"1";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"26.05.2016 08:30";"28.0";"741.5";"751.3";"";"67";"variable wind direction";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.0";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"25.05.2016 17:30";"33.2";"736.6";"746.2";"-1.3";"36";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"36.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.1";"";"";"";"";"";"";
"25.05.2016 14:30";"34.0";"737.9";"747.5";"-1.6";"39";"Wind blowing from the west-southwest";"4";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.0";"";"";"";"";"";"";
"25.05.2016 11:30";"35.6";"739.5";"749.1";"-0.3";"39";"Wind blowing from the west-southwest";"6";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"25.05.2016 08:30";"29.6";"739.8";"749.5";"";"55";"variable wind direction";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"24.05.2016 17:30";"35.0";"738.1";"747.7";"-2.4";"42";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
