# Weather station Orai, India, WMO_ID=42468,selection from 15.08.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42468&lang=en
#
"Local time in Orai";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.09.2016 17:30";"30.5";"739.2";"751.4";"";"79";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"17.09.2016 08:30";"27.5";"741.1";"753.4";"";"93";"Wind blowing from the east";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"16.09.2016 17:30";"31.5";"739.1";"751.2";"";"77";"Wind blowing from the north";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"16.09.2016 08:30";"28.0";"741.8";"754.1";"";"86";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"15.09.2016 17:30";"30.5";"738.7";"750.8";"";"76";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"15.09.2016 08:30";"27.5";"743.4";"755.7";"";"94";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"14.09.2016 17:30";"30.0";"738.8";"751.0";"";"77";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"30.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"14.09.2016 08:30";"27.0";"743.2";"755.6";"";"89";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"13.09.2016 17:30";"29.5";"738.6";"750.8";"";"82";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"13.09.2016 08:30";"27.0";"743.0";"755.4";"";"85";"Wind blowing from the north";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"12.09.2016 17:30";"32.5";"739.1";"751.2";"";"71";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"12.09.2016 08:30";"27.5";"741.1";"753.4";"";"91";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"11.09.2016 17:30";"33.0";"738.9";"751.0";"";"63";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"11.09.2016 08:30";"27.5";"741.9";"754.2";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"10.09.2016 17:30";"32.5";"739.0";"751.1";"";"67";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"10.09.2016 08:30";"27.5";"742.1";"754.4";"";"82";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"26.5";"";"";"";"600-1000";"";"";"4.0";"24.2";"";"";"";"";"";"";
"09.09.2016 17:30";"33.0";"738.9";"751.0";"";"63";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"09.09.2016 08:30";"27.5";"742.9";"755.2";"";"91";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"08.09.2016 17:30";"32.5";"739.0";"751.1";"";"63";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"08.09.2016 08:30";"27.5";"741.5";"753.8";"";"82";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"07.09.2016 17:30";"32.0";"738.9";"751.0";"";"62";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"07.09.2016 08:30";"26.5";"741.5";"753.9";"";"85";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"06.09.2016 17:30";"31.5";"738.9";"751.0";"";"71";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"05.09.2016 17:30";"32.0";"739.0";"751.1";"";"67";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"05.09.2016 08:30";"26.5";"740.8";"753.1";"";"90";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"04.09.2016 17:30";"31.0";"736.7";"748.8";"";"77";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"04.09.2016 08:30";"27.5";"739.0";"751.3";"";"94";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"03.09.2016 17:30";"30.5";"736.8";"748.9";"";"77";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"03.09.2016 08:30";"27.5";"738.9";"751.2";"";"94";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"02.09.2016 17:30";"31.5";"736.8";"748.9";"";"75";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"02.09.2016 08:30";"28.0";"738.4";"750.6";"";"94";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"01.09.2016 17:30";"29.5";"736.5";"748.7";"";"82";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"01.09.2016 08:30";"27.0";"739.7";"752.0";"";"94";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"31.08.2016 17:30";"30.5";"736.8";"748.9";"";"79";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"31.08.2016 08:30";"28.5";"739.7";"751.9";"";"93";"Wind blowing from the west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.3";"";"";"";"";"";"";
"30.08.2016 17:30";"33.0";"737.3";"749.3";"";"74";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"29.08.2016 08:30";"29.5";"740.5";"752.7";"";"79";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"28.08.2016 17:30";"31.0";"736.5";"748.6";"";"75";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"28.08.2016 08:30";"27.5";"741.7";"754.0";"";"94";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"27.08.2016 17:30";"28.5";"736.4";"748.6";"";"86";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"27.08.2016 08:30";"27.0";"741.7";"754.0";"";"97";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"26.08.2016 17:30";"29.0";"736.9";"749.1";"";"86";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"29.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"26.08.2016 08:30";"28.0";"741.1";"753.4";"";"92";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"25.08.2016 17:30";"30.0";"736.5";"748.6";"";"84";"Wind blowing from the east";"1";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"30.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"24.08.2016 17:30";"29.5";"737.0";"749.2";"";"82";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"24.08.2016 08:30";"26.5";"740.1";"752.4";"";"93";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"23.08.2016 17:30";"27.0";"736.9";"749.2";"";"89";"Wind blowing from the east";"1";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"23.08.2016 08:30";"26.5";"739.3";"751.6";"";"99";"Wind blowing from the east";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"22.08.2016 17:30";"29.5";"736.1";"748.2";"";"84";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"21.08.2016 17:30";"30.0";"737.6";"749.7";"";"83";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"30.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"21.08.2016 08:30";"25.0";"738.6";"751.0";"";"96";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"20.08.2016 17:30";"29.5";"736.0";"748.1";"";"84";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"30.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"20.08.2016 08:30";"25.5";"737.1";"749.4";"";"93";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"19.08.2016 17:30";"26.5";"735.3";"747.6";"";"95";"Wind blowing from the east";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"19.08.2016 08:30";"26.5";"734.7";"746.9";"";"93";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"18.08.2016 17:30";"26.5";"735.1";"747.4";"";"97";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"18.08.2016 08:30";"26.0";"737.2";"749.5";"";"94";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"17.08.2016 17:30";"26.5";"734.9";"747.1";"";"95";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"17.08.2016 08:30";"24.5";"736.7";"749.1";"";"98";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"16.08.2016 17:30";"28.0";"734.6";"746.8";"";"94";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"28.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"16.08.2016 08:30";"26.5";"736.2";"748.5";"";"90";"Wind blowing from the north-west";"1";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"15.08.2016 17:30";"26.5";"736.1";"748.4";"";"95";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"15.08.2016 08:30";"26.0";"737.9";"750.2";"";"97";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"14.08.2016 08:30";"28.0";"737.8";"750.0";"";"94";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.1";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.9";"";"";"";"";"";"";
"13.08.2016 17:30";"28.5";"736.5";"748.7";"";"92";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"13.08.2016 08:30";"28.0";"738.3";"750.5";"";"94";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"12.08.2016 17:30";"30.5";"736.9";"749.0";"";"82";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"12.08.2016 08:30";"27.1";"739.0";"751.3";"";"93";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"11.08.2016 17:30";"30.0";"736.8";"748.9";"";"86";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"30.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"11.08.2016 08:30";"27.5";"738.2";"750.5";"";"94";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"10.08.2016 17:30";"30.5";"736.2";"748.3";"";"79";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"10.08.2016 08:30";"27.0";"737.5";"749.8";"";"97";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"09.08.2016 17:30";"31.0";"734.8";"746.9";"";"73";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"31.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"09.08.2016 08:30";"27.0";"737.5";"749.8";"";"94";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"08.08.2016 08:30";"27.0";"737.4";"749.7";"";"97";"Wind blowing from the south-east";"1";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"07.08.2016 08:30";"29.0";"737.3";"749.5";"";"90";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"06.08.2016 17:30";"31.5";"736.5";"748.6";"";"";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"";"";"";"";"";"";"";
"06.08.2016 08:30";"29.0";"737.0";"749.2";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"05.08.2016 17:30";"32.5";"736.7";"748.7";"";"75";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"05.08.2016 08:30";"29.5";"736.7";"748.9";"";"86";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"04.08.2016 17:30";"32.5";"736.8";"748.8";"";"74";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"04.08.2016 08:30";"28.5";"735.8";"748.0";"";"90";"Wind blowing from the east";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"03.08.2016 17:30";"32.0";"736.8";"748.9";"";"75";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"03.08.2016 08:30";"28.0";"736.1";"748.3";"";"89";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"02.08.2016 17:30";"31.5";"737.0";"749.1";"";"73";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"02.08.2016 08:30";"27.5";"";"748.0";"";"93";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"01.08.2016 17:30";"28.5";"";"750.8";"";"92";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"01.08.2016 08:30";"26.5";"";"749.6";"";"98";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"31.07.2016 08:30";"27.0";"";"751.4";"";"100";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"30.07.2016 17:30";"28.5";"";"751.2";"";"92";"Wind blowing from the west";"1";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"30.07.2016 08:30";"27.0";"";"751.0";"";"94";"Wind blowing from the south";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"29.07.2016 17:30";"30.5";"";"750.8";"";"79";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"29.07.2016 08:30";"28.0";"";"750.7";"";"97";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
