# Weather station Kanpur / Chakeri, India, WMO_ID=42367,selection from 17.11.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42367&lang=en
#
"Local time in Kanpur / Chakeri";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.10.2017 17:30";"29.2";"749.0";"759.5";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"31.10.2017 08:30";"21.2";"751.7";"762.5";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"30.10.2017 17:30";"29.0";"748.1";"758.6";"";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"30.10.2017 08:30";"21.6";"752.2";"763.0";"";"89";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"29.10.2017 17:30";"31.6";"747.6";"758.0";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"29.10.2017 08:30";"21.4";"751.4";"762.2";"";"81";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"15.4";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"28.10.2017 08:30";"21.0";"750.2";"761.0";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"27.10.2017 17:30";"31.6";"748.3";"758.7";"";"30";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"27.10.2017 08:30";"21.6";"750.9";"761.7";"";"86";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"26.10.2017 17:30";"30.2";"748.4";"758.8";"";"39";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"26.10.2017 08:30";"21.6";"751.4";"762.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"25.10.2017 17:30";"29.6";"748.8";"759.3";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"25.10.2017 08:30";"23.8";"750.6";"761.3";"";"66";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"14.4";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"24.10.2017 17:30";"35.2";"746.4";"756.6";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"24.10.2017 08:30";"24.6";"747.9";"758.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.3";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"23.10.2017 08:30";"24.6";"746.2";"756.8";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"22.10.2017 17:30";"30.0";"742.7";"753.1";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"22.10.2017 08:30";"24.6";"745.5";"756.1";"";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"21.10.2017 17:30";"35.4";"743.2";"753.4";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"21.10.2017 08:30";"29.2";"745.9";"756.3";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"20.10.2017 17:30";"34.2";"742.7";"752.9";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"20.10.2017 08:30";"27.6";"746.2";"756.7";"";"81";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"19.10.2017 17:30";"32.4";"742.8";"753.1";"";"62";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"35.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"19.10.2017 08:30";"26.6";"746.8";"757.3";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"18.10.2017 17:30";"34.0";"743.1";"753.3";"";"31";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"18.10.2017 08:30";"24.6";"746.9";"757.5";"";"72";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"17.10.2017 17:30";"31.8";"743.7";"754.0";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"17.10.2017 08:30";"25.0";"746.1";"756.7";"";"77";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"16.10.2017 17:30";"36.0";"742.0";"752.2";"";"23";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"16.10.2017 08:30";"26.4";"746.1";"756.6";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"15.10.2017 17:30";"33.8";"740.9";"751.1";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"15.10.2017 08:30";"25.4";"744.7";"755.3";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"14.10.2017 17:30";"35.6";"741.6";"751.8";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"14.10.2017 08:30";"28.0";"744.7";"755.2";"";"61";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"13.10.2017 17:30";"35.0";"741.9";"752.1";"";"42";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"36.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.4";"";"";"";"";"";"";
"13.10.2017 08:30";"28.6";"744.8";"755.2";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"12.10.2017 08:30";"30.0";"745.7";"756.1";"";"72";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.7";"";"";"";"600-1000";"";"";"4.0";"24.3";"";"";"";"";"";"";
"11.10.2017 17:30";"34.0";"743.5";"753.7";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"11.10.2017 08:30";"29.0";"746.0";"756.4";"";"82";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.4";"";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"10.10.2017 17:30";"34.8";"743.2";"753.4";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"10.10.2017 08:30";"32.2";"746.0";"756.3";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"09.10.2017 17:30";"35.6";"744.4";"754.6";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"08.10.2017 17:30";"35.0";"744.8";"755.0";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"08.10.2017 08:30";"28.6";"741.1";"751.5";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"07.10.2017 17:30";"35.0";"744.1";"754.3";"";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"07.10.2017 08:30";"28.8";"747.4";"757.9";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"06.10.2017 17:30";"35.0";"744.3";"754.5";"";"59";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"06.10.2017 08:30";"29.8";"747.5";"757.9";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"05.10.2017 17:30";"34.0";"744.0";"754.2";"";"53";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"05.10.2017 08:30";"29.4";"746.9";"757.3";"";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"04.10.2017 17:30";"33.0";"741.1";"751.3";"";"56";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"34.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"04.10.2017 08:30";"29.6";"747.3";"757.7";"";"81";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"03.10.2017 17:30";"34.0";"742.0";"752.2";"";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"03.10.2017 08:30";"27.0";"746.2";"756.7";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"02.10.2017 17:30";"34.0";"745.8";"756.1";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"02.10.2017 08:30";"27.0";"745.9";"756.4";"";"81";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"01.10.2017 17:30";"34.6";"742.5";"752.7";"";"52";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.4";"";"";"";"";"";"";
"01.10.2017 08:30";"30.6";"746.9";"757.3";"";"76";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"30.09.2017 17:30";"34.0";"742.8";"753.0";"";"57";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"30.09.2017 08:30";"29.4";"746.0";"756.4";"";"79";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"29.09.2017 17:30";"34.6";"742.6";"752.8";"";"50";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"29.09.2017 08:30";"29.4";"744.3";"754.7";"";"81";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"28.09.2017 17:30";"32.0";"743.0";"753.3";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"28.09.2017 08:30";"30.4";"745.2";"755.6";"";"78";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"27.09.2017 17:30";"32.0";"742.5";"752.8";"";"67";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"27.09.2017 08:30";"28.6";"745.5";"756.0";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"26.09.2017 17:30";"33.2";"742.9";"753.2";"";"66";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"26.09.2017 08:30";"29.0";"745.0";"755.4";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"25.09.2017 17:30";"32.0";"739.1";"749.3";"";"71";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"32.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"25.09.2017 08:30";"27.6";"744.5";"755.0";"";"87";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"24.09.2017 17:30";"31.0";"739.8";"750.1";"";"69";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"31.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"24.09.2017 08:30";"27.4";"745.3";"755.8";"";"89";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.2";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"23.09.2017 17:30";"30.6";"739.1";"749.4";"";"76";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"23.09.2017 08:30";"26.8";"744.0";"754.5";"";"94";"Wind blowing from the south";"2";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.4";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"22.09.2017 17:30";"26.0";"740.2";"750.7";"";"100";"Wind blowing from the east";"1";"";"";"100%.";"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"30.4";"";"";"600-1000";"";"";"0.5";"26.0";"";"";"";"";"";"";
"22.09.2017 08:30";"27.6";"742.4";"752.8";"";"92";"Wind blowing from the east";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.5";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"21.09.2017 17:30";"29.2";"739.5";"749.8";"";"85";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"29.8";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"21.09.2017 08:30";"27.4";"742.1";"752.5";"";"89";"Wind blowing from the north-east";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.4";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"20.09.2017 17:30";"28.0";"740.2";"750.6";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"20.09.2017 08:30";"31.4";"742.5";"752.8";"";"76";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"19.09.2017 17:30";"34.2";"740.2";"750.4";"";"61";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"19.09.2017 08:30";"29.8";"743.3";"753.7";"";"85";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"18.09.2017 17:30";"27.0";"740.9";"751.3";"";"95";"Wind blowing from the south";"1";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"36.4";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"18.09.2017 08:30";"31.4";"743.3";"753.6";"";"84";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"26.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.4";"";"";"";"";"";"";
"17.09.2017 08:30";"31.2";"743.7";"754.0";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"16.09.2017 17:30";"35.0";"742.4";"752.6";"";"58";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"16.09.2017 08:30";"31.2";"744.5";"754.8";"";"77";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"15.09.2017 17:30";"33.0";"741.0";"751.2";"";"60";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.2";"";"";"";"";"";"";
"14.09.2017 08:30";"29.6";"745.4";"755.8";"";"82";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"26.5";"";"";"";"600-1000";"";"";"4.0";"26.2";"";"";"";"";"";"";
"13.09.2017 17:30";"35.0";"741.2";"751.4";"";"54";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"13.09.2017 08:30";"30.4";"746.1";"756.5";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"12.09.2017 17:30";"35.0";"742.4";"752.6";"";"57";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"12.09.2017 08:30";"30.4";"746.3";"756.7";"";"80";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"11.09.2017 17:30";"32.0";"743.4";"753.7";"";"66";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"11.09.2017 08:30";"31.4";"746.0";"756.4";"";"73";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"10.09.2017 17:30";"35.4";"743.6";"753.8";"";"94";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"34.2";"";"";"";"";"";"";
"10.09.2017 08:30";"30.8";"744.7";"755.1";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"09.09.2017 17:30";"33.6";"741.2";"751.4";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"09.09.2017 08:30";"30.2";"744.0";"754.4";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"08.09.2017 17:30";"34.0";"742.6";"752.8";"";"63";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"08.09.2017 08:30";"30.6";"745.5";"755.9";"";"81";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"07.09.2017 17:30";"34.2";"742.2";"752.4";"";"66";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"35.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"07.09.2017 08:30";"29.2";"744.9";"755.3";"";"85";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"06.09.2017 17:30";"34.0";"742.0";"752.2";"";"64";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"06.09.2017 08:30";"29.6";"745.1";"755.5";"";"78";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"25.9";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"05.09.2017 17:30";"33.6";"741.8";"752.0";"";"66";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"05.09.2017 08:30";"28.2";"744.4";"754.9";"";"94";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"4.0";"27.1";"";"";"";"";"";"";
"04.09.2017 08:30";"29.0";"744.5";"754.9";"";"88";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"03.09.2017 17:30";"32.2";"741.5";"751.8";"";"73";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"33.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"03.09.2017 08:30";"28.8";"744.3";"754.7";"";"83";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"02.09.2017 17:30";"32.2";"741.2";"751.5";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"02.09.2017 08:30";"28.4";"744.4";"754.8";"";"86";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"25.3";"";"";"";"600-1000";"";"";"4.0";"25.9";"";"";"";"";"";"";
"01.09.2017 17:30";"33.0";"741.1";"751.3";"";"68";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"01.09.2017 08:30";"28.0";"743.6";"754.0";"";"85";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"25.7";"";"";"";"600-1000";"";"";"4.0";"25.2";"";"";"";"";"";"";
"30.08.2017 17:30";"31.8";"738.9";"749.2";"";"76";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"30.08.2017 08:30";"29.6";"742.1";"752.5";"";"88";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"27.4";"";"";"";"";"";"";
"29.08.2017 08:30";"28.6";"740.6";"751.0";"";"88";"Wind blowing from the east";"2";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.8";"";"";"";"600-1000";"";"";"4.0";"26.4";"";"";"";"";"";"";
"28.08.2017 17:30";"31.0";"737.2";"747.5";"";"76";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"32.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"28.08.2017 08:30";"27.4";"740.6";"751.0";"";"94";"Wind blowing from the east";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.8";"";"";"";"600-1000";"";"";"4.0";"26.3";"";"";"";"";"";"";
