# Weather station Lal Bahadur Shastri / Varanasi (airport), India, WMO_ID=42479,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42479&lang=en
#
"Local time in Lal Bahadur Shastri / Varanasi (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.12.2017 11:30";"20.2";"757.3";"764.7";"0.0";"63";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"12.8";"";"";"";"";"";"";
"19.12.2017 08:30";"12.8";"757.3";"764.8";"1.6";"84";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"10.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"10.1";"";"";"";"";"";"";
"19.12.2017 05:30";"10.4";"755.7";"763.3";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"9.6";"";"";"";"";"";"";
"18.12.2017 23:30";"14.0";"757.0";"764.5";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"10.6";"";"";"";"";"";"";
"18.12.2017 17:30";"18.6";"756.0";"763.4";"";"59";"Wind blowing from the west-northwest";"2";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"21.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"2.0";"10.4";"";"";"";"";"";"";
"18.12.2017 11:30";"18.4";"757.9";"765.3";"-0.3";"51";"Wind blowing from the west-northwest";"3";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"7.9";"";"";"";"";"";"";
"18.12.2017 08:30";"13.2";"758.2";"765.7";"1.2";"80";"Wind blowing from the west";"3";"";"";"40%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.7";"";"";"";"";"";"";
"18.12.2017 05:30";"12.6";"757.0";"764.5";"";"93";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"11.5";"";"";"";"";"";"";
"17.12.2017 17:30";"";"";"763.5";"";"";"";"";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"0.3";"9.3";"";"";"";"";"";"";
"17.12.2017 11:30";"18.2";"758.9";"766.3";"0.0";"52";"Wind blowing from the west-northwest";"4";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"8.1";"";"";"";"";"";"";
"17.12.2017 08:30";"13.8";"758.9";"766.4";"1.8";"73";"Wind blowing from the west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"9.1";"";"";"";"";"";"";
"17.12.2017 05:30";"12.6";"757.1";"764.7";"";"84";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"9.9";"";"";"";"";"";"";
"16.12.2017 23:30";"16.4";"757.1";"764.5";"";"68";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"10.4";"";"";"";"";"";"";
"16.12.2017 17:30";"21.0";"755.4";"762.7";"";"65";"Wind blowing from the west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.2";"";"";"";"";"";"2.0";"14.1";"";"";"";"";"";"";
"16.12.2017 11:30";"21.6";"756.9";"764.2";"-0.3";"53";"Wind blowing from the north-west";"5";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"11.6";"";"";"";"";"";"";
"16.12.2017 08:30";"16.0";"757.2";"764.7";"1.4";"79";"Wind blowing from the west";"3";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"1.0";"12.4";"";"";"";"";"";"";
"16.12.2017 05:30";"14.6";"755.8";"763.3";"";"85";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.0";"";"";"";"";"";"";
"15.12.2017 23:30";"17.8";"756.2";"763.6";"";"65";"Wind blowing from the west";"2";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"11.2";"";"";"";"";"";"";
"15.12.2017 17:30";"22.6";"754.2";"761.5";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.6";"";"";"";"";"";"2.0";"10.7";"";"";"";"";"";"";
"15.12.2017 11:30";"22.8";"756.1";"763.4";"-0.1";"47";"Wind blowing from the north-west";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"10.9";"";"";"";"";"";"";
"15.12.2017 08:30";"15.4";"756.2";"763.7";"1.3";"89";"Wind blowing from the west";"3";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"13.6";"";"";"";"";"";"";
"15.12.2017 05:30";"13.4";"754.9";"762.4";"";"93";"Wind blowing from the south-west";"3";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"12.3";"";"";"";"";"";"";
"14.12.2017 23:30";"16.8";"755.3";"762.7";"";"79";"Wind blowing from the north-west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.2";"";"";"";"";"";"";
"14.12.2017 17:30";"22.4";"754.0";"761.3";"";"53";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.8";"";"";"";"";"";"2.0";"12.2";"";"";"";"";"";"";
"14.12.2017 11:30";"23.4";"756.3";"763.6";"0.3";"49";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.2";"";"";"";"";"";"";
"14.12.2017 08:30";"16.6";"756.0";"763.4";"1.6";"82";"Wind blowing from the south-west";"2";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.7";"";"";"";"";"";"";"1.0";"13.4";"";"";"";"";"";"";
"14.12.2017 05:30";"16.0";"754.4";"761.8";"";"91";"Wind blowing from the north-west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"14.6";"";"";"";"";"";"";
"13.12.2017 23:30";"18.6";"754.2";"761.6";"";"84";"Wind blowing from the north-northwest";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"15.9";"";"";"";"";"";"";
"13.12.2017 17:30";"23.8";"753.0";"760.2";"";"54";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.4";"";"";"";"";"";"2.0";"14.0";"";"";"";"";"";"";
"13.12.2017 11:30";"21.0";"755.1";"762.4";"-0.2";"60";"Wind blowing from the north-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"13.12.2017 08:30";"16.8";"755.3";"762.7";"1.7";"86";"Wind blowing from the south-west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.6";"";"";"";"";"";"";"1.0";"14.4";"";"";"";"";"";"";
"13.12.2017 05:30";"16.6";"753.6";"761.0";"";"84";"Wind blowing from the west";"2";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"13.8";"";"";"";"";"";"";
"12.12.2017 23:30";"18.2";"753.5";"760.9";"";"79";"Wind blowing from the north-west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"14.4";"";"";"";"";"";"";
"12.12.2017 17:30";"22.6";"752.2";"759.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.8";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
"12.12.2017 11:30";"22.4";"754.5";"761.8";"-0.2";"64";"Wind blowing from the east-southeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"12.12.2017 08:30";"15.2";"754.7";"762.2";"2.1";"91";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.2";"";"";"";"";"";"";"1.0";"13.8";"";"";"";"";"";"";
"12.12.2017 05:30";"14.0";"752.6";"760.1";"";"89";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"12.2";"";"";"";"";"";"";
"11.12.2017 23:30";"17.6";"752.9";"760.3";"";"82";"Wind blowing from the north-northwest";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"14.5";"";"";"";"";"";"";
"11.12.2017 17:30";"22.2";"752.0";"759.3";"";"69";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"11.12.2017 11:30";"22.4";"754.1";"761.4";"-0.6";"41";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"8.5";"";"";"";"";"";"";
"11.12.2017 08:30";"15.8";"754.7";"762.1";"2.0";"77";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.7";"";"";"";"";"";"";"1.0";"11.8";"";"";"";"";"";"";
"11.12.2017 05:30";"16.0";"752.7";"760.1";"-0.5";"94";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"15.0";"";"";"";"";"";"";
"11.12.2017 02:30";"18.4";"753.2";"760.6";"";"77";"Wind blowing from the north-west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"10.12.2017 23:30";"18.4";"753.2";"760.6";"";"77";"Wind blowing from the north-west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"10.12.2017 17:30";"23.2";"752.2";"759.4";"-1.8";"56";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.1";"";"";"";"";"";"2.0";"14.0";"";"";"";"";"";"";
"10.12.2017 14:30";"23.4";"754.0";"761.2";"";"54";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.5";"";"";"";"";"";"";
"10.12.2017 11:30";"23.4";"754.0";"761.2";"-0.4";"54";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.5";"";"";"";"";"";"";
"10.12.2017 08:30";"15.4";"754.4";"761.8";"1.6";"81";"Wind blowing from the west";"2";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"12.1";"";"";"";"";"";"";
"10.12.2017 05:30";"13.8";"752.8";"760.3";"";"91";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"12.3";"";"";"";"";"";"";
"09.12.2017 23:30";"16.6";"752.9";"760.3";"";"79";"Wind blowing from the north-west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"09.12.2017 17:30";"22.8";"751.6";"758.8";"";"52";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"";"";"";"";"";"2.0";"12.3";"";"";"";"";"";"";
"09.12.2017 11:30";"22.6";"753.7";"761.0";"0.0";"44";"Wind blowing from the south";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"9.7";"";"";"";"";"";"";
"09.12.2017 08:30";"14.4";"753.7";"761.2";"0.7";"79";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.0";"";"";"";"";"";"";"1.0";"10.8";"";"";"";"";"";"";
"09.12.2017 05:30";"15.6";"753.0";"760.4";"";"89";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.8";"";"";"";"";"";"";
"08.12.2017 23:30";"18.0";"753.9";"761.3";"";"90";"Wind blowing from the north-west";"3";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"16.3";"";"";"";"";"";"";
"08.12.2017 17:30";"23.6";"751.9";"759.1";"";"58";"Wind blowing from the north-west";"2";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.9";"";"";"";"";"";"";
"08.12.2017 11:30";"25.0";"753.6";"760.8";"-0.5";"49";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.4";"";"";"";"";"";"";
"08.12.2017 08:30";"17.2";"754.1";"761.5";"1.2";"78";"Wind blowing from the south-west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.3";"";"";"";"";"";"";"1.0";"13.3";"";"";"";"";"";"";
"08.12.2017 05:30";"16.0";"752.9";"760.3";"";"85";"Wind blowing from the west";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"13.5";"";"";"";"";"";"";
"07.12.2017 23:30";"18.4";"753.3";"760.7";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"15.4";"";"";"";"";"";"";
"07.12.2017 17:30";"24.0";"751.8";"759.0";"";"64";"Wind blowing from the west-southwest";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.0";"";"";"";"";"";"1.0";"16.7";"";"";"";"";"";"";
"07.12.2017 11:30";"24.0";"753.0";"760.2";"-0.4";"53";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"13.8";"";"";"";"";"";"";
"07.12.2017 08:30";"16.6";"753.4";"760.8";"1.4";"90";"Wind blowing from the west";"2";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"0.5";"14.9";"";"";"";"";"";"";
"07.12.2017 05:30";"16.0";"752.0";"759.4";"";"79";"Wind blowing from the west";"1";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"1.0";"12.4";"";"";"";"";"";"";
