# Weather station Ghazipur, India, WMO_ID=42482,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42482&lang=en
#
"Local time in Ghazipur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.05.2016 08:30";"31.4";"";"753.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"30.05.2016 17:30";"35.0";"";"749.9";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"29.05.2016 17:30";"32.4";"";"749.4";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"37.7";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"29.05.2016 08:30";"25.4";"";"753.2";"";"81";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"28.7";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.8";"";"";"";"";"";"";
"28.05.2016 08:30";"28.4";"";"752.0";"";"75";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"27.05.2016 17:30";"37.4";"";"747.8";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"27.05.2016 08:30";"32.0";"";"751.7";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"26.05.2016 17:30";"36.4";"";"748.3";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"26.05.2016 08:30";"29.0";"";"751.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"25.05.2016 17:30";"33.2";"";"746.2";"";"39";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.3";"";"";"";"";"";"";
"25.05.2016 08:30";"25.4";"";"749.9";"";"81";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.8";"";"";"";"";"";"";
"11.05.2016 08:30";"29.0";"750.5";"756.2";"";"70";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"10.05.2016 17:30";"38.4";"746.6";"752.1";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"10.05.2016 08:30";"32.0";"751.1";"756.8";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"09.05.2016 17:30";"37.6";"745.5";"751.0";"";"37";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.5";"";"";"";"";"";"";
"08.05.2016 17:30";"37.0";"746.8";"752.3";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"08.05.2016 08:30";"31.4";"750.1";"755.8";"";"54";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"07.05.2016 17:30";"36.0";"746.8";"752.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"07.05.2016 08:30";"28.4";"750.1";"755.8";"";"57";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.2";"";"";"";"";"";"";
"06.05.2016 17:30";"37.0";"746.8";"752.3";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"05.05.2016 17:30";"35.4";"746.9";"752.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"04.05.2016 08:30";"31.4";"749.7";"755.4";"";"54";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.0";"";"";"";"";"";"";
"03.05.2016 17:30";"36.4";"744.6";"750.1";"";"43";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"03.05.2016 08:30";"30.0";"748.6";"754.3";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"02.05.2016 17:30";"37.6";"745.5";"751.0";"";"39";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"02.05.2016 08:30";"31.0";"747.8";"753.4";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"01.05.2016 17:30";"37.4";"743.9";"749.4";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"01.05.2016 08:30";"32.0";"746.9";"752.5";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"30.04.2016 17:30";"40.0";"744.3";"749.8";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"30.04.2016 08:30";"35.0";"747.8";"753.4";"";"24";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"11.4";"";"";"";"";"";"";
"29.04.2016 17:30";"39.4";"746.1";"751.6";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"29.04.2016 08:30";"33.0";"748.4";"754.0";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"28.04.2016 17:30";"40.0";"744.6";"750.1";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"28.04.2016 08:30";"35.2";"747.7";"753.3";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"27.04.2016 17:30";"39.4";"745.8";"751.3";"";"17";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.9";"";"";"";"";"";"";
"27.04.2016 08:30";"34.0";"748.7";"754.3";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"26.04.2016 17:30";"41.0";"746.7";"752.2";"";"14";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"8.3";"";"";"";"";"";"";
"26.04.2016 08:30";"34.0";"";"755.4";"";"24";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.7";"";"";"";"";"";"";
"25.04.2016 17:30";"40.0";"";"750.9";"";"9";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.1";"";"";"";"";"";"";
"25.04.2016 08:30";"32.0";"";"753.3";"";"25";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"23.04.2016 17:30";"39.4";"";"747.0";"";"14";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"6.8";"";"";"";"";"";"";
"22.04.2016 08:30";"33.4";"";"751.8";"";"29";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"21.04.2016 17:30";"39.4";"";"748.4";"";"14";"Wind blowing from the west";"8";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"21.04.2016 08:30";"33.0";"";"752.1";"";"27";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"20.04.2016 17:30";"39.0";"";"750.7";"";"25";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.4";"";"";"";"";"";"";
"20.04.2016 08:30";"34.4";"";"754.0";"";"30";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.3";"";"";"";"";"";"";
"19.04.2016 17:30";"40.4";"";"750.6";"";"13";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"7.0";"";"";"";"";"";"";
"19.04.2016 08:30";"30.0";"748.6";"754.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"18.04.2016 17:30";"39.4";"745.3";"750.8";"";"35";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"18.04.2016 08:30";"29.4";"749.3";"755.0";"";"75";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"17.04.2016 17:30";"36.4";"745.2";"750.7";"";"43";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"16.04.2016 08:30";"31.0";"747.5";"753.1";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"15.04.2016 17:30";"40.0";"744.9";"750.4";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"13.04.2016 17:30";"36.4";"743.4";"748.9";"";"22";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"13.04.2016 08:30";"31.0";"747.1";"752.7";"";"32";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"12.04.2016 17:30";"36.4";"745.3";"750.8";"";"21";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"12.04.2016 08:30";"32.0";"748.7";"754.3";"";"33";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"11.04.2016 17:30";"38.4";"746.1";"751.6";"";"19";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"11.04.2016 08:30";"33.0";"749.6";"755.2";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"10.04.2016 17:30";"38.4";"747.1";"752.6";"";"15";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"7.9";"";"";"";"";"";"";
"10.04.2016 08:30";"32.4";"750.8";"756.4";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"08.04.2016 17:30";"36.4";"747.3";"752.8";"";"41";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"08.04.2016 08:30";"32.0";"750.8";"756.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"07.04.2016 17:30";"36.0";"747.3";"752.9";"";"21";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"06.04.2016 17:30";"37.0";"747.0";"752.5";"";"28";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.5";"";"";"";"";"";"";
"06.04.2016 08:30";"31.4";"749.2";"754.9";"";"36";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"05.04.2016 17:30";"38.0";"744.7";"750.2";"";"24";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"04.04.2016 17:30";"36.0";"746.4";"751.9";"";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"04.04.2016 08:30";"28.4";"750.1";"755.8";"";"78";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.1";"";"";"";"";"";"";
"03.04.2016 17:30";"35.6";"748.2";"753.8";"";"43";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"02.04.2016 17:30";"34.4";"747.2";"752.8";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"02.04.2016 08:30";"26.0";"745.5";"751.2";"";"70";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"01.04.2016 17:30";"35.0";"747.3";"752.9";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"01.04.2016 08:30";"27.0";"749.6";"755.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"31.03.2016 17:30";"36.0";"747.5";"753.1";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"31.03.2016 08:30";"27.0";"752.2";"758.0";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"30.03.2016 17:30";"34.4";"749.8";"755.4";"";"28";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.4";"";"";"";"";"";"";
"29.03.2016 08:30";"26.4";"753.1";"758.9";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"28.03.2016 17:30";"33.0";"750.4";"756.0";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"28.03.2016 08:30";"26.0";"753.6";"759.4";"";"66";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.2";"";"";"";"";"";"";
"27.03.2016 17:30";"30.4";"752.5";"758.2";"";"42";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"16.0";"";"";"";"";"";"";
"27.03.2016 08:30";"27.0";"752.2";"758.0";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.3";"";"";"";"";"";"";
"26.03.2016 08:30";"26.0";"753.6";"759.4";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"25.03.2016 17:30";"33.0";"751.4";"757.0";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"25.03.2016 08:30";"25.4";"755.1";"760.9";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"24.03.2016 17:30";"32.6";"752.0";"757.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"24.03.2016 08:30";"25.0";"754.9";"760.7";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"23.03.2016 17:30";"32.0";"749.8";"755.4";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"23.03.2016 08:30";"24.0";"752.2";"758.0";"";"46";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"22.03.2016 17:30";"30.0";"747.9";"753.6";"";"33";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"22.03.2016 08:30";"25.0";"750.9";"756.7";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"21.03.2016 17:30";"32.0";"748.4";"754.0";"";"31";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"21.03.2016 08:30";"27.0";"751.5";"757.3";"";"56";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"20.03.2016 17:30";"35.0";"748.4";"754.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"19.03.2016 17:30";"33.4";"748.7";"754.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"19.03.2016 08:30";"26.0";"751.7";"757.5";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"18.03.2016 17:30";"31.4";"748.8";"754.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"18.03.2016 08:30";"24.0";"753.1";"758.9";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"17.03.2016 17:30";"30.4";"751.3";"757.0";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"17.03.2016 08:30";"22.4";"755.6";"761.5";"";"63";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.0";"";"";"";"";"";"";
"16.03.2016 17:30";"28.6";"751.2";"756.9";"";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"16.03.2016 08:30";"22.0";"753.6";"759.5";"";"66";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"15.03.2016 17:30";"27.4";"752.2";"757.9";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.7";"";"";"";"";"";"";
"14.03.2016 17:30";"21.0";"751.9";"757.8";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.8";"";"";"";"";"";"";
"14.03.2016 08:30";"19.4";"755.4";"761.3";"";"96";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.8";"";"";"";"";"";"";
"13.03.2016 17:30";"24.0";"752.1";"757.9";"";"71";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"18.3";"";"";"";"";"";"";
"12.03.2016 17:30";"26.0";"751.8";"757.6";"";"55";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"16.3";"";"";"";"";"";"";
"12.03.2016 08:30";"26.4";"751.4";"757.2";"";"62";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"11.03.2016 17:30";"32.0";"751.9";"757.6";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"11.03.2016 08:30";"25.2";"754.8";"760.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"10.03.2016 17:30";"31.4";"751.6";"757.3";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"10.03.2016 08:30";"25.0";"754.8";"760.6";"";"61";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"09.03.2016 17:30";"30.0";"750.8";"756.5";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"08.03.2016 17:30";"29.0";"750.3";"756.0";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"08.03.2016 08:30";"23.4";"752.5";"758.3";"";"78";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.3";"";"";"";"";"";"";
"07.03.2016 17:30";"30.4";"750.3";"756.0";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"07.03.2016 08:30";"23.0";"754.8";"760.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"06.03.2016 17:30";"26.0";"752.6";"758.4";"";"57";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.7";"";"";"";"";"";"";
"06.03.2016 08:30";"23.4";"756.2";"762.1";"";"65";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.5";"";"";"";"";"";"";
"05.03.2016 08:30";"24.4";"754.8";"760.6";"";"80";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"04.03.2016 17:30";"32.6";"751.0";"756.6";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"04.03.2016 08:30";"23.0";"754.7";"760.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"03.03.2016 17:30";"31.4";"753.1";"758.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"02.03.2016 17:30";"30.4";"754.0";"759.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"02.03.2016 08:30";"22.0";"756.8";"762.7";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"01.03.2016 17:30";"28.6";"753.3";"759.0";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"29.02.2016 17:30";"30.0";"755.6";"761.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"29.02.2016 08:30";"23.0";"759.2";"765.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"28.02.2016 17:30";"28.6";"755.7";"761.5";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"27.02.2016 17:30";"28.0";"754.8";"760.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"27.02.2016 08:30";"21.4";"758.6";"764.5";"";"87";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"26.02.2016 17:30";"26.0";"754.2";"760.0";"";"76";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
