# Weather station Shahjahanpur, India, WMO_ID=42266,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42266&lang=en
#
"Local time in Shahjahanpur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.07.2016 08:30";"27.4";"735.3";"748.4";"";"77";"Wind blowing from the east";"1";"";"";"100%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"23.0";"";"";"";"";"";"";
"02.07.2016 17:30";"28.0";"733.7";"746.7";"";"60";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"02.07.2016 08:30";"24.2";"734.5";"747.7";"";"100";"Wind blowing from the east";"2";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"2.0";"24.2";"";"";"";"";"";"";
"01.07.2016 17:30";"31.4";"732.3";"745.1";"";"72";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"01.07.2016 08:30";"35.0";"734.7";"747.4";"";"61";"Wind blowing from the east";"1";"";"";"70 – 80%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.3";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"30.06.2016 17:30";"35.0";"734.0";"746.7";"";"64";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"36.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.3";"";"";"";"";"";"";
"30.06.2016 08:30";"31.6";"736.4";"749.3";"";"75";"Wind blowing from the south-east";"2";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.7";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.6";"";"";"";"";"";"";
"29.06.2016 08:30";"32.0";"738.6";"751.5";"";"72";"Wind blowing from the east";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.4";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.4";"";"";"";"";"";"";
"28.06.2016 17:30";"35.0";"734.7";"747.4";"";"62";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"37.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"28.06.2016 08:30";"30.4";"737.1";"750.1";"";"81";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.8";"";"";"";"";"";"";
"27.06.2016 17:30";"34.0";"733.8";"746.6";"";"64";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"35.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"27.06.2016 08:30";"29.0";"737.1";"750.1";"";"86";"Wind blowing from the east";"1";"";"";"100%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.5";"";"";"";"";"";"";
"26.06.2016 17:30";"33.6";"734.9";"747.7";"";"67";"Wind blowing from the east";"2";"";"";"40%.";" ";"";"";"";"34.9";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"25.06.2016 17:30";"33.0";"735.7";"748.5";"";"69";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"25.06.2016 08:30";"28.4";"737.6";"750.7";"";"91";"Wind blowing from the east";"2";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.1";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.7";"";"";"";"";"";"";
"24.06.2016 17:30";"34.4";"733.3";"746.0";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"24.06.2016 08:30";"30.0";"735.8";"748.8";"";"80";"Wind blowing from the south";"2";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.1";"";"";"";"";"";"";
"23.06.2016 17:30";"34.4";"733.6";"746.3";"";"62";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"23.06.2016 08:30";"27.4";"737.6";"750.7";"";"89";"Wind blowing from the east";"2";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.6";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.4";"";"";"";"";"";"";
"22.06.2016 17:30";"27.4";"736.4";"749.5";"";"92";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.0";"";"";"";"";"";"";
"22.06.2016 08:30";"28.4";"737.7";"750.8";"";"89";"Wind blowing from the east";"2";"";"";"70 – 80%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.4";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.4";"";"";"";"";"";"";
"21.06.2016 17:30";"29.0";"735.5";"748.5";"";"78";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"30.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.7";"";"";"";"";"";"";
"21.06.2016 08:30";"28.0";"736.6";"749.7";"";"92";"Wind blowing from the south";"2";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"26.6";"";"";"";"";"";"";
"20.06.2016 17:30";"26.4";"734.3";"747.4";"";"89";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"36.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.4";"";"";"";"";"";"";
"20.06.2016 08:30";"31.0";"737.7";"750.7";"";"73";"Wind blowing from the east";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.9";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.7";"";"";"";"";"";"";
"19.06.2016 17:30";"35.6";"735.9";"748.6";"";"52";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"37.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.3";"";"";"";"";"";"";
"19.06.2016 08:30";"32.2";"731.5";"744.3";"";"69";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"28.4";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.7";"";"";"";"";"";"";
"18.06.2016 17:30";"34.0";"735.3";"748.1";"";"58";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"18.06.2016 08:30";"30.4";"738.2";"751.2";"";"73";"Wind blowing from the east";"2";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.3";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.0";"";"";"";"";"";"";
"17.06.2016 08:30";"29.8";"737.1";"750.1";"";"77";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"27.1";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.3";"";"";"";"";"";"";
"16.06.2016 17:30";"33.2";"734.1";"746.9";"";"61";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"34.9";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.7";"";"";"";"";"";"";
"16.06.2016 08:30";"37.2";"736.3";"749.0";"";"48";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"24.3";"";"";"";"";"";"";
"15.06.2016 17:30";"39.0";"732.8";"745.3";"";"51";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"14.06.2016 17:30";"36.2";"732.5";"745.1";"";"54";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"37.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"13.06.2016 08:30";"32.4";"735.4";"748.3";"";"54";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.7";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.8";"";"";"";"";"";"";
"12.06.2016 17:30";"39.2";"732.6";"745.1";"";"49";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"40.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"12.06.2016 08:30";"32.0";"736.2";"749.1";"";"64";"Wind blowing from the west";"2";"";"";"70 – 80%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.6";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"24.4";"";"";"";"";"";"";
"11.06.2016 17:30";"39.0";"732.7";"745.2";"";"50";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"26.7";"";"";"";"";"";"";
"11.06.2016 08:30";"30.4";"735.8";"748.7";"";"76";"Wind blowing from the north";"1";"";"";"100%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.8";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.6";"";"";"";"";"";"";
"10.06.2016 17:30";"37.4";"732.9";"745.5";"";"45";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"10.06.2016 08:30";"31.2";"736.7";"749.6";"";"71";"Wind blowing from the east";"2";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.6";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"25.3";"";"";"";"";"";"";
"09.06.2016 17:30";"37.0";"733.3";"745.9";"";"43";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"09.06.2016 08:30";"29.0";"736.8";"749.8";"";"74";"Wind blowing from the east";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.4";"";"";"";"";"";"";"2.0";"23.8";"";"";"";"";"";"";
"08.06.2016 17:30";"35.6";"734.7";"747.4";"";"54";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"08.06.2016 08:30";"28.4";"738.6";"751.7";"";"66";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.5";"";"";"";"";"";"";"2.0";"21.5";"";"";"";"";"";"";
"07.06.2016 08:30";"30.4";"";"752.2";"";"69";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"";"";"";"";"";"2.0";"24.1";"";"";"";"";"";"";
"06.06.2016 17:30";"33.0";"";"749.4";"";"64";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"06.06.2016 08:30";"32.0";"";"753.1";"";"59";"Wind blowing from the east";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"23.0";"";"";"";"";"";"";
"05.06.2016 08:30";"30.0";"";"752.7";"";"74";"Wind blowing from the east";"2";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"24.9";"";"";"";"";"";"";
"04.06.2016 17:30";"35.0";"";"750.0";"";"53";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"04.06.2016 08:30";"32.4";"";"752.0";"";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"28.6";"";"";"";"";"";"";"2.0";"23.8";"";"";"";"";"";"";
"03.06.2016 17:30";"37.0";"";"749.3";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"03.06.2016 08:30";"31.0";"";"752.5";"";"75";"Wind blowing from the east";"3";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.8";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"02.06.2016 17:30";"36.0";"";"749.1";"";"44";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"02.06.2016 08:30";"30.8";"";"752.5";"";"80";"Wind blowing from the east";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.9";"";"";"";"";"";"";"2.0";"26.9";"";"";"";"";"";"";
"01.06.2016 17:30";"38.0";"";"748.5";"";"40";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"01.06.2016 08:30";"31.0";"";"744.7";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"27.2";"";"";"";"";"";"";"2.0";"23.8";"";"";"";"";"";"";
"31.05.2016 17:30";"36.0";"";"749.5";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"31.05.2016 08:30";"29.0";"739.1";"752.2";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"2.0";"23.2";"";"";"";"";"";"";
"30.05.2016 17:30";"33.0";"736.2";"749.0";"";"57";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"29.05.2016 17:30";"31.0";"737.1";"750.0";"";"56";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"29.05.2016 08:30";"25.4";"736.3";"749.5";"";"76";"Wind blowing from the east";"1";"";"";"no clouds";"Clouds generally forming or developing. ";"Drizzle.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.0";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"28.05.2016 08:30";"30.0";"736.4";"749.4";"";"67";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"27.05.2016 17:30";"39.0";"733.3";"745.8";"";"38";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"27.05.2016 08:30";"29.0";"735.3";"748.3";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"26.05.2016 17:30";"36.0";"733.9";"746.6";"";"47";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"26.05.2016 08:30";"29.0";"735.8";"748.8";"";"61";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"25.05.2016 08:30";"26.4";"736.1";"749.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"23.05.2016 08:30";"23.4";"736.8";"750.1";"";"88";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Drizzle.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.3";"";"";"";"";"";"";
"22.05.2016 17:30";"34.4";"732.6";"745.3";"";"54";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"22.05.2016 08:30";"28.4";"736.8";"749.9";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"21.05.2016 17:30";"34.0";"733.0";"745.7";"";"51";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"21.05.2016 08:30";"26.4";"737.8";"751.0";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"20.05.2016 17:30";"36.0";"733.0";"745.7";"";"52";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"20.05.2016 08:30";"29.4";"736.0";"749.0";"";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"19.05.2016 08:30";"29.0";"736.5";"749.5";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"18.05.2016 17:30";"41.0";"736.3";"748.8";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"18.05.2016 08:30";"28.0";"737.0";"750.1";"";"64";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"17.05.2016 08:30";"27.4";"738.1";"751.2";"";"63";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"16.05.2016 17:30";"41.0";"734.3";"746.8";"";"20";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"16.05.2016 08:30";"27.4";"737.6";"750.7";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"15.05.2016 17:30";"40.0";"736.2";"748.8";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"14.05.2016 08:30";"29.0";"737.7";"750.7";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"13.05.2016 17:30";"38.0";"735.5";"748.1";"";"36";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"13.05.2016 08:30";"27.4";"738.2";"751.3";"";"70";"Wind blowing from the east";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.4";"";"";"";"";"";"";
"12.05.2016 17:30";"37.0";"738.8";"751.5";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"12.05.2016 08:30";"27.0";"739.8";"753.0";"";"70";"Wind blowing from the south";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.9";"";"";"";"";"";"";"2.0";"21.0";"";"";"";"";"";"";
"11.05.2016 17:30";"33.0";"739.0";"751.9";"";"50";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"11.05.2016 08:30";"26.4";"743.1";"756.4";"";"66";"Wind blowing from the north";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.6";"";"";"";"";"";"";
"10.05.2016 17:30";"31.4";"738.4";"751.3";"";"52";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"20.5";"";"";"";"";"";"";
"10.05.2016 08:30";"27.0";"739.2";"752.4";"";"70";"Wind blowing from the north";"3";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.0";"";"";"";"";"";"";
"09.05.2016 17:30";"35.4";"739.2";"752.0";"";"42";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"";"36.9";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.6";"";"";"";"";"";"";
"08.05.2016 17:30";"34.6";"739.8";"752.6";"";"34";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.4";"";"";"";"";"";"";
"08.05.2016 08:30";"27.0";"742.3";"755.5";"";"61";"Wind blowing from the east";"2";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.1";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"18.9";"";"";"";"";"";"";
"07.05.2016 17:30";"36.0";"738.6";"751.4";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"07.05.2016 08:30";"27.4";"741.5";"754.7";"";"54";"Wind blowing from the west";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.1";"";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"06.05.2016 17:30";"33.4";"738.7";"751.6";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"06.05.2016 08:30";"25.6";"742.0";"755.3";"";"60";"Wind blowing from the south-east";"2";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.4";"";"";"";"600-1000";"";"";"2.0";"17.3";"";"";"";"";"";"";
