# Weather station Lal Bahadur Shastri / Varanasi (airport), India, METAR=VEBN,selection from 21.08.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=VEBN&lang=en
#
"Local time in Lal Bahadur Shastri / Varanasi (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"29.09.2016 11:00";"28.0";"747.5";"754.6";"84";"Wind blowing from the east-northeast";"3";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"5.0";"25.0";
"29.09.2016 10:30";"26.0";"747.5";"754.6";"94";"Wind blowing from the east-northeast";"3";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"5.0";"25.0";
"29.09.2016 10:00";"26.0";"747.5";"754.6";"94";"Wind blowing from the east-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"5.0";"25.0";
"29.09.2016 09:30";"26.0";"747.5";"754.6";"94";"Wind blowing from the east-northeast";"3";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"5.0";"25.0";
"29.09.2016 09:00";"25.0";"747.5";"754.6";"100";"Wind blowing from the east-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"4.5";"25.0";
"29.09.2016 08:30";"25.0";"747.5";"754.6";"100";"Wind blowing from the east-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"4.0";"25.0";
"29.09.2016 08:00";"24.0";"747.4";"754.6";"100";"Wind blowing from the north-east";"2";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"3.5";"24.0";
"29.09.2016 07:00";"24.0";"746.7";"753.9";"100";"Wind blowing from the north-northeast";"4";"";"Haze";"";"Few clouds (10-30%) 360 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2700 m";"3.0";"24.0";
"29.09.2016 06:00";"24.0";"746.7";"753.9";"100";"Wind blowing from the north-northeast";"5";"";"Haze";"";"Scattered clouds (40-50%) 360 m, scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2700 m";"3.0";"24.0";
"29.09.2016 05:00";"24.0";"746.7";"753.9";"100";"Wind blowing from the north-northeast";"3";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.0";"24.0";
"29.09.2016 04:00";"24.0";"746.7";"753.9";"100";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2700 m";"3.0";"24.0";
"29.09.2016 03:00";"24.0";"746.7";"753.9";"100";"Calm, no wind";"0";"";"Light rain";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.0";"24.0";
"29.09.2016 00:00";"25.0";"747.5";"754.6";"100";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 750 m, scattered clouds (40-50%) 3000 m";"3.5";"25.0";
"28.09.2016 23:00";"25.0";"747.5";"754.6";"100";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 750 m, scattered clouds (40-50%) 3000 m";"3.5";"25.0";
"28.09.2016 22:00";"25.0";"747.5";"754.6";"100";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"3.5";"25.0";
"28.09.2016 21:00";"26.0";"746.8";"753.9";"94";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"3.5";"25.0";
"28.09.2016 20:30";"26.0";"746.8";"753.9";"100";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"3.5";"26.0";
"28.09.2016 20:00";"26.0";"746.8";"753.9";"100";"Wind blowing from the north";"1";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"3.5";"26.0";
"28.09.2016 19:30";"26.0";"746.8";"753.9";"100";"Wind blowing from the north-northeast";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"3.5";"26.0";
"28.09.2016 19:00";"26.0";"746.8";"753.9";"100";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"3.5";"26.0";
"28.09.2016 18:30";"26.0";"746.0";"753.1";"100";"Wind blowing from the north-east";"3";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"4.0";"26.0";
"28.09.2016 18:00";"26.0";"746.0";"753.1";"100";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"4.0";"26.0";
"28.09.2016 17:30";"26.0";"746.0";"753.1";"100";"Wind blowing from the north-east";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"4.0";"26.0";
"28.09.2016 17:00";"26.0";"746.0";"753.1";"100";"Wind blowing from the north-east";"3";"";"Light rain";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"4.0";"26.0";
"28.09.2016 16:30";"26.0";"746.0";"753.1";"100";"Wind blowing from the north-east";"4";"";"Light rain";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"4.0";"26.0";
"28.09.2016 16:00";"26.0";"746.0";"753.1";"100";"Wind blowing from the north";"2";"";"Light rain";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"3.0";"26.0";
"28.09.2016 15:30";"26.0";"746.0";"753.1";"100";"Calm, no wind";"0";"";"Light rain";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"3.0";"26.0";
"28.09.2016 15:00";"26.0";"746.0";"753.1";"100";"Wind blowing from the north-northeast";"1";"";"Light rain";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"3.0";"26.0";
"28.09.2016 14:30";"26.0";"746.8";"753.9";"100";"Wind blowing from the east-northeast";"1";"";"Light rain";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"3.0";"26.0";
"28.09.2016 14:00";"27.0";"746.8";"753.9";"94";"Calm, no wind";"0";"";"Light rain";"";"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"3.5";"26.0";
"28.09.2016 13:30";"27.0";"746.8";"753.9";"89";"Calm, no wind";"0";"";"Light rain";"";"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 3000 m";"5.0";"25.0";
"28.09.2016 13:00";"27.0";"746.8";"753.9";"89";"Wind blowing from the east";"2";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"6.0";"25.0";
"28.09.2016 12:30";"27.0";"747.5";"754.6";"89";"Wind blowing from the east";"3";"";"";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"6.0";"25.0";
"28.09.2016 12:00";"28.0";"747.5";"754.6";"84";"Wind blowing from the east";"4";"";"";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"6.0";"25.0";
"28.09.2016 11:30";"28.0";"747.5";"754.6";"79";"Wind blowing from the east";"4";"";"";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"6.0";"24.0";
"28.09.2016 11:00";"26.0";"748.3";"755.4";"94";"Wind blowing from the east";"4";"";"";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"6.0";"25.0";
"28.09.2016 10:30";"27.0";"748.3";"755.4";"89";"Wind blowing from the east-northeast";"3";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"6.0";"25.0";
"28.09.2016 10:00";"26.0";"748.3";"755.4";"94";"Wind blowing from the east-northeast";"4";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"5.0";"25.0";
"28.09.2016 09:30";"26.0";"748.3";"755.4";"94";"Wind blowing from the east-northeast";"4";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"5.0";"25.0";
"28.09.2016 09:00";"26.0";"748.3";"755.4";"94";"Wind blowing from the east-northeast";"4";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"5.0";"25.0";
"28.09.2016 08:30";"25.0";"748.3";"755.4";"94";"Wind blowing from the north-northeast";"3";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"3.5";"24.0";
"28.09.2016 08:00";"25.0";"748.3";"755.4";"94";"Wind blowing from the north-northeast";"4";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds";"3.0";"24.0";
"28.09.2016 07:00";"25.0";"748.3";"755.4";"94";"Wind blowing from the north-northeast";"3";"";"Light rain";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2700 m";"2.5";"24.0";
"28.09.2016 06:00";"24.0";"747.4";"754.6";"100";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"2.0";"24.0";
"28.09.2016 05:00";"25.0";"746.8";"753.9";"100";"Calm, no wind";"0";"";"Light haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"2.0";"25.0";
"28.09.2016 04:00";"25.0";"746.8";"753.9";"100";"Calm, no wind";"0";"";"Light rain";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"2.0";"25.0";
"28.09.2016 03:00";"25.0";"746.8";"753.9";"100";"Calm, no wind";"0";"";"Light rain";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"2.0";"25.0";
"28.09.2016 00:00";"26.0";"748.3";"755.4";"100";"Calm, no wind";"0";"";"Light thunderstorm, rain";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"2.5";"26.0";
"27.09.2016 23:00";"27.0";"748.3";"755.4";"94";"Wind blowing from the east";"6";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"3.0";"26.0";
"27.09.2016 22:00";"27.0";"748.3";"755.4";"94";"Calm, no wind";"0";"";"Haze";"";"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 3000 m";"3.0";"26.0";
"27.09.2016 21:00";"27.0";"748.3";"755.4";"94";"Calm, no wind";"0";"";"Haze";"";"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 3000 m";"3.0";"26.0";
"27.09.2016 20:00";"28.0";"747.5";"754.6";"89";"Calm, no wind";"0";"";"Haze";"";"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 3000 m";"3.0";"26.0";
"27.09.2016 19:30";"28.0";"747.5";"754.6";"89";"Calm, no wind";"0";"";"Haze";"";"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 3000 m";"3.0";"26.0";
"27.09.2016 19:00";"28.0";"746.8";"753.9";"89";"Calm, no wind";"0";"";"Haze";"";"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 3000 m";"3.0";"26.0";
"27.09.2016 18:30";"28.0";"746.8";"753.9";"89";"Calm, no wind";"0";"";"Haze";"";"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 3000 m";"3.5";"26.0";
"27.09.2016 18:00";"29.0";"746.1";"753.1";"84";"Calm, no wind";"0";"";"Haze";"";"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m";"3.5";"26.0";
"27.09.2016 17:30";"29.0";"746.1";"753.1";"89";"Calm, no wind";"0";"";"Haze";"";"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m";"4.0";"27.0";
"27.09.2016 17:00";"30.0";"746.1";"753.1";"79";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 600 m";"4.0";"26.0";
"27.09.2016 16:30";"30.0";"746.1";"753.1";"79";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 750 m";"4.0";"26.0";
"27.09.2016 16:00";"31.0";"746.1";"753.1";"70";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m";"4.0";"25.0";
"27.09.2016 15:30";"30.0";"746.1";"753.1";"79";"Wind blowing from the east";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m";"4.0";"26.0";
"27.09.2016 15:00";"30.0";"746.1";"753.1";"79";"Wind blowing from the east";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"4.0";"26.0";
"27.09.2016 14:30";"31.0";"746.9";"753.9";"75";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"4.0";"26.0";
"27.09.2016 14:00";"30.0";"746.9";"753.9";"79";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"4.0";"26.0";
"27.09.2016 13:30";"30.0";"747.6";"754.6";"79";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"3.0";"26.0";
"27.09.2016 13:00";"30.0";"747.6";"754.6";"79";"variable wind direction";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"3.0";"26.0";
"27.09.2016 12:30";"30.0";"748.4";"755.4";"79";"Wind blowing from the north-east";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.0";"26.0";
"27.09.2016 12:00";"29.0";"748.3";"755.4";"84";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.0";"26.0";
"27.09.2016 11:30";"29.0";"749.1";"756.2";"84";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.0";"26.0";
"27.09.2016 11:00";"30.0";"749.2";"756.2";"84";"Wind blowing from the east";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.0";"27.0";
"27.09.2016 10:30";"29.0";"749.1";"756.2";"84";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.0";"26.0";
"27.09.2016 10:00";"29.0";"749.1";"756.2";"84";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"2.8";"26.0";
"27.09.2016 09:30";"28.0";"749.1";"756.2";"89";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 3000 m";"2.5";"26.0";
"27.09.2016 09:00";"27.0";"749.1";"756.2";"94";"variable wind direction";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"2.5";"26.0";
"27.09.2016 08:30";"27.0";"749.1";"756.2";"94";"Wind blowing from the north-east";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"2.5";"26.0";
"27.09.2016 08:00";"26.0";"749.1";"756.2";"100";"Wind blowing from the north-northeast";"2";"";"Light rain";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"2.0";"26.0";
"27.09.2016 07:00";"26.0";"748.3";"755.4";"94";"Wind blowing from the north-northeast";"2";"";"Mist";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"2.0";"25.0";
"27.09.2016 06:00";"26.0";"747.5";"754.6";"94";"Wind blowing from the north-northeast";"2";"";"Mist";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"2.0";"25.0";
"27.09.2016 05:00";"26.0";"747.5";"754.6";"94";"Wind blowing from the north-northeast";"1";"";"Mist";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"2.0";"25.0";
"27.09.2016 04:00";"26.0";"747.5";"754.6";"94";"Wind blowing from the north-northeast";"2";"";"Mist";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"2.0";"25.0";
"27.09.2016 03:00";"26.0";"747.5";"754.6";"94";"Wind blowing from the north-northeast";"2";"";"Mist";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"2.0";"25.0";
"27.09.2016 00:00";"26.0";"748.3";"755.4";"94";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"2.0";"25.0";
"26.09.2016 23:00";"26.0";"748.3";"755.4";"94";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"2.0";"25.0";
"26.09.2016 22:00";"26.0";"748.3";"755.4";"94";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 750 m, scattered clouds (40-50%) 3000 m";"2.0";"25.0";
"26.09.2016 21:00";"26.0";"748.3";"755.4";"94";"Wind blowing from the north-east";"2";"";"Mist";"";"Scattered clouds (40-50%) 600 m";"2.0";"25.0";
"26.09.2016 20:30";"26.0";"748.3";"755.4";"94";"Wind blowing from the east-northeast";"1";"";"Mist";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"2.0";"25.0";
"26.09.2016 20:00";"26.0";"747.5";"754.6";"94";"Wind blowing from the north-east";"2";"";"Mist";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"2.0";"25.0";
"26.09.2016 19:30";"26.0";"747.5";"754.6";"94";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"2.0";"25.0";
"26.09.2016 19:00";"26.0";"747.5";"754.6";"100";"Wind blowing from the north-northeast";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"2.5";"26.0";
"26.09.2016 18:30";"26.0";"746.8";"753.9";"100";"Calm, no wind";"0";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.0";"26.0";
"26.09.2016 18:00";"26.0";"746.8";"753.9";"100";"Wind blowing from the east";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.5";"26.0";
"26.09.2016 17:30";"27.0";"746.8";"753.9";"94";"Wind blowing from the north-east";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"4.0";"26.0";
"26.09.2016 17:00";"27.0";"746.8";"753.9";"94";"Wind blowing from the east-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.5";"26.0";
"26.09.2016 16:30";"27.0";"746.8";"753.9";"89";"Wind blowing from the east-northeast";"3";"";"Light rain";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"3.5";"25.0";
"26.09.2016 16:00";"30.0";"746.9";"753.9";"84";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"4.0";"27.0";
"26.09.2016 15:30";"29.0";"746.9";"753.9";"79";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"4.0";"25.0";
"26.09.2016 15:00";"29.0";"746.9";"753.9";"79";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"4.0";"25.0";
"26.09.2016 14:30";"28.0";"746.8";"753.9";"89";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"3.5";"26.0";
"26.09.2016 14:00";"28.0";"747.5";"754.6";"84";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"3.5";"25.0";
"26.09.2016 13:30";"28.0";"747.5";"754.6";"84";"Wind blowing from the north-northeast";"3";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.5";"25.0";
"26.09.2016 13:00";"28.0";"747.5";"754.6";"89";"Wind blowing from the north";"3";"";"Haze";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"3.5";"26.0";
"26.09.2016 12:30";"28.0";"747.5";"754.6";"89";"Wind blowing from the north-east";"3";"";"Haze";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 3000 m";"3.5";"26.0";
"26.09.2016 12:00";"27.0";"748.3";"755.4";"94";"Wind blowing from the north-northeast";"3";"";"Mist";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"3.0";"26.0";
"26.09.2016 11:30";"27.0";"748.3";"755.4";"94";"Wind blowing from the north-east";"2";"";"Mist";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"3.0";"26.0";
"26.09.2016 11:00";"27.0";"748.3";"755.4";"89";"Wind blowing from the north-east";"2";"";"Mist";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"3.0";"25.0";
"26.09.2016 10:30";"27.0";"745.2";"752.3";"89";"Wind blowing from the north-east";"3";"";"Mist";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"2.5";"25.0";
"26.09.2016 10:00";"27.0";"749.1";"756.2";"89";"Wind blowing from the north-east";"4";"";"Mist";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"2.5";"25.0";
"26.09.2016 09:30";"27.0";"748.3";"755.4";"89";"Wind blowing from the north-east";"4";"";"Mist";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"2.5";"25.0";
"26.09.2016 09:00";"27.0";"748.3";"755.4";"89";"Wind blowing from the north-east";"4";"";"Mist";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"2.5";"25.0";
"26.09.2016 08:30";"26.0";"748.3";"755.4";"94";"Wind blowing from the north-east";"3";"";"Mist";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"2.5";"25.0";
"26.09.2016 08:00";"26.0";"748.3";"755.4";"94";"Wind blowing from the north-east";"3";"";"Mist";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2700 m";"2.5";"25.0";
"26.09.2016 07:00";"26.0";"747.5";"754.6";"94";"Wind blowing from the north-east";"3";"";"Light rain";"";"Scattered clouds (40-50%) 450 m, scattered clouds (40-50%) 600 m, overcast (100%) 2400 m";"2.5";"25.0";
"26.09.2016 06:00";"25.0";"747.5";"754.6";"100";"Wind blowing from the north-east";"2";"";"Haze";"";"Broken clouds (60-90%) 600 m, overcast (100%) 2400 m";"2.5";"25.0";
"26.09.2016 05:00";"25.0";"746.8";"753.9";"100";"Wind blowing from the north-east";"2";"";"Thunderstorm";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2400 m";"2.5";"25.0";
"26.09.2016 04:00";"25.0";"746.8";"753.9";"100";"Wind blowing from the north-northeast";"3";"";"Light thunderstorm, rain";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2400 m";"2.5";"25.0";
"26.09.2016 03:00";"25.0";"746.0";"753.1";"100";"Wind blowing from the north-east";"2";"";"Light thunderstorm, rain";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2400 m";"2.5";"25.0";
"26.09.2016 00:00";"26.0";"747.5";"754.6";"94";"Wind blowing from the north-east";"3";"";"Thunderstorm";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"2.5";"25.0";
"25.09.2016 23:00";"26.0";"747.5";"754.6";"94";"Wind blowing from the north-northeast";"2";"";"Light thunderstorm, rain";"";"Scattered clouds (40-50%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m";"2.0";"25.0";
"25.09.2016 21:00";"27.0";"746.8";"753.9";"94";"variable wind direction";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m";"4.0";"26.0";
"25.09.2016 20:30";"27.0";"746.8";"753.9";"94";"variable wind direction";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m";"4.0";"26.0";
"25.09.2016 20:00";"27.0";"746.8";"753.9";"94";"variable wind direction";"1";"";"Haze";"";"Scattered clouds (40-50%) 600 m";"4.0";"26.0";
"25.09.2016 19:30";"27.0";"746.0";"753.1";"94";"Wind blowing from the north-northeast";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m";"4.0";"26.0";
"25.09.2016 19:00";"27.0";"745.2";"752.3";"94";"Wind blowing from the north-east";"2";"";"Haze";"";"Scattered clouds (40-50%) 600 m";"4.0";"26.0";
