# Weather station Hamirpur, India, WMO_ID=42469,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42469&lang=en
#
"Local time in Hamirpur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.10.2016 08:30";"27.2";"745.5";"754.8";"";"90";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"07.10.2016 17:30";"31.2";"743.1";"752.2";"";"84";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"07.10.2016 08:30";"29.2";"745.9";"755.1";"";"83";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"06.10.2016 17:30";"29.2";"743.7";"752.9";"";"83";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"06.10.2016 08:30";"24.2";"746.8";"756.2";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"4.0";"23.9";"";"";"";"";"";"";
"05.10.2016 17:30";"29.2";"740.6";"749.8";"";"98";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"36.2";"";"";"600-1000";"";"";"4.0";"28.9";"";"";"";"";"";"";
"05.10.2016 08:30";"31.2";"745.3";"754.5";"";"84";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"04.10.2016 17:30";"33.2";"742.5";"751.6";"";"66";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"04.10.2016 08:30";"31.2";"746.3";"755.5";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"03.10.2016 17:30";"33.2";"742.5";"751.6";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"02.10.2016 17:30";"33.2";"744.3";"753.4";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"02.10.2016 08:30";"30.2";"746.9";"756.1";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"01.10.2016 17:30";"33.2";"743.0";"752.1";"";"66";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.10.2016 08:30";"30.2";"745.7";"754.9";"";"84";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"30.09.2016 17:30";"32.2";"741.9";"751.0";"";"71";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"30.09.2016 08:30";"29.2";"745.1";"754.3";"";"83";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"29.09.2016 08:30";"29.2";"745.6";"754.8";"";"83";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"28.09.2016 17:30";"31.2";"742.5";"751.6";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"28.09.2016 08:30";"30.2";"745.0";"754.2";"";"77";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"27.09.2016 17:30";"30.2";"742.8";"752.0";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"27.09.2016 08:30";"27.2";"746.3";"755.6";"";"82";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"26.09.2016 17:30";"31.2";"742.4";"751.5";"";"71";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.3";"";"";"";"";"";"";
"26.09.2016 08:30";"29.2";"745.9";"755.1";"";"83";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"25.09.2016 17:30";"31.2";"741.2";"750.3";"";"77";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"25.09.2016 08:30";"29.2";"744.4";"753.6";"";"76";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"24.09.2016 17:30";"30.2";"740.9";"750.1";"";"77";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"24.09.2016 08:30";"29.2";"745.1";"754.3";"";"83";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"26.1";"";"";"";"";"";"";
"23.09.2016 17:30";"30.2";"742.3";"751.5";"";"77";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"23.09.2016 08:30";"30.2";"746.7";"755.9";"";"74";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"22.09.2016 17:30";"29.2";"744.0";"753.2";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"22.09.2016 08:30";"28.2";"746.8";"756.1";"";"83";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"25.1";"";"";"";"";"";"";
"21.09.2016 17:30";"28.2";"743.2";"752.4";"";"91";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"35.2";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"21.09.2016 08:30";"32.2";"745.1";"754.2";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"20.09.2016 17:30";"34.2";"740.8";"749.8";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"20.09.2016 08:30";"31.2";"744.8";"754.0";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"28.3";"";"";"";"";"";"";
"19.09.2016 08:30";"30.2";"744.5";"753.7";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"18.09.2016 17:30";"26.2";"742.2";"751.5";"";"90";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"4.0";"24.5";"";"";"";"";"";"";
"17.09.2016 08:30";"30.2";"745.3";"754.5";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"16.09.2016 17:30";"30.2";"741.8";"751.0";"";"77";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"16.09.2016 08:30";"30.2";"744.9";"754.1";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"15.09.2016 17:30";"31.2";"734.8";"743.8";"";"77";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"15.09.2016 08:30";"30.2";"746.1";"755.3";"";"77";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"14.09.2016 17:30";"31.2";"742.8";"751.9";"";"77";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"14.09.2016 08:30";"28.2";"747.0";"756.3";"";"83";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"25.1";"";"";"";"";"";"";
"13.09.2016 17:30";"28.2";"743.0";"752.2";"";"91";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"13.09.2016 08:30";"29.2";"746.1";"755.3";"";"83";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"12.09.2016 17:30";"35.2";"741.4";"750.4";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"12.09.2016 08:30";"31.2";"744.9";"754.1";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"11.09.2016 17:30";"36.2";"741.2";"750.2";"";"56";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"36.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"11.09.2016 08:30";"31.2";"745.3";"754.5";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"10.09.2016 17:30";"33.2";"741.7";"750.8";"";"60";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"36.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"10.09.2016 08:30";"31.2";"746.0";"755.2";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"09.09.2016 17:30";"33.2";"742.2";"751.3";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"09.09.2016 08:30";"30.2";"745.5";"754.7";"";"77";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"08.09.2016 17:30";"32.2";"742.4";"751.5";"";"71";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"08.09.2016 08:30";"29.2";"744.5";"753.7";"";"83";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"07.09.2016 17:30";"33.2";"741.6";"750.7";"";"60";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"07.09.2016 08:30";"29.2";"743.3";"752.5";"";"70";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"26.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"06.09.2016 17:30";"33.2";"741.5";"750.6";"";"60";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.4";"";"";"";"";"";"";
"05.09.2016 17:30";"32.2";"741.4";"750.5";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"04.09.2016 17:30";"32.2";"741.3";"750.4";"";"65";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"04.09.2016 08:30";"30.2";"743.3";"752.5";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"03.09.2016 17:30";"33.2";"739.0";"748.0";"";"54";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"03.09.2016 08:30";"30.2";"742.4";"751.6";"";"77";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"02.09.2016 17:30";"32.2";"738.5";"747.6";"";"71";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"34.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"02.09.2016 08:30";"30.2";"742.7";"751.9";"";"84";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"27.2";"";"";"";"600-1000";"";"";"4.0";"27.2";"";"";"";"";"";"";
"01.09.2016 17:30";"31.2";"739.3";"748.4";"";"77";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"26.8";"";"";"";"";"";"";
"01.09.2016 08:30";"30.2";"743.8";"753.0";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"31.08.2016 17:30";"31.2";"740.4";"749.5";"";"77";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"32.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"31.08.2016 08:30";"29.2";"743.4";"752.6";"";"76";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"30.08.2016 17:30";"30.2";"739.5";"748.6";"";"84";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"30.08.2016 08:30";"31.2";"743.9";"753.1";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"29.08.2016 08:30";"31.2";"744.8";"754.0";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"28.08.2016 17:30";"33.2";"742.1";"751.2";"";"78";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"35.2";"";"";"600-1000";"";"";"4.0";"28.9";"";"";"";"";"";"";
"28.08.2016 08:30";"31.2";"746.3";"755.5";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"27.08.2016 17:30";"32.2";"741.7";"750.8";"";"78";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"33.2";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"27.08.2016 08:30";"29.2";"745.2";"754.4";"";"83";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"26.1";"";"";"";"";"";"";
"26.08.2016 17:30";"26.2";"741.9";"751.2";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"4.0";"25.9";"";"";"";"";"";"";
"26.08.2016 08:30";"32.0";"744.9";"754.0";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"25.08.2016 17:30";"31.2";"741.3";"750.4";"";"77";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"35.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"24.08.2016 17:30";"31.2";"740.4";"749.5";"";"84";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"23.08.2016 17:30";"27.2";"739.4";"748.6";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"28.2";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"23.08.2016 08:30";"26.2";"742.8";"752.1";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"25.9";"";"";"";"";"";"";
"22.08.2016 17:30";"30.2";"741.0";"750.2";"";"91";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.6";"";"";"";"";"";"";
"21.08.2016 17:30";"30.2";"741.0";"750.2";"";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"28.6";"";"";"";"";"";"";
"21.08.2016 08:30";"28.2";"741.5";"750.7";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"20.08.2016 17:30";"30.2";"739.3";"748.4";"";"91";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"31.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.6";"";"";"";"";"";"";
"20.08.2016 08:30";"28.2";"740.6";"749.8";"";"91";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"25.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"19.08.2016 17:30";"29.2";"736.2";"745.3";"";"91";"Wind blowing from the north-east";"4";"";"";"100%.";" ";"";"";"";"29.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"19.08.2016 08:30";"28.2";"739.0";"748.2";"";"91";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"18.08.2016 17:30";"30.2";"737.1";"746.2";"";"91";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"31.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.6";"";"";"";"";"";"";
"18.08.2016 08:30";"28.2";"740.2";"749.4";"";"91";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"17.08.2016 17:30";"27.2";"737.6";"746.8";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"28.2";"";"";"600-1000";"";"";"2.0";"26.9";"";"";"";"";"";"";
"17.08.2016 08:30";"26.2";"739.3";"748.6";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"23.2";"";"";"";"600-1000";"";"";"4.0";"25.9";"";"";"";"";"";"";
"16.08.2016 17:30";"28.2";"736.8";"746.0";"";"91";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"29.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.5";"";"";"";"";"";"";
"15.08.2016 17:30";"26.2";"738.4";"747.6";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"27.2";"";"";"600-1000";"";"";"4.0";"25.9";"";"";"";"";"";"";
"15.08.2016 08:30";"26.2";"740.1";"749.4";"";"98";"Calm, no wind";"0";"";"";"100%.";"Rain, freezing, slight. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.2";"";"";"";"600-1000";"";"";"4.0";"25.9";"";"";"";"";"";"";
"14.08.2016 08:30";"29.2";"741.6";"750.8";"";"98";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"27.2";"";"";"";"600-1000";"";"";"4.0";"28.9";"";"";"";"";"";"";
"13.08.2016 17:30";"31.2";"740.1";"749.2";"";"91";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"29.6";"";"";"";"";"";"";
"13.08.2016 08:30";"29.2";"742.5";"751.7";"";"91";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"27.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"12.08.2016 08:30";"27.2";"742.7";"752.0";"";"98";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"11.08.2016 17:30";"32.2";"740.2";"749.3";"";"85";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"29.3";"";"";"";"";"";"";
"11.08.2016 08:30";"28.2";"741.8";"751.0";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"27.2";"";"";"";"600-1000";"";"";"4.0";"27.9";"";"";"";"";"";"";
"10.08.2016 17:30";"31.2";"738.7";"747.8";"";"91";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"29.6";"";"";"";"";"";"";
"10.08.2016 08:30";"28.2";"740.5";"749.7";"";"91";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"09.08.2016 17:30";"32.2";"737.2";"746.2";"";"85";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"29.3";"";"";"";"";"";"";
"09.08.2016 08:30";"28.2";"740.6";"749.8";"";"91";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"26.5";"";"";"";"";"";"";
"08.08.2016 17:30";"29.2";"738.3";"747.4";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"30.2";"";"";"600-1000";"";"";"4.0";"28.9";"";"";"";"";"";"";
"08.08.2016 08:30";"27.2";"739.8";"749.0";"";"98";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"26.2";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"07.08.2016 08:30";"29.2";"738.9";"748.1";"";"91";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"27.2";"";"";"";"600-1000";"";"";"4.0";"27.5";"";"";"";"";"";"";
"06.08.2016 17:30";"30.2";"736.8";"745.9";"";"97";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"35.2";"";"";"600-1000";"";"";"4.0";"29.6";"";"";"";"";"";"";
"06.08.2016 08:30";"30.2";"739.9";"749.0";"";"84";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"28.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
