# Weather station Hardoi, India, WMO_ID=42271,selection from 17.11.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42271&lang=en
#
"Local time in Hardoi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.11.2017 17:30";"23.0";"746.8";"759.1";"";"59";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.5";"";"";"";"";"";"2.0";"14.6";"";"";"";"";"";"";
"26.11.2017 08:30";"12.6";"749.9";"762.7";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.2";"";"";"";"";"";"";"2.0";"11.1";"";"";"";"";"";"";
"25.11.2017 17:30";"23.8";"739.2";"751.4";"";"58";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.0";"";"";"";"";"";"2.0";"15.1";"";"";"";"";"";"";
"25.11.2017 08:30";"14.0";"747.1";"759.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.4";"";"";"";"";"";"";"2.0";"9.3";"";"";"";"";"";"";
"24.11.2017 17:30";"22.6";"746.6";"758.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.5";"";"";"";"";"";"2.0";"12.4";"";"";"";"";"";"";
"24.11.2017 08:30";"12.0";"749.2";"762.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.5";"";"";"";"";"";"";"2.0";"8.8";"";"";"";"";"";"";
"23.11.2017 17:30";"22.6";"745.6";"757.9";"";"54";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.0";"";"";"";"";"";"2.0";"12.9";"";"";"";"";"";"";
"23.11.2017 08:30";"12.6";"746.3";"759.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.5";"";"";"";"";"";"";"2.0";"8.2";"";"";"";"";"";"";
"22.11.2017 17:30";"23.0";"744.9";"757.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"24.6";"";"";"";"";"";"2.0";"11.7";"";"";"";"";"";"";
"22.11.2017 08:30";"13.0";"747.6";"760.4";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.5";"";"";"";"";"";"";"2.0";"9.1";"";"";"";"";"";"";
"21.11.2017 17:30";"22.0";"746.9";"759.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.2";"";"";"";"";"";"2.0";"7.4";"";"";"";"";"";"";
"21.11.2017 08:30";"13.0";"746.5";"759.3";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.0";"";"";"";"";"";"";"2.0";"8.2";"";"";"";"";"";"";
"20.11.2017 17:30";"26.0";"747.1";"759.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.0";"";"";"";"";"";"2.0";"10.3";"";"";"";"";"";"";
"20.11.2017 08:30";"16.4";"749.0";"761.7";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"";"";"";"2.0";"11.2";"";"";"";"";"";"";
"19.11.2017 17:30";"26.0";"745.7";"757.9";"";"55";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"16.3";"";"";"";"";"";"";
"19.11.2017 08:30";"18.0";"747.4";"760.0";"";"84";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.3";"";"";"";"";"";"";
"18.11.2017 17:30";"26.5";"748.2";"760.4";"";"56";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"2.0";"17.0";"";"";"";"";"";"";
"18.11.2017 08:30";"18.0";"748.0";"760.6";"";"82";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"15.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"14.9";"";"";"";"";"";"";
"17.11.2017 08:30";"18.4";"747.0";"759.5";"";"81";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"15.0";"";"";"";"";"";"";
"16.11.2017 17:30";"26.0";"743.9";"756.1";"";"61";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.8";"";"";"";"";"";"";
"16.11.2017 08:30";"17.0";"747.7";"760.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.5";"";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"15.11.2017 17:30";"25.6";"744.7";"756.9";"";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.5";"";"";"";"";"";"2.0";"18.0";"";"";"";"";"";"";
"15.11.2017 08:30";"17.0";"746.1";"758.7";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.0";"";"";"";"";"";"";"2.0";"13.5";"";"";"";"";"";"";
"14.11.2017 17:30";"25.4";"743.1";"755.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.5";"";"";"";"";"";"2.0";"16.7";"";"";"";"";"";"";
"14.11.2017 08:30";"16.4";"745.5";"758.1";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.5";"";"";"";"";"";"";"1.0";"13.2";"";"";"";"";"";"";
"13.11.2017 17:30";"24.4";"743.1";"755.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.5";"";"";"";"";"";"2.0";"17.3";"";"";"";"";"";"";
"13.11.2017 08:30";"16.4";"747.4";"760.0";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Fog or ice fog or thick haze.";"Drizzle.";"14.0";"";"";"";"";"";"";"0.5";"14.3";"";"";"";"";"";"";
"12.11.2017 17:30";"25.4";"744.5";"756.7";"";"66";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.8";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"1.0";"18.5";"";"";"";"";"";"";
"12.11.2017 08:30";"17.2";"747.4";"760.0";"";"92";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"1.0";"15.9";"";"";"";"";"";"";
"11.11.2017 17:30";"26.0";"745.4";"757.6";"";"66";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"28.2";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"1.0";"19.2";"";"";"";"";"";"";
"11.11.2017 08:30";"16.6";"749.7";"762.4";"";"94";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.5";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"15.6";"";"";"";"";"";"";
"10.11.2017 17:30";"26.4";"746.6";"758.8";"";"74";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"27.8";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"21.3";"";"";"";"";"";"";
"10.11.2017 08:30";"17.4";"746.8";"759.4";"";"94";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Drizzle.";"15.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.05";"16.4";"";"";"";"";"";"";
"08.11.2017 17:30";"26.6";"745.8";"758.0";"";"68";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.0";"";"";"";"";"";"2.0";"20.2";"";"";"";"";"";"";
"08.11.2017 08:30";"17.8";"746.1";"758.6";"";"92";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Drizzle.";"15.4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"16.5";"";"";"";"";"";"";
"07.11.2017 17:30";"26.6";"746.4";"758.6";"";"69";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"28.0";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"20.4";"";"";"";"";"";"";
"07.11.2017 08:30";"19.0";"748.7";"761.2";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.5";"";"";"";"";"";"";"2.0";"17.0";"";"";"";"";"";"";
"06.11.2017 17:30";"28.4";"747.2";"759.3";"";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.8";"";"";"";"";"";"2.0";"18.4";"";"";"";"";"";"";
"06.11.2017 08:30";"20.0";"748.5";"761.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.0";"";"";"";"";"";"";"2.0";"16.7";"";"";"";"";"";"";
"05.11.2017 17:30";"29.0";"745.8";"757.9";"";"58";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.4";"";"";"";"";"";"2.0";"19.9";"";"";"";"";"";"";
"05.11.2017 08:30";"21.0";"749.3";"761.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.2";"";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"04.11.2017 17:30";"28.4";"747.8";"759.9";"";"58";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.2";"";"";"";"";"";"2.0";"19.4";"";"";"";"";"";"";
"04.11.2017 08:30";"21.0";"748.8";"761.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.0";"";"";"";"";"";"";"2.0";"17.8";"";"";"";"";"";"";
"03.11.2017 17:30";"27.4";"745.5";"757.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.2";"";"";"";"";"";"2.0";"20.8";"";"";"";"";"";"";
"03.11.2017 08:30";"20.6";"747.7";"760.1";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.4";"";"";"";"";"";"";"2.0";"18.4";"";"";"";"";"";"";
"02.11.2017 17:30";"27.8";"745.1";"757.2";"";"66";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.5";"";"";"";"";"";"2.0";"20.9";"";"";"";"";"";"";
"02.11.2017 08:30";"21.6";"748.8";"761.2";"";"89";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.5";"";"";"";"";"";"";"2.0";"19.7";"";"";"";"";"";"";
"01.11.2017 17:30";"28.8";"747.0";"759.1";"";"60";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.4";"";"";"";"";"";"2.0";"20.3";"";"";"";"";"";"";
"01.11.2017 08:30";"21.0";"748.8";"761.2";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.2";"";"";"";"";"";"";"2.0";"19.4";"";"";"";"";"";"";
"31.10.2017 17:30";"29.8";"745.8";"757.8";"";"49";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.5";"";"";"";"";"";"2.0";"17.8";"";"";"";"";"";"";
"31.10.2017 08:30";"19.4";"747.2";"759.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.6";"";"";"";"";"";"";"2.0";"15.7";"";"";"";"";"";"";
"30.10.2017 17:30";"29.6";"745.6";"757.6";"";"49";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.2";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"30.10.2017 08:30";"19.8";"749.3";"761.8";"";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.0";"";"";"";"";"";"";"2.0";"15.1";"";"";"";"";"";"";
"29.10.2017 17:30";"28.8";"745.7";"757.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.4";"";"";"";"";"";"2.0";"19.3";"";"";"";"";"";"";
"29.10.2017 08:30";"21.4";"749.3";"761.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.4";"";"";"";"";"";"";"2.0";"18.5";"";"";"";"";"";"";
"28.10.2017 17:30";"29.0";"745.3";"757.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"";"";"";"";"";"2.0";"21.2";"";"";"";"";"";"";
"28.10.2017 08:30";"20.6";"748.1";"760.6";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.5";"";"";"";"";"";"";"2.0";"18.0";"";"";"";"";"";"";
"27.10.2017 17:30";"29.6";"745.4";"757.4";"";"49";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.0";"";"";"";"";"";"2.0";"17.7";"";"";"";"";"";"";
"27.10.2017 08:30";"19.6";"745.7";"758.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.5";"";"";"";"";"";"";"2.0";"17.0";"";"";"";"";"";"";
"26.10.2017 17:30";"29.5";"745.9";"758.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.0";"";"";"";"";"";"2.0";"19.5";"";"";"";"";"";"";
"26.10.2017 08:30";"20.0";"746.1";"758.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.4";"";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
"25.10.2017 17:30";"30.0";"739.2";"751.1";"";"56";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"32.5";"";"";"";"";"";"2.0";"20.3";"";"";"";"";"";"";
"25.10.2017 08:30";"20.4";"745.6";"758.0";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.0";"";"";"";"";"";"";"2.0";"16.4";"";"";"";"";"";"";
