# Weather station Kohima, India, WMO_ID=42527,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42527&lang=en
#
"Local time in Kohima";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.06.2017 08:30";"22.8";"646.6";"";"";"79";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"17.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.9";"";"";"";"";"";"";
"04.06.2017 17:30";"21.0";"647.0";"";"";"95";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"16.6";"23.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"20.1";"";"";"";"";"";"";
"04.06.2017 08:30";"21.0";"647.0";"";"";"95";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"16.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"20.1";"";"";"";"";"";"";
"03.06.2017 17:30";"20.4";"647.3";"";"";"95";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"22.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.5";"";"";"";"";"";"";
"02.06.2017 17:30";"20.0";"647.2";"";"";"93";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"17.2";"22.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.8";"";"";"";"";"";"";
"01.06.2017 17:30";"22.8";"646.9";"";"";"90";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"17.4";"23.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.0";"";"";"";"";"";"";
"01.06.2017 08:30";"22.8";"646.9";"";"";"90";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"17.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.0";"";"";"";"";"";"";
"31.05.2017 17:30";"22.4";"647.8";"";"";"98";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"14.6";"24.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"22.1";"";"";"";"";"";"";
"31.05.2017 08:30";"22.4";"647.8";"";"";"98";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"14.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"22.1";"";"";"";"";"";"";
"30.05.2017 17:30";"20.0";"647.2";"";"";"95";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"26.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.1";"";"";"";"";"";"";
"30.05.2017 08:30";"20.0";"647.2";"";"";"95";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"15.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.1";"";"";"";"";"";"";
"29.05.2017 17:30";"23.6";"646.8";"";"";"89";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"16.8";"26.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.6";"";"";"";"";"";"";
"29.05.2017 08:30";"23.6";"645.4";"";"";"85";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"17.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"28.05.2017 17:30";"23.2";"645.4";"";"";"86";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"17.0";"25.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"28.05.2017 08:30";"23.2";"645.4";"";"";"86";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"17.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"27.05.2017 17:30";"25.2";"645.4";"";"";"86";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"17.2";"27.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"27.05.2017 08:30";"25.2";"645.4";"";"";"86";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"17.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"26.05.2017 17:30";"23.6";"646.8";"";"";"89";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"26.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.6";"";"";"";"";"";"";
"26.05.2017 08:30";"23.6";"646.8";"";"";"89";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"16.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"21.6";"";"";"";"";"";"";
"25.05.2017 17:30";"24.6";"645.3";"";"";"86";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"17.4";"27.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"25.05.2017 08:30";"24.6";"645.3";"";"";"86";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"17.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"24.05.2017 17:30";"23.8";"647.0";"";"";"89";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"16.7";"27.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"24.05.2017 08:30";"23.8";"647.0";"";"";"89";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"16.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"23.05.2017 08:30";"24.4";"644.8";"";"";"84";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"17.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"22.05.2017 17:30";"";"645.4";"";"";"";"Wind blowing from the north-northeast";"20";"";"";"10%  or less, but not 0";" ";"";"";"";"25.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"22.05.2017 08:30";"23.8";"645.4";"";"";"85";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"16.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"21.05.2017 17:30";"21.8";"645.7";"";"";"88";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"15.6";"25.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.7";"";"";"";"";"";"";
"21.05.2017 08:30";"21.8";"645.7";"";"";"88";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"15.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.7";"";"";"";"";"";"";
"20.05.2017 17:30";"22.6";"647.1";"";"";"85";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"16.2";"24.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"20.05.2017 08:30";"22.6";"647.1";"";"";"85";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"16.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"19.05.2017 17:30";"21.8";"647.7";"";"";"86";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"15.8";"25.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.4";"";"";"";"";"";"";
"19.05.2017 08:30";"21.8";"647.7";"";"";"86";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"15.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.4";"";"";"";"";"";"";
"18.05.2017 17:30";"23.0";"647.1";"";"";"83";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"24.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.0";"";"";"";"";"";"";
"18.05.2017 08:30";"23.0";"647.1";"";"";"83";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"16.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.0";"";"";"";"";"";"";
"17.05.2017 17:30";"23.0";"647.5";"";"";"85";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"15.8";"23.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.3";"";"";"";"";"";"";
"17.05.2017 08:30";"23.0";"647.5";"";"";"85";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"15.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.3";"";"";"";"";"";"";
"16.05.2017 17:30";"22.4";"";"";"";"85";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"16.1";"23.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"16.05.2017 08:30";"22.4";"647.2";"";"";"85";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"16.1";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.7";"";"";"";"";"";"";
"15.05.2017 17:30";"20.6";"647.1";"";"";"93";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"13.6";"24.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.4";"";"";"";"";"";"";
"15.05.2017 08:30";"20.6";"647.1";"";"";"93";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"13.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.4";"";"";"";"";"";"";
"14.05.2017 17:30";"22.0";"647.2";"";"";"86";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"15.6";"24.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.6";"";"";"";"";"";"";
"13.05.2017 17:30";"23.8";"646.9";"";"";"87";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"15.4";"24.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"13.05.2017 08:30";"23.8";"646.9";"";"";"87";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"15.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"12.05.2017 17:30";"22.8";"647.2";"";"";"83";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"16.6";"24.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"12.05.2017 08:30";"22.8";"647.2";"";"";"83";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"16.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"11.05.2017 17:30";"21.0";"646.9";"";"";"90";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"15.2";"24.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.3";"";"";"";"";"";"";
"11.05.2017 08:30";"21.0";"646.9";"";"";"90";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"15.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.3";"";"";"";"";"";"";
"10.05.2017 17:30";"24.0";"647.0";"";"";"90";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"";"25.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"10.05.2017 08:30";"24.0";"647.0";"";"";"90";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"16.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"08.05.2017 08:30";"22.4";"646.3";"";"";"86";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"15.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.0";"";"";"";"";"";"";
