# Weather station Chandrapur, India, WMO_ID=43029,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43029&lang=en
#
"Local time in Chandrapur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.04.2016 08:30";"34.6";"740.4";"756.4";"";"44";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"26.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"28.04.2016 17:30";"41.2";"736.9";"752.5";"";"27";"Wind blowing from the south-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"42.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.8";"";"";"";"";"";"";
"28.04.2016 08:30";"32.0";"740.3";"756.5";"";"50";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"27.04.2016 17:30";"40.0";"736.3";"752.0";"";"34";"Wind blowing from the south-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"43.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.1";"";"";"";"";"";"";
"27.04.2016 08:30";"33.6";"740.5";"756.6";"";"48";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"26.04.2016 17:30";"41.2";"737.1";"752.7";"";"30";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"26.04.2016 08:30";"34.2";"740.4";"756.5";"";"33";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"25.04.2016 17:30";"43.6";"735.8";"751.3";"";"20";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"44.0";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"25.04.2016 08:30";"34.0";"738.9";"754.9";"";"27";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"24.04.2016 17:30";"42.2";"735.1";"750.6";"";"20";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"24.04.2016 08:30";"33.6";"738.3";"754.3";"";"29";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"23.04.2016 17:30";"42.0";"734.6";"750.1";"";"17";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"23.04.2016 08:30";"33.0";"738.8";"754.9";"";"26";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"22.04.2016 17:30";"44.6";"735.3";"750.7";"";"13";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"22.04.2016 08:30";"36.8";"739.5";"755.4";"";"27";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"21.04.2016 17:30";"44.2";"736.0";"751.5";"";"19";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"45.6";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"21.04.2016 08:30";"31.6";"739.3";"755.5";"";"38";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"20.04.2016 17:30";"42.6";"737.5";"753.1";"";"24";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"20.04.2016 08:30";"33.4";"742.1";"758.2";"";"48";"Wind blowing from the south-southeast";"2";"";"";"70 – 80%.";" ";"";"";"31.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"20.9";"";"";"";"";"";"";
"19.04.2016 17:30";"42.0";"737.4";"753.0";"";"23";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"19.04.2016 08:30";"33.0";"740.8";"756.9";"";"54";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"31.2";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"18.04.2016 17:30";"39.0";"736.8";"752.5";"";"33";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"18.04.2016 08:30";"34.2";"740.1";"756.1";"";"48";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"30.2";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"17.04.2016 17:30";"44.2";"734.9";"750.3";"";"20";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"17.04.2016 08:30";"34.2";"739.4";"755.4";"";"55";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"16.04.2016 17:30";"43.6";"735.5";"751.0";"";"32";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"44.8";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"16.04.2016 08:30";"36.0";"740.0";"755.9";"";"48";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"15.04.2016 17:30";"43.2";"736.3";"751.8";"";"35";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"15.04.2016 08:30";"34.0";"740.9";"757.0";"";"43";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"14.04.2016 17:30";"42.2";"736.3";"751.9";"";"36";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"14.04.2016 08:30";"31.6";"739.1";"755.3";"";"36";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"13.04.2016 17:30";"41.2";"735.3";"750.9";"";"38";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"13.04.2016 08:30";"32.6";"739.7";"755.8";"";"39";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"12.04.2016 17:30";"41.6";"736.7";"752.3";"";"39";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"12.04.2016 08:30";"32.2";"740.8";"757.0";"";"41";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"11.04.2016 17:30";"41.6";"738.1";"753.7";"";"33";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"11.04.2016 08:30";"35.0";"735.4";"751.3";"";"35";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"10.04.2016 17:30";"40.6";"739.5";"755.2";"";"32";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"10.04.2016 08:30";"32.4";"742.0";"758.2";"";"47";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"09.04.2016 17:30";"39.6";"739.3";"755.0";"";"41";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"09.04.2016 08:30";"29.2";"741.3";"757.6";"";"53";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"08.04.2016 17:30";"40.0";"738.3";"754.0";"";"31";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"08.04.2016 08:30";"31.2";"742.5";"758.8";"";"43";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"07.04.2016 17:30";"36.2";"738.3";"754.2";"";"43";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"07.04.2016 08:30";"30.4";"734.7";"750.8";"";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"06.04.2016 17:30";"37.6";"738.3";"754.1";"";"38";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"06.04.2016 08:30";"28.4";"743.0";"759.4";"";"75";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"22.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.5";"";"";"";"";"";"";
"05.04.2016 17:30";"33.8";"735.9";"751.9";"";"46";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.7";"";"";"";"";"";"";
"05.04.2016 08:30";"34.0";"740.9";"757.0";"";"43";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"04.04.2016 17:30";"41.0";"736.3";"751.9";"";"22";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"04.04.2016 08:30";"33.2";"734.4";"750.4";"";"45";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"03.04.2016 17:30";"41.0";"738.9";"754.6";"";"38";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"03.04.2016 08:30";"33.0";"734.6";"750.6";"";"45";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"02.04.2016 17:30";"42.8";"737.6";"753.2";"";"30";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"02.04.2016 08:30";"28.6";"740.3";"756.7";"";"49";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"01.04.2016 17:30";"40.6";"738.3";"754.0";"";"30";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"01.04.2016 08:30";"26.6";"740.2";"756.7";"";"61";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"31.03.2016 17:30";"40.0";"739.0";"754.7";"";"37";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"31.03.2016 08:30";"29.0";"742.6";"759.0";"";"61";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"30.03.2016 17:30";"40.2";"740.6";"756.3";"";"29";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"30.03.2016 08:30";"30.4";"744.0";"760.3";"";"59";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"29.03.2016 17:30";"40.2";"739.8";"755.5";"";"34";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"29.03.2016 08:30";"29.4";"744.0";"760.4";"";"62";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"28.03.2016 17:30";"37.0";"740.4";"756.3";"";"47";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"41.3";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"28.03.2016 08:30";"22.4";"744.5";"761.3";"";"85";"Wind blowing from the east-southeast";"2";"";"";"40%.";" ";"";"";"21.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.8";"";"";"";"";"";"";
"27.03.2016 17:30";"39.8";"739.9";"755.7";"";"30";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"27.03.2016 08:30";"30.0";"742.7";"759.0";"";"53";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"26.03.2016 17:30";"38.8";"740.3";"756.1";"";"44";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"26.03.2016 08:30";"30.0";"744.0";"760.4";"";"56";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"25.03.2016 17:30";"38.6";"740.5";"756.3";"";"45";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"25.03.2016 08:30";"24.3";"745.2";"761.9";"";"36";"";"";"";"";"40%.";" ";"";"";"21.6";"";"";"";"2500 or more, or no clouds.";"";"";"3.9";"8.1";"";"";"";"";"";"";
"24.03.2016 17:30";"39.2";"739.9";"755.7";"";"30";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"24.03.2016 08:30";"26.4";"743.7";"760.3";"";"35";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"23.03.2016 17:30";"38.6";"740.5";"756.3";"";"30";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"23.03.2016 08:30";"31.2";"734.9";"751.0";"";"23";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"22.03.2016 17:30";"39.0";"740.9";"756.7";"";"29";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"42.1";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"22.03.2016 08:30";"28.2";"740.9";"757.3";"";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"21.03.2016 17:30";"39.4";"739.6";"755.4";"";"20";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"21.03.2016 08:30";"26.2";"742.6";"759.1";"";"44";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"20.03.2016 17:30";"39.0";"739.8";"755.6";"";"29";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"40.4";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"20.03.2016 08:30";"31.0";"743.7";"760.0";"";"37";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"19.03.2016 17:30";"38.2";"739.5";"755.3";"";"27";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"19.03.2016 08:30";"31.0";"742.9";"759.2";"";"39";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"18.03.2016 17:30";"37.8";"738.9";"754.7";"";"47";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"18.03.2016 08:30";"30.2";"743.1";"759.4";"";"65";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"17.03.2016 17:30";"36.2";"739.4";"755.3";"";"46";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"17.03.2016 08:30";"29.0";"743.2";"759.6";"";"70";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"25.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"16.03.2016 17:30";"34.2";"738.8";"754.8";"";"47";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"16.03.2016 08:30";"25.2";"744.0";"760.6";"";"78";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"22.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"15.03.2016 17:30";"28.6";"739.9";"756.2";"";"54";"Wind blowing from the north-east";"2";"";"";"100%.";"Thunderstorm, but no precipitation at the time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"18.3";"";"";"";"";"";"";
"15.03.2016 08:30";"27.4";"744.0";"760.5";"";"76";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"14.03.2016 17:30";"35.0";"739.8";"755.8";"";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"14.03.2016 08:30";"29.4";"742.2";"758.5";"";"51";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"13.03.2016 17:30";"38.0";"738.0";"753.8";"";"33";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"40.1";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"13.03.2016 08:30";"26.4";"742.2";"758.7";"";"63";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"12.03.2016 17:30";"38.6";"738.1";"753.9";"";"34";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"12.03.2016 08:30";"29.4";"742.2";"758.5";"";"51";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"11.03.2016 17:30";"38.2";"741.5";"757.4";"";"32";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"11.03.2016 08:30";"27.0";"744.2";"760.7";"";"59";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"10.03.2016 17:30";"38.0";"741.4";"757.3";"";"32";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"10.03.2016 08:30";"28.2";"743.8";"760.3";"";"56";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"24.7";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"09.03.2016 17:30";"36.0";"740.0";"755.9";"";"23";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"09.03.2016 08:30";"27.0";"742.5";"759.0";"";"58";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"08.03.2016 17:30";"37.0";"740.0";"755.9";"";"29";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"08.03.2016 08:30";"26.2";"743.0";"759.5";"";"61";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"07.03.2016 17:30";"36.0";"740.7";"756.7";"";"25";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"07.03.2016 08:30";"26.0";"743.8";"760.4";"";"65";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"06.03.2016 17:30";"36.8";"741.1";"757.0";"";"25";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"05.03.2016 17:30";"35.0";"740.6";"756.6";"";"39";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"05.03.2016 08:30";"24.2";"743.8";"760.5";"";"69";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"20.2";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.2";"";"";"";"";"";"";
"04.03.2016 17:30";"23.0";"742.9";"759.6";"";"74";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"37.4";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"18.2";"";"";"";"";"";"";
"04.03.2016 08:30";"28.0";"745.6";"762.1";"";"51";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"03.03.2016 17:30";"35.0";"742.9";"759.0";"";"42";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"03.03.2016 08:30";"27.0";"746.3";"762.9";"";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"02.03.2016 17:30";"33.4";"742.5";"758.6";"";"33";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"02.03.2016 08:30";"27.4";"746.1";"762.6";"";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"01.03.2016 17:30";"35.4";"742.8";"758.8";"";"41";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
