# Weather station Nalgonda, India, WMO_ID=43133,selection from 16.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43133&lang=en
#
"Local time in Nalgonda";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.12.2016 17:30";"27.0";"741.2";"760.3";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"15.6";"";"";"";"";"";"";
"19.12.2016 08:30";"24.0";"744.7";"764.1";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"18.12.2016 17:30";"28.0";"740.5";"759.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"18.12.2016 08:30";"26.5";"744.5";"763.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"17.12.2016 17:30";"27.5";"740.3";"759.4";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"17.12.2016 08:30";"23.0";"744.5";"764.0";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"16.12.2016 17:30";"27.5";"742.0";"761.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"16.12.2016 08:30";"24.0";"744.4";"763.8";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"15.12.2016 17:30";"27.5";"741.1";"760.1";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"15.12.2016 08:30";"25.5";"743.4";"762.7";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"14.12.2016 17:30";"25.5";"740.3";"759.5";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"14.12.2016 08:30";"24.5";"742.0";"761.5";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"22.3";"";"";"";"";"";"";
"13.12.2016 17:30";"27.5";"739.0";"758.1";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"13.12.2016 08:30";"24.5";"741.2";"760.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"12.12.2016 17:30";"26.5";"739.2";"758.3";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"12.12.2016 08:30";"23.5";"740.5";"759.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"11.12.2016 17:30";"26.5";"737.6";"756.7";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"11.12.2016 08:30";"23.5";"740.5";"759.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"10.12.2016 11:30";"22.5";"740.6";"760.1";"0.0";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"31.0";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"10.12.2016 08:30";"22.5";"740.6";"760.1";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"09.12.2016 17:30";"26.5";"738.4";"757.4";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"09.12.2016 08:30";"23.5";"742.2";"761.5";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"08.12.2016 17:30";"26.5";"739.8";"758.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"16.0";"";"";"";"";"";"";
"08.12.2016 08:30";"24.0";"742.9";"762.3";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"07.12.2016 08:30";"23.5";"743.8";"763.2";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"06.12.2016 17:30";"26.5";"741.4";"760.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"06.12.2016 08:30";"24.0";"743.7";"763.1";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"05.12.2016 17:30";"29.0";"740.2";"759.3";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"05.12.2016 08:30";"26.5";"743.6";"762.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"04.12.2016 08:30";"27.5";"744.9";"764.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"03.12.2016 17:30";"29.5";"740.3";"759.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"03.12.2016 08:30";"26.5";"743.8";"763.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"02.12.2016 17:30";"27.5";"740.3";"759.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"02.12.2016 08:30";"23.5";"742.9";"762.3";"";"64";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"19.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.2";"";"";"";"";"";"";
"01.12.2016 17:30";"26.0";"740.3";"759.5";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"01.12.2016 08:30";"25.5";"742.1";"761.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"30.11.2016 17:30";"26.5";"740.3";"759.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"30.11.2016 08:30";"23.5";"744.4";"763.8";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"29.11.2016 17:30";"29.0";"739.0";"758.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"29.11.2016 08:30";"25.5";"742.1";"761.3";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"16.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"22.4";"";"";"";"";"";"";
"28.11.2016 17:30";"29.0";"739.0";"758.1";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"28.11.2016 08:30";"26.5";"742.1";"761.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"27.11.2016 17:30";"29.0";"739.0";"758.1";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"26.11.2016 08:30";"24.5";"742.4";"761.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"25.11.2016 17:30";"28.0";"739.0";"758.1";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"15.7";"";"";"";"";"";"";
"25.11.2016 08:30";"25.0";"742.9";"762.1";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"24.11.2016 17:30";"26.5";"739.0";"758.2";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"24.11.2016 08:30";"25.0";"742.9";"762.2";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"23.11.2016 17:30";"30.0";"739.0";"758.0";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"23.11.2016 08:30";"24.5";"742.1";"761.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"16.2";"";"";"";"";"";"";
"22.11.2016 17:30";"30.0";"739.0";"758.0";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"22.11.2016 08:30";"25.5";"742.1";"761.3";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"21.11.2016 17:30";"30.0";"735.3";"758.6";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"21.11.2016 08:30";"25.0";"742.1";"761.4";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"20.11.2016 17:30";"26.5";"739.7";"758.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"20.11.2016 08:30";"25.5";"742.5";"761.7";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"19.11.2016 17:30";"26.5";"739.0";"758.2";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"19.11.2016 08:30";"24.5";"742.1";"761.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.5";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"18.11.2016 17:30";"28.0";"739.7";"758.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"18.11.2016 08:30";"24.5";"743.5";"762.8";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"17.11.2016 17:30";"28.0";"740.2";"759.2";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"17.11.2016 08:30";"24.5";"744.4";"763.7";"";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"19.8";"";"";"";"";"";"";
"16.11.2016 17:30";"29.5";"740.1";"759.1";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"16.11.2016 08:30";"27.0";"743.0";"762.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"15.11.2016 17:30";"30.0";"740.1";"759.1";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"15.11.2016 08:30";"26.5";"743.1";"762.4";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"14.11.2016 17:30";"30.0";"740.4";"759.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"13.11.2016 08:30";"25.0";"742.9";"762.1";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"12.11.2016 17:30";"27.5";"740.3";"759.4";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"12.11.2016 08:30";"24.5";"743.4";"762.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"14.0";"";"";"";"";"";"";
"11.11.2016 17:30";"27.5";"740.3";"759.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"11.11.2016 08:30";"25.0";"743.4";"762.7";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"10.11.2016 17:30";"27.5";"740.3";"759.4";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"10.11.2016 08:30";"25.0";"743.4";"762.7";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"09.11.2016 17:30";"28.0";"740.2";"759.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"09.11.2016 08:30";"25.0";"743.3";"762.7";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"08.11.2016 17:30";"27.5";"740.2";"759.1";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"08.11.2016 08:30";"27.0";"742.7";"762.0";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"07.11.2016 17:30";"27.5";"740.1";"759.3";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"07.11.2016 08:30";"28.0";"742.6";"761.8";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"06.11.2016 17:30";"30.0";"737.2";"756.1";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"06.11.2016 08:30";"28.0";"740.2";"759.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"05.11.2016 17:30";"30.0";"737.2";"756.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"05.11.2016 08:30";"27.5";"739.7";"758.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"04.11.2016 17:30";"30.5";"737.1";"755.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"04.11.2016 08:30";"28.0";"740.2";"759.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"03.11.2016 17:30";"31.0";"739.2";"758.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"02.11.2016 17:30";"30.5";"740.2";"759.1";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"02.11.2016 08:30";"28.0";"747.1";"761.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"01.11.2016 17:30";"30.0";"739.4";"758.4";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"01.11.2016 08:30";"28.0";"742.6";"761.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"31.10.2016 17:30";"30.0";"741.1";"760.0";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"31.10.2016 08:30";"28.5";"743.5";"762.6";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"30.10.2016 17:30";"30.0";"738.8";"757.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"30.10.2016 08:30";"27.0";"741.8";"753.4";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"29.10.2016 17:30";"30.5";"738.2";"757.0";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"29.10.2016 08:30";"27.0";"740.2";"759.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"28.10.2016 17:30";"30.0";"738.4";"757.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"28.10.2016 08:30";"27.0";"740.3";"759.4";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"27.10.2016 17:30";"29.0";"738.8";"757.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"27.10.2016 08:30";"28.5";"741.9";"760.9";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"26.10.2016 17:30";"29.5";"737.2";"756.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"26.10.2016 08:30";"28.5";"740.2";"759.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"10.0";"17.5";"";"";"";"";"";"";
"25.10.2016 17:30";"29.5";"737.2";"756.1";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"25.10.2016 08:30";"27.5";"740.2";"759.3";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"24.10.2016 17:30";"31.0";"737.2";"755.8";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"24.10.2016 08:30";"27.0";"741.4";"760.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"23.10.2016 17:30";"29.5";"738.4";"757.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"23.10.2016 08:30";"28.0";"741.4";"760.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"22.10.2016 17:30";"28.5";"738.4";"757.4";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"17.3";"";"";"";"";"";"";
"22.10.2016 08:30";"28.5";"740.3";"759.4";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"19.2";"";"";"";"";"";"";
"21.10.2016 17:30";"28.0";"736.5";"755.5";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"21.10.2016 08:30";"28.0";"739.8";"758.8";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"20.10.2016 17:30";"28.0";"736.7";"755.7";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"20.10.2016 08:30";"25.0";"738.5";"757.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"19.10.2016 17:30";"25.0";"736.9";"756.2";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"19.10.2016 08:30";"29.0";"739.7";"758.8";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"18.10.2016 17:30";"28.5";"749.5";"755.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"18.10.2016 08:30";"29.0";"739.6";"758.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"17.10.2016 17:30";"28.4";"738.4";"757.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"17.10.2016 08:30";"28.0";"738.7";"757.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"16.10.2016 17:30";"28.4";"738.8";"757.7";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"16.10.2016 08:30";"29.3";"741.1";"760.1";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"10.10.2016 08:30";"25.8";"738.5";"757.6";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"";"";"";"";"";"";
"09.10.2016 17:30";"28.4";"735.1";"754.3";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"29.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.7";"";"";"";"";"";"";
"09.10.2016 08:30";"27.4";"738.4";"757.3";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"08.10.2016 17:30";"24.8";"735.8";"755.0";"";"96";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.2";"";"";"";"";"";"";
"07.10.2016 08:30";"30.4";"737.0";"755.8";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.1";"";"";"";"";"";"";
