# Weather station Nalgonda, India, WMO_ID=43133,selection from 16.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43133&lang=en
#
"Local time in Nalgonda";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.06.2017 17:30";"36.4";"732.7";"751.0";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"04.06.2017 08:30";"31.0";"736.5";"755.2";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"03.06.2017 17:30";"41.0";"731.2";"749.2";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.6";"";"";"";"";"";"10.0";"24.2";"";"";"";"";"";"";
"03.06.2017 08:30";"37.4";"735.7";"754.1";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.6";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"02.06.2017 17:30";"38.4";"731.9";"750.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.4";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"02.06.2017 08:30";"36.0";"735.1";"753.4";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"01.06.2017 17:30";"39.2";"732.1";"750.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"01.06.2017 08:30";"36.0";"734.3";"752.6";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"21.3";"";"";"";"";"";"";
"31.05.2017 17:30";"40.0";"731.2";"749.2";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"31.05.2017 08:30";"35.4";"733.6";"751.9";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.8";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"30.05.2017 17:30";"39.0";"730.3";"748.4";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"30.05.2017 08:30";"35.4";"733.6";"752.0";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"29.05.2017 17:30";"40.0";"729.9";"747.9";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"29.05.2017 08:30";"36.0";"732.8";"751.2";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"28.05.2017 17:30";"39.0";"730.5";"748.6";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"27.05.2017 17:30";"39.4";"730.6";"748.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"10.0";"25.5";"";"";"";"";"";"";
"27.05.2017 08:30";"33.8";"733.9";"750.3";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.4";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"26.05.2017 17:30";"34.4";"730.9";"749.3";"";"44";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.4";"";"";"";"";"";"";
"26.05.2017 08:30";"36.4";"734.2";"752.5";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.6";"";"";"";"";"";"";"";"26.2";"";"";"";"";"";"";
"25.05.2017 17:30";"";"731.3";"749.2";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"10.0";"19.9";"";"";"";"";"";"";
"25.05.2017 08:30";"37.0";"734.9";"753.2";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.8";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"24.05.2017 17:30";"43.0";"733.9";"751.9";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"10.0";"14.9";"";"";"";"";"";"";
"24.05.2017 08:30";"38.4";"731.2";"749.4";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"22.6";"";"";"";"";"";"";
"23.05.2017 17:30";"42.0";"731.7";"757.4";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"45.0";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"23.05.2017 08:30";"38.4";"731.9";"750.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"22.05.2017 17:30";"41.4";"732.4";"750.5";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"22.05.2017 08:30";"35.0";"731.9";"750.4";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"21.05.2017 17:30";"41.2";"730.9";"749.0";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.4";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"21.05.2017 08:30";"38.0";"734.7";"752.9";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.0";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"20.05.2017 17:30";"43.0";"731.2";"749.1";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"46.2";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"20.05.2017 08:30";"39.4";"735.1";"753.2";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"32.4";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"19.05.2017 17:30";"43.0";"732.7";"750.7";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"46.0";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"19.05.2017 08:30";"38.0";"736.3";"754.6";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"31.0";"";"";"";"";"";"";"10.0";"19.1";"";"";"";"";"";"";
"18.05.2017 17:30";"42.4";"732.1";"750.1";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"46.4";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"17.05.2017 17:30";"42.0";"731.3";"749.4";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"17.05.2017 08:30";"38.0";"734.9";"753.2";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"30.4";"";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"16.05.2017 17:30";"43.4";"730.6";"748.5";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"46.4";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"16.05.2017 08:30";"37.0";"734.2";"752.5";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"29.0";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"15.05.2017 17:30";"40.4";"732.0";"750.1";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.6";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"14.05.2017 17:30";"41.2";"732.2";"750.3";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.5";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"14.05.2017 08:30";"35.4";"736.5";"755.2";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"13.05.2017 17:30";"39.4";"733.6";"751.7";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"12.05.2017 17:30";"38.2";"735.1";"753.4";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"10.0";"20.5";"";"";"";"";"";"";
"12.05.2017 08:30";"33.0";"739.0";"757.6";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"11.05.2017 17:30";"37.0";"735.3";"753.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"11.05.2017 08:30";"32.0";"738.9";"757.7";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"10.05.2017 17:30";"36.4";"735.3";"753.7";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"10.05.2017 08:30";"28.4";"739.0";"758.1";"";"62";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.5";"";"";"";"";"";"";
"09.05.2017 17:30";"37.4";"733.7";"752.0";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"09.05.2017 08:30";"35.2";"737.6";"756.1";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"08.05.2017 17:30";"38.0";"736.9";"755.2";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"08.05.2017 08:30";"34.0";"739.9";"758.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"07.05.2017 17:30";"36.0";"736.6";"754.9";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"07.05.2017 08:30";"28.2";"741.7";"760.7";"";"76";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"25.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"23.6";"";"";"";"";"";"";
"06.05.2017 17:30";"38.4";"736.0";"754.3";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"06.05.2017 08:30";"34.0";"740.2";"758.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"05.05.2017 17:30";"39.4";"737.0";"755.2";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"05.05.2017 08:30";"35.4";"738.1";"756.5";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"04.05.2017 17:30";"37.4";"736.9";"755.2";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.8";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"03.05.2017 08:30";"35.0";"739.6";"758.3";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"02.05.2017 17:30";"37.0";"736.7";"755.1";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"02.05.2017 08:30";"30.4";"740.4";"759.3";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"01.05.2017 17:30";"29.4";"735.9";"754.7";"";"60";"Wind blowing from the south";"2";"";"";"50%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"39.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.7";"";"";"";"";"";"";
"01.05.2017 08:30";"34.4";"739.0";"757.7";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"29.04.2017 17:30";"38.4";"735.1";"753.4";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"29.04.2017 08:30";"33.4";"737.9";"756.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"28.04.2017 17:30";"38.4";"735.0";"756.2";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"28.04.2017 08:30";"36.4";"738.7";"757.2";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.6";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"27.04.2017 17:30";"40.0";"735.4";"753.6";"";"26";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"42.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"17.0";"";"";"";"";"";"";
"27.04.2017 08:30";"34.0";"738.5";"757.0";"";"47";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"27.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"21.3";"";"";"";"";"";"";
"26.04.2017 17:30";"40.4";"734.9";"753.0";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"26.04.2017 08:30";"35.4";"737.8";"756.3";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"25.04.2017 17:30";"40.0";"734.9";"753.0";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"25.04.2017 08:30";"39.4";"738.7";"756.9";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"24.04.2017 17:30";"42.0";"734.7";"752.8";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"24.04.2017 08:30";"36.4";"738.2";"758.0";"";"22";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"23.04.2017 17:30";"40.0";"734.2";"752.4";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"23.04.2017 08:30";"39.4";"737.2";"755.5";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"22.04.2017 17:30";"43.0";"733.5";"751.5";"";"16";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"22.04.2017 08:30";"37.4";"737.3";"755.7";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"21.04.2017 17:30";"39.4";"733.4";"751.4";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"21.04.2017 08:30";"35.4";"737.2";"755.7";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"20.04.2017 17:30";"41.0";"732.9";"751.0";"";"23";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.2";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"20.04.2017 08:30";"32.0";"737.2";"755.9";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"10.0";"16.5";"";"";"";"";"";"";
"19.04.2017 17:30";"37.4";"734.2";"752.5";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"19.04.2017 08:30";"32.4";"738.0";"756.7";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"10.0";"17.0";"";"";"";"";"";"";
"18.04.2017 17:30";"39.4";"733.6";"751.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"10.0";"21.4";"";"";"";"";"";"";
"18.04.2017 08:30";"32.6";"738.1";"756.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"10.0";"17.7";"";"";"";"";"";"";
"17.04.2017 17:30";"40.4";"733.6";"751.6";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"17.04.2017 08:30";"34.0";"736.8";"755.4";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"16.04.2017 17:30";"39.4";"733.9";"752.1";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"10.0";"17.8";"";"";"";"";"";"";
"16.04.2017 08:30";"33.0";"736.4";"755.0";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"19.4";"";"";"";"";"";"";
"15.04.2017 17:30";"38.8";"736.6";"754.9";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"14.04.2017 17:30";"39.0";"735.0";"753.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"14.04.2017 08:30";"29.6";"738.1";"756.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"13.04.2017 17:30";"38.4";"736.0";"754.3";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"12.04.2017 08:30";"29.4";"738.9";"757.9";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"11.04.2017 17:30";"39.0";"734.9";"753.1";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"11.04.2017 08:30";"30.4";"738.3";"757.1";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"10.04.2017 17:30";"37.6";"735.0";"753.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"10.04.2017 08:30";"29.4";"738.1";"757.0";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"09.04.2017 08:30";"35.0";"738.1";"756.7";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"08.04.2017 17:30";"37.6";"735.9";"754.3";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"08.04.2017 08:30";"34.2";"738.8";"757.3";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"07.04.2017 17:30";"37.4";"735.3";"753.7";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"07.04.2017 08:30";"30.0";"738.4";"757.3";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"06.04.2017 17:30";"37.4";"735.1";"753.4";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"06.04.2017 08:30";"31.4";"738.4";"757.1";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"05.04.2017 17:30";"37.4";"735.1";"753.5";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"05.04.2017 08:30";"33.4";"739.0";"757.6";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"24.9";"";"";"";"";"";"";
"04.04.2017 17:30";"35.4";"735.7";"761.8";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"21.7";"";"";"";"";"";"";
"04.04.2017 08:30";"30.0";"740.0";"759.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"03.04.2017 17:30";"35.4";"735.9";"754.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"03.04.2017 08:30";"29.4";"739.7";"758.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"02.04.2017 17:30";"37.0";"735.2";"753.7";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"02.04.2017 08:30";"34.4";"738.4";"756.9";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"01.04.2017 17:30";"37.4";"736.0";"754.3";"";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.6";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"01.04.2017 08:30";"31.0";"739.1";"758.0";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"31.03.2017 17:30";"36.2";"736.8";"755.2";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.4";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"31.03.2017 08:30";"31.4";"740.1";"758.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"30.03.2017 17:30";"36.0";"737.5";"755.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"30.03.2017 08:30";"31.0";"740.8";"759.7";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"29.03.2017 17:30";"38.4";"737.0";"755.3";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"10.0";"18.0";"";"";"";"";"";"";
"29.03.2017 08:30";"31.0";"740.1";"759.1";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"28.03.2017 17:30";"35.0";"737.7";"756.2";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"28.03.2017 08:30";"29.8";"740.8";"760.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"27.03.2017 08:30";"30.4";"741.4";"760.3";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"26.03.2017 17:30";"35.0";"736.9";"755.5";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
