# Weather station Supaul, India, WMO_ID=42393,selection from 09.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42393&lang=en
#
"Local time in Supaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.07.2016 08:30";"27.8";"";"754.3";"";"90";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"25.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"24.07.2016 17:30";"28.0";"";"751.7";"";"95";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"30.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.2";"";"";"";"";"";"";
"24.07.2016 08:30";"26.8";"";"754.2";"";"94";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"23.07.2016 08:30";"28.0";"";"753.3";"";"92";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"24.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"22.07.2016 08:30";"27.8";"";"752.8";"";"89";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"25.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"21.07.2016 08:30";"27.8";"";"752.1";"";"95";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"25.2";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"20.07.2016 08:30";"27.2";"";"751.4";"";"94";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"25.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"18.07.2016 08:30";"27.8";"";"752.6";"";"92";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"24.9";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"17.07.2016 17:30";"28.0";"";"751.6";"";"87";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"29.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"17.07.2016 08:30";"27.2";"";"753.1";"";"95";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"24.1";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"16.07.2016 08:30";"29.2";"";"751.0";"";"88";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"25.1";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.0";"";"";"";"";"";"";
"15.07.2016 08:30";"30.0";"";"750.0";"";"85";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"26.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.2";"";"";"";"";"";"";
"14.07.2016 08:30";"30.6";"";"750.0";"";"84";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"26.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.6";"";"";"";"";"";"";
"12.07.2016 08:30";"30.0";"746.8";"751.0";"";"81";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"25.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"11.07.2016 08:30";"30.2";"745.1";"749.3";"";"80";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"10.07.2016 08:30";"28.8";"744.1";"748.3";"";"88";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"25.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"09.07.2016 08:30";"31.0";"744.4";"748.6";"";"80";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"26.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"08.07.2016 08:30";"29.6";"745.6";"749.8";"";"86";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"25.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"06.07.2016 08:30";"28.0";"745.0";"749.2";"";"89";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"24.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"04.07.2016 17:30";"28.0";"";"746.2";"";"91";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"04.07.2016 08:30";"27.6";"";"747.9";"";"90";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"25.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"25.9";"";"";"";"";"";"";
"03.07.2016 08:30";"29.2";"";"749.4";"";"82";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"25.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"02.07.2016 17:30";"30.6";"";"747.8";"";"77";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"33.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"02.07.2016 08:30";"30.6";"";"750.2";"";"81";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"26.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"01.07.2016 08:30";"29.6";"";"750.4";"";"88";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"26.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.4";"";"";"";"";"";"";
"30.06.2016 17:30";"31.6";"";"748.6";"";"76";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"33.7";"Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"30.06.2016 08:30";"30.4";"";"752.5";"";"81";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"29.06.2016 17:30";"34.2";"";"750.4";"";"65";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"35.1";"Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.8";"";"";"";"";"";"";
"29.06.2016 08:30";"31.6";"";"754.0";"";"79";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"26.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.5";"";"";"";"";"";"";
"28.06.2016 08:30";"29.4";"749.3";"753.5";"";"97";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"25.3";"";"";"";"200-300";"";"";"4.0";"28.8";"";"";"";"";"";"";
"27.06.2016 17:30";"34.2";"745.0";"749.2";"";"72";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"35.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.5";"";"";"";"";"";"";
"27.06.2016 08:30";"30.6";"748.8";"753.0";"";"84";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"26.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.6";"";"";"";"";"";"";
"26.06.2016 17:30";"33.6";"753.3";"757.5";"";"76";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.7";"";"";"";"";"";"";
"25.06.2016 17:30";"30.8";"746.8";"751.0";"";"81";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"30.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.2";"";"";"";"";"";"";
"25.06.2016 08:30";"27.6";"749.7";"754.0";"";"90";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"24.7";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"23.06.2016 17:30";"32.8";"744.7";"748.9";"";"69";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"23.06.2016 08:30";"28.0";"748.6";"752.9";"";"88";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"22.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"22.06.2016 08:30";"27.0";"749.7";"754.0";"";"94";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"23.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"21.06.2016 17:30";"26.0";"747.5";"751.8";"";"94";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"31.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"20.06.2016 17:30";"32.4";"745.8";"750.0";"";"75";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"34.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.5";"";"";"";"";"";"";
"20.06.2016 08:30";"29.8";"749.7";"753.9";"";"82";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"19.06.2016 17:30";"31.0";"747.6";"751.8";"";"80";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"19.06.2016 08:30";"30.0";"750.5";"754.7";"";"81";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"25.3";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"18.06.2016 08:30";"29.6";"748.9";"753.1";"";"81";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"25.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"17.06.2016 08:30";"32.2";"747.3";"751.5";"";"69";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"16.06.2016 17:30";"30.8";"744.7";"748.9";"";"76";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"16.06.2016 08:30";"28.0";"747.1";"751.3";"";"92";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"21.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"15.06.2016 08:30";"29.0";"745.9";"750.1";"";"86";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"14.06.2016 17:30";"30.8";"743.3";"747.5";"";"80";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"13.06.2016 17:30";"32.0";"";"748.4";"";"75";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.0";"";"";"";"";"";"";
"13.06.2016 08:30";"28.8";"";"750.7";"";"80";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
"12.06.2016 08:30";"30.0";"";"750.7";"";"80";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"11.06.2016 08:30";"29.4";"";"750.2";"";"76";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"25.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"10.06.2016 08:30";"31.0";"";"750.6";"";"80";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"25.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"09.06.2016 17:30";"30.0";"";"";"";"80";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"31.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"09.06.2016 08:30";"26.0";"";"754.0";"";"84";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"24.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"08.06.2016 17:30";"31.4";"";"749.8";"";"77";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"32.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.0";"";"";"";"";"";"";
"08.06.2016 08:30";"27.0";"";"754.7";"";"95";"Wind blowing from the east";"1";"";"";"100%.";"Moderate or heavy snow, or rain and snow mixed or hail at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Fog or ice fog or thick haze.";"23.9";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"08.06.2016 05:30";"27.0";"";"754.7";"";"95";"Wind blowing from the east";"1";"";"";"100%.";"Moderate or heavy snow, or rain and snow mixed or hail at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Fog or ice fog or thick haze.";"23.9";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"07.06.2016 17:30";"33.2";"";"750.9";"";"67";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"34.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"26.3";"";"";"";"";"";"";
"07.06.2016 08:30";"25.2";"";"756.3";"";"85";"Wind blowing from the west";"1";"";"";"60%.";"Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"22.4";"";"";"";"200-300";"";"";"4.0";"22.4";"";"";"";"";"";"";
"06.06.2016 17:30";"33.8";"";"752.2";"";"64";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"35.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"06.06.2016 08:30";"30.4";"";"755.8";"";"68";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"25.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"05.06.2016 17:30";"35.6";"";"751.6";"";"60";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"05.06.2016 09:30";"32.2";"";"755.8";"";"71";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"26.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"05.06.2016 08:30";"32.2";"";"755.8";"";"71";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"26.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"04.06.2016 17:30";"35.0";"";"752.8";"";"61";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"36.3";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"04.06.2016 08:30";"32.0";"";"755.2";"";"71";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"25.9";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.1";"";"";"";"";"";"";
"03.06.2016 08:30";"32.4";"";"754.6";"";"70";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"02.06.2016 08:30";"30.8";"";"755.0";"";"70";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"24.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"01.06.2016 17:30";"32.2";"";"751.6";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"33.1";"";"";"";"";"";"4.0";"25.5";"";"";"";"";"";"";
"01.06.2016 08:30";"25.6";"";"754.6";"";"87";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"31.05.2016 08:30";"29.8";"";"754.2";"";"72";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"24.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"30.05.2016 08:30";"29.0";"";"753.4";"";"78";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"22.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
