# Weather station Bagati, India, WMO_ID=42714,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42714&lang=en
#
"Local time in Bagati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.10.2016 17:30";"30.0";"751.8";"752.8";"";"72";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"20.10.2016 08:30";"27.0";"755.8";"756.8";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"19.10.2016 17:30";"30.5";"751.9";"752.9";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"19.10.2016 08:30";"26.5";"756.3";"757.3";"";"92";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"18.10.2016 08:30";"26.5";"755.5";"756.5";"";"88";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"17.10.2016 17:30";"30.0";"753.6";"754.6";"";"72";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"17.10.2016 08:30";"26.0";"754.5";"755.5";"";"84";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"23.1";"";"";"";"";"";"";
"16.10.2016 17:30";"29.5";"754.8";"755.8";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"15.10.2016 17:30";"29.0";"754.5";"755.5";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"15.10.2016 08:30";"25.5";"757.1";"758.1";"";"83";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"14.10.2016 17:30";"29.5";"754.1";"755.1";"";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"14.10.2016 08:30";"28.5";"752.1";"753.1";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"13.10.2016 17:30";"29.0";"753.6";"754.6";"";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"13.10.2016 08:30";"28.0";"753.9";"754.9";"";"92";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"12.10.2016 17:30";"30.0";"751.8";"752.8";"";"85";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"31.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"11.10.2016 17:30";"27.5";"750.6";"751.6";"";"96";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"31.5";"";"";"2000-2500";"";"";"4.0";"26.8";"";"";"";"";"";"";
"10.10.2016 17:30";"28.0";"750.9";"751.9";"";"87";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"10.10.2016 08:30";"28.5";"754.5";"755.5";"";"84";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"25.6";"";"";"";"";"";"";
"09.10.2016 17:30";"27.5";"751.0";"752.0";"";"92";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"2.0";"26.0";"";"";"";"";"";"";
"09.10.2016 08:30";"28.0";"753.9";"754.9";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"25.2";"";"";"";"";"";"";
"08.10.2016 17:30";"26.9";"752.5";"753.5";"";"94";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"26.0";"";"";"2000-2500";"";"";"2.0";"25.8";"";"";"";"";"";"";
"08.10.2016 08:30";"28.0";"754.7";"755.7";"";"92";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"07.10.2016 17:30";"28.5";"751.8";"752.8";"";"97";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"29.5";"";"";"2000-2500";"";"";"2.0";"27.9";"";"";"";"";"";"";
"07.10.2016 08:30";"28.0";"754.5";"755.5";"";"92";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"06.10.2016 17:30";"31.5";"751.2";"752.2";"";"69";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"06.10.2016 08:30";"28.0";"753.9";"754.9";"";"92";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"05.10.2016 17:30";"27.5";"750.8";"751.8";"";"88";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"4.0";"25.4";"";"";"";"";"";"";
"05.10.2016 08:30";"29.5";"753.6";"754.6";"";"89";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"04.10.2016 17:30";"33.0";"750.6";"751.6";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"04.10.2016 08:30";"30.0";"754.6";"755.6";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"03.10.2016 17:30";"32.0";"751.5";"752.5";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"27.9";"";"";"";"";"";"";
"03.10.2016 08:30";"30.0";"753.3";"754.3";"";"88";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"02.10.2016 17:30";"31.5";"753.6";"754.6";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"27.3";"";"";"";"";"";"";
"02.10.2016 08:30";"29.5";"752.7";"753.7";"";"84";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"01.10.2016 17:30";"31.0";"753.3";"754.3";"";"75";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"01.10.2016 08:30";"30.5";"753.7";"754.7";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"30.09.2016 17:30";"32.0";"754.6";"755.6";"";"75";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"27.0";"";"";"";"";"";"";
"30.09.2016 08:30";"28.5";"752.6";"753.6";"";"84";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"29.09.2016 17:30";"30.5";"750.9";"751.9";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"29.09.2016 08:30";"28.5";"752.1";"753.1";"";"88";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"28.09.2016 17:30";"30.5";"751.6";"752.6";"";"82";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"10.0";"27.1";"";"";"";"";"";"";
"27.09.2016 17:30";"30.0";"751.9";"752.9";"";"85";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"32.5";"";"";"2000-2500";"";"";"4.0";"27.2";"";"";"";"";"";"";
"27.09.2016 08:30";"28.5";"751.8";"752.8";"";"97";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"27.9";"";"";"";"";"";"";
"26.09.2016 17:30";"27.5";"752.7";"753.7";"";"96";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"4.0";"26.8";"";"";"";"";"";"";
"26.09.2016 08:30";"28.5";"752.4";"753.4";"";"84";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"25.09.2016 17:30";"28.5";"751.8";"752.8";"";"92";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"4.0";"27.0";"";"";"";"";"";"";
"25.09.2016 08:30";"29.0";"753.4";"754.4";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"26.2";"";"";"";"";"";"";
"24.09.2016 17:30";"27.0";"750.1";"751.1";"";"95";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"4.0";"26.2";"";"";"";"";"";"";
"24.09.2016 08:30";"27.5";"752.4";"753.4";"";"96";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"26.8";"";"";"";"";"";"";
"23.09.2016 17:30";"31.0";"750.9";"751.9";"";"78";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"23.09.2016 08:30";"29.0";"754.5";"755.5";"";"85";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"22.09.2016 08:30";"28.0";"753.3";"754.3";"";"95";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"26.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"21.09.2016 17:30";"26.5";"753.9";"754.9";"";"96";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"4.0";"25.8";"";"";"";"";"";"";
"21.09.2016 08:30";"27.5";"754.0";"755.0";"";"96";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"20.09.2016 17:30";"33.5";"750.0";"751.0";"";"73";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2000-2500";"";"";"4.0";"27.9";"";"";"";"";"";"";
"20.09.2016 08:30";"28.0";"752.8";"753.8";"";"95";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"19.09.2016 08:30";"29.5";"752.2";"753.2";"";"81";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"18.09.2016 08:30";"30.0";"753.6";"754.6";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"17.09.2016 17:30";"29.0";"751.0";"752.0";"";"88";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"17.09.2016 08:30";"30.5";"753.4";"754.4";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"16.09.2016 17:30";"31.5";"750.9";"751.9";"";"82";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2000-2500";"";"";"4.0";"28.1";"";"";"";"";"";"";
"15.09.2016 17:30";"32.0";"751.2";"752.2";"";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"26.4";"";"";"";"";"";"";
"15.09.2016 08:30";"28.0";"753.6";"754.6";"";"92";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"14.09.2016 17:30";"33.5";"752.0";"753.0";"";"73";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"2000-2500";"";"";"4.0";"27.9";"";"";"";"";"";"";
"13.09.2016 17:30";"28.0";"752.2";"753.2";"";"92";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2000-2500";"";"";"4.0";"26.6";"";"";"";"";"";"";
"13.09.2016 08:30";"30.0";"751.9";"752.9";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"12.09.2016 17:30";"27.5";"752.0";"753.0";"";"96";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2000-2500";"";"";"4.0";"26.8";"";"";"";"";"";"";
"12.09.2016 08:30";"30.0";"752.0";"753.0";"";"88";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"27.8";"";"";"";"";"";"";
"11.09.2016 17:30";"31.5";"750.9";"751.9";"";"85";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.7";"";"";"";"";"";"";
"11.09.2016 08:30";"30.5";"753.6";"754.6";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"10.09.2016 17:30";"32.5";"750.0";"751.0";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"27.3";"";"";"";"";"";"";
"09.09.2016 17:30";"31.5";"751.0";"752.0";"";"74";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"34.5";"";"";"2000-2500";"";"";"4.0";"26.4";"";"";"";"";"";"";
"09.09.2016 08:30";"28.0";"750.5";"751.5";"";"87";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"26.5";"";"";"";"2000-2500";"";"";"4.0";"25.7";"";"";"";"";"";"";
"08.09.2016 17:30";"33.0";"750.0";"751.0";"";"73";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"10.0";"27.5";"";"";"";"";"";"";
"07.09.2016 17:30";"32.0";"748.5";"749.5";"";"86";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"33.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"29.3";"";"";"";"";"";"";
"07.09.2016 08:30";"27.0";"750.5";"751.5";"";"94";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"26.5";"";"";"";"2000-2500";"";"";"2.0";"26.0";"";"";"";"";"";"";
"06.09.2016 17:30";"29.5";"748.1";"749.1";"";"89";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"31.0";"";"";"2000-2500";"";"";"2.0";"27.5";"";"";"";"";"";"";
"06.09.2016 08:30";"28.0";"749.6";"750.6";"";"98";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"26.0";"";"";"";"2000-2500";"";"";"2.0";"27.7";"";"";"";"";"";"";
"05.09.2016 17:30";"32.5";"750.7";"751.7";"";"83";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2000-2500";"";"";"4.0";"29.2";"";"";"";"";"";"";
"05.09.2016 08:30";"29.0";"749.3";"750.3";"";"92";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"26.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"04.09.2016 17:30";"33.0";"747.8";"748.8";"";"69";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"33.0";"";"";"2000-2500";"";"";"2.0";"26.6";"";"";"";"";"";"";
"04.09.2016 08:30";"29.0";"750.0";"751.0";"";"88";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"03.09.2016 17:30";"30.5";"747.4";"748.4";"";"85";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"2000-2500";"";"";"4.0";"27.7";"";"";"";"";"";"";
"03.09.2016 08:30";"28.5";"749.7";"750.7";"";"97";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"26.5";"";"";"";"2000-2500";"";"";"4.0";"27.9";"";"";"";"";"";"";
"02.09.2016 17:30";"33.5";"755.1";"756.1";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"28.8";"";"";"";"";"";"";
"02.09.2016 08:30";"30.0";"752.6";"753.6";"";"88";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"28.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"01.09.2016 17:30";"31.0";"749.2";"750.2";"";"88";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"33.5";"";"";"2000-2500";"";"";"4.0";"28.8";"";"";"";"";"";"";
"01.09.2016 08:30";"29.0";"752.0";"753.0";"";"88";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"31.08.2016 17:30";"34.5";"750.3";"751.3";"";"71";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"36.5";"";"";"2000-2500";"";"";"4.0";"28.4";"";"";"";"";"";"";
"30.08.2016 17:30";"32.5";"749.2";"750.2";"";"79";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"28.3";"";"";"";"";"";"";
"30.08.2016 08:30";"30.5";"752.2";"753.2";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"27.7";"";"";"";"";"";"";
"29.08.2016 17:30";"30.5";"751.1";"752.1";"";"78";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"4.0";"26.2";"";"";"";"";"";"";
"29.08.2016 08:30";"31.0";"755.1";"756.1";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"27.4";"";"";"";"";"";"";
"28.08.2016 17:30";"32.5";"751.5";"752.5";"";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"26.9";"";"";"";"";"";"";
"28.08.2016 08:30";"30.0";"754.6";"755.6";"";"85";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"27.08.2016 17:30";"33.5";"750.3";"751.3";"";"67";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"35.5";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.5";"";"";"";"";"";"";
"27.08.2016 08:30";"30.0";"751.9";"752.9";"";"85";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"27.2";"";"";"";"";"";"";
"26.08.2016 17:30";"32.5";"750.9";"751.9";"";"76";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"26.08.2016 08:30";"31.0";"753.9";"754.9";"";"86";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"27.5";"";"";"";"2000-2500";"";"";"4.0";"28.3";"";"";"";"";"";"";
"25.08.2016 17:30";"30.0";"750.0";"751.0";"";"88";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"4.0";"27.8";"";"";"";"";"";"";
"25.08.2016 08:30";"30.5";"750.6";"751.6";"";"82";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"27.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"24.08.2016 17:30";"33.0";"749.1";"750.1";"";"79";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.9";"";"";"";"";"";"";
"24.08.2016 08:30";"30.0";"752.4";"753.4";"";"78";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"25.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"23.08.2016 17:30";"28.5";"750.2";"751.2";"";"88";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"32.5";"";"";"2000-2500";"";"";"4.0";"26.4";"";"";"";"";"";"";
"22.08.2016 17:30";"28.0";"751.4";"752.4";"";"85";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"22.08.2016 08:30";"24.5";"752.4";"753.4";"";"99";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"24.0";"";"";"";"2000-2500";"";"";"2.0";"24.4";"";"";"";"";"";"";
"21.08.2016 17:30";"27.5";"741.7";"742.7";"";"92";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"27.5";"";"";"2000-2500";"";"";"2.0";"26.0";"";"";"";"";"";"";
"21.08.2016 08:30";"28.0";"749.5";"750.5";"";"92";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"27.5";"";"";"";"2000-2500";"";"";"2.0";"26.6";"";"";"";"";"";"";
"20.08.2016 17:30";"33.5";"748.5";"749.5";"";"76";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.8";"";"";"";"";"";"";
"20.08.2016 08:30";"29.5";"748.7";"749.7";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.5";"";"";"";"";"";"";"10.0";"26.6";"";"";"";"";"";"";
"19.08.2016 17:30";"31.0";"748.8";"749.8";"";"86";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"32.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.3";"";"";"";"";"";"";
"19.08.2016 08:30";"29.0";"747.3";"748.3";"";"88";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"18.08.2016 17:30";"30.5";"747.0";"748.0";"";"82";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"32.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"18.08.2016 08:30";"29.0";"747.4";"748.4";"";"88";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"26.5";"";"";"";"2000-2500";"";"";"4.0";"26.8";"";"";"";"";"";"";
"17.08.2016 17:30";"27.5";"741.6";"742.6";"";"92";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"32.0";"";"";"2000-2500";"";"";"2.0";"26.0";"";"";"";"";"";"";
"16.08.2016 17:30";"34.0";"742.8";"743.8";"";"64";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"16.08.2016 08:30";"32.0";"748.4";"749.4";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.5";"";"";"";"";"";"";"10.0";"27.9";"";"";"";"";"";"";
"15.08.2016 17:30";"32.5";"745.0";"746.0";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"27.4";"";"";"";"";"";"";
"14.08.2016 17:30";"29.5";"746.4";"747.4";"";"92";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"2.0";"28.0";"";"";"";"";"";"";
"14.08.2016 08:30";"30.5";"750.0";"751.0";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"10.0";"27.1";"";"";"";"";"";"";
"13.08.2016 17:30";"33.5";"747.8";"748.8";"";"73";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"13.08.2016 08:30";"29.5";"749.4";"750.4";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"26.0";"";"";"";"";"";"";
"12.08.2016 17:30";"30.0";"748.2";"749.2";"";"92";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"2.0";"28.6";"";"";"";"";"";"";
"12.08.2016 08:30";"29.5";"748.7";"749.7";"";"84";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"27.0";"";"";"";"2000-2500";"";"";"4.0";"26.6";"";"";"";"";"";"";
