# Weather station Paro (airport), Bhutan, METAR=VQPR,selection from 26.09.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=VQPR&lang=en
#
"Local time in Paro (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"11.01.2014 06:50";"-5.0";"578.2";"768.1";"86";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"-7.0";
"10.01.2014 09:50";"6.0";"584.7";"768.1";"42";"Wind blowing from the south-southeast";"1";"";"";"";"No clouds";"10.0 and more";"-6.0";
"10.01.2014 08:50";"1.0";"581.8";"768.1";"60";"Wind blowing from the north";"2";"";"";"";"No clouds";"10.0 and more";"-6.0";
"10.01.2014 07:50";"-4.0";"578.2";"767.3";"80";"Wind blowing from the north-northwest";"3";"";"";"";"No clouds";"10.0 and more";"-7.0";
"09.01.2014 12:50";"14.0";"585.1";"762.8";"29";"Calm, no wind";"0";"";"";"";"No clouds";"8.0";"-4.0";
"09.01.2014 11:50";"11.0";"584.6";"764.3";"35";"Wind blowing from the east";"1";"";"";"";"No clouds";"8.0";"-4.0";
"09.01.2014 10:50";"9.0";"585.2";"766.6";"43";"Calm, no wind";"0";"";"";"";"No clouds";"8.0";"-3.0";
"09.01.2014 09:50";"6.0";"584.1";"767.3";"53";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 450 m, scattered clouds (40-50%) 1800 m";"8.0";"-3.0";
"09.01.2014 08:50";"2.0";"582.3";"768.1";"75";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1500 m";"6.0";"-2.0";
"08.01.2014 11:50";"10.0";"584.0";"764.3";"32";"Wind blowing from the south";"3";"";"";"";"No clouds";"10.0 and more";"-6.0";
"08.01.2014 10:50";"7.0";"583.5";"765.8";"42";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-5.0";
"08.01.2014 08:50";"-1.0";"580.6";"768.1";"80";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"08.01.2014 07:50";"-5.0";"578.2";"768.1";"86";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-7.0";
"08.01.2014 06:50";"-5.0";"577.6";"767.3";"86";"Wind blowing from the north-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-7.0";
"07.01.2014 11:50";"1.0";"577.7";"762.8";"51";"Wind blowing from the south-southwest";"2";"";"";"";"No clouds";"10.0 and more";"-8.0";
"07.01.2014 08:50";"-2.0";"578.2";"765.8";"74";"Wind blowing from the east-northeast";"1";"";"";"";"No clouds";"10.0 and more";"-6.0";
"07.01.2014 07:50";"-5.0";"575.8";"765.0";"86";"Wind blowing from the south";"2";"";"";"";"No clouds";"10.0 and more";"-7.0";
"07.01.2014 06:50";"-6.0";"574.1";"763.5";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-8.0";
"06.01.2014 14:50";"12.0";"581.1";"759.0";"24";"Wind blowing from the south-east";"10";"13";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-8.0";
"06.01.2014 13:50";"12.0";"581.1";"759.0";"26";"Wind blowing from the south-east";"14";"16";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-7.0";
"06.01.2014 10:50";"7.0";"581.7";"763.5";"46";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"06.01.2014 09:50";"4.0";"581.2";"765.0";"61";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 600 m";"8.0";"-3.0";
"06.01.2014 08:50";"0.0";"578.8";"765.0";"75";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 600 m";"8.0";"-4.0";
"06.01.2014 07:50";"-4.0";"576.4";"765.0";"93";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 600 m";"8.0";"-5.0";
"06.01.2014 06:50";"-4.0";"575.3";"763.5";"86";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 600 m";"8.0";"-6.0";
"05.01.2014 13:50";"15.0";"582.1";"758.2";"25";"Wind blowing from the south-east";"5";"12";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"-5.0";
"05.01.2014 12:50";"16.0";"583.2";"759.0";"22";"Wind blowing from the south-southeast";"7";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"-6.0";
"05.01.2014 09:50";"7.0";"582.9";"765.0";"53";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"-2.0";
"05.01.2014 08:50";"4.0";"581.2";"765.0";"65";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 1800 m";"8.0";"-2.0";
"04.01.2014 12:50";"15.0";"585.0";"762.0";"31";"Wind blowing from the south-west";"3";"";"";"";"No clouds";"10.0 and more";"-2.0";
"04.01.2014 11:50";"11.0";"584.6";"764.3";"41";"Wind blowing from the south";"2";"";"";"";"No clouds";"10.0 and more";"-2.0";
"04.01.2014 10:50";"8.0";"584.0";"765.8";"50";"Wind blowing from the south-southeast";"1";"";"";"";"No clouds";"10.0 and more";"-2.0";
"04.01.2014 09:50";"5.0";"584.1";"768.1";"66";"Wind blowing from the east";"2";"";"";"";"Few clouds (10-30%) 900 m";"9.0";"-1.0";
"04.01.2014 08:50";"3.0";"583.5";"768.9";"70";"Wind blowing from the north-northwest";"2";"";"Mist";"";"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1800 m";"5.0";"-2.0";
"04.01.2014 07:50";"2.0";"582.3";"768.1";"81";"Wind blowing from the north-northwest";"3";"";"Mist";"";"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1800 m";"5.0";"-1.0";
"04.01.2014 06:50";"2.0";"581.7";"767.3";"75";"Wind blowing from the west-southwest";"2";"";"Mist";"";"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1800 m";"5.0";"-2.0";
"03.01.2014 12:50";"15.0";"586.1";"763.5";"23";"Wind blowing from the south";"3";"";"";"";"No clouds";"10.0 and more";"-6.0";
"03.01.2014 11:50";"12.0";"585.7";"765.0";"28";"Wind blowing from the south";"3";"";"";"";"No clouds";"10.0 and more";"-6.0";
"03.01.2014 09:50";"4.0";"584.1";"768.9";"61";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-3.0";
"03.01.2014 08:50";"0.0";"581.8";"768.9";"75";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-4.0";
"02.01.2014 07:50";"-4.0";"578.8";"768.1";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-6.0";
"02.01.2014 06:50";"-5.0";"577.6";"767.3";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-7.0";
"01.01.2014 13:50";"19.0";"587.1";"762.0";"18";"Wind blowing from the south-southeast";"6";"";"";"";"No clouds";"10.0 and more";"-6.0";
"01.01.2014 12:50";"16.0";"586.7";"763.5";"16";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-10.0";
"01.01.2014 10:50";"9.0";"585.7";"767.3";"25";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-10.0";
"01.01.2014 09:50";"5.0";"584.7";"768.9";"33";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-10.0";
"01.01.2014 08:50";"0.0";"582.3";"769.6";"55";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-8.0";
"01.01.2014 07:50";"-4.0";"579.9";"769.6";"69";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-9.0";
"01.01.2014 06:50";"-5.0";"578.8";"768.9";"74";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-9.0";
"31.12.2013 12:50";"15.0";"587.9";"765.8";"13";"Wind blowing from the south-east";"3";"";"";"";"No clouds";"10.0 and more";"-13.0";
"31.12.2013 11:50";"13.0";"588.0";"767.3";"18";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"-11.0";
"31.12.2013 10:50";"9.0";"587.5";"769.6";"25";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-10.0";
"31.12.2013 09:50";"4.0";"585.8";"771.1";"42";"Wind blowing from the east-northeast";"1";"";"";"";"No clouds";"10.0 and more";"-8.0";
"31.12.2013 08:50";"-1.0";"583.4";"771.9";"64";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-7.0";
"31.12.2013 06:50";"-5.0";"580.4";"771.1";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-8.0";
"30.12.2013 13:50";"17.0";"587.2";"763.5";"16";"Wind blowing from the south";"4";"";"";"";"No clouds";"10.0 and more";"-9.0";
"30.12.2013 12:50";"14.0";"586.7";"765.0";"21";"Wind blowing from the south";"3";"";"";"";"No clouds";"10.0 and more";"-8.0";
"30.12.2013 11:50";"12.0";"586.9";"766.6";"26";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"-7.0";
"30.12.2013 10:50";"8.0";"585.8";"768.1";"34";"Wind blowing from the south-southwest";"1";"";"";"";"No clouds";"10.0 and more";"-7.0";
"30.12.2013 09:50";"4.0";"584.6";"769.6";"52";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"30.12.2013 08:50";"-1.0";"581.7";"769.6";"75";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"30.12.2013 07:50";"-5.0";"579.3";"769.6";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-7.0";
"30.12.2013 06:50";"-6.0";"578.1";"768.9";"93";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-7.0";
"29.12.2013 12:50";"15.0";"585.0";"762.0";"18";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-9.0";
"29.12.2013 11:50";"12.0";"584.5";"763.5";"26";"Wind blowing from the south-southwest";"2";"";"";"";"No clouds";"10.0 and more";"-7.0";
"29.12.2013 10:50";"8.0";"584.0";"765.8";"46";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-3.0";
"28.12.2013 13:50";"16.0";"583.8";"759.7";"25";"Wind blowing from the south-east";"5";"13";"";"";"No clouds";"10.0 and more";"-4.0";
"28.12.2013 12:50";"15.0";"583.8";"760.5";"25";"Wind blowing from the south";"3";"";"";"";"No clouds";"10.0 and more";"-5.0";
"28.12.2013 11:50";"12.0";"584.0";"762.8";"28";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-6.0";
"28.12.2013 10:50";"9.0";"584.0";"765.0";"37";"Wind blowing from the south";"3";"";"";"";"No clouds";"10.0 and more";"-5.0";
"28.12.2013 09:50";"6.0";"583.5";"766.6";"42";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-6.0";
"28.12.2013 08:50";"0.0";"580.0";"766.6";"69";"Wind blowing from the north-northeast";"1";"";"";"";"No clouds";"10.0 and more";"-5.0";
"28.12.2013 07:50";"-3.0";"578.2";"766.6";"80";"Wind blowing from the north-northwest";"2";"";"";"";"No clouds";"10.0 and more";"-6.0";
"28.12.2013 06:50";"-4.0";"577.0";"765.8";"80";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-7.0";
"27.12.2013 12:50";"16.0";"584.4";"760.5";"22";"Wind blowing from the east-southeast";"3";"";"";"";"No clouds";"10.0 and more";"-6.0";
"27.12.2013 10:50";"8.0";"583.4";"765.0";"43";"Wind blowing from the south";"2";"";"";"";"No clouds";"10.0 and more";"-4.0";
"27.12.2013 09:50";"5.0";"583.5";"767.3";"53";"Wind blowing from the east-southeast";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-4.0";
"27.12.2013 08:50";"0.0";"580.6";"767.3";"75";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-4.0";
"27.12.2013 07:50";"-4.0";"578.2";"767.3";"93";"Wind blowing from the north";"1";"";"";"";"No clouds";"10.0 and more";"-5.0";
"26.12.2013 12:50";"16.0";"585.5";"762.0";"22";"Wind blowing from the south";"2";"";"";"";"No clouds";"10.0 and more";"-6.0";
"26.12.2013 11:50";"13.0";"585.7";"764.3";"28";"Wind blowing from the south-southeast";"3";"";"";"";"No clouds";"10.0 and more";"-5.0";
"26.12.2013 10:50";"8.0";"584.0";"765.8";"46";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"-3.0";
"26.12.2013 09:50";"5.0";"583.5";"767.3";"61";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-2.0";
"26.12.2013 07:50";"-3.0";"579.4";"768.1";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-5.0";
"26.12.2013 06:50";"-4.0";"578.2";"767.3";"86";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-6.0";
"25.12.2013 13:50";"18.0";"586.6";"762.0";"21";"Wind blowing from the south-southwest";"2";"";"";"";"No clouds";"10.0 and more";"-5.0";
"25.12.2013 11:50";"13.0";"586.2";"765.0";"26";"Wind blowing from the south-east";"3";"";"";"";"No clouds";"10.0 and more";"-6.0";
"25.12.2013 10:50";"9.0";"585.7";"767.3";"40";"Wind blowing from the south-southeast";"4";"";"";"";"No clouds";"10.0 and more";"-4.0";
"24.12.2013 11:50";"12.0";"586.3";"765.8";"30";"Wind blowing from the south-east";"3";"";"";"";"No clouds";"10.0 and more";"-5.0";
"24.12.2013 10:50";"8.0";"585.8";"768.1";"46";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"-3.0";
"24.12.2013 09:50";"4.0";"584.6";"769.6";"65";"Wind blowing from the east";"1";"";"";"";"No clouds";"10.0 and more";"-2.0";
"24.12.2013 08:50";"1.0";"582.9";"769.6";"75";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-3.0";
"24.12.2013 07:50";"-3.0";"580.5";"769.6";"86";"Wind blowing from the west-northwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"24.12.2013 06:50";"-4.0";"579.9";"769.6";"93";"Wind blowing from the north-northeast";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-5.0";
"23.12.2013 11:50";"11.0";"585.1";"765.0";"28";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-7.0";
"23.12.2013 09:50";"4.0";"583.5";"768.1";"56";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-4.0";
"23.12.2013 08:50";"-1.0";"580.6";"768.1";"75";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"-5.0";
"23.12.2013 07:50";"-4.0";"578.8";"768.1";"86";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"-6.0";
"22.12.2013 12:50";"13.0";"585.7";"764.3";"28";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-5.0";
"22.12.2013 10:50";"9.0";"586.4";"768.1";"43";"Wind blowing from the east-southeast";"1";"";"";"";"No clouds";"10.0 and more";"-3.0";
"22.12.2013 09:50";"7.0";"585.8";"768.9";"57";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 450 m";"6.0";"-1.0";
"22.12.2013 08:50";"3.0";"583.5";"768.9";"70";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 450 m";"6.0";"-2.0";
"21.12.2013 10:50";"9.0";"585.7";"767.3";"37";"Wind blowing from the north-northwest";"2";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"-5.0";
"21.12.2013 09:50";"6.0";"584.7";"768.1";"53";"Wind blowing from the north";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-3.0";
"21.12.2013 08:50";"3.0";"582.9";"768.1";"65";"Wind blowing from the south-east";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"-3.0";
"20.12.2013 13:50";"9.0";"582.3";"762.8";"40";"Wind blowing from the north-west";"3";"";"";"";"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1800 m";"6.0";"-4.0";
"20.12.2013 11:50";"9.0";"583.5";"764.3";"46";"Wind blowing from the north-northwest";"5";"";"";"";"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1800 m";"6.0";"-2.0";
"20.12.2013 09:50";"5.0";"582.3";"765.8";"66";"Wind blowing from the north";"2";"";"Mist";"";"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1800 m";"5.0";"-1.0";
"20.12.2013 08:50";"3.0";"581.2";"765.8";"75";"Wind blowing from the north-northwest";"2";"";"Mist";"";"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1800 m";"5.0";"-1.0";
"20.12.2013 07:50";"2.0";"580.0";"765.0";"81";"Calm, no wind";"0";"";"Snow";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1800 m";"4.0";"-1.0";
"19.12.2013 11:50";"9.0";"582.8";"763.5";"32";"Wind blowing from the north-northeast";"2";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1800 m";"8.0";"-7.0";
"19.12.2013 08:50";"5.0";"581.7";"765.0";"61";"Wind blowing from the east-southeast";"4";"";"";"";"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1800 m";"8.0";"-2.0";
"18.12.2013 12:50";"8.0";"581.8";"762.8";"46";"Wind blowing from the west-northwest";"3";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1800 m";"10.0 and more";"-3.0";
"18.12.2013 11:50";"6.0";"581.2";"763.5";"57";"Wind blowing from the north-northwest";"3";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1800 m";"10.0 and more";"-2.0";
"18.12.2013 10:50";"3.0";"580.6";"765.0";"70";"Wind blowing from the north";"3";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1800 m";"10.0 and more";"-2.0";
"18.12.2013 09:50";"1.0";"580.6";"766.6";"75";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1800 m";"10.0 and more";"-3.0";
"18.12.2013 07:50";"-1.0";"578.8";"765.8";"86";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1800 m";"10.0 and more";"-3.0";
"18.12.2013 06:50";"-1.0";"578.8";"765.8";"80";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1800 m";"10.0 and more";"-4.0";
"16.12.2013 13:50";"17.0";"586.7";"762.8";"9";"Wind blowing from the south-southeast";"3";"";"";"";"No clouds";"10.0 and more";"-16.0";
"16.12.2013 12:50";"15.0";"586.7";"764.3";"9";"Wind blowing from the south-southeast";"2";"";"";"";"No clouds";"10.0 and more";"-18.0";
"16.12.2013 11:50";"12.0";"586.3";"765.8";"11";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"-18.0";
"16.12.2013 10:50";"8.0";"585.8";"768.1";"18";"Wind blowing from the south-east";"2";"";"";"";"No clouds";"10.0 and more";"-15.0";
"16.12.2013 09:50";"3.0";"584.1";"769.6";"30";"Wind blowing from the north";"1";"";"";"";"No clouds";"10.0 and more";"-13.0";
"16.12.2013 08:50";"-1.0";"582.3";"770.4";"40";"Wind blowing from the east";"1";"";"";"";"No clouds";"10.0 and more";"-13.0";
"16.12.2013 07:50";"-7.0";"578.6";"770.4";"68";"Wind blowing from the north-northeast";"2";"";"";"";"No clouds";"10.0 and more";"-12.0";
"16.12.2013 06:50";"-7.0";"578.0";"769.6";"63";"Calm, no wind";"0";"";"";"";"No clouds";"10.0 and more";"-13.0";
"15.12.2013 15:50";"10.0";"582.9";"762.8";"11";"Wind blowing from the west";"1";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"-19.0";
"15.12.2013 14:50";"16.0";"586.1";"762.8";"5";"Wind blowing from the west-southwest";"4";"10";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"-24.0";
"15.12.2013 11:50";"13.0";"586.2";"765.0";"5";"Wind blowing from the east-southeast";"4";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"-26.0";
"15.12.2013 10:50";"12.0";"586.3";"765.8";"6";"Wind blowing from the north-west";"4";"13";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"-25.0";
"15.12.2013 09:50";"11.0";"586.3";"766.6";"6";"Wind blowing from the north-northeast";"6";"13";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"-25.0";
"15.12.2013 08:50";"9.0";"585.7";"767.3";"6";"Wind blowing from the north-east";"6";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"-27.0";
"14.12.2013 14:50";"14.0";"582.7";"759.7";"7";"Wind blowing from the north-northwest";"5";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 6000 m";"10.0 and more";"-22.0";
"14.12.2013 12:50";"15.0";"583.8";"760.5";"9";"Wind blowing from the west-southwest";"1";"";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 6000 m";"10.0 and more";"-17.0";
"14.12.2013 11:50";"13.0";"583.9";"762.0";"28";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 6000 m";"10.0 and more";"-5.0";
"14.12.2013 10:50";"10.0";"583.4";"763.5";"47";"Wind blowing from the south";"2";"";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 6000 m";"10.0 and more";"-1.0";
"14.12.2013 08:50";"5.0";"581.2";"764.3";"70";"Wind blowing from the south-east";"2";"";"";"";"Few clouds (10-30%) 210 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m";"6.0";"0.0";
"14.12.2013 06:50";"3.0";"579.4";"763.5";"81";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2700 m";"5.0";"0.0";
"13.12.2013 10:50";"9.0";"582.8";"763.5";"58";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"8.0";"1.0";
"13.12.2013 09:50";"8.0";"582.9";"764.3";"62";"Wind blowing from the south-southeast";"1";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"8.0";"1.0";
"13.12.2013 07:50";"5.0";"581.2";"764.3";"76";"Wind blowing from the east";"1";"";"";"";"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"6.0";"1.0";
"12.12.2013 13:50";"15.0";"582.7";"759.0";"23";"Wind blowing from the south";"5";"";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 1800 m";"10.0 and more";"-6.0";
"12.12.2013 11:50";"12.0";"583.4";"762.0";"41";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 1800 m";"8.0";"-1.0";
"12.12.2013 10:50";"10.0";"583.4";"763.5";"50";"Wind blowing from the north-west";"3";"";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 1800 m";"8.0";"0.0";
"12.12.2013 09:50";"8.0";"582.9";"764.3";"62";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m";"6.0";"1.0";
"12.12.2013 08:50";"6.0";"581.8";"764.3";"71";"Wind blowing from the south-east";"1";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2400 m";"5.0";"1.0";
"12.12.2013 07:50";"5.0";"581.2";"764.3";"70";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2400 m";"5.0";"0.0";
"12.12.2013 06:50";"4.0";"580.0";"763.5";"75";"Wind blowing from the south-southeast";"2";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 2400 m";"5.0";"0.0";
"11.12.2013 09:50";"6.0";"583.5";"766.6";"66";"Wind blowing from the west";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"8.0";"0.0";
"11.12.2013 08:50";"3.0";"582.3";"767.3";"75";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2100 m";"8.0";"-1.0";
"11.12.2013 06:50";"0.0";"579.4";"765.8";"87";"Wind blowing from the north-northwest";"2";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2100 m";"8.0";"-2.0";
"10.12.2013 12:50";"16.0";"584.4";"760.5";"34";"Wind blowing from the south-southwest";"2";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"0.0";
"10.12.2013 11:50";"14.0";"584.4";"762.0";"39";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"0.0";
"10.12.2013 10:50";"12.0";"585.1";"764.3";"44";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 900 m";"10.0 and more";"0.0";
"10.12.2013 09:50";"10.0";"585.2";"765.8";"58";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 900 m";"8.0";"2.0";
"10.12.2013 08:50";"6.0";"582.9";"765.8";"71";"Wind blowing from the south";"1";"";"";"";"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m";"6.0";"1.0";
"10.12.2013 07:50";"5.0";"582.3";"765.8";"76";"Wind blowing from the south-east";"3";"";"";"";"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m";"6.0";"1.0";
"10.12.2013 06:50";"4.0";"581.2";"765.0";"87";"Wind blowing from the south";"2";"";"";"";"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m";"6.0";"2.0";
"09.12.2013 13:50";"15.0";"584.4";"761.2";"34";"Wind blowing from the south-east";"6";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"-1.0";
"09.12.2013 12:50";"16.0";"585.5";"762.0";"29";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"-2.0";
"09.12.2013 11:50";"15.0";"586.1";"763.5";"34";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"-1.0";
"09.12.2013 09:50";"9.0";"585.2";"766.6";"62";"Wind blowing from the west-northwest";"1";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"2.0";
"09.12.2013 08:50";"5.0";"583.5";"767.3";"76";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 240 m, scattered clouds (40-50%) 1800 m";"6.0";"1.0";
