# Weather station Burdwan, India, WMO_ID=42709,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42709&lang=en
#
"Local time in Burdwan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.05.2016 17:30";"37.8";"751.7";"753.7";"";"52";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"01.05.2016 08:30";"32.0";"751.9";"753.9";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"30.04.2016 17:30";"38.0";"752.0";"754.0";"";"52";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"30.04.2016 08:30";"31.2";"751.2";"753.2";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"29.04.2016 17:30";"39.0";"751.7";"753.7";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"28.04.2016 17:30";"37.6";"753.5";"755.5";"";"51";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"28.04.2016 08:30";"30.8";"751.7";"753.7";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"27.04.2016 17:30";"37.8";"751.7";"753.7";"";"50";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"27.04.2016 08:30";"32.0";"752.4";"754.4";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"28.0";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"26.04.2016 17:30";"38.0";"752.7";"754.7";"";"52";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"26.04.2016 08:30";"30.8";"751.7";"753.7";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"25.04.2016 17:30";"37.0";"753.2";"755.2";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"25.04.2016 08:30";"31.2";"751.7";"753.7";"";"64";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"24.04.2016 17:30";"37.4";"751.6";"753.6";"";"51";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"24.04.2016 08:30";"30.8";"751.8";"753.8";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"23.04.2016 17:30";"38.2";"752.4";"754.4";"";"48";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.3";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"23.04.2016 08:30";"31.8";"751.9";"753.9";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"22.04.2016 17:30";"37.2";"753.2";"755.2";"";"50";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"22.04.2016 08:30";"30.8";"751.9";"753.9";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"21.04.2016 17:30";"36.0";"752.4";"754.4";"";"51";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"21.04.2016 08:30";"31.2";"753.5";"755.5";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"20.04.2016 17:30";"39.0";"753.2";"755.2";"";"44";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"20.04.2016 08:30";"30.2";"752.6";"754.6";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"19.04.2016 17:30";"38.8";"752.7";"754.7";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"19.04.2016 08:30";"30.2";"752.7";"754.7";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"18.04.2016 17:30";"35.8";"753.2";"755.2";"";"51";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"38.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"24.2";"";"";"";"";"";"";
"18.04.2016 08:30";"31.8";"752.4";"754.4";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"17.04.2016 17:30";"38.0";"752.9";"754.9";"";"51";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"17.04.2016 08:30";"32.0";"752.4";"754.4";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"16.04.2016 17:30";"38.6";"752.7";"754.7";"";"45";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.9";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"16.04.2016 08:30";"31.8";"752.7";"754.7";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"15.04.2016 17:30";"39.0";"752.4";"754.4";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"15.04.2016 08:30";"29.8";"752.4";"754.4";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
"14.04.2016 17:30";"39.0";"753.5";"755.5";"";"48";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"14.04.2016 08:30";"31.6";"753.0";"755.0";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"13.04.2016 08:30";"32.4";"752.8";"754.8";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"12.04.2016 17:30";"36.8";"753.0";"755.0";"";"53";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"12.04.2016 08:30";"32.8";"752.6";"754.6";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"11.04.2016 17:30";"39.0";"753.5";"755.5";"";"47";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"11.04.2016 08:30";"31.8";"752.6";"754.6";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"10.04.2016 17:30";"35.0";"753.5";"755.5";"";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"10.04.2016 08:30";"32.0";"753.2";"755.2";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"09.04.2016 17:30";"37.0";"753.5";"755.5";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.5";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"09.04.2016 08:30";"32.0";"753.2";"755.2";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"08.04.2016 17:30";"32.0";"753.5";"755.5";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.9";"";"";"";"";"";"";
"08.04.2016 08:30";"31.8";"753.5";"755.5";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"07.04.2016 17:30";"32.0";"753.2";"755.2";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"07.04.2016 08:30";"30.0";"753.2";"755.2";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"2.0";"26.4";"";"";"";"";"";"";
"06.04.2016 17:30";"36.0";"754.7";"756.7";"";"61";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"06.04.2016 08:30";"30.0";"753.0";"755.0";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"05.04.2016 17:30";"31.0";"756.5";"758.5";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"05.04.2016 08:30";"29.2";"755.3";"757.4";"";"71";"Wind blowing from the south";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"04.04.2016 17:30";"31.0";"757.2";"759.2";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"04.04.2016 08:30";"27.4";"755.8";"757.9";"";"87";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"25.1";"";"";"";"";"";"";
"03.04.2016 17:30";"30.4";"758.0";"760.0";"";"78";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"36.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.2";"";"";"";"";"";"";
"03.04.2016 08:30";"27.6";"757.1";"759.2";"";"82";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.3";"";"";"";"";"";"";
"02.04.2016 17:30";"30.2";"757.2";"759.2";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"02.04.2016 08:30";"27.2";"755.7";"757.8";"";"91";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.3";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"2.0";"25.6";"";"";"";"";"";"";
"01.04.2016 17:30";"29.0";"758.0";"760.1";"";"78";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"33.8";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"24.8";"";"";"";"";"";"";
"01.04.2016 08:30";"24.4";"755.1";"757.2";"";"80";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"20.7";"";"";"";"";"";"";
"31.03.2016 17:30";"30.4";"758.0";"760.1";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"31.03.2016 08:30";"26.8";"757.2";"759.3";"";"78";"Wind blowing from the south";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Rain.";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.7";"";"";"";"";"";"";
"30.03.2016 17:30";"30.0";"758.1";"760.2";"";"81";"Wind blowing from the south";"1";"";"";"100%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain and snow or other types of solid precipitation";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"2.0";"26.4";"";"";"";"";"";"";
"30.03.2016 08:30";"28.0";"757.9";"760.0";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"29.03.2016 17:30";"30.2";"757.5";"759.5";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"29.03.2016 08:30";"27.8";"758.0";"760.1";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"28.03.2016 17:30";"30.2";"757.6";"759.7";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"28.03.2016 08:30";"27.2";"757.1";"759.2";"";"";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"";"";"";"";"";"";"";
"27.03.2016 17:30";"30.8";"757.4";"759.4";"";"78";"Wind blowing from the south";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"34.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.6";"";"";"";"";"";"";
"27.03.2016 08:30";"27.8";"757.9";"760.0";"";"76";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.2";"";"";"";"";"";"";
"26.03.2016 17:30";"29.8";"757.6";"759.7";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"26.03.2016 08:30";"";"";"759.7";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"0.2";"22.2";"";"";"";"";"";"";
"25.03.2016 17:30";"29.4";"757.1";"759.2";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"25.03.2016 08:30";"25.8";"757.1";"759.2";"";"76";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"19.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.3";"";"";"";"";"";"";
"24.03.2016 17:30";"28.8";"757.7";"759.8";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"24.03.2016 08:30";"25.8";"757.6";"759.7";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"23.03.2016 17:30";"29.8";"757.9";"760.0";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"23.03.2016 08:30";"26.2";"758.3";"760.4";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"22.03.2016 17:30";"29.8";"758.5";"760.6";"";"77";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"25.4";"";"";"";"";"";"";
"22.03.2016 08:30";"27.4";"757.6";"759.7";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"21.03.2016 17:30";"29.8";"757.9";"760.0";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"21.03.2016 08:30";"26.0";"757.7";"759.8";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"20.03.2016 17:30";"29.8";"757.9";"760.0";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"20.03.2016 08:30";"26.4";"759.4";"761.5";"";"77";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.0";"";"";"";"";"";"";
"19.03.2016 17:30";"29.4";"759.4";"761.5";"";"76";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"35.5";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.8";"";"";"";"";"";"";
"19.03.2016 08:30";"25.8";"757.7";"759.8";"";"80";"Wind blowing from the south";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"22.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"18.03.2016 17:30";"29.2";"757.9";"760.0";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"18.03.2016 08:30";"24.8";"757.2";"759.3";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"17.03.2016 17:30";"29.6";"757.9";"760.0";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"16.03.2016 17:30";"29.0";"758.2";"760.3";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"16.03.2016 08:30";"26.0";"758.0";"760.1";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"15.03.2016 17:30";"29.0";"759.4";"761.5";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"15.03.2016 08:30";"25.2";"760.1";"762.2";"";"80";"Wind blowing from the south";"1";"";"";"50%.";"Haze. ";"Rain.";"Rain.";"19.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.4";"";"";"";"";"";"";
"14.03.2016 17:30";"27.2";"758.6";"760.7";"";"59";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Haze. ";"Rain.";"Rain.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.4";"";"";"";"";"";"";
"14.03.2016 08:30";"25.8";"759.0";"761.1";"";"65";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.3";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"13.03.2016 17:30";"28.4";"760.1";"762.2";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"13.03.2016 08:30";"26.8";"759.4";"761.5";"";"87";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.5";"";"";"";"";"";"";
"12.03.2016 17:30";"29.4";"759.8";"761.9";"";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"12.03.2016 08:30";"26.8";"758.9";"761.0";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"11.03.2016 17:30";"29.2";"759.7";"761.8";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"11.03.2016 08:30";"27.2";"759.0";"761.1";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"10.03.2016 17:30";"27.8";"758.3";"760.4";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
