# Weather station Keongjhargarh, India, WMO_ID=42891,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42891&lang=en
#
"Local time in Keongjhargarh";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.01.2017 17:30";"21.2";"719.6";"761.4";"-0.5";"46";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"25.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"9.0";"";"";"";"";"";"";
"15.01.2017 14:30";"25.6";"720.1";"761.2";"-1.9";"25";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.2";"";"";"";"";"";"";
"15.01.2017 11:30";"22.0";"722.0";"763.8";"-0.5";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"15.01.2017 08:30";"13.4";"722.5";"765.6";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.1";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"14.01.2017 17:30";"20.6";"719.7";"761.5";"0.2";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"24.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"9.5";"";"";"";"";"";"";
"14.01.2017 14:30";"24.0";"719.5";"760.8";"-1.5";"40";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"9.6";"";"";"";"";"";"";
"14.01.2017 11:30";"20.6";"721.0";"762.9";"-0.2";"46";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.6";"";"";"";"";"";"";
"14.01.2017 08:30";"13.0";"721.2";"764.3";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.1";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"13.01.2017 17:30";"20.6";"718.6";"760.4";"0.2";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"2.0";"11.7";"";"";"";"";"";"";
"13.01.2017 14:30";"24.0";"718.4";"759.7";"-2.4";"39";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.2";"";"";"";"";"";"";
"13.01.2017 11:30";"21.0";"720.8";"762.7";"0.0";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"13.01.2017 08:30";"13.6";"720.8";"763.8";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"6.5";"";"";"";"";"";"";
"12.01.2017 17:30";"19.6";"717.5";"759.4";"-0.1";"60";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"23.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"11.7";"";"";"";"";"";"";
"12.01.2017 14:30";"22.2";"717.6";"759.1";"-2.4";"50";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.2";"";"";"";"";"";"";
"12.01.2017 11:30";"20.4";"720.0";"761.9";"-0.3";"52";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.1";"";"";"";"";"";"";
"12.01.2017 08:30";"15.0";"720.3";"763.0";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"12.9";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"11.01.2017 17:30";"22.2";"717.8";"759.3";"0.1";"55";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"24.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.8";"";"";"";"";"";"";
"11.01.2017 14:30";"24.6";"717.7";"758.9";"-1.9";"49";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.0";"";"";"";"";"";"";
"11.01.2017 11:30";"21.6";"719.6";"761.3";"-0.5";"56";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"11.01.2017 08:30";"15.6";"720.1";"762.7";"";"82";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"10.01.2017 17:30";"20.2";"717.6";"759.4";"0.3";"66";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"24.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus translucidus.";"";"4.0";"13.5";"";"";"";"";"";"";
"10.01.2017 14:30";"23.2";"717.3";"758.6";"-1.7";"50";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.1";"";"";"";"";"";"";
"10.01.2017 11:30";"24.4";"719.0";"760.3";"0.5";"41";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.2";"";"";"";"";"";"";
"10.01.2017 08:30";"18.6";"718.5";"760.6";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.3";"";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
"09.01.2017 20:30";"23.6";"716.7";"757.9";"0.0";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"09.01.2017 17:30";"23.6";"716.7";"757.9";"0.1";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"2.0";"12.6";"";"";"";"";"";"";
"09.01.2017 14:30";"27.6";"716.6";"757.3";"-2.2";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"09.01.2017 11:30";"27.4";"718.8";"759.6";"-0.2";"32";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.4";"";"";"";"";"";"";
"09.01.2017 08:30";"16.2";"719.0";"761.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"08.01.2017 17:30";"23.6";"716.8";"758.0";"0.1";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.9";"";"";"";"";"";"2.0";"13.4";"";"";"";"";"";"";
"08.01.2017 14:30";"28.0";"716.7";"757.3";"-2.1";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"08.01.2017 11:30";"27.0";"718.8";"759.7";"-0.5";"28";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"08.01.2017 08:30";"18.0";"719.3";"761.5";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"07.01.2017 17:30";"22.8";"716.6";"757.9";"0.1";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.9";"";"";"";"";"";"2.0";"10.2";"";"";"";"";"";"";
"07.01.2017 14:30";"26.6";"716.5";"757.3";"-2.3";"25";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"07.01.2017 11:30";"25.4";"718.8";"759.9";"-0.6";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"07.01.2017 08:30";"16.8";"719.4";"761.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"06.01.2017 17:30";"23.4";"718.1";"759.4";"0.1";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"06.01.2017 14:30";"27.6";"718.0";"758.8";"-2.1";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"06.01.2017 11:30";"25.0";"720.1";"761.3";"-0.5";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"06.01.2017 08:30";"17.8";"720.6";"762.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.7";"";"";"";"";"";"";"4.0";"9.0";"";"";"";"";"";"";
"05.01.2017 17:30";"22.2";"718.2";"759.7";"0.2";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"2.0";"11.2";"";"";"";"";"";"";
"05.01.2017 14:30";"26.0";"718.0";"759.0";"-2.1";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"05.01.2017 11:30";"24.0";"720.1";"761.5";"-0.7";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"05.01.2017 08:30";"17.0";"720.8";"763.2";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"04.01.2017 17:30";"21.8";"718.9";"760.5";"0.5";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"2.0";"11.1";"";"";"";"";"";"";
"04.01.2017 14:30";"25.6";"718.4";"759.4";"-2.2";"32";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"04.01.2017 11:30";"23.4";"720.6";"762.1";"-0.6";"49";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"04.01.2017 08:30";"17.0";"721.2";"763.7";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"03.01.2017 17:30";"21.8";"718.6";"760.2";"0.0";"65";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"25.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.0";"";"";"";"";"";"";
"03.01.2017 14:30";"25.0";"718.6";"759.7";"-2.3";"50";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.9";"";"";"";"";"";"";
"03.01.2017 11:30";"22.2";"720.9";"762.6";"-0.6";"61";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.4";"";"";"";"";"";"";
"03.01.2017 08:30";"17.0";"721.5";"764.0";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"14.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.6";"";"";"";"";"";"";
"02.01.2017 17:30";"21.6";"719.7";"761.4";"0.3";"75";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"25.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"16.9";"";"";"";"";"";"";
"02.01.2017 14:30";"24.6";"719.4";"760.7";"-2.0";"52";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"02.01.2017 11:30";"21.0";"721.4";"763.3";"-0.1";"78";"Calm, no wind";"0";"";"";"no clouds";"State of sky on the whole unchanged. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"02.01.2017 08:30";"14.0";"721.5";"764.4";"";"97";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.5";"13.6";"";"";"";"";"";"";
"01.01.2017 17:30";"22.8";"719.1";"760.6";"-0.3";"65";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"26.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus translucidus.";"";"2.0";"15.8";"";"";"";"";"";"";
"01.01.2017 14:30";"26.6";"719.4";"760.4";"-1.9";"51";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.6";"";"";"";"";"";"";
"01.01.2017 11:30";"23.0";"721.3";"762.9";"-0.6";"66";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"01.01.2017 08:30";"18.0";"721.9";"764.3";"";"87";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"15.9";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"31.12.2016 17:30";"22.0";"719.0";"760.6";"0.5";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.9";"";"";"";"";"";"2.0";"14.5";"";"";"";"";"";"";
"31.12.2016 14:30";"27.0";"718.5";"759.4";"-2.3";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"31.12.2016 11:30";"20.8";"720.8";"762.7";"-0.7";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"31.12.2016 08:30";"14.8";"721.5";"764.3";"";"98";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Drizzle.";"12.6";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"";"";"";"0.2";"14.5";"";"";"";"";"";"";
"30.12.2016 17:30";"22.6";"719.2";"760.7";"-0.1";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"2.0";"14.5";"";"";"";"";"";"";
"30.12.2016 14:30";"26.8";"719.3";"760.2";"-2.2";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"30.12.2016 11:30";"24.0";"721.5";"763.0";"-0.2";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"30.12.2016 08:30";"15.4";"721.7";"764.4";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"29.12.2016 17:30";"22.2";"718.7";"760.3";"-0.1";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.9";"";"";"";"";"";"2.0";"15.5";"";"";"";"";"";"";
"29.12.2016 14:30";"26.8";"718.8";"759.7";"-2.3";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"29.12.2016 11:30";"24.6";"721.1";"762.4";"-0.6";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"29.12.2016 08:30";"16.4";"721.7";"764.3";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"28.12.2016 17:30";"22.4";"719.0";"760.5";"0.4";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.6";"";"";"";"";"";"2.0";"15.0";"";"";"";"";"";"";
"28.12.2016 14:30";"25.6";"718.6";"759.7";"-2.3";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"28.12.2016 11:30";"23.0";"720.9";"762.5";"-0.5";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"28.12.2016 08:30";"16.6";"721.4";"763.9";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"27.12.2016 17:30";"21.6";"719.2";"760.9";"0.3";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.9";"";"";"";"";"";"2.0";"14.0";"";"";"";"";"";"";
"27.12.2016 14:30";"25.0";"718.9";"760.1";"-2.6";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"27.12.2016 11:30";"23.4";"721.5";"763.0";"-0.3";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"27.12.2016 08:30";"17.6";"721.8";"764.2";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"26.12.2016 17:30";"22.6";"718.1";"759.6";"0.7";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.9";"";"";"";"";"";"2.0";"12.5";"";"";"";"";"";"";
"26.12.2016 14:30";"28.2";"717.4";"758.0";"-1.9";"33";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"26.12.2016 11:30";"26.8";"719.3";"760.2";"-0.4";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"26.12.2016 08:30";"17.0";"719.7";"762.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.1";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"25.12.2016 17:30";"23.0";"718.3";"759.7";"0.7";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"2.0";"14.2";"";"";"";"";"";"";
"25.12.2016 14:30";"27.6";"717.6";"758.3";"-2.2";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"25.12.2016 11:30";"26.2";"719.8";"760.8";"-0.2";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"25.12.2016 08:30";"18.0";"720.0";"762.2";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"24.12.2016 17:30";"21.6";"716.8";"758.3";"0.2";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"2.0";"15.8";"";"";"";"";"";"";
"24.12.2016 14:30";"26.2";"716.6";"757.5";"-1.9";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"24.12.2016 11:30";"24.6";"718.5";"759.7";"-0.8";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"24.12.2016 08:30";"17.4";"719.3";"761.6";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.4";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"23.12.2016 17:30";"21.4";"717.1";"758.7";"0.6";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.9";"";"";"";"";"";"2.0";"12.2";"";"";"";"";"";"";
"23.12.2016 14:30";"26.0";"716.5";"757.4";"-1.9";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"23.12.2016 11:30";"24.0";"718.4";"759.7";"-0.8";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.7";"";"";"";"";"";"";
"23.12.2016 08:30";"16.4";"719.2";"761.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.7";"";"";"";"";"";"";"4.0";"9.9";"";"";"";"";"";"";
"22.12.2016 17:30";"21.0";"717.8";"759.5";"0.2";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"2.0";"9.6";"";"";"";"";"";"";
"22.12.2016 14:30";"25.6";"717.6";"758.6";"-1.9";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"22.12.2016 11:30";"23.6";"719.5";"760.9";"-0.9";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"22.12.2016 08:30";"15.6";"720.4";"763.0";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.1";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"21.12.2016 17:30";"21.0";"718.7";"760.4";"0.5";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"2.0";"7.3";"";"";"";"";"";"";
"21.12.2016 14:30";"27.6";"718.2";"759.0";"-2.3";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"21.12.2016 11:30";"24.4";"720.5";"761.8";"-0.5";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"21.12.2016 08:30";"18.4";"721.0";"763.3";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
