# Weather station Koraput, India, WMO_ID=43097,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43097&lang=en
#
"Local time in Koraput";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.09.2016 17:30";"26.0";"676.3";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"29.09.2016 08:30";"22.6";"678.7";"";"";"95";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"28.09.2016 17:30";"24.8";"676.8";"";"";"94";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.7";"";"";"";"";"";"";
"28.09.2016 08:30";"23.2";"679.2";"";"";"";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"19.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"";"";"";"";"";"";"";
"27.09.2016 17:30";"24.0";"677.8";"";"";"95";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"27.09.2016 08:30";"22.8";"679.7";"";"";"95";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"26.09.2016 17:30";"24.0";"677.5";"";"";"92";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"26.09.2016 08:30";"23.4";"678.8";"";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"25.09.2016 17:30";"27.8";"676.0";"";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"25.09.2016 08:30";"23.8";"677.2";"";"";"90";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"24.09.2016 17:30";"24.8";"674.8";"";"";"90";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"24.09.2016 08:30";"23.4";"677.3";"";"";"90";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"23.09.2016 17:30";"24.0";"675.6";"";"";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"23.09.2016 08:30";"22.8";"678.0";"";"";"95";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"22.09.2016 17:30";"23.2";"677.1";"";"";"95";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"22.09.2016 08:30";"22.8";"678.7";"";"";"95";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"21.09.2016 17:30";"23.8";"677.0";"";"";"92";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"21.09.2016 08:30";"21.8";"679.2";"";"";"96";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"19.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"20.09.2016 17:30";"24.2";"676.7";"";"";"94";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"20.09.2016 08:30";"22.8";"679.3";"";"";"98";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"20.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.5";"";"";"";"";"";"";
"19.09.2016 17:30";"23.6";"678.1";"";"";"95";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"22.7";"";"";"";"";"";"";
"19.09.2016 08:30";"23.0";"679.8";"";"";"95";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"20.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"18.09.2016 08:30";"23.4";"680.1";"";"";"93";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.2";"";"";"";"";"";"";
"17.09.2016 08:30";"23.2";"679.0";"";"";"93";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"16.09.2016 08:30";"22.8";"678.8";"";"";"93";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"19.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"15.09.2016 08:30";"22.6";"678.7";"";"";"93";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"19.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"14.09.2016 17:30";"23.8";"677.2";"";"";"90";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"14.09.2016 08:30";"22.8";"679.2";"";"";"96";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"20.0";"";"";"";"600-1000";"";"";"4.0";"22.2";"";"";"";"";"";"";
"13.09.2016 17:30";"26.2";"676.7";"";"";"87";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"27.8";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"13.09.2016 08:30";"23.2";"678.9";"";"";"96";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"12.09.2016 17:30";"23.8";"676.5";"";"";"94";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"12.09.2016 08:30";"22.4";"678.9";"";"";"93";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"11.09.2016 17:30";"23.6";"676.6";"";"";"95";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"11.09.2016 08:30";"22.2";"678.9";"";"";"95";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.4";"";"";"";"600-1000";"";"";"4.0";"21.3";"";"";"";"";"";"";
"10.09.2016 17:30";"23.0";"678.4";"";"";"95";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"25.2";"";"";"2500 or more, or no clouds.";"";"";"2.0";"22.1";"";"";"";"";"";"";
"10.09.2016 08:30";"22.0";"679.9";"";"";"95";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"20.4";"";"";"";"600-1000";"";"";"4.0";"21.1";"";"";"";"";"";"";
"09.09.2016 17:30";"23.4";"678.4";"";"";"93";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.2";"";"";"";"";"";"";
"09.09.2016 08:30";"21.2";"680.4";"";"";"96";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"19.0";"";"";"";"600-1000";"";"";"4.0";"20.6";"";"";"";"";"";"";
"08.09.2016 17:30";"23.8";"678.7";"";"";"89";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.4";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"08.09.2016 08:30";"22.0";"680.4";"";"";"88";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"18.6";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"19.9";"";"";"";"";"";"";
"07.09.2016 17:30";"23.0";"678.4";"";"";"90";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"26.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"06.09.2016 17:30";"25.0";"678.8";"";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"06.09.2016 08:30";"21.0";"680.6";"";"";"95";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"2.0";"20.1";"";"";"";"";"";"";
"05.09.2016 17:30";"23.0";"678.9";"";"";"95";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"24.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.1";"";"";"";"";"";"";
"05.09.2016 08:30";"21.2";"680.3";"";"";"96";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"4.0";"20.6";"";"";"";"";"";"";
"04.09.2016 17:30";"22.0";"678.1";"";"";"96";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"2.0";"21.4";"";"";"";"";"";"";
"04.09.2016 08:30";"22.2";"680.1";"";"";"96";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"19.6";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.6";"";"";"";"";"";"";
"03.09.2016 17:30";"22.0";"677.5";"";"";"96";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"23.6";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.4";"";"";"";"";"";"";
"03.09.2016 08:30";"22.0";"679.2";"";"";"96";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"19.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"02.09.2016 17:30";"22.4";"677.5";"";"";"96";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.8";"";"";"";"";"";"";
"02.09.2016 08:30";"22.8";"679.6";"";"";"93";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"20.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"01.09.2016 17:30";"26.0";"677.6";"";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"01.09.2016 08:30";"22.8";"679.3";"";"";"95";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"31.08.2016 17:30";"23.6";"677.8";"";"";"93";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"22.4";"";"";"";"";"";"";
"31.08.2016 08:30";"23.4";"678.2";"";"";"95";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"20.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.5";"";"";"";"";"";"";
"30.08.2016 17:30";"29.2";"675.7";"";"";"77";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"30.08.2016 08:30";"23.2";"679.6";"";"";"93";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"29.08.2016 17:30";"26.6";"676.9";"";"";"85";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"29.08.2016 08:30";"23.0";"679.4";"";"";"95";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"28.08.2016 17:30";"26.4";"678.4";"";"";"86";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"29.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"28.08.2016 08:30";"23.0";"680.4";"";"";"95";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"27.08.2016 17:30";"27.0";"677.2";"";"";"83";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"27.08.2016 08:30";"22.2";"";"";"";"96";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"26.08.2016 17:30";"24.0";"677.0";"";"";"95";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.1";"";"";"";"";"";"";
"26.08.2016 08:30";"23.2";"679.0";"";"";"93";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"25.08.2016 17:30";"23.6";"677.8";"";"";"95";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.7";"";"";"";"";"";"";
"25.08.2016 08:30";"24.6";"679.6";"";"";"92";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"24.08.2016 17:30";"27.6";"677.0";"";"";"80";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"24.08.2016 08:30";"23.0";"680.1";"785.5";"";"91";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"23.08.2016 08:30";"22.8";"680.1";"";"";"95";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"22.08.2016 08:30";"23.4";"679.5";"";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"21.08.2016 17:30";"26.2";"677.8";"";"";"70";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"21.08.2016 08:30";"22.8";"679.1";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"20.08.2016 17:30";"26.6";"677.8";"";"";"75";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"20.08.2016 08:30";"22.4";"678.8";"";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"19.08.2016 17:30";"27.0";"676.8";"";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"19.08.2016 08:30";"22.8";"678.1";"";"";"90";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"18.08.2016 17:30";"25.6";"675.4";"";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"26.8";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"18.08.2016 08:30";"22.0";"676.5";"";"";"90";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"17.08.2016 17:30";"24.2";"674.7";"";"";"82";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"17.08.2016 08:30";"21.6";"675.6";"";"";"95";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"19.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"16.08.2016 17:30";"20.8";"674.7";"";"";"96";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"21.2";"";"";"2500 or more, or no clouds.";"";"";"2.0";"20.2";"";"";"";"";"";"";
"16.08.2016 08:30";"21.4";"675.8";"";"";"95";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"4.0";"20.5";"";"";"";"";"";"";
"15.08.2016 17:30";"22.2";"675.8";"";"";"95";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"23.6";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.3";"";"";"";"";"";"";
"15.08.2016 08:30";"21.6";"677.4";"";"";"95";"Wind blowing from the south-west";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"20.0";"";"";"";"600-1000";"";"";"2.0";"20.7";"";"";"";"";"";"";
"14.08.2016 17:30";"22.8";"675.1";"";"";"95";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"23.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"14.08.2016 08:30";"22.0";"679.2";"";"";"96";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"20.2";"";"";"";"600-1000";"";"";"2.0";"21.4";"";"";"";"";"";"";
"13.08.2016 08:30";"23.4";"679.8";"";"";"87";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"12.08.2016 17:30";"25.6";"677.8";"";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"12.08.2016 08:30";"22.6";"679.7";"";"";"93";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"20.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"11.08.2016 17:30";"25.0";"678.1";"";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"26.2";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"11.08.2016 08:30";"23.4";"679.8";"";"";"88";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"10.08.2016 17:30";"25.8";"677.8";"";"";"84";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"10.08.2016 08:30";"22.6";"679.2";"";"";"93";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.4";"";"";"";"";"";"";
"09.08.2016 17:30";"24.8";"676.9";"";"";"86";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"09.08.2016 08:30";"23.0";"678.8";"";"";"91";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"08.08.2016 17:30";"26.2";"677.5";"";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"08.08.2016 08:30";"22.8";"679.3";"";"";"93";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.6";"";"";"";"";"";"";
"07.08.2016 17:30";"24.0";"676.9";"";"";"89";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"24.8";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"07.08.2016 08:30";"22.0";"677.5";"";"";"95";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"19.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.1";"";"";"";"";"";"";
"06.08.2016 17:30";"22.8";"675.1";"";"";"95";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"23.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"06.08.2016 08:30";"20.8";"676.7";"";"";"96";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"17.8";"";"";"";"600-1000";"";"";"4.0";"20.2";"";"";"";"";"";"";
"05.08.2016 17:30";"21.8";"674.8";"";"";"96";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"22.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"05.08.2016 08:30";"20.8";"676.0";"";"";"96";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"18.0";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"20.2";"";"";"";"";"";"";
"04.08.2016 17:30";"21.8";"674.6";"";"";"96";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"22.2";"";"";"600-1000";"";"";"2.0";"21.2";"";"";"";"";"";"";
"04.08.2016 08:30";"20.8";"674.6";"";"";"96";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"18.8";"";"";"";"600-1000";"";"";"2.0";"20.2";"";"";"";"";"";"";
"03.08.2016 17:30";"22.0";"673.3";"";"";"95";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"23.4";"";"";"300-600";"";"";"2.0";"21.1";"";"";"";"";"";"";
"03.08.2016 08:30";"21.2";"675.1";"";"";"96";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"19.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.6";"";"";"";"";"";"";
"02.08.2016 17:30";"22.2";"673.0";"";"";"95";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"21.3";"";"";"";"";"";"";
"02.08.2016 08:30";"21.8";"675.1";"";"";"95";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"19.8";"";"";"";"600-1000";"";"";"2.0";"20.9";"";"";"";"";"";"";
"01.08.2016 17:30";"22.2";"675.0";"";"";"95";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"25.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"01.08.2016 08:30";"22.2";"680.8";"";"";"95";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"19.4";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"21.3";"";"";"";"";"";"";
"31.07.2016 17:30";"23.0";"676.8";"";"";"91";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.5";"";"";"";"";"";"";
"31.07.2016 08:30";"22.6";"679.3";"";"";"95";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"19.4";"";"";"";"600-1000";"";"";"4.0";"21.7";"";"";"";"";"";"";
"30.07.2016 17:30";"28.0";"676.4";"";"";"74";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.9";"";"";"";"";"";"";
"30.07.2016 08:30";"23.0";"678.6";"";"";"91";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"29.07.2016 17:30";"26.6";"676.9";"";"";"76";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"29.07.2016 08:30";"23.6";"680.2";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"28.07.2016 17:30";"26.4";"678.6";"";"";"79";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"28.07.2016 08:30";"23.6";"680.5";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"27.07.2016 17:30";"27.0";"679.0";"";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"27.07.2016 08:30";"22.2";"680.8";"";"";"95";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"19.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"26.07.2016 17:30";"23.6";"678.8";"";"";"95";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"26.07.2016 08:30";"23.0";"680.0";"";"";"95";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"25.07.2016 17:30";"27.6";"677.5";"";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"22.5";"";"";"";"";"";"";
