# Weather station Koraput, India, WMO_ID=43097,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43097&lang=en
#
"Local time in Koraput";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.05.2016 17:30";"32.0";"680.3";"";"";"50";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"10.05.2016 08:30";"25.2";"682.8";"";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"09.05.2016 17:30";"29.0";"679.9";"";"";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"09.05.2016 08:30";"26.2";"682.9";"";"";"69";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"08.05.2016 17:30";"25.0";"681.1";"";"";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"08.05.2016 08:30";"26.2";"682.4";"";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.4";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"07.05.2016 17:30";"33.8";"679.6";"";"";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"07.05.2016 08:30";"26.0";"682.6";"";"";"58";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"06.05.2016 17:30";"29.2";"679.9";"";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"06.05.2016 08:30";"23.4";"683.4";"";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"05.05.2016 17:30";"33.4";"680.2";"";"";"43";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"05.05.2016 08:30";"22.6";"683.4";"";"";"82";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"04.05.2016 17:30";"33.8";"679.4";"";"";"37";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"04.05.2016 08:30";"24.0";"682.4";"";"";"64";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"03.05.2016 17:30";"35.0";"679.3";"";"";"42";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"03.05.2016 08:30";"26.8";"681.6";"";"";"65";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"19.3";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"01.05.2016 17:30";"35.0";"680.1";"";"";"41";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"01.05.2016 08:30";"26.6";"683.0";"";"";"60";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"30.04.2016 17:30";"35.0";"677.8";"";"";"41";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"30.04.2016 08:30";"27.0";"683.0";"";"";"61";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"22.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.9";"";"";"";"";"";"";
"29.04.2016 17:30";"34.0";"680.5";"";"";"39";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"29.04.2016 08:30";"27.0";"683.1";"";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"28.04.2016 17:30";"30.8";"680.5";"";"";"46";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"28.04.2016 08:30";"28.2";"682.3";"";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"27.04.2016 17:30";"36.0";"680.0";"";"";"39";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"26.04.2016 17:30";"35.2";"680.5";"";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"26.04.2016 08:30";"28.8";"679.9";"";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"25.04.2016 17:30";"36.8";"679.0";"";"";"30";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"25.04.2016 08:30";"27.0";"";"";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"24.04.2016 17:30";"33.2";"";"";"";"35";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"24.04.2016 08:30";"27.6";"679.9";"";"";"54";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.3";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"23.04.2016 17:30";"37.2";"678.2";"";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"23.04.2016 08:30";"28.4";"680.3";"";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"22.04.2016 17:30";"36.0";"678.3";"";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"22.04.2016 08:30";"28.0";"681.4";"";"";"69";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"21.04.2016 17:30";"35.0";"679.1";"";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"21.04.2016 08:30";"28.8";"682.0";"";"";"60";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"20.04.2016 08:30";"26.2";"682.4";"";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"19.04.2016 08:30";"26.2";"682.4";"";"";"65";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"18.04.2016 17:30";"33.6";"679.9";"";"";"40";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"18.04.2016 08:30";"26.4";"682.4";"";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"17.04.2016 17:30";"35.6";"679.4";"";"";"30";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"17.04.2016 08:30";"26.2";"681.8";"";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"16.04.2016 17:30";"35.4";"679.4";"";"";"37";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"16.04.2016 08:30";"";"682.3";"";"";"";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"15.04.2016 17:30";"36.4";"679.9";"";"";"30";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"15.04.2016 08:30";"26.0";"682.6";"";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"14.04.2016 17:30";"35.8";"679.3";"";"";"29";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"14.04.2016 08:30";"26.2";"681.7";"";"";"62";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"13.04.2016 17:30";"34.8";"678.4";"";"";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"13.04.2016 08:30";"28.0";"681.8";"";"";"50";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"12.04.2016 17:30";"36.0";"679.3";"";"";"37";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"36.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.0";"";"";"";"";"";"";
"12.04.2016 08:30";"25.6";"682.4";"";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"11.04.2016 17:30";"35.0";"680.7";"";"";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"11.04.2016 08:30";"26.0";"683.9";"";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"10.04.2016 17:30";"34.8";"675.5";"";"";"33";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"10.04.2016 08:30";"24.0";"684.3";"";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"09.04.2016 17:30";"35.0";"681.6";"";"";"31";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"09.04.2016 08:30";"25.0";"684.1";"";"";"58";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"08.04.2016 17:30";"35.4";"680.8";"";"";"41";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"08.04.2016 08:30";"25.0";"683.7";"";"";"75";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"20.2";"";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"07.04.2016 17:30";"33.2";"680.6";"";"";"45";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"07.04.2016 08:30";"23.8";"682.6";"";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"06.04.2016 17:30";"33.8";"680.3";"";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"06.04.2016 08:30";"24.0";"682.6";"";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"05.04.2016 17:30";"33.2";"680.6";"";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"05.04.2016 08:30";"23.8";"683.2";"";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"04.04.2016 17:30";"33.2";"680.6";"";"";"45";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"04.04.2016 08:30";"24.0";"683.1";"";"";"78";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"03.04.2016 17:30";"33.2";"681.0";"";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"03.04.2016 08:30";"23.8";"683.1";"";"";"80";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"02.04.2016 17:30";"33.0";"680.6";"";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"19.5";"";"";"";"";"";"";
"02.04.2016 08:30";"23.8";"683.2";"";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"01.04.2016 17:30";"33.2";"680.4";"";"";"44";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"01.04.2016 08:30";"22.2";"683.6";"";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"31.03.2016 17:30";"32.2";"681.1";"";"";"44";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"31.03.2016 08:30";"23.2";"685.0";"";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"30.03.2016 17:30";"29.6";"683.0";"";"";"90";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"30.03.2016 08:30";"24.2";"684.9";"";"";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"29.03.2016 17:30";"30.2";"682.6";"";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"29.03.2016 08:30";"22.0";"685.1";"";"";"88";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"28.03.2016 17:30";"30.4";"682.0";"";"";"39";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"28.03.2016 08:30";"20.2";"687.1";"";"";"84";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"17.6";"";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"27.03.2016 17:30";"30.2";"683.3";"";"";"39";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"27.03.2016 08:30";"24.0";"684.4";"";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"26.03.2016 17:30";"33.6";"676.0";"";"";"34";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"26.03.2016 08:30";"24.0";"685.6";"";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"25.03.2016 17:30";"34.0";"682.8";"";"";"35";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"25.03.2016 08:30";"23.8";"685.8";"";"";"85";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"21.2";"";"";"";"";"";"";
"24.03.2016 17:30";"33.8";"683.0";"";"";"36";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"24.03.2016 08:30";"22.0";"683.4";"";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"23.03.2016 17:30";"32.8";"676.0";"";"";"28";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"23.03.2016 08:30";"22.0";"683.4";"";"";"65";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"22.03.2016 17:30";"32.4";"680.3";"";"";"29";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"22.03.2016 08:30";"21.6";"682.5";"";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"21.03.2016 17:30";"33.0";"680.1";"";"";"29";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"21.03.2016 08:30";"23.4";"683.5";"";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"20.03.2016 17:30";"32.2";"681.3";"";"";"46";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"20.03.2016 08:30";"23.8";"683.4";"";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"19.03.2016 17:30";"32.6";"681.3";"";"";"42";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"19.03.2016 08:30";"23.8";"683.4";"";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"18.03.2016 17:30";"30.8";"682.4";"";"";"45";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"18.03.2016 08:30";"22.0";"684.5";"";"";"85";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"17.03.2016 17:30";"30.0";"682.4";"";"";"77";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"17.03.2016 08:30";"23.6";"684.8";"";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"16.03.2016 17:30";"30.2";"683.2";"";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"16.03.2016 08:30";"19.0";"684.6";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"15.03.2016 17:30";"30.4";"683.2";"";"";"83";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"15.03.2016 08:30";"21.0";"684.6";"";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"14.03.2016 17:30";"31.0";"682.9";"";"";"74";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"14.03.2016 08:30";"20.8";"684.6";"";"";"84";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"13.03.2016 17:30";"31.4";"682.9";"";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"13.03.2016 08:30";"20.8";"685.3";"";"";"84";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"17.6";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.0";"";"";"";"";"";"";
"12.03.2016 17:30";"31.4";"682.9";"";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"12.03.2016 08:30";"21.2";"685.3";"";"";"84";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"11.03.2016 17:30";"31.4";"682.9";"";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"11.03.2016 08:30";"20.8";"685.3";"";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"10.03.2016 17:30";"32.0";"682.9";"";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"26.9";"";"";"";"";"";"";
"10.03.2016 08:30";"20.8";"685.3";"";"";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"09.03.2016 17:30";"31.6";"682.6";"";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"09.03.2016 08:30";"20.4";"685.6";"";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"08.03.2016 17:30";"32.0";"682.6";"";"";"73";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"08.03.2016 08:30";"20.4";"685.6";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"07.03.2016 17:30";"32.2";"682.8";"";"";"72";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"4.0";"26.5";"";"";"";"";"";"";
"07.03.2016 08:30";"20.4";"686.1";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"06.03.2016 17:30";"30.4";"683.8";"";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"06.03.2016 08:30";"20.6";"686.3";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"05.03.2016 17:30";"30.4";"683.8";"";"";"70";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"05.03.2016 08:30";"20.2";"686.8";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"04.03.2016 17:30";"30.2";"683.8";"";"";"71";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"04.03.2016 08:30";"20.2";"686.8";"";"";"89";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"03.03.2016 17:30";"28.6";"685.3";"";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"03.03.2016 08:30";"20.2";"686.8";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"02.03.2016 17:30";"29.0";"687.5";"";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"02.03.2016 08:30";"20.6";"686.3";"";"";"89";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"01.03.2016 17:30";"27.2";"685.3";"";"";"75";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
