# Weather station Bhawanipatna, India, WMO_ID=43042,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43042&lang=en
#
"Local time in Bhawanipatna";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.12.2016 08:30";"16.0";"738.1";"761.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"04.12.2016 17:30";"26.0";"733.1";"755.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"2.0";"22.4";"";"";"";"";"";"";
"03.12.2016 17:30";"27.0";"733.8";"755.9";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"2.0";"21.2";"";"";"";"";"";"";
"03.12.2016 08:30";"16.0";"738.2";"761.3";"";"82";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.2";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"12.9";"";"";"";"";"";"";
"02.12.2016 17:30";"26.0";"733.6";"755.8";"";"74";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.5";"";"";"1000-1500";"";"";"2.0";"21.0";"";"";"";"";"";"";
"02.12.2016 08:30";"16.0";"738.5";"761.6";"";"84";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"11.5";"";"";"";"1000-1500";"";"";"4.0";"13.3";"";"";"";"";"";"";
"01.12.2016 17:30";"26.0";"733.9";"756.1";"";"73";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.2";"";"";"1000-1500";"";"";"2.0";"20.7";"";"";"";"";"";"";
"01.12.2016 08:30";"15.0";"738.7";"761.9";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"10.2";"";"";"";"1000-1500";"";"";"4.0";"12.2";"";"";"";"";"";"";
"30.11.2016 17:30";"26.6";"734.3";"756.5";"";"72";"Wind blowing from the south-southwest";"1";"";"";"40%.";" ";"";"";"";"32.0";"";"";"1000-1500";"";"";"2.0";"21.1";"";"";"";"";"";"";
"30.11.2016 08:30";"15.0";"739.2";"762.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"29.11.2016 17:30";"27.0";"734.9";"757.1";"";"71";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.5";"";"";"600-1000";"";"";"2.0";"21.2";"";"";"";"";"";"";
"29.11.2016 08:30";"15.0";"736.7";"759.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"28.11.2016 17:30";"28.0";"735.9";"758.0";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"2.0";"20.7";"";"";"";"";"";"";
"28.11.2016 08:30";"14.0";"738.8";"762.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"27.11.2016 17:30";"28.0";"735.8";"757.9";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"2.0";"21.0";"";"";"";"";"";"";
"27.11.2016 08:30";"15.0";"739.1";"762.3";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"26.11.2016 17:30";"28.0";"735.5";"757.6";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"2.0";"20.7";"";"";"";"";"";"";
"26.11.2016 08:30";"14.0";"738.8";"762.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.7";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"25.11.2016 17:30";"28.0";"735.0";"757.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"2.0";"21.6";"";"";"";"";"";"";
"25.11.2016 08:30";"14.0";"738.6";"761.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"10.0";"10.7";"";"";"";"";"";"";
"24.11.2016 17:30";"28.0";"734.7";"756.8";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"2.0";"20.7";"";"";"";"";"";"";
"24.11.2016 08:30";"15.0";"738.3";"761.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.7";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"23.11.2016 17:30";"28.0";"734.3";"756.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"21.5";"";"";"";"";"";"2.0";"21.0";"";"";"";"";"";"";
"22.11.2016 17:30";"28.0";"734.7";"756.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"2.0";"22.0";"";"";"";"";"";"";
"22.11.2016 08:30";"15.0";"738.1";"761.3";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"21.11.2016 17:30";"29.0";"735.0";"757.0";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"2.0";"22.4";"";"";"";"";"";"";
"21.11.2016 08:30";"15.0";"738.5";"761.7";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"20.11.2016 17:30";"29.0";"735.6";"757.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.7";"";"";"";"";"";"2.0";"22.1";"";"";"";"";"";"";
"20.11.2016 08:30";"16.0";"738.9";"762.0";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"19.11.2016 17:30";"28.0";"735.8";"757.9";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"2.0";"22.9";"";"";"";"";"";"";
"19.11.2016 08:30";"15.6";"739.1";"762.3";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"18.11.2016 17:30";"28.0";"737.0";"759.1";"";"73";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"2.0";"22.8";"";"";"";"";"";"";
"18.11.2016 08:30";"15.6";"740.7";"763.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"17.11.2016 17:30";"28.0";"736.7";"758.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"2.0";"23.5";"";"";"";"";"";"";
"17.11.2016 08:30";"20.0";"741.3";"764.2";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"10.5";"";"";"";"1000-1500";"";"";"4.0";"17.8";"";"";"";"";"";"";
"16.11.2016 17:30";"28.0";"736.3";"758.4";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.2";"";"";"2500 or more, or no clouds.";"";"";"2.0";"23.2";"";"";"";"";"";"";
"16.11.2016 08:30";"21.6";"740.5";"763.2";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"10.5";"";"";"";"1000-1500";"";"";"4.0";"19.2";"";"";"";"";"";"";
"15.11.2016 17:30";"28.0";"737.8";"760.0";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.2";"";"";"1000-1500";"";"";"2.0";"23.2";"";"";"";"";"";"";
"15.11.2016 08:30";"18.0";"742.6";"765.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"14.11.2016 17:30";"30.0";"739.1";"761.2";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"2.0";"25.3";"";"";"";"";"";"";
"14.11.2016 08:30";"18.0";"742.2";"765.3";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"13.11.2016 08:30";"18.0";"742.0";"765.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"12.11.2016 17:30";"30.0";"738.6";"760.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"2.0";"24.4";"";"";"";"";"";"";
"12.11.2016 08:30";"17.0";"741.8";"764.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"11.11.2016 17:30";"30.0";"738.4";"760.4";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"2.0";"24.7";"";"";"";"";"";"";
"11.11.2016 08:30";"18.0";"741.6";"764.7";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"10.11.2016 08:30";"18.0";"741.6";"764.7";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"09.11.2016 08:30";"18.0";"741.1";"764.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"08.11.2016 17:30";"30.0";"736.9";"758.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"2.0";"24.4";"";"";"";"";"";"";
"08.11.2016 08:30";"17.6";"739.1";"762.1";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"06.11.2016 17:30";"28.6";"735.5";"757.6";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"2.0";"23.5";"";"";"";"";"";"";
"06.11.2016 08:30";"21.6";"737.1";"759.7";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.5";"";"";"";"1000-1500";"";"";"4.0";"19.5";"";"";"";"";"";"";
"05.11.2016 17:30";"28.0";"734.2";"756.3";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"30.2";"";"";"1000-1500";"";"";"2.0";"23.8";"";"";"";"";"";"";
"05.11.2016 08:30";"23.0";"736.0";"758.5";"";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"21.5";"";"";"";"";"";"";
"04.11.2016 17:30";"27.0";"735.4";"757.6";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.5";"";"";"600-1000";"";"";"2.0";"23.9";"";"";"";"";"";"";
"04.11.2016 08:30";"23.6";"737.1";"759.6";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.5";"";"";"";"1000-1500";"";"";"4.0";"21.5";"";"";"";"";"";"";
"03.11.2016 17:30";"28.0";"737.1";"759.2";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"2.0";"23.8";"";"";"";"";"";"";
"03.11.2016 08:30";"24.0";"739.6";"762.1";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"18.0";"";"";"";"1000-1500";"";"";"4.0";"21.4";"";"";"";"";"";"";
"02.11.2016 17:30";"30.0";"736.2";"758.2";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"2.0";"25.0";"";"";"";"";"";"";
"02.11.2016 08:30";"26.2";"739.4";"761.8";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"01.11.2016 17:30";"29.0";"737.0";"759.1";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"2.0";"24.0";"";"";"";"";"";"";
"01.11.2016 08:30";"23.0";"737.7";"760.2";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"10.0";"19.7";"";"";"";"";"";"";
"31.10.2016 17:30";"30.0";"736.2";"758.2";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"2.0";"24.4";"";"";"";"";"";"";
"31.10.2016 08:30";"22.6";"739.9";"762.5";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"30.10.2016 17:30";"30.0";"735.0";"756.9";"";"73";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.5";"";"";"1000-1500";"";"";"2.0";"24.7";"";"";"";"";"";"";
"30.10.2016 08:30";"24.0";"737.1";"759.5";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.5";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"29.10.2016 17:30";"29.0";"735.6";"757.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"2.0";"23.4";"";"";"";"";"";"";
"29.10.2016 08:30";"24.0";"737.9";"760.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.7";"";"";"";"";"";"";"10.0";"20.4";"";"";"";"";"";"";
"28.10.2016 17:30";"29.0";"736.3";"758.4";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"30.5";"";"";"1000-1500";"";"";"2.0";"24.8";"";"";"";"";"";"";
"28.10.2016 08:30";"22.0";"739.1";"761.8";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"27.10.2016 17:30";"26.0";"735.6";"757.9";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"27.10.2016 08:30";"20.6";"738.7";"761.5";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.5";"";"";"";"1000-1500";"";"";"4.0";"18.1";"";"";"";"";"";"";
"26.10.2016 17:30";"25.0";"734.9";"757.2";"";"73";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.0";"";"";"1000-1500";"";"";"2.0";"19.9";"";"";"";"";"";"";
"26.10.2016 08:30";"20.0";"737.2";"760.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"25.10.2016 17:30";"26.6";"733.4";"755.5";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"22.0";"";"";"";"";"";"";
"25.10.2016 08:30";"25.0";"737.0";"759.4";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"24.10.2016 17:30";"28.0";"734.0";"756.1";"";"77";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.2";"";"";"600-1000";"";"";"2.0";"23.5";"";"";"";"";"";"";
"24.10.2016 08:30";"22.0";"735.8";"758.4";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.5";"";"";"";"1000-1500";"";"";"10.0";"19.3";"";"";"";"";"";"";
"23.10.2016 17:30";"30.0";"734.8";"756.7";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"2.0";"25.0";"";"";"";"";"";"";
"23.10.2016 08:30";"22.0";"737.7";"760.3";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"22.10.2016 17:30";"30.0";"734.4";"756.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"2.0";"23.8";"";"";"";"";"";"";
"22.10.2016 08:30";"22.6";"737.7";"760.3";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"10.0";"18.9";"";"";"";"";"";"";
"21.10.2016 17:30";"30.0";"734.0";"755.9";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"2.0";"23.5";"";"";"";"";"";"";
"21.10.2016 08:30";"20.6";"736.9";"759.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"20.10.2016 17:30";"29.0";"733.2";"755.2";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"2.0";"23.1";"";"";"";"";"";"";
"20.10.2016 08:30";"21.0";"736.1";"758.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"17.6";"";"";"";"";"";"";
"19.10.2016 17:30";"28.6";"733.0";"755.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"2.0";"22.3";"";"";"";"";"";"";
"19.10.2016 08:30";"22.6";"736.1";"758.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"10.0";"18.6";"";"";"";"";"";"";
"18.10.2016 17:30";"29.0";"733.7";"755.7";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"2.0";"23.4";"";"";"";"";"";"";
"18.10.2016 08:30";"22.6";"736.7";"759.2";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"17.10.2016 17:30";"31.0";"735.4";"757.3";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.7";"";"";"";"";"";"2.0";"24.3";"";"";"";"";"";"";
"17.10.2016 08:30";"22.0";"737.2";"759.8";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"19.0";"";"";"";"";"";"";
"16.10.2016 17:30";"31.0";"734.7";"756.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"2.0";"24.0";"";"";"";"";"";"";
"16.10.2016 08:30";"23.0";"736.3";"758.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"10.0";"18.7";"";"";"";"";"";"";
"15.10.2016 17:30";"31.0";"734.3";"756.1";"";"68";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.5";"";"";"1000-1500";"";"";"2.0";"24.3";"";"";"";"";"";"";
"15.10.2016 08:30";"24.0";"735.9";"758.3";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"14.10.2016 17:30";"31.0";"733.9";"755.7";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.7";"";"";"";"";"";"2.0";"25.2";"";"";"";"";"";"";
"14.10.2016 08:30";"25.0";"735.5";"757.8";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.5";"";"";"";"1000-1500";"";"";"10.0";"22.1";"";"";"";"";"";"";
"13.10.2016 17:30";"30.0";"732.1";"753.9";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"2.0";"24.1";"";"";"";"";"";"";
"13.10.2016 08:30";"25.0";"735.0";"757.3";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.2";"";"";"";"1000-1500";"";"";"10.0";"21.5";"";"";"";"";"";"";
"12.10.2016 17:30";"30.0";"733.1";"755.0";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"2.0";"23.8";"";"";"";"";"";"";
"12.10.2016 08:30";"26.0";"734.7";"756.9";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.2";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"11.10.2016 17:30";"30.0";"732.7";"754.6";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"2.0";"24.4";"";"";"";"";"";"";
"11.10.2016 08:30";"25.0";"734.3";"756.6";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"1000-1500";"";"";"4.0";"22.1";"";"";"";"";"";"";
"10.10.2016 17:30";"28.0";"731.7";"753.7";"";"82";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.2";"";"";"600-1000";"";"";"2.0";"24.7";"";"";"";"";"";"";
"10.10.2016 08:30";"24.0";"733.2";"755.5";"";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.2";"";"";"";"600-1000";"";"";"4.0";"23.1";"";"";"";"";"";"";
"09.10.2016 17:30";"28.0";"732.5";"754.5";"";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"30.5";"";"";"600-1000";"";"";"2.0";"25.2";"";"";"";"";"";"";
"09.10.2016 08:30";"24.0";"734.2";"756.6";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"4.0";"22.6";"";"";"";"";"";"";
"08.10.2016 17:30";"30.0";"731.7";"753.5";"";"77";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.2";"";"";"1000-1500";"";"";"2.0";"25.6";"";"";"";"";"";"";
"08.10.2016 08:30";"25.0";"733.5";"755.8";"";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"4.0";"23.3";"";"";"";"";"";"";
"07.10.2016 17:30";"30.0";"731.3";"753.1";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.5";"";"";"1000-1500";"";"";"2.0";"25.0";"";"";"";"";"";"";
"07.10.2016 08:30";"25.0";"728.9";"751.0";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.2";"";"";"";"1000-1500";"";"";"4.0";"23.1";"";"";"";"";"";"";
"06.10.2016 17:30";"30.0";"731.0";"752.8";"";"62";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.2";"";"";"600-1000";"";"";"2.0";"22.0";"";"";"";"";"";"";
"06.10.2016 08:30";"25.0";"733.2";"755.5";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.2";"";"";"";"600-1000";"";"";"4.0";"22.7";"";"";"";"";"";"";
"05.10.2016 17:30";"30.6";"730.9";"752.7";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.5";"";"";"1000-1500";"";"";"2.0";"25.7";"";"";"";"";"";"";
"05.10.2016 08:30";"26.0";"735.6";"757.9";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"04.10.2016 17:30";"29.0";"736.3";"758.3";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"31.7";"";"";"1000-1500";"";"";"2.0";"24.8";"";"";"";"";"";"";
"04.10.2016 08:30";"25.0";"735.3";"757.6";"";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.5";"";"";"";"600-1000";"";"";"4.0";"23.6";"";"";"";"";"";"";
"03.10.2016 17:30";"28.0";"733.3";"755.3";"";"71";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.5";"";"";"600-1000";"";"";"2.0";"22.3";"";"";"";"";"";"";
"03.10.2016 08:30";"25.0";"732.7";"754.9";"";"86";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.5";"";"";"";"1000-1500";"";"";"10.0";"22.4";"";"";"";"";"";"";
"02.10.2016 17:30";"28.0";"732.9";"754.9";"";"85";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"31.2";"";"";"1000-1500";"";"";"2.0";"25.2";"";"";"";"";"";"";
"02.10.2016 08:30";"25.0";"732.1";"754.3";"";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.2";"";"";"";"1000-1500";"";"";"4.0";"23.6";"";"";"";"";"";"";
"01.10.2016 17:30";"29.0";"731.5";"753.4";"";"81";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"25.4";"";"";"";"";"";"";
"01.10.2016 08:30";"27.0";"733.2";"755.3";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.5";"";"";"";"1000-1500";"";"";"10.0";"24.8";"";"";"";"";"";"";
"30.09.2016 17:30";"28.0";"730.3";"752.2";"";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"25.2";"";"";"";"";"";"";
"30.09.2016 08:30";"26.6";"731.6";"753.7";"";"86";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"4.0";"24.1";"";"";"";"";"";"";
"29.09.2016 17:30";"28.0";"730.9";"752.9";"";"82";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"24.7";"";"";"";"";"";"";
"29.09.2016 08:30";"27.0";"733.3";"755.4";"";"88";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.5";"";"";"";"1000-1500";"";"";"4.0";"24.8";"";"";"";"";"";"";
"28.09.2016 17:30";"28.0";"731.8";"753.8";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.2";"";"";"1000-1500";"";"";"2.0";"23.8";"";"";"";"";"";"";
"28.09.2016 08:30";"26.0";"733.5";"755.7";"";"85";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.7";"";"";"";"1000-1500";"";"";"10.0";"23.2";"";"";"";"";"";"";
"27.09.2016 17:30";"28.0";"733.2";"755.2";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"31.5";"";"";"600-1000";"";"";"4.0";"23.2";"";"";"";"";"";"";
"27.09.2016 08:30";"28.0";"733.8";"755.9";"";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.2";"";"";"";"1000-1500";"";"";"10.0";"24.7";"";"";"";"";"";"";
"26.09.2016 17:30";"28.0";"732.8";"754.8";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"2.0";"24.4";"";"";"";"";"";"";
